study_name,process_a,process_b,subgroup,model_type,subject_count,stem,ci95_lower,ci95_upper,est,pval,se,wald
map,fev,word_de,male,ae,351,r,-0.0942932157099412,0.115044404405266,NaN,NaN,NaN,NaN
map,fev,word_de,male,ae,351,s,0.0794116903274052,0.281867368063117,NaN,NaN,NaN,NaN
map,fev,word_de,male,aeh,351,i,-0.0489798798717394,0.159731438692692,NaN,NaN,NaN,NaN
map,fev,word_de,male,aeh,351,r,-0.0942932157099412,0.115044404405266,NaN,NaN,NaN,NaN
map,fev,word_de,male,aeh,351,s,0.0794116903274052,0.281867368063117,NaN,NaN,NaN,NaN
map,fev,word_de,male,aehplus,351,i,-0.0424497149216253,0.166101592324366,NaN,NaN,NaN,NaN
map,fev,word_de,male,aehplus,351,r,-0.0906798341613788,0.118639205034205,NaN,NaN,NaN,NaN
map,fev,word_de,male,aehplus,351,s,0.167260477800252,0.361818853860493,NaN,NaN,NaN,NaN
map,fev,word_im,female,a,1010,i,0.148385790287908,0.266429820358177,NaN,NaN,NaN,NaN
map,fev,word_im,female,a,1010,r,-0.016412968046423,0.106705201207542,NaN,NaN,NaN,NaN
map,fev,word_im,female,a,1010,s,NaN,NaN,NaN,NaN,NaN,NaN
map,fev,word_im,female,ae,1010,i,0.099908513714315,0.220108711526856,NaN,NaN,NaN,NaN
map,fev,word_im,female,ae,1010,r,-0.0181144502384701,0.105022286196026,NaN,NaN,NaN,NaN
map,fev,word_im,female,ae,1010,s,NaN,NaN,NaN,NaN,NaN,NaN
map,fev,word_im,female,aeh,1010,i,0.0755542864395873,0.196631322251378,NaN,NaN,NaN,NaN
map,fev,word_im,female,aeh,1010,r,-0.0181144502384701,0.105022286196026,NaN,NaN,NaN,NaN
map,fev,word_im,female,aeh,1010,s,NaN,NaN,NaN,NaN,NaN,NaN
map,fev,word_im,female,aehplus,1010,i,0.0610754740079894,0.18260767940353,NaN,NaN,NaN,NaN
map,fev,word_im,female,aehplus,1010,r,-0.0181368679240908,0.105000108431834,NaN,NaN,NaN,NaN
map,fev,word_im,female,aehplus,1010,s,NaN,NaN,NaN,NaN,NaN,NaN
map,fev,word_im,male,a,351,i,0.0797456842129551,0.282176756547511,NaN,NaN,NaN,NaN
map,fev,word_im,male,a,351,r,-0.0145104048429116,0.193161154767653,NaN,NaN,NaN,NaN
map,fev,word_im,male,a,351,s,-0.407421193048822,-0.218790124901706,NaN,NaN,NaN,NaN
map,fev,word_im,male,ae,351,i,-0.0172109945310458,0.190559320384555,NaN,NaN,NaN,NaN
map,fev,word_im,male,ae,351,r,-0.0145974727826071,0.193077316271751,NaN,NaN,NaN,NaN
map,fev,word_im,male,ae,351,s,-0.43216064056767,-0.247192413254046,NaN,NaN,NaN,NaN
map,fev,word_im,male,aeh,351,i,-0.0302028749276773,0.178001595014915,NaN,NaN,NaN,NaN
map,fev,word_im,male,aeh,351,r,-0.0117149776546083,0.195851285832736,NaN,NaN,NaN,NaN
map,fev,word_im,male,aeh,351,s,-0.562679270314336,-0.402488478445518,NaN,NaN,NaN,NaN
map,fev,word_im,male,aehplus,351,i,-0.00943372643690348,0.1980442959972,NaN,NaN,NaN,NaN
map,fev,word_im,male,aehplus,351,r,-0.0129027630228683,0.194708622673537,NaN,NaN,NaN,NaN
map,fev,word_im,male,aehplus,351,s,-0.189354713374413,0.0184602978050341,NaN,NaN,NaN,NaN
map,fev,word_rec,female,a,1010,i,0.000804722807584491,0.12369541232173,NaN,NaN,NaN,NaN
map,fev,word_rec,female,a,1010,r,-0.0616852890811754,0.0616852890811754,NaN,NaN,NaN,NaN
map,fev,word_rec,female,a,1010,s,-0.0616852890811754,0.0616852890811754,NaN,NaN,NaN,NaN
map,fev,word_rec,female,ae,1010,i,-0.00935884944737013,0.113674826077824,NaN,NaN,NaN,NaN
map,fev,word_rec,female,ae,1010,r,-0.0616852890811754,0.0616852890811754,NaN,NaN,NaN,NaN
map,fev,word_rec,female,ae,1010,s,-0.0616852890811754,0.0616852890811754,NaN,NaN,NaN,NaN
map,fev,word_rec,female,aeh,1010,i,-0.0259970723741238,0.0972164688747784,NaN,NaN,NaN,NaN
map,fev,word_rec,female,aeh,1010,r,-0.0616852890811754,0.0616852890811754,NaN,NaN,NaN,NaN
map,fev,word_rec,female,aeh,1010,s,-0.0616852890811754,0.0616852890811754,NaN,NaN,NaN,NaN
map,fev,word_rec,female,aehplus,1010,i,-0.0334640104570619,0.0898082785853988,NaN,NaN,NaN,NaN
map,fev,word_rec,female,aehplus,1010,r,-0.0616852890811754,0.0616852890811754,NaN,NaN,NaN,NaN
map,fev,word_rec,female,aehplus,1010,s,-0.0616852890811754,0.0616852890811754,NaN,NaN,NaN,NaN
map,fev,word_rec,male,a,351,i,-0.0507593481863202,0.157992554522371,NaN,NaN,NaN,NaN
map,fev,word_rec,male,a,351,r,-0.0431558969750964,0.165413552485361,NaN,NaN,NaN,NaN
map,fev,word_rec,male,a,351,s,-0.446489778526094,-0.263789735020798,NaN,NaN,NaN,NaN
map,fev,word_rec,male,ae,351,i,-0.0812071810940475,0.128037171590219,NaN,NaN,NaN,NaN
map,fev,word_rec,male,ae,351,r,-0.0431558969750964,0.165413552485361,NaN,NaN,NaN,NaN
map,fev,word_rec,male,ae,351,s,-0.45129689382388,-0.269382117573841,NaN,NaN,NaN,NaN
map,fev,word_rec,male,aeh,351,i,-0.0936021978444604,0.115732293157193,NaN,NaN,NaN,NaN
map,fev,word_rec,male,aeh,351,r,-0.0430886233268632,0.165479106586239,NaN,NaN,NaN,NaN
map,fev,word_rec,male,aeh,351,s,-0.456315470633451,-0.27523362481496,NaN,NaN,NaN,NaN
map,fev,word_rec,male,aehplus,351,i,-0.0910909201828382,0.118230509352215,NaN,NaN,NaN,NaN
map,fev,word_rec,male,aehplus,351,r,-0.0361955097353779,0.172186273697982,NaN,NaN,NaN,NaN
map,fev,word_rec,male,aehplus,351,s,-0.461561569313737,-0.281364792422156,NaN,NaN,NaN,NaN
map,grip,bnt,female,a,1010,i,0.114906266137131,0.23449754109143,NaN,NaN,NaN,NaN
map,grip,bnt,female,a,1010,r,-0.0860016126950334,0.0372955186634115,NaN,NaN,NaN,NaN
map,grip,bnt,female,a,1010,s,0.0698092595581657,0.191072823528171,NaN,NaN,NaN,NaN
map,grip,bnt,female,aeh,1010,i,0.0223723842475035,0.144876949369596,NaN,NaN,NaN,NaN
map,grip,bnt,female,aeh,1010,r,-0.0866665227766329,0.0366265305761763,NaN,NaN,NaN,NaN
map,grip,bnt,female,aeh,1010,s,0.0197846153616938,0.142341423133368,NaN,NaN,NaN,NaN
map,grip,bnt,female,aehplus,1010,i,0.0221705303535974,0.144679228400518,NaN,NaN,NaN,NaN
map,grip,bnt,female,aehplus,1010,r,-0.0863494123960426,0.0369455996326946,NaN,NaN,NaN,NaN
map,grip,bnt,female,aehplus,1010,s,0.0313103945107121,0.153622158424118,NaN,NaN,NaN,NaN
map,grip,bnt,male,a,351,i,0.234125112374923,0.420813011478974,NaN,NaN,NaN,NaN
map,grip,bnt,male,a,351,r,-0.0939409238113723,0.11539512612042,NaN,NaN,NaN,NaN
map,grip,bnt,male,a,351,s,0.11391650085238,0.313609230636104,NaN,NaN,NaN,NaN
map,grip,bnt,male,ae,351,i,0.208238045334899,0.398158858571618,NaN,NaN,NaN,NaN
map,grip,bnt,male,ae,351,r,-0.0919942586196265,0.117332174340329,NaN,NaN,NaN,NaN
map,grip,bnt,male,ae,351,s,0.150087271445129,0.346411319729454,NaN,NaN,NaN,NaN
map,grip,bnt,male,aeh,351,i,0.162595460213151,0.357643960878363,NaN,NaN,NaN,NaN
map,grip,bnt,male,aeh,351,r,-0.0900747132599956,0.119240678330436,NaN,NaN,NaN,NaN
map,grip,bnt,male,aeh,351,s,0.110490330817917,0.310477240402914,NaN,NaN,NaN,NaN
map,grip,bnt,male,aehplus,351,i,0.168454769878917,0.362886415847937,NaN,NaN,NaN,NaN
map,grip,bnt,male,aehplus,351,r,-0.0917163185207008,0.117608611471307,NaN,NaN,NaN,NaN
map,grip,bnt,male,aehplus,351,s,0.0412986428594233,0.246283398888042,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,a,1010,i,-0.0208105281501772,0.102354183896082,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,a,1010,r,-0.0524928827397444,0.0708672426481175,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,a,1010,s,0.152620575361901,0.270450519063133,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,ae,1010,i,-0.0628748555257753,0.0604955473661386,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,ae,1010,r,-0.0542381940849682,0.069125522235379,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,ae,1010,s,0.162920914875609,0.280213005230601,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,aeh,1010,i,-0.0679899890500525,0.0553756626479274,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,aeh,1010,r,-0.053511108454328,0.0698512033098729,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,aeh,1010,s,0.166077612477929,0.283200020104777,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,aehplus,1010,i,-0.0674366849599149,0.0559297937746447,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,aehplus,1010,r,-0.053800036775917,0.0695628487612715,NaN,NaN,NaN,NaN
map,grip,bstory_de,female,aehplus,1010,s,0.180025935849007,0.296371429753156,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,a,351,i,0.0709558308759784,0.274020401813396,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,a,351,r,-0.0591217406502382,0.149803506637084,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,a,351,s,-0.520683333860936,-0.35149335829811,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,ae,351,i,0.0327701182586215,0.238244411299702,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,ae,351,r,-0.0594860174270782,0.149446128256215,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,ae,351,s,-0.494813274263813,-0.320571589304181,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,aeh,351,i,0.0102919587378316,0.216920734687336,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,aeh,351,r,-0.0611519715580111,0.147811026706894,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,aeh,351,s,-0.468441255332186,-0.289427509353622,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,aehplus,351,i,0.0162602632014562,0.222601798683147,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,aehplus,351,r,-0.0640959989048672,0.144918725495554,NaN,NaN,NaN,NaN
map,grip,bstory_de,male,aehplus,351,s,-0.527824411144017,-0.360094403704559,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,a,1010,i,0.0617370562184546,0.183249543463525,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,a,1010,r,-0.104623589999435,0.0185174406809516,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,a,1010,s,NaN,NaN,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,ae,1010,i,0.0312214118793677,0.153535189556524,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,ae,1010,r,-0.104623589999435,0.0185174406809516,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,ae,1010,s,NaN,NaN,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,aeh,1010,i,0.0196769524733848,0.142235898913708,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,aeh,1010,r,-0.104612796258572,0.0185283501219715,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,aeh,1010,s,NaN,NaN,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,aehplus,1010,i,0.0208730159738692,0.143408046804542,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,aehplus,1010,r,-0.100330317814555,0.0228544208553464,NaN,NaN,NaN,NaN
map,grip,bstory_im,female,aehplus,1010,s,NaN,NaN,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,a,351,i,0.0396449567983378,0.244726835518005,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,a,351,r,-0.158674378636555,0.0500617687807559,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,a,351,s,0.778342074686319,0.848642442421968,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,ae,351,i,-0.0156077216700503,0.19210431682992,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,ae,351,r,-0.158674378636555,0.0500617687807559,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,ae,351,s,0.796767935775991,0.861678955373615,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,aeh,351,i,0.00459953513688336,0.211489201829722,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,aeh,351,r,-0.0795280411683774,0.129699160729646,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,aeh,351,s,-0.545598708242711,-0.381627124925554,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,aehplus,351,i,0.0164337794539276,0.222766754642192,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,aehplus,351,r,-0.0803500308797222,0.128885713709554,NaN,NaN,NaN,NaN
map,grip,bstory_im,male,aehplus,351,s,-0.579016860686241,-0.422599310973389,NaN,NaN,NaN,NaN
map,grip,categories,female,a,1010,i,0.0846408989465689,0.205407052024082,NaN,NaN,NaN,NaN
map,grip,categories,female,a,1010,r,-0.025151868334528,0.0980541637718441,NaN,NaN,NaN,NaN
map,grip,categories,female,a,1010,s,0.191029125910549,0.306730616178066,NaN,NaN,NaN,NaN
map,grip,categories,female,ae,1010,i,0.0314044311671179,0.15371406487985,NaN,NaN,NaN,NaN
map,grip,categories,female,ae,1010,r,-0.0274842435837812,0.0957420863589708,NaN,NaN,NaN,NaN
map,grip,categories,female,ae,1010,s,0.194513245720799,0.310005110460645,NaN,NaN,NaN,NaN
map,grip,categories,female,aeh,1010,i,-0.00585317097978456,0.117134015265433,NaN,NaN,NaN,NaN
map,grip,categories,female,aeh,1010,r,-0.0284056019285167,0.0948283797516361,NaN,NaN,NaN,NaN
map,grip,categories,female,aeh,1010,s,0.192586822280487,0.308194930800264,NaN,NaN,NaN,NaN
map,grip,categories,female,aehplus,1010,i,-0.00071837399054705,0.122195338003023,NaN,NaN,NaN,NaN
map,grip,categories,female,aehplus,1010,r,-0.027379951972864,0.0958454987629613,NaN,NaN,NaN,NaN
map,grip,categories,female,aehplus,1010,s,0.194207682482184,0.309718041309809,NaN,NaN,NaN,NaN
map,grip,categories,male,a,351,i,0.0629539503972135,0.266569741349623,NaN,NaN,NaN,NaN
map,grip,categories,male,a,351,r,-0.0863190138307028,0.122970306158103,NaN,NaN,NaN,NaN
map,grip,categories,male,a,351,s,0.0193767881488152,0.225562773715691,NaN,NaN,NaN,NaN
map,grip,categories,male,ae,351,i,0.0219535412671173,0.228008044285624,NaN,NaN,NaN,NaN
map,grip,categories,male,ae,351,r,-0.0854515159485336,0.123830942321514,NaN,NaN,NaN,NaN
map,grip,categories,male,ae,351,s,0.0297061775001187,0.235349449644305,NaN,NaN,NaN,NaN
map,grip,categories,male,aeh,351,i,-0.0328183577121052,0.175465287858887,NaN,NaN,NaN,NaN
map,grip,categories,male,aeh,351,r,-0.084345607081941,0.124927647336879,NaN,NaN,NaN,NaN
map,grip,categories,male,aeh,351,s,0.0370157662577009,0.242249881761018,NaN,NaN,NaN,NaN
map,grip,categories,male,aehplus,351,i,-0.0215552756274924,0.186367767572458,NaN,NaN,NaN,NaN
map,grip,categories,male,aehplus,351,r,-0.0846617935812266,0.124614144473527,NaN,NaN,NaN,NaN
map,grip,categories,male,aehplus,351,s,0.07753114857946,0.28012457995279,NaN,NaN,NaN,NaN
map,grip,digit_b,female,a,1010,i,0.181499739192299,0.297760562755312,NaN,NaN,NaN,NaN
map,grip,digit_b,female,a,1010,r,-0.105456036763648,0.0176759824200246,NaN,NaN,NaN,NaN
map,grip,digit_b,female,a,1010,s,0.452263720075724,0.544879756436056,NaN,NaN,NaN,NaN
map,grip,digit_b,female,ae,1010,i,0.140338469447667,0.258777987937283,NaN,NaN,NaN,NaN
map,grip,digit_b,female,ae,1010,r,-0.110335041080792,0.0127406518520999,NaN,NaN,NaN,NaN
map,grip,digit_b,female,ae,1010,s,0.452263720075724,0.544879756436056,NaN,NaN,NaN,NaN
map,grip,digit_b,female,aeh,1010,i,0.100562421849694,0.220737162845629,NaN,NaN,NaN,NaN
map,grip,digit_b,female,aeh,1010,r,-0.114089425374641,0.00893883766178957,NaN,NaN,NaN,NaN
map,grip,digit_b,female,aeh,1010,s,NaN,NaN,NaN,NaN,NaN,NaN
map,grip,digit_b,female,aehplus,1010,i,0.0910545518727523,0.21158960333479,NaN,NaN,NaN,NaN
map,grip,digit_b,female,aehplus,1010,r,-0.105524189701399,0.0176070839799419,NaN,NaN,NaN,NaN
map,grip,digit_b,female,aehplus,1010,s,0.467652261720727,0.558457383386992,NaN,NaN,NaN,NaN
map,grip,digit_b,male,a,351,i,0.0641078590654728,0.267645665237867,NaN,NaN,NaN,NaN
map,grip,digit_b,male,a,351,r,-0.115566260022425,0.0937690047087288,NaN,NaN,NaN,NaN
map,grip,digit_b,male,a,351,s,-0.33861874650695,-0.141446562330343,NaN,NaN,NaN,NaN
map,grip,digit_b,male,ae,351,i,-0.0323215090288633,0.175947308807363,NaN,NaN,NaN,NaN
map,grip,digit_b,male,ae,351,r,-0.115583538745202,0.0937516460134106,NaN,NaN,NaN,NaN
map,grip,digit_b,male,ae,351,s,-0.219819491428488,-0.0133354412415646,NaN,NaN,NaN,NaN
map,grip,digit_b,male,aeh,351,i,-0.133237471272651,0.075949258168739,NaN,NaN,NaN,NaN
map,grip,digit_b,male,aeh,351,r,0.0584909701100055,0.262403600725814,NaN,NaN,NaN,NaN
map,grip,digit_b,male,aeh,351,s,0.0687967989777031,0.272012495957609,NaN,NaN,NaN,NaN
map,grip,digit_b,male,aehplus,351,i,-0.125223784671177,0.0840468960518896,NaN,NaN,NaN,NaN
map,grip,digit_b,male,aehplus,351,r,0.0646214692490172,0.268124400835109,NaN,NaN,NaN,NaN
map,grip,digit_b,male,aehplus,351,s,0.0766215061379491,0.279281091231976,NaN,NaN,NaN,NaN
map,grip,digit_f,female,a,1010,i,0.0336790123770732,0.155936475798662,NaN,NaN,NaN,NaN
map,grip,digit_f,female,a,1010,r,-0.0253243324652375,0.0978832460609217,NaN,NaN,NaN,NaN
map,grip,digit_f,female,a,1010,s,0.161002770031824,0.278396856792898,NaN,NaN,NaN,NaN
map,grip,digit_f,female,ae,1010,i,-0.0107351751124116,0.112315936116983,NaN,NaN,NaN,NaN
map,grip,digit_f,female,ae,1010,r,-0.0261433619245677,0.0970714612962043,NaN,NaN,NaN,NaN
map,grip,digit_f,female,ae,1010,s,0.140683728622966,0.259106584709286,NaN,NaN,NaN,NaN
map,grip,digit_f,female,aeh,1010,i,-0.0541548961808559,0.0692086658499503,NaN,NaN,NaN,NaN
map,grip,digit_f,female,aeh,1010,r,-0.0258046950007521,0.0974071524347408,NaN,NaN,NaN,NaN
map,grip,digit_f,female,aeh,1010,s,0.139251708150546,0.257743495380107,NaN,NaN,NaN,NaN
map,grip,digit_f,female,aehplus,1010,i,-0.054011164363216,0.0693521274087931,NaN,NaN,NaN,NaN
map,grip,digit_f,female,aehplus,1010,r,-0.026322812968464,0.0968935756822442,NaN,NaN,NaN,NaN
map,grip,digit_f,female,aehplus,1010,s,0.16378414673088,0.281030061275312,NaN,NaN,NaN,NaN
map,grip,digit_f,male,a,351,i,0.00229733258960389,0.209288876898557,NaN,NaN,NaN,NaN
map,grip,digit_f,male,a,351,r,-0.0533922200094836,0.155417353106642,NaN,NaN,NaN,NaN
map,grip,digit_f,male,a,351,s,-0.0695464540678648,0.139554589298108,NaN,NaN,NaN,NaN
map,grip,digit_f,male,ae,351,i,-0.05720236558231,0.151685632838175,NaN,NaN,NaN,NaN
map,grip,digit_f,male,ae,351,r,-0.0541573830100507,0.154668417604607,NaN,NaN,NaN,NaN
map,grip,digit_f,male,ae,351,s,-0.0521910005604497,0.156592613198335,NaN,NaN,NaN,NaN
map,grip,digit_f,male,aeh,351,i,-0.0322289299871325,0.176037113923573,NaN,NaN,NaN,NaN
map,grip,digit_f,male,aeh,351,r,-0.0554258745056096,0.153426299177515,NaN,NaN,NaN,NaN
map,grip,digit_f,male,aeh,351,s,-0.0542499149279412,0.154577831824318,NaN,NaN,NaN,NaN
map,grip,digit_f,male,aehplus,351,i,-0.0423836340027622,0.16616596519931,NaN,NaN,NaN,NaN
map,grip,digit_f,male,aehplus,351,r,-0.048904667306855,0.15980490737441,NaN,NaN,NaN,NaN
map,grip,digit_f,male,aehplus,351,s,-0.173625962049093,0.0347133187102234,NaN,NaN,NaN,NaN
map,grip,digit_o,female,a,1010,i,0.0661956875291071,0.187572587162778,NaN,NaN,NaN,NaN
map,grip,digit_o,female,a,1010,r,-0.0404940546546993,0.0828210556318691,NaN,NaN,NaN,NaN
map,grip,digit_o,female,a,1010,s,0.0766468243158278,0.197687507846999,NaN,NaN,NaN,NaN
map,grip,digit_o,female,ae,1010,i,0.0187173848206429,0.141295269506417,NaN,NaN,NaN,NaN
map,grip,digit_o,female,ae,1010,r,-0.042221936160484,0.0811018407967181,NaN,NaN,NaN,NaN
map,grip,digit_o,female,ae,1010,s,0.0948187464961657,0.215213677002716,NaN,NaN,NaN,NaN
map,grip,digit_o,female,aeh,1010,i,-0.0149450966893892,0.108156488058088,NaN,NaN,NaN,NaN
map,grip,digit_o,female,aeh,1010,r,-0.0422253480148069,0.0810984453293956,NaN,NaN,NaN,NaN
map,grip,digit_o,female,aeh,1010,s,0.0885469114344105,0.209173468051172,NaN,NaN,NaN,NaN
map,grip,digit_o,female,aehplus,1010,i,-0.0129510047102568,0.110127209904099,NaN,NaN,NaN,NaN
map,grip,digit_o,female,aehplus,1010,r,-0.0430038048356082,0.0803236525644179,NaN,NaN,NaN,NaN
map,grip,digit_o,female,aehplus,1010,s,0.127187802250522,0.246241538745121,NaN,NaN,NaN,NaN
map,grip,digit_o,male,a,351,i,0.0899471613509359,0.291606447824151,NaN,NaN,NaN,NaN
map,grip,digit_o,male,a,351,r,-0.10589308693119,0.103467009653958,NaN,NaN,NaN,NaN
map,grip,digit_o,male,a,351,s,0.0244303767060607,0.230356048130102,NaN,NaN,NaN,NaN
map,grip,digit_o,male,ae,351,i,0.0402302151985661,0.245277841970527,NaN,NaN,NaN,NaN
map,grip,digit_o,male,ae,351,r,-0.105588971719943,0.103771261493015,NaN,NaN,NaN,NaN
map,grip,digit_o,male,ae,351,s,0.0444486602060199,0.249245489756136,NaN,NaN,NaN,NaN
map,grip,digit_o,male,aeh,351,i,-0.015957335116499,0.191767499033574,NaN,NaN,NaN,NaN
map,grip,digit_o,male,aeh,351,r,-0.106042562198759,0.103317452870022,NaN,NaN,NaN,NaN
map,grip,digit_o,male,aeh,351,s,0.0522240154990777,0.256540610540866,NaN,NaN,NaN,NaN
map,grip,digit_o,male,aehplus,351,i,-0.0159814547402383,0.191744260369695,NaN,NaN,NaN,NaN
map,grip,digit_o,male,aehplus,351,r,-0.103469350798318,0.105890746987661,NaN,NaN,NaN,NaN
map,grip,digit_o,male,aehplus,351,s,0.0178467236310475,0.2241095525994,NaN,NaN,NaN,NaN
map,grip,ideas,female,a,1010,i,-0.0171770083327818,0.105949585653297,NaN,NaN,NaN,NaN
map,grip,ideas,female,a,1010,r,-0.0435292308207204,0.079800615410152,NaN,NaN,NaN,NaN
map,grip,ideas,female,a,1010,s,0.0785924587329314,0.199567709084806,NaN,NaN,NaN,NaN
map,grip,ideas,female,ae,1010,i,-0.0426501733528497,0.0806756380414164,NaN,NaN,NaN,NaN
map,grip,ideas,female,ae,1010,r,-0.0430174436588028,0.0803100766081781,NaN,NaN,NaN,NaN
map,grip,ideas,female,ae,1010,s,0.0636457022254017,0.185100722753221,NaN,NaN,NaN,NaN
map,grip,ideas,female,aeh,1010,i,-0.0686843573955531,0.0546801488705817,NaN,NaN,NaN,NaN
map,grip,ideas,female,aeh,1010,r,-0.0430193115736526,0.080308217299755,NaN,NaN,NaN,NaN
map,grip,ideas,female,aeh,1010,s,0.0463862401662624,0.168329516168891,NaN,NaN,NaN,NaN
map,grip,ideas,female,aehplus,1010,i,-0.0675683495613328,0.0557979392614377,NaN,NaN,NaN,NaN
map,grip,ideas,female,aehplus,1010,r,-0.0425217656452987,0.0808034404533572,NaN,NaN,NaN,NaN
map,grip,ideas,female,aehplus,1010,s,0.0646210928155098,0.186046412986724,NaN,NaN,NaN,NaN
map,grip,ideas,male,a,351,i,0.134352667087495,0.332200876168204,NaN,NaN,NaN,NaN
map,grip,ideas,male,a,351,r,-0.0977906759120433,0.111559699266974,NaN,NaN,NaN,NaN
map,grip,ideas,male,a,351,s,0.217843836461691,0.406592147271619,NaN,NaN,NaN,NaN
map,grip,ideas,male,ae,351,i,0.111524509976317,0.31142308000255,NaN,NaN,NaN,NaN
map,grip,ideas,male,ae,351,r,-0.0988769521426222,0.110476335766427,NaN,NaN,NaN,NaN
map,grip,ideas,male,ae,351,s,0.219092948446812,0.407686431898419,NaN,NaN,NaN,NaN
map,grip,ideas,male,aeh,351,i,0.0815366126150825,0.283835028949848,NaN,NaN,NaN,NaN
map,grip,ideas,male,aeh,351,r,-0.0985143884212894,0.110837982635062,NaN,NaN,NaN,NaN
map,grip,ideas,male,aeh,351,s,0.2226146109635,0.41076867079379,NaN,NaN,NaN,NaN
map,grip,ideas,male,aehplus,351,i,0.0811820376656576,0.283506813793098,NaN,NaN,NaN,NaN
map,grip,ideas,male,aehplus,351,r,-0.0967001118642225,0.112646838755248,NaN,NaN,NaN,NaN
map,grip,ideas,male,aehplus,351,s,0.195567602443534,0.386985676471578,NaN,NaN,NaN,NaN
map,grip,line,female,a,1010,i,0.0843974560541044,0.205172191019743,NaN,NaN,NaN,NaN
map,grip,line,female,a,1010,r,-0.0367130497846624,0.0865805371542016,NaN,NaN,NaN,NaN
map,grip,line,female,a,1010,s,0.508690235102692,0.594429700680817,NaN,NaN,NaN,NaN
map,grip,line,female,ae,1010,i,0.0359828781241115,0.158186238493797,NaN,NaN,NaN,NaN
map,grip,line,female,ae,1010,r,-0.0372519108964207,0.0860449579852072,NaN,NaN,NaN,NaN
map,grip,line,female,ae,1010,s,0.541553768611731,0.622991299786905,NaN,NaN,NaN,NaN
map,grip,line,female,aeh,1010,i,0.00899445535132925,0.131751734409174,NaN,NaN,NaN,NaN
map,grip,line,female,aeh,1010,r,-0.0377039243621823,0.0855956425488743,NaN,NaN,NaN,NaN
map,grip,line,female,aeh,1010,s,0.525761782156512,0.609293580090096,NaN,NaN,NaN,NaN
map,grip,line,female,aehplus,1010,i,0.0101038396164476,0.132841801141787,NaN,NaN,NaN,NaN
map,grip,line,female,aehplus,1010,r,-0.0381540252433448,0.0851481784414437,NaN,NaN,NaN,NaN
map,grip,line,female,aehplus,1010,s,0.687696238580096,0.747426744583219,NaN,NaN,NaN,NaN
map,grip,line,male,a,351,i,0.103032423447959,0.303644642504921,NaN,NaN,NaN,NaN
map,grip,line,male,a,351,r,-0.134133952063453,0.0750416665674079,NaN,NaN,NaN,NaN
map,grip,line,male,a,351,s,-0.104680204032177,0.104680204032177,NaN,NaN,NaN,NaN
map,grip,line,male,ae,351,i,0.0553645883937508,0.259480624563675,NaN,NaN,NaN,NaN
map,grip,line,male,ae,351,r,-0.134024501970279,0.0751524917396035,NaN,NaN,NaN,NaN
map,grip,line,male,ae,351,s,-0.08597926116621,0.123307408959369,NaN,NaN,NaN,NaN
map,grip,line,male,aeh,351,i,-0.00045358924339605,0.206656937924068,NaN,NaN,NaN,NaN
