domain,study,model_number,subgroup,model_type,physical,cognitive,$n$,Cov(Levels),ab_tau_00_est,ab_tau_00_se,ab_tau_00_pval,Corr(Levels)Est,er_tau_00_est,er_tau_00_se,er_tau_00_pval,CI(Levels)Est,er_tau_00_ci95lo,er_tau_00_ci95hi,Corr(Levels)Comp,cr_levels_est,cr_levels_ci95_lo,cr_levels_ci95_hi,Cov(Slopes),Corr(Slopes)Est,er_tau_11_est,er_tau_11_se,er_tau_11_pval,CI(Slopes)Est,er_tau_11_ci95lo,er_tau_11_ci95hi,Corr(Slopes)Comp,cr_slopes_est,cr_slopes_ci95_lo,cr_slopes_ci95_hi,Cov(Residuals),ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_pval,Corr(Resid)Est,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,CI(Resid)Est,er_sigma_00_ci95lo,er_sigma_00_ci95hi,Corr(Residuals)Comp,cr_resid_est,cr_resid_ci95_lo,cr_resid_ci95_hi
episodic memory,map,b1,female,aehplus,gait,word_rec,935," .01( .00), $p$=.08 .",0.009,0.005,0.076," .09( .05), $p$=.09 .",0.089,0.052,0.088,"(-.01, .19)",-0.012920000000000001,0.19091999999999998," .09( .03, .15)",0.0890870806374748,0.025117850176684067,0.1523297261280742," .00( .00), $p$=.97  ","-.02( .57), $p$=.97  ",-0.021,0.574,0.971,"(-1.15,1.10)",-1.1460399999999997,1.10404," .00(-.06, .06)",0.0,-0.06411269389362989,0.06411269389362989," .00( .00), $p$=.87  ",0.0,0.002,0.873,"-.00( .03), $p$=.87  ",-0.004,0.027,0.873,"(-.06, .05)",-0.05692,0.048920000000000005," .00(-.06, .06)",0.0,-0.06411269389362989,0.06411269389362989
executive function,eas,b1,female,aehplus,gait,trailsb,362,"-4.86(107.76), $p$=.96  ",-4.863,107.756,0.964,"-.01( .12), $p$=.96  ",-0.006,0.125,0.964,"(-.25, .24)",-0.251,0.239,"-.01(-.11, .10)",-0.005662834243369972,-0.10867495407332614,0.09746961212314456,"3.36(6.59), $p$=.61  "," .18( .36), $p$=.61  ",0.183,0.364,0.615,"(-.53, .90)",-0.53044,0.8964399999999999," .18( .08, .28)",0.18301031617434388,0.08147163472233873,0.2807890950566218,"-4.35(25.36), $p$=.86  ",-4.35,25.362,0.864,"-.01( .08), $p$=.86  ",-0.013,0.076,0.864,"(-.16, .14)",-0.16196,0.13595999999999997,"-.01(-.12, .09)",-0.01306803123773561,-0.11598735028488809,0.09012892530959021
fluency,eas,b1,female,aehplus,gait,categories,363,"11.43(13.72), $p$=.40  ",11.432,13.718,0.405," .10( .11), $p$=.40  ",0.095,0.112,0.399,"(-.12, .31)",-0.12451999999999999,0.31452," .09(-.01, .20)",0.0948924058847802,-0.008120217167677399,0.19591212482653358," .67( .92), $p$=.46  "," .33( .45), $p$=.46  ",0.33,0.448,0.461,"(-.55,1.21)",-0.5480799999999999,1.20808," .33( .23, .42)",0.3298907181809861,0.2349350387934279,0.41860941402487817," .43(2.70), $p$=.87  ",0.429,2.704,0.874," .01( .08), $p$=.87  ",0.013,0.082,0.874,"(-.15, .17)",-0.14772,0.17372," .01(-.09, .12)",0.012962367383891962,-0.0900911456766217,0.11574124664923541
fluency,map,b1,female,aehplus,gait,categories,935," .18( .05), $p$<.01 ***",0.183,0.049,0.0," .18( .05), $p$<.01 ***",0.184,0.048,0.0,"( .09, .28)",0.08992,0.27808," .19( .12, .25)",0.18583948373087344,0.12319461298862369,0.24700914518894992," .01( .00), $p$=.02 *"," .39( .17), $p$=.02 *",0.389,0.166,0.019,"( .06, .71)",0.06363999999999997,0.7143600000000001," .30( .24, .36)",0.3017858201417284,0.24236242766985538,0.3589533757503779,"-.01( .02), $p$=.32  ",-0.015,0.016,0.324,"-.02( .02), $p$=.32  ",-0.025,0.025,0.321,"(-.07, .02)",-0.07400000000000001,0.024,"-.02(-.09, .04)",-0.02409981412367044,-0.08807642078672587,0.040074799503203654
fluency,eas,b1,female,aehplus,gait,fas,361,"67.83(23.06), $p$<.01 **",67.831,23.064,0.003," .35( .10), $p$<.01 ***",0.355,0.105,0.001,"( .15, .56)",0.1492,0.5608," .36( .26, .44)",0.3553159561560466,0.26169527734636094,0.442312473830082,"2.08(1.10), $p$=.06 ."," .81( .47), $p$=.09 .",0.807,0.475,0.089,"(-.12,1.74)",-0.12399999999999989,1.738," .81( .77, .84)",0.8067834918310425,0.7674766367195314,0.8400470532630191,"-.79(3.33), $p$=.81  ",-0.793,3.333,0.812,"-.02( .08), $p$=.81  ",-0.019,0.079,0.811,"(-.17, .14)",-0.17384,0.13584000000000002,"-.02(-.12, .08)",-0.01893378461018182,-0.12191391643079431,0.08444964656831667
fluency,elsa,b1,female,aehplus,gait,fluency,2226," .16( .03), $p$<.01 ***",0.158,0.029,0.0," .20( .04), $p$<.01 ***",0.2,0.036,0.0,"( .13, .27)",0.12944,0.27056," .20( .16, .24)",0.1992136034575037,0.1589835200514096,0.23878322374723027," .00( .00), $p$=.20  "," .17( .13), $p$=.20  ",0.17,0.133,0.2,"(-.09, .43)",-0.09068000000000001,0.43068000000000006,---,Inf,NaN,NaN," .02( .01), $p$=.09 .",0.019,0.011,0.093," .04( .02), $p$=.09 .",0.035,0.021,0.092,"(-.01, .08)",-0.006159999999999999,0.07616," .03(-.01, .08)",0.03494395071420387,-0.006611560045816991,0.07637897761174227
fluency,ilse,b1,female,aehplus,tug,fluency,225," .11(1.56), $p$=.94  ",0.112,1.564,0.943,---,NA,NA,NA,---,NA,NA," .01(-.12, .15)",0.014552463702454428,-0.11645984110333527,0.14506699765128814," .00( .02), $p$=.80  ",---,NA,NA,NA,---,NA,NA," .49( .38, .58)",0.485071250072666,0.3782797240336841,0.5791208561392018,"-.66( .70), $p$=.34  ",-0.664,0.7,0.343,---,NA,NA,NA,---,NA,NA,"-.10(-.23, .03)",-0.09923230412542797,-0.22707580885460946,0.03197331025057352
fluid reasoning,eas,b1,female,aehplus,gait,block,351,"16.75(14.11), $p$=.23  ",16.749,14.113,0.235," .13( .10), $p$=.22  ",0.128,0.105,0.221,"(-.08, .33)",-0.07779999999999998,0.3338," .13( .02, .23)",0.12843336998656896,0.024076865723327852,0.23002107150811238," .19( .84), $p$=.82  "," .08( .36), $p$=.82  ",0.082,0.364,0.821,"(-.63, .80)",-0.63144,0.7954399999999999," .08(-.02, .19)",0.08193042748508679,-0.022946577730229685,0.1850237762353941,"1.10(2.26), $p$=.62  ",1.103,2.256,0.625," .03( .06), $p$=.62  ",0.031,0.063,0.625,"(-.09, .15)",-0.09247999999999999,0.15448," .03(-.07, .14)",0.031013171086238727,-0.07390696934084974,0.13525427683216631
fluid reasoning,ilse,b1,female,aehplus,tug,block,225,"-.37(1.33), $p$=.78  ",-0.374,1.329,0.778,---,NA,NA,NA,---,NA,NA,"-.05(-.18, .08)",-0.04791075324488861,-0.17758857755333474,0.08340251386563922,"-.00( .01), $p$=.92  ",---,NA,NA,NA,---,NA,NA,"-.15(-.27,-.02)",-0.14586499149789459,-0.27147646796619845,-0.015367525966995518," .25( .47), $p$=.60  ",0.247,0.466,0.596,---,NA,NA,NA,---,NA,NA," .05(-.08, .18)",0.04900090563239408,-0.08231729815752516,0.1786466281555974
fluid reasoning,octo,b1,female,aehplus,gait,block,273,"-8.56(3.00), $p$<.01 **",-8.557,2.999,0.004,"-.44( .13), $p$<.01 ***",-0.436,0.126,0.001,"(-.68,-.19)",-0.68296,-0.18904,"-.44(-.53,-.33)",-0.4356595135465947,-0.527114162625103,-0.3342287857889763,"-.21( .63), $p$=.74  ","-.49( .62), $p$=.42  ",-0.492,0.618,0.425,"(-1.70, .72)",-1.70328,0.7192799999999999,"-.49(-.58,-.40)",-0.4911284285885508,-0.5762472508666389,-0.3954692829758402,"-1.66( .66), $p$=.01 *",-1.655,0.664,0.013,"-.15( .05), $p$<.01 **",-0.149,0.051,0.004,"(-.25,-.05)",-0.24896,-0.04904,"-.15(-.26,-.03)",-0.14862700725802663,-0.2627087462316541,-0.030447111483971518
fluid reasoning,octo,b1,female,aehplus,gait,fig_logic,270,"-4.50(2.83), $p$=.11  ",-4.495,2.832,0.112,"-.45( .21), $p$=.04 *",-0.45,0.215,0.036,"(-.87,-.03)",-0.8714,-0.028600000000000014,"-.45(-.54,-.35)",-0.4503857054040086,-0.5406912264658194,-0.3498178395886194," .04( .17), $p$=.80  "," .15( .45), $p$=.74  ",0.151,0.449,0.737,"(-.73,1.03)",-0.72904,1.03104," .15( .03, .27)",0.15172103330984843,0.03294177935904397,0.2662742091701159,"-.52( .65), $p$=.42  ",-0.523,0.651,0.422,"-.06( .07), $p$=.44  ",-0.056,0.072,0.44,"(-.20, .09)",-0.19712,0.08512,"-.06(-.17, .06)",-0.0555361690239759,-0.1737600853004345,0.06426578249311987
fluid reasoning,map,b1,female,aehplus,gait,matrices,935," .06( .01), $p$<.01 ***",0.061,0.015,0.0," .24( .06), $p$<.01 ***",0.243,0.055,0.0,"( .14, .35)",0.1352,0.3508," .25( .18, .30)",0.24562253788475513,0.1844139061430609,0.30493328793970276," .00( .00), $p$=.97  "," .01( .30), $p$=.97  ",0.012,0.303,0.968,"(-.58, .61)",-0.58188,0.60588," .00(-.06, .06)",0.0,-0.06411269389362989,0.06411269389362989," .00( .01), $p$=.83  ",0.002,0.007,0.826," .01( .03), $p$=.83  ",0.007,0.03,0.826,"(-.05, .07)",-0.0518,0.0658," .01(-.06, .07)",0.008547008547008546,-0.055596150466078575,0.0726199087826695
fluid reasoning,lasa,b1,female,aehplus,gait,raven,782,"-.95( .42), $p$=.02 *",-0.954,0.425,0.025,"-.25( .15), $p$=.10  ",-0.246,0.151,0.104,"(-.54, .05)",-0.54196,0.049960000000000004,"-.25(-.31,-.18)",-0.24586270929447118,-0.3106164420994124,-0.1788375173399889,"-.02( .01), $p$=.02 *","-.53( .18), $p$<.01 **",-0.531,0.179,0.003,"(-.88,-.18)",-0.88184,-0.18016000000000004,"-.52(-.57,-.47)",-0.521286035142687,-0.5705426558680028,-0.4682925605005395," .25( .28), $p$=.37  ",0.254,0.284,0.371," .03( .04), $p$=.40  ",0.029,0.035,0.4,"(-.04, .10)",-0.03960000000000001,0.0976," .03(-.04, .10)",0.02931392703695995,-0.04087787751300903,0.09921781605351451
fluid reasoning,ilse,b1,female,aehplus,tug,spatial_ab,225," .17(1.13), $p$=.88  ",0.17,1.132,0.88,---,NA,NA,NA,---,NA,NA," .03(-.10, .16)",0.026764595351365262,-0.1043914768877439,0.15700563167949322,"-.00( .01), $p$=.93  ",---,NA,NA,NA,---,NA,NA,"-.30(-.42,-.18)",-0.30151134457776363,-0.4159009898332891,-0.17772943679195086,"-.35( .50), $p$=.48  ",-0.349,0.499,0.484,---,NA,NA,NA,---,NA,NA,"-.08(-.21, .05)",-0.07808715067769575,-0.20676607826544074,0.05324731152440749
mental status,octo,b1,female,aehplus,gait,clock,276,"-.90( .55), $p$=.10  ",-0.903,0.553,0.103,"-.19( .14), $p$=.16  ",-0.191,0.135,0.157,"(-.46, .07)",-0.4556,0.0736,"-.19(-.30,-.07)",-0.19108404532914008,-0.3023322297724206,-0.0747002258647684,"-.08( .17), $p$=.65  ","-.25( .24), $p$=.29  ",-0.249,0.237,0.295,"(-.71, .22)",-0.7135199999999999,0.21552,"-.25(-.35,-.13)",-0.2470920361069663,-0.3548099706431559,-0.13290011579775074,"-1.37( .94), $p$=.14  ",-1.374,0.941,0.144,"-.26( .15), $p$=.07 .",-0.261,0.147,0.075,"(-.55, .03)",-0.54912,0.027119999999999977,"-.26(-.37,-.15)",-0.26049818654449874,-0.3672712404268581,-0.14694871753066996
mental status,eas,b1,female,aehplus,gait,mmse,363,"2.69(2.33), $p$=.25  ",2.686,2.326,0.248," .14( .12), $p$=.25  ",0.142,0.123,0.249,"(-.10, .38)",-0.09908,0.38308," .14( .04, .24)",0.1415387283439319,0.03917617994354035,0.24096145704704475," .02( .16), $p$=.92  "," .08( .79), $p$=.92  ",0.078,0.793,0.922,"(-1.48,1.63)",-1.47628,1.6322800000000002," .08(-.02, .18)",0.08130736316613935,-0.021808465128885943,0.18271151550432221,"-.37( .51), $p$=.47  ",-0.37,0.511,0.468,"-.05( .07), $p$=.47  ",-0.051,0.071,0.471,"(-.19, .09)",-0.19015999999999997,0.08815999999999999,"-.05(-.15, .05)",-0.05143510748928818,-0.15355543389221918,0.051772303162209876
mental status,map,b1,female,aehplus,gait,mmse,935," .03( .01), $p$<.01 ***",0.031,0.009,0.001," .22( .06), $p$<.01 ***",0.223,0.064,0.001,"( .10, .35)",0.09756000000000001,0.34843999999999997," .23( .17, .29)",0.22842953189069096,0.16675906327596285,0.28831971645795124," .00( .00), $p$=.37  "," .19( .20), $p$=.36  ",0.186,0.205,0.365,"(-.22, .59)",-0.2158,0.5878," .13( .07, .19)",0.13018891098082389,0.06663238170532564,0.19269324029759366," .01( .00), $p$=.01 **",0.012,0.004,0.008," .07( .03), $p$=.01 **",0.071,0.026,0.007,"( .02, .12)",0.020039999999999995,0.12195999999999999," .07( .01, .14)",0.0727874525246839,0.008715430054007035,0.1362642556886366
mental status,octo,b1,female,aehplus,gait,mmse,276,"-1.33( .59), $p$=.02 *",-1.334,0.594,0.025,"-.27( .11), $p$=.01 *",-0.267,0.106,0.012,"(-.47,-.06)",-0.47476,-0.059240000000000015,"-.27(-.37,-.15)",-0.266868540642986,-0.37317920075010697,-0.15364044727251794,"-.04( .09), $p$=.66  ","-.07( .23), $p$=.77  ",-0.068,0.23,0.769,"(-.52, .38)",-0.5188,0.38280000000000003,"-.07(-.18, .05)",-0.06688814094270056,-0.18350804079349858,0.05158841561976129,"-.06( .52), $p$=.91  ",-0.058,0.525,0.913,"-.01( .07), $p$=.91  ",-0.008,0.074,0.913,"(-.15, .14)",-0.15304,0.13704,"-.01(-.13, .11)",-0.008135673045631106,-0.12608370148333276,0.11003916839223248
perceptual speed,lasa,b1,female,aehplus,gait,letter,782,"-2.62( .98), $p$=.01 **",-2.622,0.98,0.007,"-.32( .12), $p$=.01 **",-0.32,0.123,0.009,"(-.56,-.08)",-0.56108,-0.07892000000000002,"-.32(-.38,-.26)",-0.32004506821575424,-0.3815908595290285,-0.2556739979247788,"-.02( .01), $p$=.09 .","-.24( .11), $p$=.02 *",-0.241,0.106,0.023,"(-.45,-.03)",-0.44876,-0.03323999999999999,"-.24(-.31,-.17)",-0.2420824159328721,-0.3069801848668207,-0.17494374240291768,"-.47( .20), $p$=.02 *",-0.472,0.203,0.02,"-.05( .02), $p$=.02 *",-0.05,0.021,0.019,"(-.09,-.01)",-0.09116,-0.00884,"-.05(-.12, .02)",-0.050451237172804135,-0.12013411480803667,0.019726330352535543
perceptual speed,map,b1,female,aehplus,gait,num_comp,935," .10( .04), $p$=.03 *",0.095,0.043,0.028," .11( .05), $p$=.02 *",0.114,0.051,0.024,"( .01, .21)",0.01404000000000001,0.21395999999999998," .12( .05, .18)",0.11511549566192777,0.05138201980504412,0.17791511117863434," .00( .00), $p$=.22  "," .29( .23), $p$=.20  ",0.292,0.227,0.198,"(-.15, .74)",-0.15292,0.73692," .21( .15, .27)",0.2090833493957267,0.14694037607592436,0.2695823201150239," .03( .01), $p$=.02 *",0.029,0.013,0.025," .06( .02), $p$=.02 *",0.057,0.025,0.023,"( .01, .11)",0.008,0.10600000000000001," .06(-.01, .12)",0.05555555555555556,-0.008587726241617171,0.11924352591165373
perceptual speed,octo,b1,female,aehplus,gait,psif,262,"-2.18(2.45), $p$=.38  ",-2.177,2.454,0.375,"-.24( .29), $p$=.41  ",-0.239,0.292,0.413,"(-.81, .33)",-0.8113199999999999,0.33331999999999995,"-.24(-.35,-.12)",-0.23917283871305578,-0.35020975884760236,-0.1215070149293043,"-.25( .77), $p$=.74  ","-.76( .64), $p$=.24  ",-0.756,0.641,0.238,"(-2.01, .50)",-2.01236,0.5003599999999999,"-.76(-.80,-.70)",-0.757524134900749,-0.8048266428108847,-0.7006587437687557,"-.65( .56), $p$=.25  ",-0.648,0.56,0.247,"-.08( .07), $p$=.26  ",-0.078,0.07,0.264,"(-.22, .06)",-0.2152,0.059200000000000016,"-.08(-.20, .04)",-0.07847417788363927,-0.19778094114377254,0.04312361263993102
perceptual speed,eas,b1,female,aehplus,gait,symbol,363,"46.98(24.64), $p$=.06 .",46.977,24.645,0.057," .21( .10), $p$=.04 *",0.209,0.104,0.044,"( .01, .41)",0.005159999999999998,0.41284," .21( .11, .31)",0.20916784209439093,0.10857212860723854,0.305523133881107,"2.53( .99), $p$=.01 **"," .66( .24), $p$=.01 **",0.66,0.242,0.006,"( .19,1.13)",0.18568000000000007,1.13432," .66( .60, .71)",0.6596151732825362,0.5972317330089036,0.7140659913083075," .16(2.92), $p$=.95  ",0.165,2.915,0.955," .00( .07), $p$=.95  ",0.004,0.069,0.955,"(-.13, .14)",-0.13124,0.13924," .00(-.10, .11)",0.0038987208321558794,-0.0990743466253155,0.10678917356417544
perceptual speed,ilse,b1,female,aehplus,tug,symbol,225,"-1.45(2.00), $p$=.47  ",-1.447,2.005,0.471,---,NA,NA,NA,---,NA,NA,"-.13(-.26, .00)",-0.13069003156693726,-0.25708629077332773,1.0236185883458746e-4,"-.00( .02), $p$=.96  ",---,NA,NA,NA,---,NA,NA,"-.09(-.22, .04)",-0.09128709291752768,-0.2194575240759049,0.039980902727692516," .10( .58), $p$=.86  ",0.104,0.582,0.859,---,NA,NA,NA,---,NA,NA," .02(-.11, .15)",0.02073003726699724,-0.11035982451559251,0.15111097460044154
perceptual speed,map,b1,female,aehplus,gait,symbol,935," .27( .06), $p$<.01 ***",0.27,0.056,0.0," .23( .04), $p$<.01 ***",0.233,0.045,0.0,"( .14, .32)",0.1448,0.32120000000000004," .24( .17, .30)",0.23566589500759666,0.17418499271887727,0.29531659861778475," .00( .00), $p$=.59  "," .09( .16), $p$=.59  ",0.086,0.158,0.586,"(-.22, .40)",-0.22368000000000002,0.39568000000000003," .06(-.01, .12)",0.05842062378369861,-0.0057134699319569115,0.12207608127912022," .04( .02), $p$=.03 *",0.039,0.018,0.026," .06( .03), $p$=.03 *",0.063,0.028,0.026,"( .01, .12)",0.008120000000000002,0.11788," .06(-.00, .13)",0.06201454466677605,-0.002106524599125124,0.12562775272619192
perceptual speed,octo,b1,female,aehplus,gait,symbol,266,"-10.73(5.36), $p$=.04 *",-10.73,5.357,0.045,"-.37( .14), $p$=.01 **",-0.367,0.141,0.009,"(-.64,-.09)",-0.6433599999999999,-0.09064,"-.37(-.47,-.26)",-0.3671513994264563,-0.46680963275835974,-0.258285170296745,"-.27( .65), $p$=.68  ","-.42( .44), $p$=.35  ",-0.416,0.443,0.347,"(-1.28, .45)",-1.2842799999999999,0.45227999999999996,"-.42(-.51,-.31)",-0.416826393308255,-0.5114573809554677,-0.3122064887775393,"-2.12(1.52), $p$=.16  ",-2.118,1.518,0.163,"-.12( .08), $p$=.13  ",-0.119,0.079,0.134,"(-.27, .04)",-0.27384,0.03584000000000001,"-.12(-.24, .00)",-0.11854919142616184,-0.235463482397936,0.0017472730816483375
