domain,study,model_number,subgroup,model_type,physical,cognitive,$n$,Cov(Levels),Corr(Levels)Est,CI(Levels)Est,Corr(Levels)Comp,Cov(Slopes),Corr(Slopes)Est,CI(Slopes)Est,Corr(Slopes)Comp,Cov(Residuals),Corr(Residuals)Est,CI(Residuals)Est,Corr(Residuals)Comp
verbal knowledge,map,b1,male,aehplus,gait,nart,321," .05( .02), $p$=.03 *"," .19( .08), $p$=.02 *","( .03, .36)"," .19( .09, .30)"," .00( .00), $p$=.56  "," .26( .48), $p$=.58  ","(-.67,1.20)"," .22( .12, .33)"," .00( .00), $p$=.70  "," .02( .04), $p$=.70  ","(-.06, .10)"," .02(-.09, .13)"
verbal knowledge,octo,b1,male,aehplus,gait,synonyms,134,"-.87(1.52), $p$=.57  ","-.09( .16), $p$=.56  ","(-.41, .22)","-.09(-.26, .08)","-.02( .06), $p$=.65  ","-.63(1.90), $p$=.74  ","(-4.36,3.10)","-.63(-.72,-.51)","-.38( .49), $p$=.44  ","-.06( .08), $p$=.44  ","(-.23, .10)","-.06(-.23, .11)"
verbal knowledge,ilse,b1,male,aehplus,tug,waisgeneral,252,"-.41( .47), $p$=.38  ",---,---,"-.24(-.35,-.12)","-.00( .01), $p$=.80  ",---,---,"-.27(-.38,-.15)","-.20( .19), $p$=.29  ",---,---,"-.09(-.21, .04)"
verbal knowledge,eas,b1,male,aehplus,gait,waisvocab,222,"6.94(29.02), $p$=.81  "," .04( .17), $p$=.81  ","(-.30, .38)"," .04(-.09, .17)","-.34(1.69), $p$=.84  ","-.34(1.82), $p$=.85  ","(-3.90,3.22)","-.34(-.45,-.22)","-3.81(6.28), $p$=.54  ","-.06( .10), $p$=.54  ","(-.26, .14)","-.06(-.19, .07)"
visualization,eas,b1,male,aehplus,gait,block,210,"45.46(19.66), $p$=.02 *"," .33( .15), $p$=.02 *","( .04, .62)"," .33( .20, .44)"," .22(1.21), $p$=.86  "," .31(1.70), $p$=.85  ","(-3.01,3.64)"," .31( .19, .43)","-3.20(3.46), $p$=.35  ","-.08( .08), $p$=.34  ","(-.24, .08)","-.08(-.21, .06)"
visualization,ilse,b1,male,aehplus,tug,block,252,"-1.75(1.14), $p$=.12  ",---,---,"-.43(-.53,-.33)"," .00( .02), $p$=.90  ",---,---," .13( .01, .25)"," .25( .53), $p$=.64  ",---,---," .04(-.08, .17)"
visualization,octo,b1,male,aehplus,gait,block,137,"-4.56(1.81), $p$=.01 *","-.40( .14), $p$<.01 **","(-.67,-.13)","-.40(-.53,-.24)","-.04( .10), $p$=.69  ","-.73(2.52), $p$=.77  ","(-5.66,4.20)","-.74(-.81,-.65)","-.78( .74), $p$=.29  ","-.10( .09), $p$=.28  ","(-.29, .08)","-.10(-.27, .07)"
visualization,octo,b1,male,aehplus,gait,fig_logic,135,"-2.32(1.32), $p$=.08 .","-.46( .23), $p$=.05 .","(-.91, .00)","-.46(-.58,-.31)"," .00( .07), $p$=.99  "," .02(1.57), $p$=.99  ","(-3.06,3.10)"," .02(-.15, .19)","-.27( .68), $p$=.69  ","-.04( .10), $p$=.68  ","(-.22, .15)","-.04(-.21, .13)"
visualization,map,b1,male,aehplus,gait,line,321," .04( .02), $p$=.10 ."," .15( .09), $p$=.09 .","(-.02, .32)"," .15( .04, .25)","-.00( .00), $p$=.22  ","-.66( .67), $p$=.32  ","(-1.97, .65)","-.44(-.53,-.35)"," .02( .01), $p$=.06 ."," .08( .04), $p$=.06 .","(-.00, .16)"," .08(-.03, .18)"
visualization,ilse,b1,male,aehplus,tug,piccomp,252,"-.32( .47), $p$=.50  ",---,---,"-.23(-.35,-.11)"," .00( .01), $p$=.98  ",---,---," .00(-.12, .12)","-.07( .28), $p$=.79  ",---,---,"-.03(-.15, .10)"
visualization,lasa,b1,male,aehplus,gait,raven_color_ab,800,"-.70( .37), $p$=.06 .","-.23( .19), $p$=.23  ","(-.61, .14)","-.23(-.30,-.16)","-.01( .01), $p$=.07 .","-.23( .16), $p$=.15  ","(-.55, .08)","-.24(-.31,-.18)"," .15( .16), $p$=.36  "," .02( .03), $p$=.38  ","(-.03, .08)"," .02(-.04, .09)"
visualization,map,b1,male,aehplus,gait,raven_standard,321," .09( .03), $p$<.01 **"," .36( .11), $p$<.01 ***","( .14, .58)"," .36( .26, .45)"," .00( .00), $p$=.36  "," .64( .64), $p$=.32  ","(-.61,1.89)"," .44( .34, .52)"," .03( .01), $p$=.01 **"," .11( .04), $p$=.01 **","( .03, .19)"," .11(-.00, .22)"
visualization,ilse,b1,male,aehplus,tug,spatial_ab,252,"-1.18( .78), $p$=.13  ",---,---,"-.41(-.51,-.30)","-.00( .01), $p$=.85  ",---,---,"-.12(-.24, .01)"," .18( .39), $p$=.64  ",---,---," .05(-.08, .17)"
