process_b_domain,study_name,model_number,subgroup,model_type,process_a,process_b,subject_count,er_tau_00_est,er_tau_00_se,er_tau_00_pval,er_tau_00_ci95lo,er_tau_00_ci95hi,er_tau_11_est,er_tau_11_se,er_tau_11_pval,er_tau_11_ci95lo,er_tau_11_ci95hi,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,er_sigma_00_ci95lo,er_sigma_00_ci95hi
delayed and working memory,map,b1,male,aehplus,gait,word_de,321,0.295,0.085,0.001,0.1284,0.4616,0.745,0.503,0.138,-0.24087999999999998,1.73088,-0.018,0.041,0.652,-0.09836,0.06236
immediate and recognition memory,map,b1,male,aehplus,gait,bstory_im,321,0.361,0.121,0.003,0.12384,0.59816,0.733,0.943,0.437,-1.1152799999999998,2.58128,-0.069,0.036,0.059,-0.13956000000000002,0.001559999999999992
immediate and recognition memory,map,b1,male,aehplus,gait,digit_f,321,0.171,0.094,0.069,-0.013239999999999974,0.35524,0.296,0.777,0.703,-1.22692,1.81892,0.012,0.041,0.772,-0.06836,0.09236
immediate and recognition memory,octo,b1,male,aehplus,gait,digit_f,139,-0.175,0.182,0.337,-0.53172,0.18172,-0.555,0.693,0.423,-1.9132799999999999,0.8032799999999999,-0.058,0.069,0.406,-0.19324,0.07724
immediate and recognition memory,map,b1,male,aehplus,gait,logic_im,321,0.216,0.108,0.045,0.0043199999999999905,0.42768,0.775,1.122,0.49,-1.4241200000000003,2.97412,-0.017,0.04,0.681,-0.0954,0.061399999999999996
immediate and recognition memory,octo,b1,male,aehplus,gait,mir,137,-0.575,0.163,0.0,-0.8944799999999999,-0.25551999999999997,-0.178,0.467,0.703,-1.09332,0.73732,-0.052,0.085,0.543,-0.2186,0.11460000000000001
immediate and recognition memory,octo,b1,male,aehplus,gait,mir_recog,137,-0.354,0.286,0.215,-0.9145599999999999,0.20655999999999997,-0.339,0.637,0.594,-1.58752,0.9095200000000001,-0.112,0.058,0.053,-0.22568,0.001680000000000001
immediate and recognition memory,octo,b1,male,aehplus,gait,prose_im,139,-0.36,0.213,0.091,-0.77748,0.057479999999999976,-0.053,3.625,0.988,-7.1579999999999995,7.052,0.113,0.15,0.45,-0.181,0.407
immediate and recognition memory,eas,b1,male,aehplus,gait,word_im,222,0.174,0.203,0.39,-0.22388000000000002,0.5718799999999999,0.127,1.199,0.916,-2.22304,2.4770399999999997,0.093,0.082,0.255,-0.06772,0.25372
immediate and recognition memory,elsa,b1,male,aehplus,gait,word_im,1947,0.225,0.048,0.0,0.13092,0.31908000000000003,-0.106,0.196,0.59,-0.49016,0.27816,-0.014,0.021,0.485,-0.05516,0.027160000000000004
immediate and recognition memory,hrs,b1,male,aehplus,gait,word_im,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
immediate and recognition memory,lasa,b1,male,aehplus,gait,word_im,800,-0.268,0.195,0.171,-0.6502,0.11419999999999997,0.095,0.494,0.847,-0.87324,1.06324,-0.008,0.027,0.773,-0.06092,0.04492
immediate and recognition memory,map,b1,male,aehplus,gait,word_im,321,0.216,0.1,0.031,0.01999999999999999,0.41200000000000003,0.623,0.54,0.249,-0.4354,1.6814,0.017,0.043,0.684,-0.06727999999999999,0.10128
immediate and recognition memory,map,b1,male,aehplus,gait,word_rec,321,0.071,0.101,0.487,-0.12696000000000002,0.26896,-0.15,0.347,0.666,-0.83012,0.5301199999999999,0.043,0.048,0.368,-0.05108,0.13707999999999998
mental status,octo,b1,male,aehplus,gait,clock,137,-0.41,0.249,0.1,-0.89804,0.07804,-0.147,1.264,0.907,-2.62444,2.3304400000000003,-0.165,0.064,0.01,-0.29044000000000003,-0.03956000000000001
mental status,map,b1,male,aehplus,gait,ideas,321,0.18,0.083,0.03,0.017319999999999974,0.34268,-0.177,0.227,0.436,-0.62192,0.26792,0.012,0.047,0.794,-0.08012,0.10411999999999999
mental status,eas,b1,male,aehplus,gait,mmse,222,0.344,0.251,0.171,-0.14796000000000004,0.83596,-0.501,2.739,0.855,-5.86944,4.867439999999999,-0.029,0.108,0.79,-0.24068,0.18268
mental status,map,b1,male,aehplus,gait,mmse,321,0.484,0.097,0.0,0.29388,0.67412,0.292,0.464,0.529,-0.61744,1.20144,0.028,0.041,0.501,-0.052360000000000004,0.10836
mental status,octo,b1,male,aehplus,gait,mmse,140,-0.478,0.3,0.111,-1.0659999999999998,0.10999999999999999,-0.42,0.615,0.494,-1.6254,0.7854000000000001,-0.125,0.079,0.116,-0.27984,0.029840000000000005
mental status,hrs,b1,male,aehplus,gait,serial7,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
perceptual speed,lasa,b1,male,aehplus,gait,letter,800,-0.305,0.213,0.151,-0.72248,0.11247999999999997,-0.317,0.135,0.019,-0.5816,-0.0524,-0.03,0.039,0.433,-0.10643999999999999,0.046439999999999995
perceptual speed,map,b1,male,aehplus,gait,num_comp,321,0.216,0.078,0.006,0.06312000000000001,0.36888,-0.4,0.403,0.322,-1.18988,0.38988,0.075,0.04,0.063,-0.0034000000000000002,0.15339999999999998
perceptual speed,octo,b1,male,aehplus,gait,psif,131,-0.304,0.277,0.271,-0.8469200000000001,0.23892000000000008,-0.485,0.741,0.513,-1.93736,0.9673599999999999,0.024,0.108,0.823,-0.18768,0.23568
perceptual speed,eas,b1,male,aehplus,gait,symbol,221,0.387,0.144,0.007,0.10476000000000002,0.6692400000000001,0.668,0.848,0.431,-0.99408,2.33008,-0.01,0.092,0.911,-0.19032,0.17031999999999997
perceptual speed,ilse,b1,male,aehplus,tug,symbol,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
perceptual speed,map,b1,male,aehplus,gait,symbol,321,0.459,0.07,0.0,0.3218,0.5962000000000001,-0.334,0.402,0.406,-1.12192,0.45392000000000005,0.089,0.047,0.058,-0.0031199999999999978,0.18112
perceptual speed,octo,b1,male,aehplus,gait,symbol,134,-0.457,0.145,0.002,-0.7412,-0.17280000000000006,0.005,1.007,0.996,-1.9687199999999998,1.9787199999999996,-0.235,0.093,0.012,-0.41728,-0.05271999999999999
verbal knowledge,eas,b1,male,aehplus,gait,bnt,222,0.188,0.178,0.289,-0.16087999999999997,0.53688,-0.038,3.452,0.991,-6.80392,6.727919999999999,0.025,0.081,0.759,-0.13376000000000002,0.18376
verbal knowledge,map,b1,male,aehplus,gait,bnt,321,0.31,0.073,0.0,0.16692,0.45308,-0.63,0.767,0.412,-2.13332,0.87332,-0.031,0.044,0.478,-0.11724,0.05524
verbal knowledge,eas,b1,male,aehplus,gait,categories,222,0.313,0.161,0.052,-0.0025600000000000067,0.62856,0.777,0.722,0.282,-0.6381199999999999,2.19212,0.002,0.086,0.984,-0.16655999999999999,0.17056
verbal knowledge,map,b1,male,aehplus,gait,categories,321,0.383,0.079,0.0,0.22816,0.53784,0.743,0.362,0.04,0.033480000000000065,1.4525199999999998,0.036,0.04,0.375,-0.0424,0.1144
verbal knowledge,eas,b1,male,aehplus,gait,fas,222,0.148,0.164,0.366,-0.17344,0.46943999999999997,0.555,1.221,0.65,-1.8381599999999998,2.94816,0.018,0.096,0.851,-0.17016,0.20615999999999998
verbal knowledge,elsa,b1,male,aehplus,gait,fluency,1947,0.229,0.039,0.0,0.15256000000000003,0.30544,0.161,0.152,0.287,-0.13691999999999996,0.45892,-0.02,0.022,0.345,-0.06312,0.023119999999999998
verbal knowledge,octo,b1,male,aehplus,gait,information,140,-0.207,0.135,0.126,-0.4716,0.05760000000000001,-0.136,0.6,0.821,-1.3119999999999998,1.04,-0.107,0.093,0.253,-0.28928,0.07528
verbal knowledge,map,b1,male,aehplus,gait,nart,321,0.194,0.085,0.022,0.027400000000000008,0.36060000000000003,0.265,0.476,0.578,-0.6679599999999999,1.19796,0.016,0.041,0.696,-0.06436,0.09636
verbal knowledge,octo,b1,male,aehplus,gait,synonyms,134,-0.092,0.16,0.563,-0.40559999999999996,0.2216,-0.631,1.903,0.74,-4.36088,3.0988800000000003,-0.065,0.084,0.441,-0.22964,0.09964
verbal knowledge,ilse,b1,male,aehplus,tug,waisgeneral,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
verbal knowledge,eas,b1,male,aehplus,gait,waisvocab,222,0.042,0.173,0.81,-0.29708,0.38108,-0.341,1.816,0.851,-3.90036,3.2183599999999997,-0.063,0.102,0.54,-0.26292,0.13692
visualization,eas,b1,male,aehplus,gait,block,210,0.329,0.147,0.025,0.04088000000000003,0.61712,0.313,1.695,0.854,-3.0092,3.6352,-0.077,0.081,0.345,-0.23576000000000003,0.08176000000000001
visualization,ilse,b1,male,aehplus,tug,block,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
visualization,octo,b1,male,aehplus,gait,block,137,-0.396,0.138,0.004,-0.66648,-0.12552000000000002,-0.729,2.517,0.772,-5.66232,4.20432,-0.103,0.094,0.277,-0.28724,0.08123999999999999
visualization,octo,b1,male,aehplus,gait,fig_logic,135,-0.456,0.234,0.051,-0.91464,0.0026399999999999757,0.018,1.572,0.991,-3.06312,3.0991199999999997,-0.038,0.095,0.684,-0.2242,0.1482
visualization,map,b1,male,aehplus,gait,line,321,0.148,0.087,0.088,-0.022519999999999984,0.31851999999999997,-0.659,0.669,0.324,-1.97024,0.6522399999999999,0.077,0.041,0.06,-0.003360000000000002,0.15736
visualization,ilse,b1,male,aehplus,tug,piccomp,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
visualization,lasa,b1,male,aehplus,gait,raven_color_ab,800,-0.232,0.192,0.227,-0.60832,0.14431999999999998,-0.232,0.161,0.15,-0.54756,0.08356,0.025,0.028,0.385,-0.029879999999999997,0.07988
visualization,map,b1,male,aehplus,gait,raven_standard,321,0.363,0.112,0.001,0.14348,0.5825199999999999,0.639,0.639,0.318,-0.61344,1.89144,0.111,0.041,0.007,0.03064,0.19136
visualization,ilse,b1,male,aehplus,tug,spatial_ab,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
