study_name,process_a,process_b,subgroup,model_type,subject_count,parameter_count,wave_count,ll,aic,bic,process,coefficient,subindex,est,pval,se,wald
octo,grip,gait,female,aehplus,270,41,5,-4127.848,8337.696,8485.231,bb,tau,00,12.367,0.004,4.3,2.876
octo,grip,gait,female,aehplus,270,41,5,-4127.848,8337.696,8485.231,bb,tau,10,3.178,0.391,3.706,0.858
octo,grip,gait,female,aehplus,270,41,5,-4127.848,8337.696,8485.231,bb,tau,11,0.964,0.585,1.766,0.546
octo,grip,gait,female,aehplus,270,41,5,-4127.848,8337.696,8485.231,er,sigma,00,-0.045,0.334,0.047,-0.967
octo,grip,gait,female,aehplus,270,41,5,-4127.848,8337.696,8485.231,er,tau,00,-0.331,0.0,0.067,-4.919
octo,grip,gait,female,aehplus,270,41,5,-4127.848,8337.696,8485.231,er,tau,11,-0.043,0.856,0.24,-0.181
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,00,10.757,0.0,0.597,18.004
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,01,-0.16,0.017,0.067,-2.382
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,02,-0.133,0.01,0.051,-2.583
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,03,0.109,0.003,0.037,2.961
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,04,0.119,0.78,0.426,0.28
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,05,-0.417,0.306,0.407,-1.024
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,06,-1.551,0.026,0.696,-2.23
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,10,-0.103,0.309,0.101,-1.016
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,11,-0.059,0.005,0.021,-2.778
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,12,-0.001,0.907,0.012,-0.117
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,13,-0.009,0.103,0.006,-1.629
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,14,0.017,0.844,0.085,0.197
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,15,-0.233,0.003,0.078,-2.971
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,gamma,16,-0.078,0.543,0.128,-0.609
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,a,sigma,00,1.543,0.0,0.198,7.784
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,aa,tau,00,4.475,0.0,0.681,6.571
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,aa,tau,01,-0.163,0.098,0.098,-1.656
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,aa,tau,11,0.045,0.058,0.024,1.893
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,ab,sigma,00,-0.386,0.158,0.273,-1.411
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,ab,tau,00,-1.566,0.021,0.68,-2.301
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,ab,tau,01,-0.206,0.263,0.184,-1.12
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,ab,tau,10,0.199,0.186,0.151,1.321
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,ab,tau,11,-0.045,0.33,0.046,-0.973
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,00,9.139,0.0,0.644,14.189
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,01,0.282,0.005,0.101,2.783
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,02,-0.075,0.433,0.096,-0.785
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,03,-0.058,0.168,0.042,-1.378
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,04,1.054,0.067,0.575,1.835
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,05,1.257,0.017,0.527,2.384
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,06,1.308,0.11,0.818,1.598
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,10,0.191,0.267,0.173,1.11
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,11,-0.003,0.921,0.034,-0.099
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,12,0.006,0.83,0.028,0.215
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,13,0.011,0.314,0.011,1.007
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,14,-0.111,0.415,0.136,-0.815
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,15,0.24,0.124,0.156,1.54
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,gamma,16,0.115,0.645,0.25,0.461
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,b,sigma,00,6.039,0.0,1.05,5.75
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,bb,tau,00,4.569,0.004,1.603,2.85
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,bb,tau,10,-0.063,0.882,0.424,-0.148
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,bb,tau,11,0.092,0.486,0.132,0.697
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,er,sigma,00,-0.126,0.142,0.086,-1.467
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,er,tau,00,-0.346,0.013,0.14,-2.477
octo,grip,gait,male,aehplus,138,41,5,-1835.356,3752.711,3872.728,er,tau,11,-0.7,0.169,0.51,-1.374
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,00,9.186,0.0,0.246,37.297
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,01,-0.155,0.0,0.042,-3.666
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,02,0.171,0.012,0.068,2.514
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,03,0.091,0.0,0.023,4.006
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,04,-0.513,0.103,0.315,-1.629
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,05,-0.163,0.518,0.252,-0.646
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,06,-0.022,0.967,0.527,-0.041
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,10,-0.333,0.0,0.039,-8.465
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,11,-0.003,0.639,0.007,-0.47
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,12,-0.009,0.384,0.01,-0.87
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,13,-0.002,0.517,0.003,-0.647
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,14,0.008,0.864,0.045,0.171
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,15,0.0,0.992,0.037,0.01
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,gamma,16,-0.039,0.707,0.105,-0.376
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,a,sigma,00,1.271,0.0,0.124,10.241
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,aa,tau,00,3.177,0.0,0.433,7.335
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,aa,tau,01,-0.031,0.45,0.041,-0.756
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,aa,tau,11,0.017,0.052,0.009,1.941
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,ab,sigma,00,1.287,0.691,3.232,0.398
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,ab,tau,00,44.944,0.0,10.251,4.384
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,ab,tau,01,-3.163,0.046,1.583,-1.998
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,ab,tau,10,0.023,0.986,1.313,0.018
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,ab,tau,11,0.231,0.359,0.252,0.918
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,00,327.881,0.0,8.754,37.454
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,01,-6.623,0.0,1.895,-3.496
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,02,5.828,0.028,2.655,2.195
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,03,2.595,0.008,0.984,2.638
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,04,-35.445,0.006,12.804,-2.768
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,05,2.339,0.817,10.138,0.231
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,06,1.194,0.941,16.022,0.075
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,10,-7.066,0.0,1.396,-5.062
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,11,0.942,0.008,0.355,2.65
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,12,-0.26,0.568,0.456,-0.571
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,13,-0.209,0.283,0.195,-1.074
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,14,-3.376,0.097,2.037,-1.657
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,15,-2.718,0.102,1.661,-1.636
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,gamma,16,3.532,0.307,3.456,1.022
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,b,sigma,00,2119.941,0.0,183.894,11.528
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,bb,tau,00,4263.734,0.0,507.437,8.402
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,bb,tau,10,-154.086,0.066,83.924,-1.836
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,bb,tau,11,27.155,0.071,15.018,1.808
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,er,sigma,00,0.025,0.691,0.062,0.397
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,er,tau,00,0.386,0.0,0.073,5.276
octo,grip,pef,female,aehplus,270,41,5,-5668.556,11419.111,11566.647,er,tau,11,0.344,0.357,0.374,0.922
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,00,12.073,0.0,0.462,26.133
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,01,-0.163,0.014,0.067,-2.451
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,02,-0.134,0.008,0.05,-2.665
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,03,0.109,0.003,0.037,2.985
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,04,0.119,0.779,0.425,0.281
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,05,-0.417,0.298,0.401,-1.04
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,06,-1.566,0.024,0.696,-2.25
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,10,-0.23,0.003,0.076,-3.014
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,11,-0.054,0.007,0.02,-2.696
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,12,-0.001,0.963,0.011,-0.047
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,13,-0.01,0.083,0.006,-1.734
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,14,0.018,0.826,0.083,0.219
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,15,-0.23,0.002,0.074,-3.095
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,gamma,16,-0.068,0.596,0.129,-0.53
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,a,sigma,00,1.573,0.0,0.21,7.499
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,aa,tau,00,4.422,0.0,0.681,6.496
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,aa,tau,01,-0.145,0.138,0.097,-1.485
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,aa,tau,11,0.038,0.079,0.022,1.759
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,ab,sigma,00,10.214,0.126,6.669,1.531
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,ab,tau,00,28.286,0.305,27.56,1.026
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,ab,tau,01,1.062,0.73,3.072,0.346
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,ab,tau,10,-0.312,0.944,4.419,-0.071
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,ab,tau,11,0.097,0.867,0.579,0.167
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,00,466.516,0.0,23.761,19.634
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,01,-11.406,0.006,4.142,-2.754
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,02,6.933,0.001,2.092,3.314
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,03,2.092,0.156,1.475,1.418
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,04,-35.085,0.111,22.022,-1.593
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,05,-21.398,0.273,19.538,-1.095
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,06,38.772,0.163,27.77,1.396
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,10,-4.51,0.211,3.604,-1.251
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,11,-0.01,0.992,1.037,-0.01
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,12,-0.442,0.451,0.587,-0.754
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,13,0.2,0.454,0.266,0.749
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,14,-4.628,0.185,3.493,-1.325
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,15,-2.296,0.44,2.973,-0.772
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,gamma,16,-5.171,0.253,4.52,-1.144
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,b,sigma,00,3395.043,0.0,431.722,7.864
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,bb,tau,00,8263.239,0.0,1404.729,5.882
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,bb,tau,10,-228.445,0.117,145.861,-1.566
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,bb,tau,11,23.603,0.197,18.301,1.29
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,er,sigma,00,0.14,0.108,0.087,1.607
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,er,tau,00,0.148,0.292,0.14,1.053
octo,grip,pef,male,aehplus,138,41,5,-2923.981,5929.962,6049.979,er,tau,11,0.101,0.867,0.604,0.168
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,00,327.168,0.0,8.629,37.914
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,01,-6.12,0.001,1.859,-3.292
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,02,5.664,0.032,2.642,2.144
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,03,2.618,0.007,0.976,2.682
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,04,-34.607,0.007,12.784,-2.707
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,05,3.245,0.753,10.293,0.315
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,06,1.859,0.91,16.369,0.114
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,10,-7.538,0.001,2.187,-3.446
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,11,0.82,0.072,0.456,1.799
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,12,-0.159,0.782,0.572,-0.277
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,13,-0.252,0.276,0.231,-1.09
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,14,-3.868,0.102,2.364,-1.636
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,15,-2.27,0.274,2.077,-1.093
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,gamma,16,1.14,0.858,6.35,0.18
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,a,sigma,00,2105.133,0.0,197.622,10.652
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,aa,tau,00,4215.375,0.0,488.817,8.624
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,aa,tau,01,-126.122,0.238,106.816,-1.181
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,aa,tau,11,39.57,0.565,68.786,0.575
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,ab,sigma,00,-3.431,0.747,10.651,-0.322
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,ab,tau,00,-79.933,0.0,19.184,-4.167
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,ab,tau,01,-12.074,0.183,9.065,-1.332
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,ab,tau,10,-6.594,0.826,29.943,-0.22
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,ab,tau,11,-3.79,0.768,12.861,-0.295
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,00,10.305,0.0,0.471,21.874
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,01,0.315,0.0,0.09,3.509
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,02,-0.306,0.015,0.126,-2.435
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,03,-0.043,0.42,0.053,-0.806
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,04,0.006,0.993,0.745,0.009
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,05,0.741,0.154,0.519,1.427
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,06,1.679,0.233,1.409,1.192
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,10,0.54,0.091,0.319,1.692
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,11,-0.007,0.864,0.043,-0.172
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,12,-0.03,0.561,0.052,-0.582
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,13,0.011,0.652,0.024,0.45
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,14,0.078,0.674,0.186,0.421
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,15,-0.191,0.397,0.226,-0.847
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,gamma,16,1.013,0.256,0.892,1.135
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,b,sigma,00,11.121,0.0,2.691,4.133
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,bb,tau,00,12.113,0.001,3.724,3.252
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,bb,tau,10,3.301,0.394,3.87,0.853
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,bb,tau,11,1.067,0.616,2.127,0.502
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,er,sigma,00,-0.022,0.75,0.07,-0.318
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,er,tau,00,-0.354,0.0,0.084,-4.209
octo,pef,gait,female,aehplus,263,41,5,-6297.043,12676.086,12822.545,er,tau,11,-0.583,0.521,0.909,-0.642
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,00,443.447,0.0,28.242,15.702
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,01,-11.398,0.006,4.151,-2.746
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,02,7.045,0.001,2.11,3.339
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,03,2.132,0.149,1.476,1.444
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,04,-38.37,0.075,21.566,-1.779
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,05,-19.934,0.308,19.563,-1.019
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,06,39.273,0.16,27.966,1.404
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,10,-7.542,0.089,4.433,-1.701
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,11,0.166,0.868,0.993,0.167
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,12,-0.579,0.312,0.572,-1.011
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,13,0.224,0.392,0.262,0.857
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,14,-4.058,0.252,3.544,-1.145
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,15,-2.701,0.388,3.128,-0.863
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,gamma,16,-5.698,0.142,3.882,-1.468
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,a,sigma,00,3319.166,0.0,416.821,7.963
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,aa,tau,00,8329.506,0.0,1416.883,5.879
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,aa,tau,01,-268.956,0.088,157.759,-1.705
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,aa,tau,11,36.142,0.079,20.555,1.758
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,ab,sigma,00,-6.484,0.568,11.355,-0.571
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,ab,tau,00,-70.866,0.039,34.391,-2.061
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,ab,tau,01,8.509,0.262,7.58,1.123
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,ab,tau,10,2.546,0.635,5.364,0.475
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,ab,tau,11,-1.34,0.153,0.937,-1.43
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,00,9.168,0.0,0.644,14.228
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,01,0.27,0.008,0.102,2.64
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,02,-0.087,0.359,0.095,-0.917
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,03,-0.057,0.178,0.043,-1.346
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,04,1.057,0.06,0.562,1.881
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,05,1.237,0.018,0.522,2.369
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,06,1.25,0.119,0.802,1.559
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,10,0.184,0.307,0.18,1.022
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,11,-0.006,0.853,0.033,-0.186
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,12,0.007,0.784,0.025,0.274
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,13,0.007,0.53,0.011,0.627
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,14,-0.096,0.486,0.138,-0.696
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,15,0.248,0.092,0.147,1.684
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,gamma,16,0.114,0.62,0.231,0.496
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,b,sigma,00,6.104,0.0,1.036,5.889
octo,pef,gait,male,aehplus,132,41,5,-3030.664,6143.328,6261.523,bb,tau,00,4.248,0.001,1.297,3.276
