study_name,model_number,subgroup,model_type,condition,model_name,subject_count,wave_count,parameter_count,ll,aic,bic,a_gamma_00_est,a_gamma_00_pval,a_gamma_00_se,a_gamma_00_wald,a_gamma_01_est,a_gamma_01_pval,a_gamma_01_se,a_gamma_01_wald,a_gamma_02_est,a_gamma_02_pval,a_gamma_02_se,a_gamma_02_wald,a_gamma_03_est,a_gamma_03_pval,a_gamma_03_se,a_gamma_03_wald,a_gamma_04_est,a_gamma_04_pval,a_gamma_04_se,a_gamma_04_wald,a_gamma_05_est,a_gamma_05_pval,a_gamma_05_se,a_gamma_05_wald,a_gamma_06_est,a_gamma_06_pval,a_gamma_06_se,a_gamma_06_wald,a_gamma_10_est,a_gamma_10_pval,a_gamma_10_se,a_gamma_10_wald,a_gamma_11_est,a_gamma_11_pval,a_gamma_11_se,a_gamma_11_wald,a_gamma_12_est,a_gamma_12_pval,a_gamma_12_se,a_gamma_12_wald,a_gamma_13_est,a_gamma_13_pval,a_gamma_13_se,a_gamma_13_wald,a_gamma_14_est,a_gamma_14_pval,a_gamma_14_se,a_gamma_14_wald,a_gamma_15_est,a_gamma_15_pval,a_gamma_15_se,a_gamma_15_wald,a_gamma_16_est,a_gamma_16_pval,a_gamma_16_se,a_gamma_16_wald,a_sigma_00_est,a_sigma_00_pval,a_sigma_00_se,a_sigma_00_wald,aa_tau_00_est,aa_tau_00_pval,aa_tau_00_se,aa_tau_00_wald,aa_tau_01_est,aa_tau_01_pval,aa_tau_01_se,aa_tau_01_wald,aa_tau_11_est,aa_tau_11_pval,aa_tau_11_se,aa_tau_11_wald,ab_sigma_00_est,ab_sigma_00_pval,ab_sigma_00_se,ab_sigma_00_wald,ab_tau_00_est,ab_tau_00_pval,ab_tau_00_se,ab_tau_00_wald,ab_tau_01_est,ab_tau_01_pval,ab_tau_01_se,ab_tau_01_wald,ab_tau_10_est,ab_tau_10_pval,ab_tau_10_se,ab_tau_10_wald,ab_tau_11_est,ab_tau_11_pval,ab_tau_11_se,ab_tau_11_wald,b_gamma_00_est,b_gamma_00_pval,b_gamma_00_se,b_gamma_00_wald,b_gamma_01_est,b_gamma_01_pval,b_gamma_01_se,b_gamma_01_wald,b_gamma_02_est,b_gamma_02_pval,b_gamma_02_se,b_gamma_02_wald,b_gamma_03_est,b_gamma_03_pval,b_gamma_03_se,b_gamma_03_wald,b_gamma_04_est,b_gamma_04_pval,b_gamma_04_se,b_gamma_04_wald,b_gamma_05_est,b_gamma_05_pval,b_gamma_05_se,b_gamma_05_wald,b_gamma_06_est,b_gamma_06_pval,b_gamma_06_se,b_gamma_06_wald,b_gamma_10_est,b_gamma_10_pval,b_gamma_10_se,b_gamma_10_wald,b_gamma_11_est,b_gamma_11_pval,b_gamma_11_se,b_gamma_11_wald,b_gamma_12_est,b_gamma_12_pval,b_gamma_12_se,b_gamma_12_wald,b_gamma_13_est,b_gamma_13_pval,b_gamma_13_se,b_gamma_13_wald,b_gamma_14_est,b_gamma_14_pval,b_gamma_14_se,b_gamma_14_wald,b_gamma_15_est,b_gamma_15_pval,b_gamma_15_se,b_gamma_15_wald,b_gamma_16_est,b_gamma_16_pval,b_gamma_16_se,b_gamma_16_wald,b_sigma_00_est,b_sigma_00_pval,b_sigma_00_se,b_sigma_00_wald,bb_tau_00_est,bb_tau_00_pval,bb_tau_00_se,bb_tau_00_wald,bb_tau_10_est,bb_tau_10_pval,bb_tau_10_se,bb_tau_10_wald,bb_tau_11_est,bb_tau_11_pval,bb_tau_11_se,bb_tau_11_wald,er_tau_00_est,er_tau_00_pval,er_tau_00_se,er_tau_00_wald,er_sigma_00_est,er_sigma_00_pval,er_sigma_00_se,er_sigma_00_wald,er_tau_11_est,er_tau_11_pval,er_tau_11_se,er_tau_11_wald,error_count,error_1,error_2,error_3,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
octo,b1,female,aeh,dem_entry_0,b1_female_aeh_pef_synonyms,328.0,5,29.0,-7085.598,14229.196,14339.194,313.983,0.0,7.4,42.432,-5.28,0.005,1.859,-2.841,4.333,0.059,2.294,1.889,269.1,0.004,93.741,2.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.821,0.0,0.546,30.805,0.893,0.004,0.308,2.901,-0.432,0.264,0.387,-1.118,-17.79,0.349,18.981,-0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2151.393,0.0,166.046,12.957,4390.748,0.0,480.349,9.141,-158.471,0.07,87.41,-1.813,31.842,0.039,15.428,2.064,-8.671,0.178,6.444,-1.346,30.844,0.243,26.396,1.169,-2.841,0.452,3.778,-0.752,-3.041,0.468,4.193,-0.725,0.661,0.278,0.609,1.086,-8.677,0.0,1.107,-7.839,-0.098,0.469,0.135,-0.724,1.364,0.0,0.124,11.016,10.52,0.076,5.929,1.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.089,0.25,0.077,-1.151,-0.003,0.867,0.021,-0.167,-0.011,0.714,0.03,-0.367,0.302,0.75,0.948,0.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.818,0.0,0.53,12.856,18.736,0.0,2.177,8.608,-0.245,0.337,0.255,-0.96,0.178,0.002,0.057,3.135,0.108,0.238,0.091,1.181,-0.072,0.178,0.053,-1.347,0.278,0.318,0.279,0.998,NA,NA,NA,NA,pef,synonyms,synon,synonyms,semantic memory,2,0.10753825859138062,0.10795570018009788,1.9461990623897996,0.9140308328981961,-7.635405017770852e-4,0.21667494086197286,-7.635403533972512e-4,0.21334660981097664,0.27764591579081793,0.2851295476672263,5.14024602132019,2.7437897194774376e-7,0.17641030698535135,0.3938487883491013,0.17460280587185145,0.3746734839564021,-0.07159468986864838,-0.071717394142789,-1.2929037096224327,0.19604436434149267,-0.180436634824664,0.03700184653908596,-0.1785036231323169,0.03698496892076051
octo,b1,female,aehplus,dem_entry_0,b1_female_aehplus_pef_synonyms,328.0,5,41.0,-7071.853,14225.707,14381.22,325.316,0.0,8.322,39.093,-5.683,0.003,1.881,-3.02,6.604,0.006,2.398,2.754,284.36,0.002,92.097,3.088,-34.999,0.001,10.912,-3.207,-3.278,0.721,9.189,-0.357,-7.733,0.619,15.534,-0.498,16.466,0.0,0.68,24.229,0.815,0.01,0.316,2.584,-0.303,0.474,0.423,-0.716,-17.265,0.362,18.93,-0.912,-2.781,0.144,1.902,-1.462,-1.788,0.248,1.549,-1.155,3.675,0.155,2.584,1.422,2152.239,0.0,165.494,13.005,4215.119,0.0,470.885,8.951,-166.941,0.04,81.219,-2.055,28.538,0.047,14.371,1.986,-8.564,0.179,6.37,-1.344,36.341,0.155,25.532,1.423,-3.663,0.296,3.505,-1.045,-2.838,0.49,4.111,-0.69,0.686,0.263,0.613,1.12,-7.315,0.0,1.306,-5.601,-0.065,0.634,0.136,-0.477,1.321,0.0,0.13,10.184,9.986,0.091,5.9,1.692,0.783,0.272,0.713,1.099,0.456,0.457,0.613,0.744,-2.1,0.089,1.233,-1.702,-0.045,0.647,0.098,-0.459,-0.001,0.959,0.021,-0.052,-0.003,0.91,0.03,-0.113,0.231,0.806,0.941,0.245,-0.081,0.592,0.151,-0.536,-0.08,0.473,0.112,-0.718,-0.06,0.778,0.212,-0.282,6.823,0.0,0.532,12.83,18.319,0.0,2.153,8.508,-0.209,0.43,0.264,-0.79,0.172,0.002,0.057,3.043,0.131,0.151,0.091,1.437,-0.071,0.178,0.053,-1.346,0.309,0.311,0.306,1.012,NA,NA,NA,NA,pef,synonyms,synon,synonyms,semantic memory,2,0.13077992149974593,0.13153326077768598,2.371249580814616,0.8953534768351279,0.022814020095811016,0.24025250145956095,0.02281006284298742,0.23573423352343498,0.3096336308386794,0.3201401397443452,5.7714084459122175,7.861166735333713e-9,0.21142089906247022,0.4288593804262202,0.2083261336388879,0.4043676357306833,-0.07067140484825588,-0.07078941355648945,-1.2761743016897418,0.20189391076510396,-0.17950865423836443,0.03792982712538552,-0.17760506270905632,0.03791164806275429
octo,b1,male,a,dem_entry_0,b1_male_a_pef_synonyms,188.0,5,21.0,-3954.098,7950.195,8018.161,426.815,0.0,14.183,30.093,-11.732,0.001,3.641,-3.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.497,0.0,0.874,17.735,0.261,0.74,0.786,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3280.538,0.0,447.886,7.324,10005.533,0.0,1259.015,7.947,-276.352,0.072,153.496,-1.8,48.271,0.055,25.197,1.916,3.082,0.831,14.476,0.213,132.109,0.038,63.823,2.07,15.089,0.019,6.452,2.339,1.363,0.892,10.037,0.136,-0.085,0.915,0.8,-0.106,-9.972,0.0,2.242,-4.448,0.159,0.511,0.242,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.249,0.024,0.111,-2.25,-0.015,0.717,0.042,-0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.548,0.0,0.8,8.182,38.421,0.0,3.727,10.308,-0.246,0.487,0.354,-0.695,0.054,0.126,0.036,1.529,0.213,0.029,0.098,2.182,0.021,0.831,0.099,0.213,-0.052,0.916,0.5,-0.105,NA,NA,NA,NA,pef,synonyms,synon,synonyms,semantic memory,2,0.2130727733669276,0.21638806343481923,2.943195863251068,0.8286852698727478,0.07228864541371033,0.3604874814559281,0.07216298971556238,0.3456433488144149,-0.052647638752557624,-0.052696362258323845,-0.7167480171742313,0.47352959194408983,-0.19679578027943273,0.09140305576278505,-0.1942939891537244,0.0911493606859246,0.021028377393101524,0.021031477747064136,0.2860590243318186,0.7748329145530323,-0.12306794027404476,0.16513089576817302,-0.12245036402240086,0.16364614678325
octo,b1,male,ae,dem_entry_0,b1_male_ae_pef_synonyms,188.0,5,25.0,-3924.884,7899.769,7980.68,422.592,0.0,14.344,29.461,-11.335,0.001,3.567,-3.178,6.269,0.002,2.008,3.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.845,0.0,0.775,19.161,0.21,0.79,0.787,0.267,-0.339,0.58,0.613,-0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3279.375,0.0,448.542,7.311,9686.821,0.0,1217.819,7.954,-260.806,0.08,148.959,-1.751,47.491,0.061,25.316,1.876,2.658,0.854,14.492,0.183,79.602,0.15,55.363,1.438,15.17,0.019,6.455,2.35,3.997,0.626,8.192,0.488,-0.182,0.815,0.778,-0.234,-9.797,0.0,2.285,-4.287,0.174,0.397,0.206,0.847,1.189,0.0,0.133,8.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.267,0.014,0.109,-2.449,-0.003,0.938,0.042,-0.077,0.012,0.463,0.017,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.562,0.0,0.783,8.383,27.321,0.0,2.954,9.248,-0.398,0.171,0.29,-1.37,0.057,0.088,0.033,1.707,0.155,0.137,0.104,1.487,0.018,0.854,0.099,0.184,-0.111,0.819,0.484,-0.229,NA,NA,NA,NA,pef,synonyms,synon,synonyms,semantic memory,2,0.15473374846865565,0.1559867036396632,2.1216485493097346,0.876043501885159,0.011887285618554289,0.3000861216607721,0.011886725729094787,0.291391423589143,-0.11061863699102155,-0.11107317319343472,-1.5107584895021666,0.13084999432965527,-0.2551725912145436,0.033026244827674175,-0.24977477960201006,0.033014242460843814,0.01811929612720302,0.0181212794265779,0.2464760477011536,0.8053137437752167,-0.125978138594531,0.1622206974476868,-0.12531589732624085,0.16081254226826602
octo,b1,male,aeh,dem_entry_0,b1_male_aeh_pef_synonyms,175.0,5,29.0,-3803.329,7664.658,7756.437,427.853,0.0,14.671,29.162,-11.55,0.001,3.622,-3.188,6.637,0.0,1.873,3.543,119.974,0.388,139.07,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.986,0.0,0.829,18.07,0.315,0.691,0.791,0.398,-0.511,0.382,0.583,-0.875,27.366,0.231,22.845,1.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3275.462,0.0,449.028,7.295,9414.909,0.0,1252.78,7.515,-261.833,0.073,145.842,-1.795,45.66,0.078,25.868,1.765,4.33,0.776,15.234,0.284,92.663,0.09,54.584,1.698,12.23,0.069,6.734,1.816,2.418,0.768,8.178,0.296,-0.005,0.995,0.814,-0.006,-9.618,0.0,2.238,-4.298,0.176,0.447,0.232,0.761,1.158,0.0,0.127,9.08,6.702,0.303,6.51,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.262,0.023,0.115,-2.276,0.003,0.954,0.044,0.058,0.017,0.348,0.018,0.938,0.387,0.719,1.078,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.193,0.0,0.715,8.667,27.269,0.0,3.204,8.511,-0.319,0.299,0.307,-1.039,0.053,0.249,0.046,1.154,0.183,0.074,0.103,1.784,0.03,0.776,0.107,0.285,-0.003,0.995,0.525,-0.006,NA,NA,NA,NA,pef,synonyms,synon,synonyms,semantic memory,2,0.18287893639052624,0.18495962904206284,2.42572279384206,0.8532607005281271,0.035513776269186115,0.33440548181493956,0.03549885347094828,0.3224737259225833,-0.0032141350142432124,-0.0032141460823613263,-0.04215313068642102,0.9663766256168107,-0.15265999885523804,0.1462317066905154,-0.15148503311989386,0.14519822013372338,0.03040192432603672,0.030411296123699267,0.3988404095510033,0.6900107997709781,-0.11903455664917746,0.179857148896576,-0.11847551574075024,0.17794254370384824
octo,b1,male,aehplus,dem_entry_0,b1_male_aehplus_pef_synonyms,175.0,5,41.0,-3786.189,7654.377,7784.134,457.311,0.0,21.43,21.34,-11.399,0.002,3.672,-3.105,7.389,0.0,1.968,3.755,132.62,0.342,139.508,0.951,-37.971,0.048,19.181,-1.98,-12.994,0.47,17.996,-0.722,49.314,0.031,22.884,2.155,18.204,0.0,1.235,14.737,-0.178,0.829,0.823,-0.216,-0.475,0.412,0.579,-0.82,31.95,0.2,24.932,1.281,-5.254,0.065,2.852,-1.842,-2.352,0.407,2.838,-0.829,-5.063,0.094,3.023,-1.675,3255.589,0.0,441.03,7.382,8918.278,0.0,1168.128,7.635,-283.763,0.053,146.612,-1.935,39.253,0.103,24.1,1.629,7.021,0.6,13.372,0.525,69.954,0.146,48.167,1.452,13.642,0.001,4.169,3.272,-6.838,0.382,7.822,-0.874,0.293,0.534,0.471,0.621,-3.237,0.262,2.885,-1.122,0.142,0.533,0.227,0.623,1.231,0.0,0.129,9.527,7.185,0.288,6.756,1.064,-3.975,0.0,1.132,-3.51,-0.251,0.792,0.953,-0.263,-1.329,0.331,1.366,-0.973,-0.425,0.018,0.18,-2.369,0.008,0.857,0.045,0.18,0.01,0.607,0.019,0.515,0.099,0.922,1.012,0.097,0.222,0.117,0.142,1.565,-0.01,0.933,0.121,-0.084,-0.169,0.46,0.229,-0.739,6.164,0.0,0.664,9.282,23.833,0.0,2.533,9.408,-0.136,0.47,0.189,-0.723,0.043,0.006,0.016,2.735,0.152,0.135,0.102,1.495,0.05,0.594,0.093,0.533,0.225,0.418,0.278,0.81,NA,NA,NA,NA,pef,synonyms,synon,synonyms,semantic memory,2,0.15173392536034996,0.1529147465842957,2.005458100371477,0.8784655065861945,0.0034688938114189882,0.3023605993571724,0.0034688798974935537,0.29347139562998087,0.22552618083042328,0.22947085518326088,3.0094820519664807,0.002616935400860218,0.08002500241038416,0.37891670795613763,0.07985461213676345,0.36176632044263335,0.049562462013648764,0.049603104297382225,0.6505386140892486,0.5153443675970918,-0.0998427484754945,0.19904895707025894,-0.09951230275249186,0.19646115576638504
octo,b1,female,a,all,b1_female_a_gait_block,437.0,5,21.0,-6812.535,13667.07,13752.749,11.775,0.0,0.405,29.09,0.346,0.0,0.086,4.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.973,0.0,0.648,18.466,0.001,0.983,0.044,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.911,0.0,2.249,5.741,16.661,0.002,5.302,3.142,1.516,0.611,2.983,0.508,0.172,0.847,0.888,0.193,-1.382,0.043,0.682,-2.025,-16.858,0.001,5.078,-3.32,-0.325,0.384,0.374,-0.87,-1.119,0.673,2.653,-0.422,-0.092,0.665,0.211,-0.433,0.392,0.165,0.282,1.388,-0.612,0.0,0.127,-4.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,0.0,0.079,-4.304,-0.034,0.087,0.02,-1.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,0.0,0.708,14.687,46.228,0.0,5.733,8.064,-0.445,0.533,0.714,-0.624,0.236,0.0,0.065,3.613,-0.607,0.0,0.12,-5.046,-0.119,0.031,0.055,-2.154,-0.455,0.277,0.419,-1.087,NA,NA,NA,NA,gait,block,block,block design,fluid reasoning,2,-0.6074394099466687,-0.7048534342142337,-14.683976636321717,0.4809014514211477,-0.7989347161213485,-0.610772152307119,-0.6634407964513027,-0.5446704083281825,-0.45663332434789067,-0.4930493701075618,-10.271533172401437,9.468772576342475e-25,-0.5871306520146765,-0.39896808820044705,-0.5278288051041635,-0.3790656724944455,-0.11926456619058395,-0.11983491629404164,-2.4964808649033916,0.012543243594981896,-0.2139161982011564,-0.025753634386926877,-0.21071189219412861,-0.025747942200434307
octo,b1,female,ae,all,b1_female_ae_gait_block,419.0,5,25.0,-6704.666,13459.331,13560.278,11.686,0.0,0.393,29.758,0.33,0.0,0.09,3.664,-0.453,0.0,0.105,-4.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.128,0.0,0.603,20.124,0.0,0.991,0.044,-0.011,-0.004,0.931,0.042,-0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.909,0.0,2.265,5.7,15.867,0.002,5.092,3.116,1.497,0.616,2.986,0.501,0.173,0.851,0.922,0.188,-1.442,0.051,0.739,-1.951,-14.016,0.002,4.468,-3.137,-0.357,0.36,0.39,-0.915,-0.943,0.686,2.329,-0.405,-0.093,0.675,0.221,-0.419,0.384,0.153,0.269,1.429,-0.526,0.0,0.129,-4.089,0.911,0.0,0.187,4.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,0.0,0.079,-4.324,-0.036,0.079,0.02,-1.756,0.003,0.931,0.031,0.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.573,0.0,0.726,14.568,40.596,0.0,4.972,8.164,-0.42,0.513,0.643,-0.654,0.236,0.0,0.068,3.481,-0.552,0.0,0.119,-4.648,-0.123,0.035,0.059,-2.107,-0.459,0.287,0.431,-1.065,NA,NA,NA,NA,gait,block,block,block design,fluid reasoning,2,-0.5522491499259204,-0.6216116415598316,-12.678439560760099,0.5341972642279685,-0.7177067819743393,-0.5255165011453239,-0.6154868211876805,-0.4819464292657396,-0.4602607019773224,-0.49764201010886033,-10.149945281314466,3.315492657130605e-24,-0.5937371505233681,-0.4015468696943526,-0.5325780813762858,-0.38127174546626497,-0.1234297484439394,-0.12406235461427587,-2.530385468321842,0.011393727623150437,-0.22015749502878357,-0.027967214199768164,-0.2166681680237367,-0.027959924821007003
octo,b1,female,aeh,all,b1_female_aeh_gait_block,377.0,5,29.0,-6427.438,12912.876,13026.911,11.413,0.0,0.398,28.666,0.297,0.001,0.093,3.178,-0.459,0.0,0.104,-4.402,-7.019,0.183,5.276,-1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.676,0.0,0.648,19.562,0.0,0.993,0.043,0.008,-0.001,0.977,0.041,-0.028,0.316,0.762,1.043,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.894,0.0,2.444,5.275,15.918,0.002,5.039,3.159,1.616,0.596,3.052,0.53,0.198,0.84,0.979,0.202,-1.462,0.065,0.792,-1.847,-13.0,0.002,4.114,-3.16,-0.424,0.331,0.436,-0.972,-0.944,0.644,2.044,-0.462,-0.105,0.676,0.25,-0.418,0.394,0.119,0.253,1.561,-0.503,0.0,0.14,-3.595,0.966,0.0,0.193,5.001,3.862,0.544,6.364,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.346,0.0,0.085,-4.065,-0.029,0.164,0.021,-1.392,-0.005,0.871,0.032,-0.163,0.835,0.288,0.786,1.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.762,0.0,0.745,14.442,38.297,0.0,4.558,8.402,-0.331,0.573,0.588,-0.564,0.232,0.002,0.073,3.174,-0.527,0.0,0.113,-4.677,-0.124,0.043,0.061,-2.026,-0.489,0.218,0.397,-1.231,NA,NA,NA,NA,gait,block,block,block design,fluid reasoning,2,-0.5265222454157416,-0.5853212270924242,-11.31957380571296,0.5583317443905305,-0.6866685520163491,-0.4839739021684992,-0.5958375558103328,-0.44942052549005607,-0.4899059470863724,-0.5359365739965479,-10.364520068186314,3.595588736905363e-25,-0.6372838989204729,-0.434589249072623,-0.5630473535497111,-0.409149463606659,-0.12411007722008273,-0.12475326750733988,-2.4126133714098197,0.015838610774019997,-0.22610059243126485,-0.023405942583414913,-0.2223249154737674,-0.023401669297092777
octo,b1,female,aehplus,all,b1_female_aehplus_gait_block,375.0,5,41.0,-6396.831,12875.661,13036.665,11.002,0.0,0.489,22.493,0.28,0.003,0.093,3.002,-0.446,0.0,0.117,-3.801,-5.924,0.294,5.64,-1.05,0.023,0.972,0.64,0.036,0.681,0.175,0.502,1.357,2.049,0.078,1.164,1.761,13.168,0.0,0.781,16.859,-0.003,0.942,0.045,-0.073,-0.014,0.775,0.049,-0.286,0.532,0.581,0.962,0.552,0.125,0.385,0.144,0.869,-0.118,0.408,0.143,-0.828,0.503,0.236,0.424,1.186,12.852,0.0,2.481,5.181,15.423,0.002,4.959,3.11,1.568,0.612,3.094,0.507,0.193,0.848,1.011,0.191,-1.427,0.075,0.801,-1.781,-12.263,0.002,3.992,-3.072,-0.415,0.336,0.431,-0.962,-0.895,0.644,1.937,-0.462,-0.105,0.688,0.263,-0.401,0.401,0.116,0.255,1.572,-0.509,0.0,0.138,-3.692,1.09,0.0,0.19,5.742,3.769,0.541,6.169,0.611,-1.753,0.041,0.857,-2.045,0.116,0.866,0.688,0.169,-0.891,0.624,1.817,-0.49,-0.279,0.009,0.106,-2.628,-0.029,0.161,0.021,-1.401,-0.006,0.835,0.031,-0.208,0.749,0.337,0.78,0.96,-0.028,0.839,0.139,-0.203,-0.134,0.24,0.114,-1.176,-0.052,0.762,0.171,-0.302,10.782,0.0,0.746,14.446,36.971,0.0,4.311,8.575,-0.316,0.56,0.542,-0.583,0.225,0.002,0.074,3.054,-0.514,0.0,0.115,-4.48,-0.121,0.05,0.062,-1.963,-0.506,0.228,0.419,-1.206,NA,NA,NA,NA,gait,block,block,block design,fluid reasoning,2,-0.5135487780137503,-0.5675378615467012,-10.946273860794317,0.570348810790106,-0.6691572603156715,-0.46591846277773086,-0.5844252566580913,-0.4348956184308139,-0.5038710255240861,-0.554480912209186,-10.69444054196437,1.0806985799525175e-26,-0.6561003109781564,-0.45286151344021575,-0.5757623331379106,-0.4242483301347436,-0.12122409510043876,-0.12182319378328905,-2.3496406708696154,0.018791542005367354,-0.22344259255225934,-0.02020379501431878,-0.21979680818598632,-0.020201046444955066
octo,b1,male,a,all,b1_male_a_gait_block,267.0,5,21.0,-3636.837,7315.673,7391.005,11.369,0.0,0.533,21.338,0.375,0.001,0.117,3.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.688,0.0,0.88,12.141,-0.01,0.746,0.031,-0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.222,0.0,1.565,5.255,13.657,0.004,4.717,2.895,0.211,0.847,1.091,0.193,0.121,0.683,0.295,0.408,-1.201,0.114,0.759,-1.582,-17.672,0.0,3.662,-4.826,0.088,0.827,0.403,0.218,0.492,0.697,1.263,0.389,-0.2,0.367,0.221,-0.902,0.413,0.014,0.169,2.45,-0.569,0.001,0.174,-3.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.589,0.0,0.111,-5.289,0.013,0.625,0.026,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.229,0.0,1.054,8.752,51.754,0.0,5.591,9.256,-0.78,0.323,0.789,-0.988,0.426,0.071,0.236,1.806,-0.665,0.0,0.075,-8.905,-0.138,0.106,0.085,-1.615,-0.881,0.523,1.379,-0.639,NA,NA,NA,NA,gait,block,block,block design,fluid reasoning,2,-0.6647159309109534,-0.8012158179296837,-13.018216150525127,0.42300671544203117,-0.9218432624910982,-0.6805883733682692,-0.7267682462850059,-0.5919017666631494,-0.8809119692936532,-1.3798245273961471,-22.419494904449927,2.5405166739481785e-111,-1.5004519719575617,-1.2591970828347325,-0.9052298945732093,-0.8508426022140392,-0.1378722770131156,-0.13875597178546428,-2.254517687315391,0.024163619235589903,-0.2593834163468788,-0.018128527224049756,-0.2537187307398948,-0.018126541544206887
