process_b_domain,study_name,model_number,subgroup,model_type,process_a,process_b,subject_count,er_tau_00_est,er_tau_00_se,er_tau_00_pval,er_tau_00_ci95lo,er_tau_00_ci95hi,er_tau_11_est,er_tau_11_se,er_tau_11_pval,er_tau_11_ci95lo,er_tau_11_ci95hi,er_sigma_00_est,er_sigma_00_se,er_sigma_00_pval,er_sigma_00_ci95lo,er_sigma_00_ci95hi
Attention & Working Memory,eas,b1,female,aehplus,gait,Digit Span Total,363,0.243,0.113,0.032,0.021519999999999984,0.46448,0.737,0.4,0.065,-0.04700000000000004,1.521,-0.018,0.068,0.789,-0.15128,0.11528000000000001
Attention & Working Memory,eas,b1,male,aehplus,gait,Digit Span Total,222,0.167,0.172,0.333,-0.17011999999999997,0.50412,0.394,1.043,0.706,-1.6502799999999995,2.43828,-0.056,0.096,0.562,-0.24416,0.13216
Attention & Working Memory,hrs,b1,female,aehplus,gait,Serial 7s,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Attention & Working Memory,hrs,b1,male,aehplus,gait,Serial 7s,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Attention & Working Memory,eas,b1,female,aehplus,gait,Trials B,362,-0.006,0.125,0.964,-0.251,0.239,0.183,0.364,0.615,-0.53044,0.8964399999999999,-0.013,0.076,0.864,-0.16196,0.13595999999999997
Attention & Working Memory,eas,b1,male,aehplus,gait,Trials B,221,-0.268,0.199,0.179,-0.65804,0.12203999999999998,-0.668,1.438,0.642,-3.48648,2.1504799999999995,0.172,0.103,0.095,-0.02987999999999999,0.37388
Learning & Memory,map,b1,female,aehplus,gait,Boston Story Delayed,935,0.018,0.071,0.797,-0.12115999999999998,0.15715999999999997,0.11,0.233,0.637,-0.34668000000000004,0.5666800000000001,0.039,0.024,0.108,-0.008039999999999999,0.08604
Learning & Memory,map,b1,male,aehplus,gait,Boston Story Delayed,321,0.391,0.121,0.001,0.15384000000000003,0.62816,0.669,1.713,0.696,-2.68848,4.02648,-0.054,0.036,0.131,-0.12456,0.01656
Learning & Memory,map,b1,female,aehplus,gait,Boston Story Immediate,935,0.075,0.071,0.292,-0.06415999999999998,0.21415999999999996,0.285,0.263,0.278,-0.23048000000000007,0.8004800000000001,0.037,0.027,0.164,-0.015920000000000004,0.08992
Learning & Memory,map,b1,male,aehplus,gait,Boston Story Immediate,321,0.361,0.121,0.003,0.12384,0.59816,0.733,0.943,0.437,-1.1152799999999998,2.58128,-0.069,0.036,0.059,-0.13956000000000002,0.001559999999999992
Learning & Memory,map,b1,female,aehplus,gait,Logical Memory Delayed,935,0.102,0.05,0.043,0.00399999999999999,0.2,0.398,0.167,0.017,0.07068000000000002,0.72532,0.002,0.023,0.918,-0.04307999999999999,0.04708
Learning & Memory,map,b1,male,aehplus,gait,Logical Memory Delayed,321,0.242,0.093,0.01,0.059719999999999995,0.42428,0.497,0.35,0.155,-0.18899999999999995,1.1829999999999998,-0.02,0.039,0.619,-0.09644,0.05643999999999999
Learning & Memory,map,b1,female,aehplus,gait,Logical Memory Immediate,935,0.106,0.05,0.035,0.007999999999999993,0.20400000000000001,0.435,0.17,0.011,0.1018,0.7682,0.045,0.024,0.064,-0.00204,0.09204
Learning & Memory,map,b1,male,aehplus,gait,Logical Memory Immediate,321,0.216,0.108,0.045,0.0043199999999999905,0.42768,0.775,1.122,0.49,-1.4241200000000003,2.97412,-0.017,0.04,0.681,-0.0954,0.061399999999999996
Learning & Memory,eas,b1,female,aehplus,gait,Logical Memory Total,360,0.043,0.123,0.728,-0.19807999999999998,0.28408,0.539,0.751,0.473,-0.9329599999999999,2.01096,0.011,0.074,0.88,-0.13404,0.15604
Learning & Memory,eas,b1,male,aehplus,gait,Logical Memory Total,218,0.214,0.188,0.257,-0.15447999999999998,0.58248,0.094,0.756,0.901,-1.3877599999999999,1.57576,-0.028,0.097,0.774,-0.21812,0.16212000000000001
Learning & Memory,octo,b1,female,aehplus,gait,Objects Recalled,272,-0.207,0.083,0.013,-0.36968,-0.04431999999999997,0.006,0.16,0.971,-0.3076,0.3196,-0.12,0.054,0.026,-0.22583999999999999,-0.014159999999999992
Learning & Memory,octo,b1,male,aehplus,gait,Objects Recalled,137,-0.575,0.163,0.0,-0.8944799999999999,-0.25551999999999997,-0.178,0.467,0.703,-1.09332,0.73732,-0.052,0.085,0.543,-0.2186,0.11460000000000001
Learning & Memory,octo,b1,female,aehplus,gait,Objects Recognized,272,-0.071,0.081,0.383,-0.22976000000000002,0.08776000000000002,0.003,0.142,0.985,-0.27531999999999995,0.28131999999999996,-0.016,0.047,0.737,-0.10812,0.07612
Learning & Memory,octo,b1,male,aehplus,gait,Objects Recognized,137,-0.354,0.286,0.215,-0.9145599999999999,0.20655999999999997,-0.339,0.637,0.594,-1.58752,0.9095200000000001,-0.112,0.058,0.053,-0.22568,0.001680000000000001
Learning & Memory,octo,b1,female,aehplus,gait,Prose Immediate,269,-0.136,0.119,0.256,-0.36924,0.09723999999999997,-0.227,0.077,0.003,-0.37792000000000003,-0.07608000000000001,-0.059,0.039,0.131,-0.13544,0.017439999999999997
Learning & Memory,octo,b1,male,aehplus,gait,Prose Immediate,139,-0.36,0.213,0.091,-0.77748,0.057479999999999976,-0.053,3.625,0.988,-7.1579999999999995,7.052,0.113,0.15,0.45,-0.181,0.407
Learning & Memory,elsa,b1,female,aehplus,gait,Word List Delayed,2226,0.197,0.037,0.0,0.12448000000000001,0.26952,0.152,0.174,0.383,-0.18903999999999996,0.4930399999999999,-0.01,0.021,0.626,-0.051160000000000004,0.03116
Learning & Memory,elsa,b1,male,aehplus,gait,Word List Delayed,1947,0.227,0.041,0.0,0.14664,0.30736,-0.181,0.283,0.523,-0.7356799999999999,0.37367999999999996,0.042,0.021,0.043,8.400000000000005e-4,0.08316000000000001
Learning & Memory,hrs,b1,female,aehplus,gait,Word List Delayed,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Learning & Memory,hrs,b1,male,aehplus,gait,Word List Delayed,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Learning & Memory,map,b1,female,aehplus,gait,Word List Delayed,935,0.193,0.052,0.0,0.09108000000000001,0.29492,0.727,0.248,0.003,0.24091999999999997,1.21308,-0.017,0.023,0.465,-0.062079999999999996,0.028079999999999994
Learning & Memory,map,b1,male,aehplus,gait,Word List Delayed,321,0.295,0.085,0.001,0.1284,0.4616,0.745,0.503,0.138,-0.24087999999999998,1.73088,-0.018,0.041,0.652,-0.09836,0.06236
Learning & Memory,eas,b1,female,aehplus,gait,Word List Immediate,363,0.154,0.156,0.321,-0.15175999999999998,0.45975999999999995,0.263,0.76,0.729,-1.2266,1.7526000000000002,0.045,0.079,0.571,-0.10984000000000001,0.19984000000000002
Learning & Memory,eas,b1,male,aehplus,gait,Word List Immediate,222,0.174,0.203,0.39,-0.22388000000000002,0.5718799999999999,0.127,1.199,0.916,-2.22304,2.4770399999999997,0.093,0.082,0.255,-0.06772,0.25372
Learning & Memory,elsa,b1,female,aehplus,gait,Word List Immediate,2225,0.203,0.046,0.0,0.11284000000000002,0.29316,0.253,0.203,0.212,-0.14488,0.65088,0.033,0.02,0.093,-0.006199999999999997,0.0722
Learning & Memory,elsa,b1,male,aehplus,gait,Word List Immediate,1947,0.225,0.048,0.0,0.13092,0.31908000000000003,-0.106,0.196,0.59,-0.49016,0.27816,-0.014,0.021,0.485,-0.05516,0.027160000000000004
Learning & Memory,hrs,b1,female,aehplus,gait,Word List Immediate,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Learning & Memory,hrs,b1,male,aehplus,gait,Word List Immediate,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Learning & Memory,lasa,b1,female,aehplus,gait,Word List Immediate,782,-0.313,0.181,0.083,-0.6677599999999999,0.041759999999999964,-0.283,0.189,0.134,-0.65344,0.08744000000000002,-0.024,0.019,0.212,-0.061239999999999996,0.013239999999999995
Learning & Memory,lasa,b1,male,aehplus,gait,Word List Immediate,800,-0.268,0.195,0.171,-0.6502,0.11419999999999997,0.095,0.494,0.847,-0.87324,1.06324,-0.008,0.027,0.773,-0.06092,0.04492
Learning & Memory,map,b1,female,aehplus,gait,Word List Immediate,935,0.281,0.051,0.0,0.18104000000000003,0.38096,0.343,0.171,0.045,0.007840000000000014,0.6781600000000001,-0.006,0.024,0.805,-0.05304,0.04104
Learning & Memory,map,b1,male,aehplus,gait,Word List Immediate,321,0.216,0.1,0.031,0.01999999999999999,0.41200000000000003,0.623,0.54,0.249,-0.4354,1.6814,0.017,0.043,0.684,-0.06727999999999999,0.10128
Learning & Memory,map,b1,female,aehplus,gait,Word Recognition,935,0.089,0.052,0.088,-0.012920000000000001,0.19091999999999998,-0.021,0.574,0.971,-1.1460399999999997,1.10404,-0.004,0.027,0.873,-0.05692,0.048920000000000005
Learning & Memory,map,b1,male,aehplus,gait,Word Recognition,321,0.071,0.101,0.487,-0.12696000000000002,0.26896,-0.15,0.347,0.666,-0.83012,0.5301199999999999,0.043,0.048,0.368,-0.05108,0.13707999999999998
Mental Status,eas,b1,female,aehplus,gait,Calculated MMSE,363,0.142,0.123,0.249,-0.09908,0.38308,0.078,0.793,0.922,-1.47628,1.6322800000000002,-0.051,0.071,0.471,-0.19015999999999997,0.08815999999999999
Mental Status,eas,b1,male,aehplus,gait,Calculated MMSE,222,0.344,0.251,0.171,-0.14796000000000004,0.83596,-0.501,2.739,0.855,-5.86944,4.867439999999999,-0.029,0.108,0.79,-0.24068,0.18268
Mental Status,map,b1,female,aehplus,gait,Ideas,935,0.159,0.06,0.007,0.041400000000000006,0.2766,0.222,0.201,0.271,-0.17196000000000003,0.6159600000000001,0.026,0.023,0.264,-0.019079999999999996,0.07107999999999999
Mental Status,map,b1,male,aehplus,gait,Ideas,321,0.18,0.083,0.03,0.017319999999999974,0.34268,-0.177,0.227,0.436,-0.62192,0.26792,0.012,0.047,0.794,-0.08012,0.10411999999999999
Mental Status,map,b1,female,aehplus,gait,MMSE,935,0.223,0.064,0.001,0.09756000000000001,0.34843999999999997,0.186,0.205,0.365,-0.2158,0.5878,0.071,0.026,0.007,0.020039999999999995,0.12195999999999999
Mental Status,map,b1,male,aehplus,gait,MMSE,321,0.484,0.097,0.0,0.29388,0.67412,0.292,0.464,0.529,-0.61744,1.20144,0.028,0.041,0.501,-0.052360000000000004,0.10836
Mental Status,octo,b1,female,aehplus,gait,MMSE,276,-0.191,0.135,0.157,-0.4556,0.0736,-0.249,0.237,0.295,-0.7135199999999999,0.21552,-0.261,0.147,0.075,-0.54912,0.027119999999999977
Mental Status,octo,b1,male,aehplus,gait,MMSE,137,-0.41,0.249,0.1,-0.89804,0.07804,-0.147,1.264,0.907,-2.62444,2.3304400000000003,-0.165,0.064,0.01,-0.29044000000000003,-0.03956000000000001
Mental Status,octo,b1,female,aehplus,gait,MMSE,276,-0.267,0.106,0.012,-0.47476,-0.059240000000000015,-0.068,0.23,0.769,-0.5188,0.38280000000000003,-0.008,0.074,0.913,-0.15304,0.13704
Mental Status,octo,b1,male,aehplus,gait,MMSE,140,-0.478,0.3,0.111,-1.0659999999999998,0.10999999999999999,-0.42,0.615,0.494,-1.6254,0.7854000000000001,-0.125,0.079,0.116,-0.27984,0.029840000000000005
Perceptual Reasoning,eas,b1,female,aehplus,gait,Block Design,351,0.128,0.105,0.221,-0.07779999999999998,0.3338,0.082,0.364,0.821,-0.63144,0.7954399999999999,0.031,0.063,0.625,-0.09247999999999999,0.15448
Perceptual Reasoning,eas,b1,male,aehplus,gait,Block Design,210,0.329,0.147,0.025,0.04088000000000003,0.61712,0.313,1.695,0.854,-3.0092,3.6352,-0.077,0.081,0.345,-0.23576000000000003,0.08176000000000001
Perceptual Reasoning,ilse,b1,female,aehplus,tug,Block Design,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perceptual Reasoning,ilse,b1,male,aehplus,tug,Block Design,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perceptual Reasoning,octo,b1,female,aehplus,gait,Block Design,273,-0.436,0.126,0.001,-0.68296,-0.18904,-0.492,0.618,0.425,-1.70328,0.7192799999999999,-0.149,0.051,0.004,-0.24896,-0.04904
Perceptual Reasoning,octo,b1,male,aehplus,gait,Block Design,137,-0.396,0.138,0.004,-0.66648,-0.12552000000000002,-0.729,2.517,0.772,-5.66232,4.20432,-0.103,0.094,0.277,-0.28724,0.08123999999999999
Perceptual Reasoning,octo,b1,female,aehplus,gait,Figure Logic,270,-0.45,0.215,0.036,-0.8714,-0.028600000000000014,0.151,0.449,0.737,-0.72904,1.03104,-0.056,0.072,0.44,-0.19712,0.08512
Perceptual Reasoning,octo,b1,male,aehplus,gait,Figure Logic,135,-0.456,0.234,0.051,-0.91464,0.0026399999999999757,0.018,1.572,0.991,-3.06312,3.0991199999999997,-0.038,0.095,0.684,-0.2242,0.1482
Perceptual Reasoning,ilse,b1,female,aehplus,tug,IPSS Spatial Ability,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perceptual Reasoning,ilse,b1,male,aehplus,tug,IPSS Spatial Ability,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perceptual Reasoning,map,b1,female,aehplus,gait,Line Orientation,935,0.259,0.056,0.0,0.14924,0.36876,-0.082,0.635,0.897,-1.3266,1.1625999999999999,0.015,0.024,0.543,-0.03204,0.06204
Perceptual Reasoning,map,b1,male,aehplus,gait,Line Orientation,321,0.148,0.087,0.088,-0.022519999999999984,0.31851999999999997,-0.659,0.669,0.324,-1.97024,0.6522399999999999,0.077,0.041,0.06,-0.003360000000000002,0.15736
Perceptual Reasoning,ilse,b1,female,aehplus,tug,Picture Comletion,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perceptual Reasoning,ilse,b1,male,aehplus,tug,Picture Comletion,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perceptual Reasoning,lasa,b1,female,aehplus,gait,Progressive Matrices,782,-0.246,0.151,0.104,-0.54196,0.049960000000000004,-0.531,0.179,0.003,-0.88184,-0.18016000000000004,0.029,0.035,0.4,-0.03960000000000001,0.0976
Perceptual Reasoning,lasa,b1,male,aehplus,gait,Progressive Matrices,800,-0.232,0.192,0.227,-0.60832,0.14431999999999998,-0.232,0.161,0.15,-0.54756,0.08356,0.025,0.028,0.385,-0.029879999999999997,0.07988
Perceptual Reasoning,map,b1,female,aehplus,gait,Progressive Matrices,935,0.243,0.055,0.0,0.1352,0.3508,0.012,0.303,0.968,-0.58188,0.60588,0.007,0.03,0.826,-0.0518,0.0658
Perceptual Reasoning,map,b1,male,aehplus,gait,Progressive Matrices,321,0.363,0.112,0.001,0.14348,0.5825199999999999,0.639,0.639,0.318,-0.61344,1.89144,0.111,0.041,0.007,0.03064,0.19136
Processing Speed,lasa,b1,female,aehplus,gait,Coding,782,-0.32,0.123,0.009,-0.56108,-0.07892000000000002,-0.241,0.106,0.023,-0.44876,-0.03323999999999999,-0.05,0.021,0.019,-0.09116,-0.00884
Processing Speed,lasa,b1,male,aehplus,gait,Coding,800,-0.305,0.213,0.151,-0.72248,0.11247999999999997,-0.317,0.135,0.019,-0.5816,-0.0524,-0.03,0.039,0.433,-0.10643999999999999,0.046439999999999995
Processing Speed,map,b1,female,aehplus,gait,Number Comparison,935,0.114,0.051,0.024,0.01404000000000001,0.21395999999999998,0.292,0.227,0.198,-0.15292,0.73692,0.057,0.025,0.023,0.008,0.10600000000000001
Processing Speed,map,b1,male,aehplus,gait,Number Comparison,321,0.216,0.078,0.006,0.06312000000000001,0.36888,-0.4,0.403,0.322,-1.18988,0.38988,0.075,0.04,0.063,-0.0034000000000000002,0.15339999999999998
Processing Speed,octo,b1,female,aehplus,gait,Perceptual Speed,262,-0.239,0.292,0.413,-0.8113199999999999,0.33331999999999995,-0.756,0.641,0.238,-2.01236,0.5003599999999999,-0.078,0.07,0.264,-0.2152,0.059200000000000016
Processing Speed,octo,b1,male,aehplus,gait,Perceptual Speed,131,-0.304,0.277,0.271,-0.8469200000000001,0.23892000000000008,-0.485,0.741,0.513,-1.93736,0.9673599999999999,0.024,0.108,0.823,-0.18768,0.23568
Processing Speed,eas,b1,female,aehplus,gait,Symbol,363,0.209,0.104,0.044,0.005159999999999998,0.41284,0.66,0.242,0.006,0.18568000000000007,1.13432,0.004,0.069,0.955,-0.13124,0.13924
Processing Speed,eas,b1,male,aehplus,gait,Symbol,221,0.387,0.144,0.007,0.10476000000000002,0.6692400000000001,0.668,0.848,0.431,-0.99408,2.33008,-0.01,0.092,0.911,-0.19032,0.17031999999999997
Processing Speed,ilse,b1,female,aehplus,tug,Symbol,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Processing Speed,ilse,b1,male,aehplus,tug,Symbol,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Processing Speed,map,b1,female,aehplus,gait,Symbol,935,0.233,0.045,0.0,0.1448,0.32120000000000004,0.086,0.158,0.586,-0.22368000000000002,0.39568000000000003,0.063,0.028,0.026,0.008120000000000002,0.11788
Processing Speed,map,b1,male,aehplus,gait,Symbol,321,0.459,0.07,0.0,0.3218,0.5962000000000001,-0.334,0.402,0.406,-1.12192,0.45392000000000005,0.089,0.047,0.058,-0.0031199999999999978,0.18112
Processing Speed,octo,b1,female,aehplus,gait,Symbol,266,-0.367,0.141,0.009,-0.6433599999999999,-0.09064,-0.416,0.443,0.347,-1.2842799999999999,0.45227999999999996,-0.119,0.079,0.134,-0.27384,0.03584000000000001
Processing Speed,octo,b1,male,aehplus,gait,Symbol,134,-0.457,0.145,0.002,-0.7412,-0.17280000000000006,0.005,1.007,0.996,-1.9687199999999998,1.9787199999999996,-0.235,0.093,0.012,-0.41728,-0.05271999999999999
Verbal Ability,eas,b1,female,aehplus,gait,Boston Naming Test,363,-0.024,0.135,0.858,-0.2886,0.2406,0.024,1.076,0.982,-2.08496,2.13296,0.045,0.084,0.593,-0.11964000000000001,0.20964
Verbal Ability,eas,b1,male,aehplus,gait,Boston Naming Test,222,0.188,0.178,0.289,-0.16087999999999997,0.53688,-0.038,3.452,0.991,-6.80392,6.727919999999999,0.025,0.081,0.759,-0.13376000000000002,0.18376
Verbal Ability,map,b1,female,aehplus,gait,Boston Naming Test,935,0.176,0.045,0.0,0.08779999999999999,0.2642,0.277,0.173,0.108,-0.06207999999999997,0.61608,-0.01,0.025,0.691,-0.059000000000000004,0.039
Verbal Ability,map,b1,male,aehplus,gait,Boston Naming Test,321,0.31,0.073,0.0,0.16692,0.45308,-0.63,0.767,0.412,-2.13332,0.87332,-0.031,0.044,0.478,-0.11724,0.05524
Verbal Ability,eas,b1,female,aehplus,gait,Categories,363,0.095,0.112,0.399,-0.12451999999999999,0.31452,0.33,0.448,0.461,-0.5480799999999999,1.20808,0.013,0.082,0.874,-0.14772,0.17372
Verbal Ability,eas,b1,male,aehplus,gait,Categories,222,0.313,0.161,0.052,-0.0025600000000000067,0.62856,0.777,0.722,0.282,-0.6381199999999999,2.19212,0.002,0.086,0.984,-0.16655999999999999,0.17056
Verbal Ability,map,b1,female,aehplus,gait,Categories,935,0.184,0.048,0.0,0.08992,0.27808,0.389,0.166,0.019,0.06363999999999997,0.7143600000000001,-0.025,0.025,0.321,-0.07400000000000001,0.024
Verbal Ability,map,b1,male,aehplus,gait,Categories,321,0.383,0.079,0.0,0.22816,0.53784,0.743,0.362,0.04,0.033480000000000065,1.4525199999999998,0.036,0.04,0.375,-0.0424,0.1144
Verbal Ability,eas,b1,female,aehplus,gait,FAS,361,0.355,0.105,0.001,0.1492,0.5608,0.807,0.475,0.089,-0.12399999999999989,1.738,-0.019,0.079,0.811,-0.17384,0.13584000000000002
Verbal Ability,eas,b1,male,aehplus,gait,FAS,222,0.148,0.164,0.366,-0.17344,0.46943999999999997,0.555,1.221,0.65,-1.8381599999999998,2.94816,0.018,0.096,0.851,-0.17016,0.20615999999999998
Verbal Ability,elsa,b1,female,aehplus,gait,Fluency,2226,0.2,0.036,0.0,0.12944,0.27056,0.17,0.133,0.2,-0.09068000000000001,0.43068000000000006,0.035,0.021,0.092,-0.006159999999999999,0.07616
Verbal Ability,elsa,b1,male,aehplus,gait,Fluency,1947,0.229,0.039,0.0,0.15256000000000003,0.30544,0.161,0.152,0.287,-0.13691999999999996,0.45892,-0.02,0.022,0.345,-0.06312,0.023119999999999998
Verbal Ability,ilse,b1,female,aehplus,tug,Fluency,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbal Ability,ilse,b1,female,aehplus,tug,Information,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbal Ability,ilse,b1,male,aehplus,tug,Information,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbal Ability,octo,b1,female,aehplus,gait,Information,275,-0.104,0.091,0.25,-0.28236,0.07436,0.039,0.077,0.615,-0.11191999999999999,0.18992,-0.053,0.039,0.175,-0.12944,0.023439999999999996
Verbal Ability,octo,b1,male,aehplus,gait,Information,140,-0.207,0.135,0.126,-0.4716,0.05760000000000001,-0.136,0.6,0.821,-1.3119999999999998,1.04,-0.107,0.093,0.253,-0.28928,0.07528
Verbal Ability,map,b1,female,aehplus,gait,NART,933,0.088,0.044,0.046,0.0017599999999999977,0.17424,-0.098,0.219,0.653,-0.52724,0.33124,0.084,0.027,0.002,0.031080000000000003,0.13692000000000001
Verbal Ability,map,b1,male,aehplus,gait,NART,321,0.194,0.085,0.022,0.027400000000000008,0.36060000000000003,0.265,0.476,0.578,-0.6679599999999999,1.19796,0.016,0.041,0.696,-0.06436,0.09636
Verbal Ability,octo,b1,female,aehplus,gait,Synonyms,268,-0.098,0.15,0.514,-0.392,0.19599999999999998,-0.485,0.476,0.308,-1.4179599999999999,0.4479599999999999,-0.138,0.068,0.042,-0.27128,-0.004720000000000002
Verbal Ability,octo,b1,male,aehplus,gait,Synonyms,134,-0.092,0.16,0.563,-0.40559999999999996,0.2216,-0.631,1.903,0.74,-4.36088,3.0988800000000003,-0.065,0.084,0.441,-0.22964,0.09964
Verbal Ability,eas,b1,female,aehplus,gait,Vocabulary,363,0.287,0.116,0.013,0.05963999999999997,0.5143599999999999,0.998,1.156,0.388,-1.2677599999999998,3.2637599999999996,-0.017,0.072,0.814,-0.15811999999999998,0.12412
Verbal Ability,eas,b1,male,aehplus,gait,Vocabulary,222,0.042,0.173,0.81,-0.29708,0.38108,-0.341,1.816,0.851,-3.90036,3.2183599999999997,-0.063,0.102,0.54,-0.26292,0.13692
