"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.31","0.1","11/06/2015","11:41 AM","b1_female_aehplus_gait_prose.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_gait_prose.out","octo","b1","female","aehplus","gait","prose",268,5,NA,41,-4300.905,8683.811,8831.041,8701.046,8699.0499380531,TRUE,TRUE,NA,0,-1.337,1.074,-1.245,0.213,-0.075,0.097,-0.78,0.435,0.22,0.164,1.348,0.178,0.434,0.576,0.754,0.451,-0.398,0.245,-1.628,0.104,11.94,3.067,3.893,0,1.322,2.705,0.489,0.625,3.464,4.21,0.823,0.411,10.688,2.763,3.867,0,7.871,1.009,7.8,0,0.084,0.029,2.911,0.004,-0.401,0.138,-2.9,0.004,4.282,0.372,11.508,0,10.306,0.461,22.376,0,0.56,0.357,1.567,0.117,11.147,0.398,27.988,0,-0.042,0.071,-0.594,0.552,-0.138,0.118,-1.174,0.241,-0.226,0.079,-2.878,0.004,-0.059,0.037,-1.595,0.111,0.309,0.089,3.485,0,-0.008,0.044,-0.18,0.857,-0.247,0.079,-3.12,0.002,0.025,0.018,1.409,0.159,-0.315,0.126,-2.504,0.012,-0.028,0.049,-0.569,0.569,0.466,0.103,4.546,0,-0.048,0.021,-2.321,0.02,-0.045,0.053,-0.845,0.398,0.013,0.025,0.498,0.618,0.013,0.038,0.353,0.724,0.006,0.008,0.747,0.455,0.05,0.747,0.067,0.946,0.036,0.182,0.196,0.844,0.22,0.493,0.446,0.656,-0.094,0.098,-0.961,0.336,0.706,0.519,1.36,0.174,-0.204,0.234,-0.871,0.384,0.229,0.427,0.536,0.592,-0.072,0.088,-0.815,0.415,1.635,1.369,1.194,0.233,1.116,1.004,1.111,0.267,-1.76,1.147,-1.535,0.125,0.098,0.198,0.498,0.619
"Mplus VERSION 7.31","0.1","11/06/2015","10:41 AM","b1_female_aehplus_grip_block.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_grip_block.out","octo","b1","female","aehplus","grip","block",274,5,NA,41,-4175.804,8433.608,8581.747,8451.745,8448.45282758621,TRUE,TRUE,NA,0,3.096,0.843,3.67,0,0.046,0.016,2.854,0.004,-0.113,0.133,-0.849,0.396,0.038,0.128,0.297,0.767,0.178,0.19,0.94,0.347,3.227,0.44,7.332,0,0.019,0.009,2.053,0.04,-0.045,0.043,-1.051,0.293,1.255,0.121,10.339,0,30.622,3.154,9.71,0,0.191,0.086,2.215,0.027,-0.988,0.422,-2.343,0.019,10.761,0.806,13.356,0,9.18,0.247,37.204,0,-0.335,0.039,-8.513,0,14.869,0.754,19.718,0,-0.226,0.107,-2.104,0.035,0.311,0.08,3.869,0,0.764,0.284,2.687,0.007,0.048,0.051,0.943,0.346,-0.155,0.042,-3.643,0,-0.004,0.007,-0.508,0.612,-0.592,0.138,-4.279,0,0.013,0.023,0.553,0.58,0.166,0.067,2.46,0.014,-0.007,0.01,-0.705,0.481,0.762,0.193,3.956,0,-0.032,0.033,-0.962,0.336,0.093,0.023,4.078,0,-0.002,0.003,-0.71,0.478,-0.012,0.066,-0.184,0.854,0.011,0.008,1.366,0.172,-0.516,0.315,-1.637,0.102,0.001,0.046,0.023,0.982,-1.33,0.949,-1.403,0.161,0.077,0.143,0.537,0.591,-0.168,0.253,-0.665,0.506,0,0.037,-0.012,0.991,-0.184,0.795,-0.232,0.817,-0.189,0.119,-1.589,0.112,-0.006,0.529,-0.011,0.991,-0.048,0.102,-0.466,0.641,1.135,2.31,0.492,0.623,-0.013,0.201,-0.065,0.948
"Mplus VERSION 7.31","0.1","11/06/2015","12:56 PM","b1_female_aehplus_grip_digitbackward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_grip_digitbackward.out","octo","b1","female","aehplus","grip","digitbackward",275,5,NA,41,-3262.954,6607.908,6756.195,6626.192,6622.68911587983,TRUE,TRUE,NA,0,-0.003,0.134,-0.019,0.985,-0.004,0.004,-0.842,0.4,0.052,0.025,2.054,0.04,0.031,0.022,1.437,0.151,0.057,0.061,0.932,0.351,3.175,0.434,7.313,0,0.017,0.009,1.874,0.061,-0.031,0.042,-0.752,0.452,1.27,0.125,10.175,0,0.544,0.142,3.827,0,0.004,0.005,0.788,0.431,-0.022,0.022,-0.975,0.329,1.157,0.099,11.678,0,9.186,0.246,37.325,0,-0.335,0.039,-8.509,0,3.861,0.132,29.279,0,-0.088,0.026,-3.36,0.001,-0.002,0.102,-0.019,0.985,-0.441,0.639,-0.691,0.49,0.047,0.05,0.936,0.349,-0.156,0.042,-3.696,0,-0.002,0.007,-0.339,0.735,-0.098,0.025,-3.91,0,0.009,0.006,1.575,0.115,0.172,0.068,2.536,0.011,-0.009,0.01,-0.868,0.385,0.117,0.038,3.053,0.002,0.001,0.007,0.199,0.842,0.091,0.023,4.013,0,-0.002,0.003,-0.681,0.496,-0.004,0.013,-0.311,0.756,0.001,0.003,0.491,0.624,-0.516,0.314,-1.64,0.101,0.008,0.045,0.177,0.86,-0.321,0.19,-1.684,0.092,0.043,0.029,1.489,0.137,-0.158,0.252,-0.628,0.53,-0.002,0.037,-0.048,0.962,0.057,0.145,0.395,0.693,-0.033,0.029,-1.125,0.261,-0.013,0.527,-0.025,0.98,-0.056,0.103,-0.547,0.584,-0.086,0.297,-0.291,0.771,0.035,0.056,0.63,0.529
"Mplus VERSION 7.31","0.1","11/06/2015","12:18 PM","b1_female_aehplus_grip_digitforward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_grip_digitforward.out","octo","b1","female","aehplus","grip","digitforward",275,5,NA,41,-3020.546,6123.093,6271.38,6141.377,6137.87411587983,TRUE,TRUE,NA,0,-0.073,0.117,-0.627,0.531,0.001,0.003,0.382,0.703,0.009,0.023,0.393,0.694,0.012,0.016,0.767,0.443,0.04,0.045,0.892,0.372,3.177,0.435,7.297,0,0.016,0.009,1.88,0.06,-0.032,0.041,-0.784,0.433,1.276,0.126,10.106,0,0.544,0.075,7.282,0,0.005,0.003,1.814,0.07,-0.037,0.014,-2.691,0.007,0.613,0.045,13.563,0,9.185,0.247,37.232,0,-0.333,0.04,-8.424,0,5.676,0.124,45.767,0,-0.076,0.021,-3.579,0,-0.056,0.089,-0.628,0.53,0.127,0.332,0.382,0.703,0.045,0.051,0.88,0.379,-0.156,0.042,-3.693,0,-0.003,0.007,-0.362,0.717,-0.079,0.021,-3.77,0,0.003,0.004,0.65,0.515,0.172,0.068,2.536,0.011,-0.009,0.01,-0.919,0.358,0.137,0.027,5.131,0,-0.012,0.005,-2.332,0.02,0.091,0.023,4.035,0,-0.002,0.003,-0.659,0.51,0.008,0.01,0.785,0.433,-0.002,0.002,-1.059,0.29,-0.511,0.315,-1.624,0.104,0.008,0.045,0.169,0.866,-0.152,0.144,-1.053,0.292,0.048,0.029,1.688,0.091,-0.161,0.252,-0.64,0.522,0,0.037,0.004,0.997,0.054,0.124,0.434,0.665,-0.004,0.023,-0.191,0.849,-0.033,0.527,-0.062,0.95,-0.051,0.105,-0.487,0.626,0.084,0.262,0.32,0.749,0.002,0.046,0.044,0.965
"Mplus VERSION 7.31","0.1","11/06/2015"," 9:51 AM","b1_female_aehplus_grip_digitsymbol.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_grip_digitsymbol.out","octo","b1","female","aehplus","grip","digitsymbol",271,5,NA,41,-4201.826,8485.652,8633.339,8503.34,8500.69130131004,TRUE,TRUE,NA,0,2.615,1.185,2.207,0.027,0.013,0.025,0.538,0.591,-0.062,0.219,-0.282,0.778,0.268,0.17,1.572,0.116,0.72,0.319,2.259,0.024,3.174,0.436,7.286,0,0.017,0.009,1.86,0.063,-0.035,0.041,-0.836,0.403,1.275,0.125,10.229,0,66.948,7.791,8.593,0,0.388,0.147,2.636,0.008,-1.928,0.909,-2.12,0.034,27.892,2.405,11.597,0,9.193,0.246,37.337,0,-0.335,0.039,-8.494,0,28.567,1.191,23.978,0,-0.129,0.194,-0.666,0.506,0.179,0.08,2.248,0.025,0.167,0.306,0.546,0.585,0.121,0.052,2.333,0.02,-0.156,0.042,-3.699,0,-0.003,0.007,-0.408,0.683,-0.817,0.266,-3.069,0.002,0.004,0.045,0.079,0.937,0.171,0.068,2.529,0.011,-0.009,0.01,-0.931,0.352,1.675,0.373,4.484,0,-0.039,0.062,-0.629,0.53,0.091,0.023,4.018,0,-0.002,0.003,-0.566,0.571,0.077,0.114,0.676,0.499,0.012,0.018,0.684,0.494,-0.512,0.315,-1.628,0.104,0.002,0.046,0.037,0.97,-0.564,1.693,-0.333,0.739,-0.342,0.276,-1.235,0.217,-0.159,0.252,-0.632,0.527,-0.005,0.037,-0.121,0.903,0.896,1.274,0.704,0.482,-0.798,0.186,-4.293,0,-0.009,0.527,-0.017,0.986,-0.045,0.103,-0.435,0.663,-2.894,3.135,-0.923,0.356,1.482,0.484,3.061,0.002
"Mplus VERSION 7.31","0.1","11/06/2015","11:40 AM","b1_female_aehplus_grip_prose.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_grip_prose.out","octo","b1","female","aehplus","grip","prose",272,5,NA,41,-3671.89,7425.78,7573.617,7443.618,7440.75391304348,TRUE,TRUE,NA,0,0.681,0.384,1.772,0.076,0.013,0.013,1.019,0.308,-0.007,0.074,-0.094,0.925,0.058,0.07,0.823,0.41,0.138,0.162,0.853,0.394,3.181,0.435,7.31,0,0.017,0.009,1.898,0.058,-0.035,0.042,-0.84,0.401,1.273,0.125,10.201,0,7.789,1.042,7.474,0,0.076,0.03,2.523,0.012,-0.376,0.147,-2.563,0.01,4.346,0.382,11.368,0,9.193,0.246,37.338,0,-0.337,0.039,-8.6,0,11.136,0.398,27.957,0,-0.039,0.071,-0.557,0.577,0.137,0.075,1.816,0.069,0.368,0.346,1.065,0.287,0.059,0.067,0.875,0.382,-0.155,0.042,-3.661,0,-0.004,0.007,-0.514,0.607,-0.246,0.079,-3.102,0.002,0.022,0.017,1.252,0.211,0.173,0.068,2.547,0.011,-0.009,0.01,-0.895,0.371,0.458,0.102,4.49,0,-0.041,0.02,-2.057,0.04,0.092,0.023,4.057,0,-0.002,0.003,-0.672,0.501,0.012,0.038,0.307,0.759,0.006,0.008,0.763,0.446,-0.528,0.317,-1.667,0.095,0.008,0.045,0.172,0.863,0.265,0.492,0.538,0.591,-0.124,0.096,-1.29,0.197,-0.168,0.252,-0.664,0.507,0.001,0.037,0.022,0.982,0.236,0.427,0.553,0.58,-0.073,0.087,-0.847,0.397,-0.009,0.528,-0.017,0.986,-0.057,0.102,-0.558,0.577,-1.785,1.14,-1.566,0.117,0.088,0.189,0.467,0.64
"Mplus VERSION 7.31","0.1","11/06/2015","10:42 AM","b1_female_aehplus_pef_block.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_pef_block.out","octo","b1","female","aehplus","pef","block",271,5,NA,41,-6355.846,12793.691,12941.378,12811.379,12808.73030131,TRUE,TRUE,NA,0,83.653,32.97,2.537,0.011,0.035,0.677,0.052,0.959,-4.396,4.483,-0.981,0.327,7.253,5.157,1.406,0.16,22.752,9.667,2.353,0.019,4208.444,502.139,8.381,0,26.209,14.794,1.772,0.076,-144.552,83.225,-1.737,0.082,2131.439,186.35,11.438,0,30.25,3.132,9.66,0,0.15,0.076,1.959,0.05,-0.83,0.395,-2.098,0.036,10.944,0.828,13.217,0,328.186,8.749,37.511,0,-7.214,1.405,-5.135,0,14.808,0.752,19.69,0,-0.192,0.105,-1.828,0.068,0.234,0.086,2.728,0.006,0.018,0.34,0.052,0.958,0.149,0.061,2.429,0.015,-6.385,1.883,-3.39,0.001,0.809,0.357,2.266,0.023,-0.59,0.138,-4.27,0,0.008,0.023,0.341,0.733,5.511,2.649,2.08,0.038,-0.163,0.452,-0.361,0.718,0.775,0.194,3.986,0,-0.044,0.034,-1.322,0.186,2.708,0.986,2.747,0.006,-0.218,0.191,-1.141,0.254,-0.017,0.065,-0.26,0.795,0.013,0.008,1.638,0.101,-35.175,12.79,-2.75,0.006,-3.726,2.061,-1.808,0.071,-1.364,0.961,-1.42,0.156,0.062,0.143,0.432,0.666,2.722,10.129,0.269,0.788,-2.737,1.611,-1.699,0.089,-0.218,0.795,-0.274,0.784,-0.18,0.117,-1.542,0.123,4.016,16.338,0.246,0.806,3.436,3.307,1.039,0.299,1.661,2.315,0.717,0.473,0.071,0.195,0.365,0.715
"Mplus VERSION 7.31","0.1","11/06/2015","12:57 PM","b1_female_aehplus_pef_digitbackward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_pef_digitbackward.out","octo","b1","female","aehplus","pef","digitbackward",275,5,NA,41,-5434.453,10950.905,11099.193,10969.19,10965.6861158798,TRUE,TRUE,NA,0,8.745,5.744,1.522,0.128,0.037,0.121,0.305,0.76,0.609,1.105,0.551,0.581,-0.667,0.89,-0.749,0.454,0.823,2.443,0.337,0.736,4241.112,510.558,8.307,0,29.101,16.044,1.814,0.07,-159.22,86.133,-1.849,0.065,2111.335,184.87,11.421,0,0.515,0.123,4.194,0,0.002,0.001,1.581,0.114,-0.015,0.014,-1.024,0.306,1.175,0.09,13.008,0,327.585,8.824,37.124,0,-7.039,1.417,-4.968,0,3.859,0.131,29.35,0,-0.085,0.026,-3.253,0.001,0.187,0.124,1.506,0.132,0.161,0.503,0.32,0.749,0.017,0.049,0.337,0.736,-6.298,1.899,-3.316,0.001,0.948,0.357,2.658,0.008,-0.097,0.025,-3.936,0,0.008,0.006,1.481,0.139,5.769,2.648,2.179,0.029,-0.259,0.458,-0.565,0.572,0.118,0.038,3.102,0.002,0,0.007,-0.024,0.981,2.608,0.988,2.639,0.008,-0.214,0.195,-1.099,0.272,-0.004,0.013,-0.322,0.748,0.001,0.003,0.56,0.575,-34.618,12.732,-2.719,0.007,-3.369,2.035,-1.656,0.098,-0.323,0.19,-1.698,0.09,0.045,0.029,1.557,0.12,2.147,10.186,0.211,0.833,-2.697,1.68,-1.605,0.108,0.058,0.144,0.401,0.688,-0.035,0.029,-1.199,0.231,3.279,16.516,0.199,0.843,4.095,3.661,1.118,0.263,-0.095,0.295,-0.321,0.748,0.049,0.055,0.883,0.377
"Mplus VERSION 7.31","0.1","11/06/2015","12:16 PM","b1_female_aehplus_pef_digitforward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_pef_digitforward.out","octo","b1","female","aehplus","pef","digitforward",275,5,NA,41,-5191.627,10465.253,10613.541,10483.538,10480.0341158798,TRUE,TRUE,NA,0,-0.259,4.912,-0.053,0.958,-0.124,0.123,-1.008,0.314,0.788,0.894,0.882,0.378,0.217,0.76,0.285,0.776,0.447,1.904,0.235,0.814,4245.526,511.123,8.306,0,29.666,15.844,1.872,0.061,-166.114,86.494,-1.921,0.055,2113.165,184.418,11.459,0,0.548,0.074,7.433,0,0.006,0.003,2.048,0.041,-0.038,0.014,-2.83,0.005,0.611,0.044,13.932,0,327.37,8.778,37.296,0,-7.006,1.424,-4.921,0,5.675,0.124,45.76,0,-0.075,0.021,-3.548,0,-0.005,0.102,-0.053,0.958,-0.302,0.273,-1.109,0.267,0.012,0.053,0.234,0.815,-6.149,1.887,-3.258,0.001,0.977,0.352,2.773,0.006,-0.079,0.021,-3.768,0,0.003,0.004,0.645,0.519,5.564,2.662,2.09,0.037,-0.265,0.459,-0.576,0.564,0.137,0.027,5.156,0,-0.013,0.005,-2.487,0.013,2.632,0.992,2.654,0.008,-0.208,0.195,-1.067,0.286,0.007,0.01,0.743,0.457,-0.002,0.002,-0.874,0.382,-34.949,12.815,-2.727,0.006,-3.28,2.092,-1.568,0.117,-0.154,0.144,-1.069,0.285,0.049,0.028,1.74,0.082,3.026,10.234,0.296,0.767,-2.823,1.687,-1.673,0.094,0.053,0.124,0.427,0.669,-0.005,0.023,-0.2,0.842,3.405,16.718,0.204,0.839,3.674,3.598,1.021,0.307,0.081,0.262,0.309,0.758,0.006,0.048,0.117,0.907
"Mplus VERSION 7.31","0.1","11/06/2015","10:05 AM","b1_female_aehplus_pef_digitsymbol.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_pef_digitsymbol.out","octo","b1","female","aehplus","pef","digitsymbol",263,5,NA,41,-6367.637,12817.275,12963.733,12833.743,12832.8587104072,TRUE,TRUE,NA,0,202.296,47.721,4.239,0,2.242,1.043,2.15,0.032,-6.702,7.189,-0.932,0.351,-11.252,8.26,-1.362,0.173,8.286,13.499,0.614,0.539,4257.365,501.408,8.491,0,28.33,14.126,2.006,0.045,-159.722,81.409,-1.962,0.05,2110.745,182.557,11.562,0,67.849,7.76,8.743,0,0.408,0.126,3.244,0.001,-2.208,0.893,-2.471,0.013,27.738,2.322,11.947,0,327.749,8.805,37.224,0,-7.128,1.399,-5.096,0,28.462,1.187,23.975,0,-0.095,0.193,-0.494,0.622,0.376,0.077,4.904,0,0.659,0.176,3.757,0,0.034,0.055,0.617,0.537,-6.371,1.884,-3.381,0.001,0.97,0.346,2.803,0.005,-0.804,0.265,-3.035,0.002,0.001,0.044,0.022,0.983,5.636,2.695,2.091,0.036,-0.187,0.474,-0.394,0.694,1.662,0.372,4.471,0,-0.051,0.065,-0.785,0.433,2.68,0.983,2.726,0.006,-0.212,0.195,-1.092,0.275,0.081,0.114,0.713,0.476,0.014,0.018,0.794,0.427,-35.138,12.644,-2.779,0.005,-3.192,2.051,-1.556,0.12,-0.689,1.672,-0.412,0.68,-0.302,0.274,-1.099,0.272,2.085,10.17,0.205,0.838,-2.842,1.693,-1.678,0.093,0.936,1.267,0.739,0.46,-0.782,0.187,-4.193,0,3.775,16.59,0.228,0.82,3.835,3.478,1.102,0.27,-2.409,3.154,-0.764,0.445,1.761,0.439,4.011,0
"Mplus VERSION 7.31","0.1","11/06/2015","11:28 AM","b1_female_aehplus_pef_prose.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_female_aehplus_pef_prose.out","octo","b1","female","aehplus","pef","prose",267,5,NA,41,-5845.312,11772.624,11919.701,11789.707,11787.9306666667,TRUE,TRUE,NA,0,28.786,16.851,1.708,0.088,-0.078,0.539,-0.145,0.885,1.881,3.008,0.625,0.532,-0.811,3.218,-0.252,0.801,7.211,5.671,1.272,0.204,4267.991,513.744,8.308,0,29.015,16.157,1.796,0.073,-160.954,87.455,-1.84,0.066,2107.336,186.006,11.329,0,7.804,1.044,7.472,0,0.081,0.031,2.582,0.01,-0.396,0.152,-2.613,0.009,4.324,0.38,11.378,0,327.356,8.75,37.411,0,-7.034,1.407,-4.998,0,11.153,0.397,28.1,0,-0.044,0.07,-0.632,0.527,0.158,0.091,1.741,0.082,-0.051,0.353,-0.145,0.885,0.076,0.06,1.264,0.206,-6.213,1.896,-3.276,0.001,0.926,0.366,2.528,0.011,-0.247,0.079,-3.11,0.002,0.025,0.017,1.46,0.144,5.762,2.667,2.161,0.031,-0.24,0.457,-0.525,0.6,0.461,0.102,4.494,0,-0.045,0.02,-2.189,0.029,2.63,0.989,2.659,0.008,-0.209,0.197,-1.061,0.289,0.012,0.038,0.302,0.762,0.007,0.008,0.896,0.37,-35.268,12.755,-2.765,0.006,-3.357,2.029,-1.654,0.098,0.255,0.493,0.518,0.604,-0.13,0.096,-1.347,0.178,2.734,10.151,0.269,0.788,-2.746,1.662,-1.652,0.098,0.215,0.426,0.504,0.614,-0.062,0.086,-0.719,0.472,1.949,16.697,0.117,0.907,4.096,3.58,1.144,0.253,-1.804,1.142,-1.58,0.114,0.112,0.19,0.587,0.557
"Mplus VERSION 7.31","0.1","11/06/2015","10:44 AM","b1_male_aehplus_gait_block.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_gait_block.out","octo","b1","male","aehplus","gait","block",137,5,NA,41,-2102.043,4286.086,4405.805,4276.099,4322.33863157895,TRUE,TRUE,NA,0,-4.561,1.84,-2.479,0.013,-0.039,0.094,-0.411,0.681,-0.142,0.336,-0.422,0.673,0.176,0.423,0.416,0.677,-0.779,0.728,-1.07,0.285,4.111,1.44,2.855,0.004,0.059,0.091,0.652,0.514,0.071,0.368,0.194,0.846,6.225,1.144,5.441,0,32.213,5.065,6.36,0,0.047,0.181,0.261,0.794,0.011,0.504,0.022,0.983,9.251,1.329,6.961,0,9.229,0.649,14.217,0,0.184,0.182,1.008,0.313,14.903,1.812,8.226,0,-0.364,0.219,-1.659,0.097,-0.396,0.134,-2.965,0.003,-0.729,2.422,-0.301,0.763,-0.103,0.093,-1.108,0.268,0.298,0.099,2.998,0.003,-0.013,0.034,-0.375,0.708,-0.466,0.223,-2.092,0.036,0.044,0.035,1.244,0.214,-0.08,0.095,-0.839,0.401,0.002,0.023,0.101,0.919,0.633,0.191,3.312,0.001,0.02,0.044,0.456,0.648,-0.056,0.042,-1.325,0.185,0.01,0.011,0.866,0.386,0.149,0.086,1.734,0.083,-0.007,0.014,-0.497,0.619,0.913,0.565,1.614,0.106,-0.092,0.137,-0.671,0.502,-3.668,1.443,-2.542,0.011,0.046,0.158,0.291,0.771,1.269,0.53,2.396,0.017,0.237,0.145,1.636,0.102,-0.609,1.117,-0.545,0.586,-0.166,0.168,-0.991,0.321,1.18,0.807,1.461,0.144,0.149,0.226,0.66,0.509,-2.613,1.317,-1.984,0.047,0.231,0.301,0.768,0.442
"Mplus VERSION 7.31","0.1","11/06/2015","12:59 PM","b1_male_aehplus_gait_digitbackward.out"," octomult_151015.dat","./studies/octo/physical-cognitive/Final/b1_male_aehplus_gait_digitbackward.out","octo","b1","male","aehplus","gait","digitbackward",139,5,NA,41,-1648.976,3379.952,3500.265,3370.55,3415.45715463918,TRUE,TRUE,NA,0,-0.456,0.446,-1.023,0.306,-0.021,0.028,-0.758,0.448,0.014,0.1,0.139,0.889,0.126,0.135,0.929,0.353,-0.109,0.269,-0.404,0.686,4.141,1.488,2.782,0.005,0.065,0.097,0.674,0.5,0.048,0.387,0.123,0.902,6.209,1.121,5.54,0,1.062,0.266,3.993,0,0.02,0.015,1.328,0.184,-0.089,0.049,-1.839,0.066,0.953,0.139,6.856,0,9.093,0.647,14.053,0,0.199,0.187,1.066,0.286,3.946,0.311,12.684,0,-0.147,0.09,-1.628,0.104,-0.217,0.204,-1.064,0.287,-0.586,0.861,-0.68,0.496,-0.045,0.111,-0.403,0.687,0.278,0.099,2.817,0.005,-0.006,0.033,-0.173,0.863,-0.076,0.043,-1.755,0.079,0.003,0.014,0.209,0.835,-0.083,0.095,-0.867,0.386,0.005,0.025,0.185,0.853,0.122,0.026,4.672,0,-0.004,0.008,-0.494,0.621,-0.052,0.042,-1.215,0.224,0.005,0.011,0.416,0.678,0.002,0.016,0.113,0.91,0.006,0.004,1.525,0.127,1,0.556,1.798,0.072,-0.054,0.13,-0.414,0.679,-0.188,0.278,-0.677,0.498,-0.029,0.085,-0.345,0.73,1.319,0.533,2.473,0.013,0.215,0.15,1.43,0.153,-0.547,0.243,-2.25,0.024,0.084,0.055,1.52,0.128,1.289,0.81,1.593,0.111,0.068,0.226,0.303,0.762,-0.294,0.427,-0.689,0.491,-0.035,0.119,-0.289,0.772
