"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:14 PM","b1_male_aeh_tug_speed_tug_waisdigitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aeh_tug_speed_tug_waisdigitsymbolsubstitutiontest.out","ilse","b1","male","aeh","tug","waisdigitsymbolsubstitutiontest",253,3,NA,29,-2961.456,5980.912,6083.38,5991.445,5988.71469058296,TRUE,TRUE,NA,0,-2.486,1.342,-1.853,0.064,-0.01,0.018,-0.531,0.596,-0.147,0.11,-1.334,0.182,0.019,0.24,0.078,0.938,-0.452,0.442,-1.023,0.307,0.294,0.429,0.685,0.494,0.002,0.007,0.336,0.737,0,0.049,0.002,0.998,1.871,0.234,7.992,0,86.572,10.032,8.63,0,0.181,0.057,3.15,0.002,-0.244,0.611,-0.399,0.69,15.426,1.404,10.984,0,5.178,1.04,4.977,0,0.249,0.167,1.492,0.136,37.095,5.058,7.334,0,-0.005,0.46,-0.011,0.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012,0.147,-0.081,0.936,0.005,0.023,0.214,0.83,-0.113,0.715,-0.158,0.875,0.058,0.065,0.894,0.371,-0.21,0.267,-0.789,0.43,0.017,0.042,0.403,0.687,8.747,1.43,6.114,0,-0.059,0.119,-0.498,0.618,-0.026,0.021,-1.258,0.209,0.001,0.003,0.355,0.723,0.193,0.099,1.957,0.05,-0.005,0.009,-0.573,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:04 PM","b1_male_aehplus_tug_knowledge_tug_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aehplus_tug_knowledge_tug_waisgeneralknowledge.out","ilse","b1","male","aehplus","tug","waisgeneralknowledge",252,3,NA,37,-2353.299,4780.598,4911.187,4793.891,4793.73818691589,TRUE,TRUE,NA,0,-0.412,0.467,-0.882,0.378,-0.001,0.006,-0.257,0.797,-0.032,0.042,-0.78,0.435,-0.052,0.077,-0.678,0.498,-0.203,0.194,-1.046,0.295,0.253,0.429,0.589,0.556,0.002,0.008,0.293,0.77,-0.001,0.052,-0.017,0.987,1.875,0.245,7.651,0,11.546,1.515,7.619,0,0.007,0.008,0.87,0.384,0.001,0.083,0.009,0.993,2.809,0.216,12.978,0,4.877,1.13,4.317,0,0.262,0.186,1.409,0.159,14.285,2.074,6.888,0,0.038,0.191,0.2,0.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.031,0.158,-0.195,0.846,0.006,0.024,0.231,0.818,-0.243,0.298,-0.815,0.415,0.007,0.027,0.266,0.79,-0.213,0.265,-0.803,0.422,0.017,0.042,0.404,0.686,3.463,0.704,4.916,0,-0.06,0.05,-1.199,0.23,-0.021,0.022,-0.927,0.354,0,0.003,0.102,0.919,0.018,0.041,0.44,0.66,0.003,0.003,0.992,0.321,0.038,0.323,0.119,0.905,-0.017,0.047,-0.355,0.723,-0.326,0.573,-0.568,0.57,0.028,0.044,0.638,0.524,0.474,0.269,1.765,0.078,0.015,0.049,0.313,0.755,0.729,0.557,1.308,0.191,-0.058,0.047,-1.241,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:03 PM","b1_male_aehplus_tug_reasoning_tug_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aehplus_tug_reasoning_tug_lpsspacialability.out","ilse","b1","male","aehplus","tug","lpsspacialability",252,3,NA,37,-2695.786,5465.571,5596.16,5478.865,5478.71118691589,TRUE,TRUE,NA,0,-1.177,0.782,-1.505,0.132,-0.002,0.013,-0.186,0.853,-0.103,0.073,-1.409,0.159,0.075,0.14,0.531,0.595,0.182,0.393,0.464,0.643,0.301,0.47,0.64,0.522,0.003,0.008,0.399,0.69,-0.01,0.056,-0.187,0.852,1.876,0.271,6.914,0,27.588,3.693,7.471,0,0.095,0.023,4.236,0,-0.17,0.278,-0.612,0.54,8.031,0.648,12.385,0,4.665,1.154,4.042,0,0.305,0.182,1.682,0.093,21.55,3.235,6.663,0,-0.739,0.332,-2.226,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.053,0.158,-0.337,0.736,0.01,0.024,0.434,0.664,0.04,0.456,0.089,0.929,-0.062,0.049,-1.266,0.206,-0.176,0.268,-0.658,0.51,0.012,0.045,0.263,0.793,3.472,0.933,3.722,0,-0.061,0.104,-0.584,0.559,-0.023,0.022,-1.048,0.295,0.001,0.003,0.246,0.806,0.083,0.068,1.221,0.222,0.008,0.008,0.975,0.329,0.062,0.32,0.193,0.847,-0.027,0.044,-0.619,0.536,-0.183,0.918,-0.199,0.842,0.109,0.09,1.212,0.225,0.485,0.274,1.771,0.076,0.014,0.046,0.301,0.764,-0.394,0.883,-0.446,0.656,0.027,0.103,0.265,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:03 PM","b1_male_aehplus_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aehplus_tug_reasoning_tug_waisblockdesign.out","ilse","b1","male","aehplus","tug","waisblockdesign",252,3,NA,37,-2881.794,5837.588,5968.177,5850.882,5850.72818691589,TRUE,TRUE,NA,0,-1.75,1.139,-1.536,0.124,0.002,0.016,0.121,0.904,-0.121,0.102,-1.186,0.236,0.127,0.165,0.772,0.44,0.25,0.528,0.474,0.636,0.397,0.491,0.808,0.419,0.004,0.008,0.506,0.613,-0.018,0.057,-0.324,0.746,1.823,0.277,6.587,0,40.949,6.15,6.658,0,0.057,0.05,1.13,0.258,0.25,0.427,0.586,0.558,17.635,1.743,10.118,0,4.71,1.104,4.266,0,0.284,0.179,1.586,0.113,22.729,3.916,5.804,0,-0.749,0.453,-1.654,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.046,0.157,-0.295,0.768,0.008,0.024,0.328,0.743,-0.426,0.538,-0.792,0.429,-0.065,0.061,-1.066,0.286,-0.164,0.265,-0.617,0.537,0.013,0.042,0.32,0.749,6.06,1.149,5.274,0,-0.204,0.114,-1.801,0.072,-0.024,0.022,-1.098,0.272,0.001,0.003,0.272,0.785,0.148,0.079,1.867,0.062,0,0.01,-0.048,0.962,0.05,0.302,0.164,0.87,-0.02,0.044,-0.447,0.655,-1.277,1.165,-1.097,0.273,0.037,0.12,0.309,0.757,0.455,0.283,1.606,0.108,0.019,0.048,0.4,0.689,-0.544,1.108,-0.49,0.624,-0.175,0.112,-1.565,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:03 PM","b1_male_aehplus_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aehplus_tug_reasoning_tug_waispicturecompletion.out","ilse","b1","male","aehplus","tug","waispicturecompletion",252,3,NA,37,-2379.327,4832.653,4963.242,4845.947,4845.79318691589,TRUE,TRUE,NA,0,-0.32,0.473,-0.676,0.499,0,0.008,-0.031,0.976,-0.051,0.056,-0.919,0.358,-0.038,0.1,-0.382,0.702,-0.074,0.28,-0.264,0.791,0.255,0.447,0.571,0.568,0.003,0.008,0.346,0.73,-0.005,0.053,-0.104,0.917,1.901,0.258,7.355,0,7.505,1.153,6.511,0,0.022,0.011,2.092,0.036,-0.028,0.098,-0.286,0.775,3.846,0.361,10.662,0,4.868,1.127,4.321,0,0.266,0.175,1.516,0.129,11.492,1.816,6.328,0,0.052,0.238,0.219,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.027,0.154,-0.175,0.861,0.005,0.023,0.221,0.825,-0.011,0.247,-0.046,0.964,-0.004,0.031,-0.113,0.91,-0.162,0.264,-0.613,0.54,0.01,0.042,0.236,0.814,1.914,0.621,3.084,0.002,-0.066,0.056,-1.173,0.241,-0.023,0.022,-1.029,0.304,0.001,0.003,0.198,0.843,0.038,0.034,1.103,0.27,0.001,0.004,0.156,0.876,0.045,0.307,0.148,0.883,-0.024,0.043,-0.556,0.578,0.43,0.481,0.894,0.371,-0.073,0.064,-1.137,0.256,0.462,0.271,1.703,0.089,0.022,0.049,0.442,0.658,-0.182,0.483,-0.376,0.707,-0.046,0.057,-0.821,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 3:04 PM","b1_male_aehplus_tug_speed_tug_waisdigitsymbolsubstitution.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_aehplus_tug_speed_tug_waisdigitsymbolsubstitution.out","ilse","b1","male","aehplus","tug","waisdigitsymbolsubstitution",252,3,NA,37,-2947.137,5968.273,6098.862,5981.567,5981.41318691589,TRUE,TRUE,NA,0,-2.282,1.382,-1.652,0.099,-0.008,0.019,-0.408,0.683,-0.144,0.113,-1.282,0.2,-0.023,0.243,-0.093,0.926,-0.49,0.455,-1.078,0.281,0.268,0.442,0.607,0.544,0.002,0.007,0.289,0.773,-0.001,0.051,-0.024,0.981,1.863,0.242,7.689,0,86.88,10.78,8.059,0,0.182,0.059,3.085,0.002,-0.265,0.635,-0.417,0.677,15.427,1.428,10.805,0,4.92,1.096,4.49,0,0.268,0.176,1.524,0.128,37.485,5.522,6.788,0,0.04,0.503,0.08,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.026,0.153,-0.17,0.865,0.006,0.024,0.275,0.784,-0.059,0.743,-0.08,0.936,0.059,0.068,0.87,0.384,-0.188,0.273,-0.688,0.491,0.011,0.044,0.255,0.799,8.779,1.49,5.891,0,-0.059,0.122,-0.486,0.627,-0.023,0.021,-1.093,0.274,0.001,0.003,0.391,0.696,0.191,0.103,1.854,0.064,-0.006,0.009,-0.588,0.557,0.016,0.315,0.05,0.96,-0.015,0.046,-0.33,0.741,0.116,1.583,0.073,0.942,-0.028,0.13,-0.219,0.827,0.426,0.273,1.563,0.118,0.024,0.046,0.513,0.608,-0.424,1.491,-0.284,0.776,-0.049,0.128,-0.384,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 2:58 PM","b1_male_age_tug_fluency_tug_verbalfluencytest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_age_tug_fluency_tug_verbalfluencytest.out","ilse","b1","male","age","tug","verbalfluencytest",253,3,NA,23,-2967.201,5980.402,6061.67,5988.755,5985.22296069869,TRUE,TRUE,NA,0,-1.251,1.06,-1.18,0.238,0.002,0.02,0.092,0.927,-0.076,0.122,-0.624,0.532,-0.103,0.182,-0.566,0.572,-0.388,0.623,-0.623,0.533,0.65,0.403,1.615,0.106,0.004,0.012,0.363,0.717,-0.041,0.052,-0.772,0.44,0.978,0.306,3.195,0.001,55.701,8.527,6.532,0,0.027,0.07,0.388,0.698,0.584,0.517,1.129,0.259,23.157,2.461,9.41,0,5.435,0.952,5.709,0,0.212,0.161,1.321,0.187,24.743,4.758,5.201,0,-0.076,0.415,-0.183,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,0.135,0.193,0.847,0.001,0.023,0.042,0.966,-0.515,0.676,-0.762,0.446,0.013,0.058,0.226,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 2:58 PM","b1_male_age_tug_knowledge_tug_waisgeneralknowledge.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_age_tug_knowledge_tug_waisgeneralknowledge.out","ilse","b1","male","age","tug","waisgeneralknowledge",253,3,NA,23,-2391.932,4829.864,4911.132,4838.218,4834.68496069869,TRUE,TRUE,NA,0,-0.667,0.471,-1.418,0.156,0,0.005,-0.032,0.974,-0.052,0.042,-1.241,0.215,-0.021,0.078,-0.27,0.787,-0.209,0.184,-1.134,0.257,0.582,0.369,1.576,0.115,0.003,0.01,0.334,0.738,-0.022,0.048,-0.463,0.643,1.046,0.3,3.489,0,14.58,2.088,6.982,0,0.009,0.008,1.141,0.254,-0.038,0.089,-0.423,0.672,2.809,0.215,13.072,0,5.439,0.944,5.762,0,0.212,0.162,1.307,0.191,15.001,2.173,6.903,0,0.033,0.185,0.18,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,0.133,0.204,0.839,0.001,0.022,0.024,0.981,-0.342,0.311,-1.101,0.271,0.008,0.026,0.33,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 2:58 PM","b1_male_age_tug_reasoning_tug_lpsspacialability.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_age_tug_reasoning_tug_lpsspacialability.out","ilse","b1","male","age","tug","lpsspacialability",253,3,NA,23,-2723.521,5493.042,5574.31,5501.396,5497.86296069869,TRUE,TRUE,NA,0,-1.555,0.74,-2.099,0.036,-0.002,0.012,-0.155,0.876,-0.102,0.072,-1.423,0.155,0.107,0.133,0.807,0.42,-0.005,0.385,-0.013,0.989,0.651,0.388,1.678,0.093,0.004,0.011,0.366,0.715,-0.037,0.052,-0.708,0.479,1.028,0.3,3.421,0.001,31.214,4.241,7.361,0,0.1,0.02,5.06,0,-0.154,0.275,-0.558,0.577,8.034,0.63,12.757,0,5.342,0.975,5.482,0,0.228,0.159,1.434,0.151,21.77,3.026,7.195,0,-0.679,0.313,-2.166,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018,0.138,0.132,0.895,0.003,0.023,0.123,0.902,-0.117,0.432,-0.272,0.786,-0.064,0.045,-1.429,0.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 2:57 PM","b1_male_age_tug_reasoning_tug_waisblockdesign.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_age_tug_reasoning_tug_waisblockdesign.out","ilse","b1","male","age","tug","waisblockdesign",253,3,NA,23,-2919.296,5884.592,5965.86,5892.946,5889.41296069869,TRUE,TRUE,NA,0,-2.18,1.078,-2.023,0.043,0.005,0.014,0.404,0.686,-0.148,0.097,-1.523,0.128,0.149,0.159,0.933,0.351,0.052,0.475,0.109,0.914,0.702,0.409,1.718,0.086,0.004,0.011,0.316,0.752,-0.04,0.056,-0.716,0.474,1.021,0.315,3.245,0.001,52.309,7.396,7.073,0,0.055,0.048,1.144,0.253,-0.005,0.439,-0.01,0.992,18.109,1.746,10.373,0,5.26,0.959,5.487,0,0.225,0.153,1.466,0.143,22.281,3.892,5.725,0,-0.774,0.378,-2.047,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.136,0.069,0.945,0.002,0.022,0.092,0.927,-0.724,0.561,-1.292,0.196,-0.054,0.053,-1.02,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 2:57 PM","b1_male_age_tug_reasoning_tug_waispicturecompletion.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_age_tug_reasoning_tug_waispicturecompletion.out","ilse","b1","male","age","tug","waispicturecompletion",253,3,NA,23,-2403.646,4853.293,4934.561,4861.647,4858.11396069869,TRUE,TRUE,NA,0,-0.518,0.416,-1.246,0.213,0.001,0.007,0.116,0.908,-0.062,0.048,-1.291,0.197,-0.017,0.087,-0.191,0.848,-0.091,0.249,-0.364,0.716,0.605,0.387,1.565,0.117,0.003,0.01,0.269,0.788,-0.029,0.05,-0.567,0.571,1.004,0.297,3.376,0.001,8.582,1.207,7.11,0,0.025,0.011,2.251,0.024,-0.06,0.091,-0.654,0.513,3.845,0.348,11.049,0,5.503,0.953,5.776,0,0.198,0.15,1.323,0.186,11.884,1.772,6.707,0,-0.023,0.216,-0.108,0.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,0.135,0.281,0.779,-0.001,0.021,-0.066,0.947,-0.115,0.248,-0.466,0.642,-0.001,0.03,-0.037,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/19/2015"," 2:56 PM","b1_male_age_tug_speed_tug_digitsymbolsubstitutiontest.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/b1_male_age_tug_speed_tug_digitsymbolsubstitutiontest.out","ilse","b1","male","age","tug","digitsymbolsubstitutiontest",253,3,NA,23,-2985.603,6017.205,6098.473,6025.559,6022.02596069869,TRUE,TRUE,NA,0,-3.192,1.363,-2.341,0.019,-0.004,0.016,-0.271,0.786,-0.163,0.099,-1.641,0.101,0.032,0.235,0.136,0.892,-0.611,0.426,-1.435,0.151,0.55,0.376,1.464,0.143,0.003,0.01,0.345,0.73,-0.023,0.047,-0.487,0.626,1.063,0.291,3.657,0,109.814,12.281,8.942,0,0.183,0.054,3.393,0.001,-0.455,0.664,-0.685,0.493,15.418,1.387,11.12,0,5.426,0.922,5.886,0,0.223,0.15,1.484,0.138,38.451,5.53,6.953,0,-0.03,0.449,-0.066,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,0.13,0.219,0.826,0.001,0.021,0.069,0.945,-0.479,0.784,-0.612,0.541,0.06,0.063,0.954,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.11","0.1","10/22/2015"," 1:03 PM","u0_female_empty_tug_nocog_tug_nocogspec.out"," C:\Users\Besitzer\Desktop\ilse 19.10.dat","C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/ilse/physical-cognitive/TUG/u0_female_empty_tug_nocog_tug_nocogspec.out","ilse","u0","female","empty","tug","nocogspec",229,3,NA,3,-888.471,1782.942,1793.243,1783.735,1783.04866666667,TRUE,TRUE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.873,0.289,9.944,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
