study_name,process,subgroup,model_type,coefficient,subject_count,est,pval,se,wald,breed,species
map,word_de,female,aeh,11,1010,-0.008,0.002,0.003,-3.061,slope,1
map,word_de,female,aeh,12,1010,0.002,0.776,0.007,0.2845,slope,2
map,word_de,female,aeh,13,1010,0.087,0.756,0.28,0.3105,slope,3
map,word_de,female,aeh,14,1010,NA,NA,NA,NA,slope,4
map,word_de,female,aeh,15,1010,NA,NA,NA,NA,slope,5
map,word_de,female,aeh,16,1010,NA,NA,NA,NA,slope,6
map,word_de,female,aehplus,00,1010,5.567,0,0.2025,27.4925,intercept,0
map,word_de,female,aehplus,01,1010,-0.063,0,0.009,-7.279,intercept,1
map,word_de,female,aehplus,02,1010,0.135,0,0.021,6.295,intercept,2
map,word_de,female,aehplus,03,1010,2.7435,0.0015,0.8625,3.1805,intercept,3
map,word_de,female,aehplus,04,1010,-0.339,0.004,0.119,-2.8525,intercept,4
map,word_de,female,aehplus,05,1010,-0.4595,0.104,0.2825,-1.6255,intercept,5
map,word_de,female,aehplus,06,1010,-0.093,0.63,0.193,-0.482,intercept,6
map,word_de,female,aehplus,10,1010,0.126,0.0295,0.058,2.1765,slope,0
map,word_de,female,aehplus,11,1010,-0.008,0.0015,0.003,-3.1595,slope,1
map,word_de,female,aehplus,12,1010,0.0015,0.7985,0.007,0.256,slope,2
map,word_de,female,aehplus,13,1010,0.0995,0.7235,0.2815,0.354,slope,3
map,word_de,female,aehplus,14,1010,-0.0105,0.7715,0.036,-0.29,slope,4
map,word_de,female,aehplus,15,1010,0.0195,0.7735,0.069,0.2875,slope,5
map,word_de,female,aehplus,16,1010,-0.022,0.6705,0.052,-0.4255,slope,6
map,word_de,male,a,00,351,5.941,0,0.177,33.508,intercept,0
map,word_de,male,a,01,351,-0.103,0,0.015,-6.82,intercept,1
map,word_de,male,a,02,351,NA,NA,NA,NA,intercept,2
map,word_de,male,a,03,351,NA,NA,NA,NA,intercept,3
map,word_de,male,a,04,351,NA,NA,NA,NA,intercept,4
map,word_de,male,a,05,351,NA,NA,NA,NA,intercept,5
map,word_de,male,a,06,351,NA,NA,NA,NA,intercept,6
map,word_de,male,a,10,351,0.0095,0.861,0.053,0.1755,slope,0
map,word_de,male,a,11,351,0.004,0.3675,0.005,0.9015,slope,1
map,word_de,male,a,12,351,NA,NA,NA,NA,slope,2
map,word_de,male,a,13,351,NA,NA,NA,NA,slope,3
map,word_de,male,a,14,351,NA,NA,NA,NA,slope,4
map,word_de,male,a,15,351,NA,NA,NA,NA,slope,5
map,word_de,male,a,16,351,NA,NA,NA,NA,slope,6
map,word_de,male,ae,00,351,4.892,0,0.2795,17.4955,intercept,0
map,word_de,male,ae,01,351,-0.106,0,0.015,-7.2725,intercept,1
map,word_de,male,ae,02,351,0.129,0,0.027,4.7445,intercept,2
map,word_de,male,ae,03,351,NA,NA,NA,NA,intercept,3
map,word_de,male,ae,04,351,NA,NA,NA,NA,intercept,4
map,word_de,male,ae,05,351,NA,NA,NA,NA,intercept,5
map,word_de,male,ae,06,351,NA,NA,NA,NA,intercept,6
map,word_de,male,ae,10,351,0.072,0.3875,0.0835,0.8685,slope,0
map,word_de,male,ae,11,351,0.0045,0.3545,0.005,0.9255,slope,1
map,word_de,male,ae,12,351,-0.0075,0.353,0.008,-0.929,slope,2
map,word_de,male,ae,13,351,NA,NA,NA,NA,slope,3
map,word_de,male,ae,14,351,NA,NA,NA,NA,slope,4
map,word_de,male,ae,15,351,NA,NA,NA,NA,slope,5
map,word_de,male,ae,16,351,NA,NA,NA,NA,slope,6
map,word_de,male,aeh,00,351,4.8955,0,0.2805,17.4395,intercept,0
map,word_de,male,aeh,01,351,-0.1055,0,0.015,-7.227,intercept,1
map,word_de,male,aeh,02,351,0.1275,0,0.029,4.393,intercept,2
map,word_de,male,aeh,03,351,0.335,0.8095,1.3875,0.2415,intercept,3
map,word_de,male,aeh,04,351,NA,NA,NA,NA,intercept,4
map,word_de,male,aeh,05,351,NA,NA,NA,NA,intercept,5
map,word_de,male,aeh,06,351,NA,NA,NA,NA,intercept,6
map,word_de,male,aeh,10,351,0.0745,0.3725,0.0835,0.896,slope,0
map,word_de,male,aeh,11,351,0.005,0.3155,0.005,1.0045,slope,1
map,word_de,male,aeh,12,351,-0.009,0.308,0.009,-1.0195,slope,2
map,word_de,male,aeh,13,351,0.15,0.755,0.4785,0.313,slope,3
map,word_de,male,aeh,14,351,NA,NA,NA,NA,slope,4
map,word_de,male,aeh,15,351,NA,NA,NA,NA,slope,5
map,word_de,male,aeh,16,351,NA,NA,NA,NA,slope,6
map,word_de,male,aehplus,00,351,4.988,0,0.3315,15.0375,intercept,0
map,word_de,male,aehplus,01,351,-0.108,0,0.015,-7.224,intercept,1
map,word_de,male,aehplus,02,351,0.1275,0,0.03,4.2425,intercept,2
map,word_de,male,aehplus,03,351,0.4215,0.761,1.3865,0.304,intercept,3
map,word_de,male,aehplus,04,351,-0.26,0.16,0.185,-1.406,intercept,4
map,word_de,male,aehplus,05,351,0.062,0.826,0.283,0.22,intercept,5
map,word_de,male,aehplus,06,351,0.3045,0.294,0.2905,1.0495,intercept,6
map,word_de,male,aehplus,10,351,0.0675,0.5325,0.108,0.624,slope,0
map,word_de,male,aehplus,11,351,0.005,0.3505,0.005,0.9345,slope,1
map,word_de,male,aehplus,12,351,-0.0085,0.336,0.009,-0.9635,slope,2
map,word_de,male,aehplus,13,351,0.164,0.74,0.491,0.3335,slope,3
map,word_de,male,aehplus,14,351,0.0265,0.633,0.056,0.4775,slope,4
map,word_de,male,aehplus,15,351,0.0375,0.5935,0.071,0.534,slope,5
map,word_de,male,aehplus,16,351,-0.0685,0.4085,0.0815,-0.841,slope,6
map,word_im,female,a,00,1010,19.235,0,0.194,99.355,intercept,0
map,word_im,female,a,01,1010,-0.127,0,0.016,-7.6975,intercept,1
map,word_im,female,a,02,1010,NA,NA,NA,NA,intercept,2
map,word_im,female,a,03,1010,NA,NA,NA,NA,intercept,3
map,word_im,female,a,04,1010,NA,NA,NA,NA,intercept,4
map,word_im,female,a,05,1010,NA,NA,NA,NA,intercept,5
map,word_im,female,a,06,1010,NA,NA,NA,NA,intercept,6
map,word_im,female,a,10,1010,0.3665,0,0.0525,6.965,slope,0
map,word_im,female,a,11,1010,-0.015,0.0025,0.005,-3.0265,slope,1
map,word_im,female,a,12,1010,NA,NA,NA,NA,slope,2
map,word_im,female,a,13,1010,NA,NA,NA,NA,slope,3
map,word_im,female,a,14,1010,NA,NA,NA,NA,slope,4
map,word_im,female,a,15,1010,NA,NA,NA,NA,slope,5
map,word_im,female,a,16,1010,NA,NA,NA,NA,slope,6
map,word_im,female,ae,00,1010,16.407,0,0.352,46.6555,intercept,0
map,word_im,female,ae,01,1010,-0.1195,0,0.016,-7.598,intercept,1
map,word_im,female,ae,02,1010,0.379,0,0.039,9.645,intercept,2
map,word_im,female,ae,03,1010,NA,NA,NA,NA,intercept,3
map,word_im,female,ae,04,1010,NA,NA,NA,NA,intercept,4
map,word_im,female,ae,05,1010,NA,NA,NA,NA,intercept,5
map,word_im,female,ae,06,1010,NA,NA,NA,NA,intercept,6
map,word_im,female,ae,10,1010,0.406,0,0.1135,3.5795,slope,0
map,word_im,female,ae,11,1010,-0.015,0.002,0.005,-3.0715,slope,1
map,word_im,female,ae,12,1010,-0.005,0.6975,0.013,-0.3895,slope,2
map,word_im,female,ae,13,1010,NA,NA,NA,NA,slope,3
map,word_im,female,ae,14,1010,NA,NA,NA,NA,slope,4
map,word_im,female,ae,15,1010,NA,NA,NA,NA,slope,5
map,word_im,female,ae,16,1010,NA,NA,NA,NA,slope,6
map,word_im,female,aeh,00,1010,16.474,0,0.3475,47.4025,intercept,0
map,word_im,female,aeh,01,1010,-0.111,0,0.016,-7.0315,intercept,1
map,word_im,female,aeh,02,1010,0.361,0,0.039,9.197,intercept,2
map,word_im,female,aeh,03,1010,5.035,0.002,1.6395,3.0705,intercept,3
map,word_im,female,aeh,04,1010,NA,NA,NA,NA,intercept,4
map,word_im,female,aeh,05,1010,NA,NA,NA,NA,intercept,5
map,word_im,female,aeh,06,1010,NA,NA,NA,NA,intercept,6
map,word_im,female,aeh,10,1010,0.406,0,0.1135,3.575,slope,0
map,word_im,female,aeh,11,1010,-0.015,0.003,0.005,-3.015,slope,1
map,word_im,female,aeh,12,1010,-0.005,0.707,0.014,-0.376,slope,2
map,word_im,female,aeh,13,1010,-0.0215,0.9665,0.5175,-0.042,slope,3
map,word_im,female,aeh,14,1010,NA,NA,NA,NA,slope,4
map,word_im,female,aeh,15,1010,NA,NA,NA,NA,slope,5
map,word_im,female,aeh,16,1010,NA,NA,NA,NA,slope,6
map,word_im,female,aehplus,00,1010,16.827,0,0.387,43.472,intercept,0
map,word_im,female,aehplus,01,1010,-0.1135,0,0.016,-7.004,intercept,1
map,word_im,female,aehplus,02,1010,0.357,0,0.04,8.9915,intercept,2
map,word_im,female,aehplus,03,1010,5.1075,0.002,1.624,3.145,intercept,3
map,word_im,female,aehplus,04,1010,-0.6095,0.006,0.221,-2.7605,intercept,4
map,word_im,female,aehplus,05,1010,-0.6665,0.188,0.506,-1.317,intercept,5
map,word_im,female,aehplus,06,1010,0.1185,0.7765,0.4165,0.284,intercept,6
map,word_im,female,aehplus,10,1010,0.4085,0.001,0.122,3.353,slope,0
map,word_im,female,aehplus,11,1010,-0.015,0.003,0.005,-2.984,slope,1
map,word_im,female,aehplus,12,1010,-0.004,0.771,0.014,-0.2915,slope,2
map,word_im,female,aehplus,13,1010,-0.0355,0.946,0.5195,-0.068,slope,3
map,word_im,female,aehplus,14,1010,-0.0425,0.5735,0.076,-0.5635,slope,4
map,word_im,female,aehplus,15,1010,-0.0225,0.8855,0.1545,-0.144,slope,5
map,word_im,female,aehplus,16,1010,0.075,0.5615,0.1295,0.5805,slope,6
map,word_im,male,a,00,351,17.895,0,0.3365,53.195,intercept,0
map,word_im,male,a,01,351,-0.155,0,0.027,-5.7245,intercept,1
map,word_im,male,a,02,351,NA,NA,NA,NA,intercept,2
map,word_im,male,a,03,351,NA,NA,NA,NA,intercept,3
map,word_im,male,a,04,351,NA,NA,NA,NA,intercept,4
map,word_im,male,a,05,351,NA,NA,NA,NA,intercept,5
map,word_im,male,a,06,351,NA,NA,NA,NA,intercept,6
map,word_im,male,a,10,351,0.1025,0.3055,0.0995,1.0315,slope,0
map,word_im,male,a,11,351,0.0095,0.2705,0.009,1.104,slope,1
map,word_im,male,a,12,351,NA,NA,NA,NA,slope,2
map,word_im,male,a,13,351,NA,NA,NA,NA,slope,3
map,word_im,male,a,14,351,NA,NA,NA,NA,slope,4
map,word_im,male,a,15,351,NA,NA,NA,NA,slope,5
map,word_im,male,a,16,351,NA,NA,NA,NA,slope,6
map,word_im,male,ae,00,351,15.45,0,0.544,28.3865,intercept,0
map,word_im,male,ae,01,351,-0.162,0,0.025,-6.3855,intercept,1
map,word_im,male,ae,02,351,0.3015,0,0.051,5.92,intercept,2
map,word_im,male,ae,03,351,NA,NA,NA,NA,intercept,3
map,word_im,male,ae,04,351,NA,NA,NA,NA,intercept,4
map,word_im,male,ae,05,351,NA,NA,NA,NA,intercept,5
map,word_im,male,ae,06,351,NA,NA,NA,NA,intercept,6
map,word_im,male,ae,10,351,0.178,0.2625,0.159,1.123,slope,0
map,word_im,male,ae,11,351,0.009,0.29,0.009,1.0595,slope,1
map,word_im,male,ae,12,351,-0.0085,0.5895,0.015,-0.5395,slope,2
map,word_im,male,ae,13,351,NA,NA,NA,NA,slope,3
map,word_im,male,ae,14,351,NA,NA,NA,NA,slope,4
map,word_im,male,ae,15,351,NA,NA,NA,NA,slope,5
map,word_im,male,ae,16,351,NA,NA,NA,NA,slope,6
map,word_im,male,aeh,00,351,15.456,0,0.5455,28.346,intercept,0
map,word_im,male,aeh,01,351,-0.161,0,0.025,-6.323,intercept,1
map,word_im,male,aeh,02,351,0.298,0,0.053,5.6275,intercept,2
map,word_im,male,aeh,03,351,0.5895,0.799,2.3145,0.2545,intercept,3
map,word_im,male,aeh,04,351,NA,NA,NA,NA,intercept,4
map,word_im,male,aeh,05,351,NA,NA,NA,NA,intercept,5
map,word_im,male,aeh,06,351,NA,NA,NA,NA,intercept,6
map,word_im,male,aeh,10,351,0.18,0.2605,0.1595,1.128,slope,0
map,word_im,male,aeh,11,351,0.0095,0.2785,0.009,1.086,slope,1
map,word_im,male,aeh,12,351,-0.009,0.586,0.016,-0.5445,slope,2
map,word_im,male,aeh,13,351,5e-04,0.9935,0.7805,0.001,slope,3
map,word_im,male,aeh,14,351,NA,NA,NA,NA,slope,4
map,word_im,male,aeh,15,351,NA,NA,NA,NA,slope,5
map,word_im,male,aeh,16,351,NA,NA,NA,NA,slope,6
map,word_im,male,aehplus,00,351,15.359,0,0.6255,24.5525,intercept,0
map,word_im,male,aehplus,01,351,-0.165,0,0.026,-6.286,intercept,1
map,word_im,male,aehplus,02,351,0.3055,0,0.0535,5.696,intercept,2
map,word_im,male,aehplus,03,351,0.686,0.7675,2.3205,0.2955,intercept,3
map,word_im,male,aehplus,04,351,-0.2925,0.3355,0.304,-0.9635,intercept,4
map,word_im,male,aehplus,05,351,0.53,0.26,0.471,1.1255,intercept,5
map,word_im,male,aehplus,06,351,0.7315,0.139,0.4945,1.4805,intercept,6
map,word_im,male,aehplus,10,351,0.2615,0.19,0.199,1.3125,slope,0
map,word_im,male,aehplus,11,351,0.0085,0.358,0.009,0.92,slope,1
map,word_im,male,aehplus,12,351,-0.011,0.525,0.017,-0.636,slope,2
map,word_im,male,aehplus,13,351,0.029,0.938,0.811,0.0365,slope,3
map,word_im,male,aehplus,14,351,-0.046,0.667,0.107,-0.43,slope,4
map,word_im,male,aehplus,15,351,-0.0015,0.993,0.1565,-0.0095,slope,5
map,word_im,male,aehplus,16,351,-0.135,0.3995,0.1585,-0.8505,slope,6
map,word_rec,female,a,00,1010,9.809,0,0.03,329.856,intercept,0
map,word_rec,female,a,01,1010,-0.016,0,0.004,-4.364,intercept,1
map,word_rec,female,a,02,1010,NA,NA,NA,NA,intercept,2
map,word_rec,female,a,03,1010,NA,NA,NA,NA,intercept,3
map,word_rec,female,a,04,1010,NA,NA,NA,NA,intercept,4
map,word_rec,female,a,05,1010,NA,NA,NA,NA,intercept,5
map,word_rec,female,a,06,1010,NA,NA,NA,NA,intercept,6
map,word_rec,female,a,10,1010,0.014,0.092,0.008,1.684,slope,0
map,word_rec,female,a,11,1010,-0.002,0.05,0.001,-1.959,slope,1
map,word_rec,female,a,12,1010,NA,NA,NA,NA,slope,2
map,word_rec,female,a,13,1010,NA,NA,NA,NA,slope,3
map,word_rec,female,a,14,1010,NA,NA,NA,NA,slope,4
map,word_rec,female,a,15,1010,NA,NA,NA,NA,slope,5
map,word_rec,female,a,16,1010,NA,NA,NA,NA,slope,6
map,word_rec,female,ae,00,1010,9.702,0,0.073,132.274,intercept,0
map,word_rec,female,ae,01,1010,-0.016,0,0.004,-4.278,intercept,1
map,word_rec,female,ae,02,1010,0.014,0.074,0.008,1.786,intercept,2
map,word_rec,female,ae,03,1010,NA,NA,NA,NA,intercept,3
map,word_rec,female,ae,04,1010,NA,NA,NA,NA,intercept,4
map,word_rec,female,ae,05,1010,NA,NA,NA,NA,intercept,5
map,word_rec,female,ae,06,1010,NA,NA,NA,NA,intercept,6
map,word_rec,female,ae,10,1010,0.007,0.757,0.023,0.309,slope,0
map,word_rec,female,ae,11,1010,-0.002,0.049,0.001,-1.97,slope,1
map,word_rec,female,ae,12,1010,0.001,0.729,0.003,0.346,slope,2
map,word_rec,female,ae,13,1010,NA,NA,NA,NA,slope,3
map,word_rec,female,ae,14,1010,NA,NA,NA,NA,slope,4
map,word_rec,female,ae,15,1010,NA,NA,NA,NA,slope,5
map,word_rec,female,ae,16,1010,NA,NA,NA,NA,slope,6
map,word_rec,female,aeh,00,1010,9.71,0,0.075,130.001,intercept,0
map,word_rec,female,aeh,01,1010,-0.015,0,0.004,-4.252,intercept,1
map,word_rec,female,aeh,02,1010,0.012,0.15,0.008,1.441,intercept,2
map,word_rec,female,aeh,03,1010,0.592,0.183,0.445,1.331,intercept,3
map,word_rec,female,aeh,04,1010,NA,NA,NA,NA,intercept,4
map,word_rec,female,aeh,05,1010,NA,NA,NA,NA,intercept,5
map,word_rec,female,aeh,06,1010,NA,NA,NA,NA,intercept,6
map,word_rec,female,aeh,10,1010,0.008,0.722,0.023,0.356,slope,0
map,word_rec,female,aeh,11,1010,-0.002,0.075,0.001,-1.78,slope,1
map,word_rec,female,aeh,12,1010,0,0.883,0.003,0.147,slope,2
map,word_rec,female,aeh,13,1010,0.156,0.194,0.12,1.299,slope,3
map,word_rec,female,aeh,14,1010,NA,NA,NA,NA,slope,4
map,word_rec,female,aeh,15,1010,NA,NA,NA,NA,slope,5
map,word_rec,female,aeh,16,1010,NA,NA,NA,NA,slope,6
map,word_rec,female,aehplus,00,1010,9.753,0,0.089,108.986,intercept,0
map,word_rec,female,aehplus,01,1010,-0.015,0,0.004,-4.076,intercept,1
map,word_rec,female,aehplus,02,1010,0.012,0.193,0.009,1.301,intercept,2
map,word_rec,female,aehplus,03,1010,0.595,0.177,0.441,1.349,intercept,3
map,word_rec,female,aehplus,04,1010,-0.063,0.204,0.049,-1.271,intercept,4
map,word_rec,female,aehplus,05,1010,-0.19,0.252,0.165,-1.146,intercept,5
map,word_rec,female,aehplus,06,1010,0.018,0.855,0.099,0.182,intercept,6
map,word_rec,female,aehplus,10,1010,0.007,0.805,0.026,0.246,slope,0
map,word_rec,female,aehplus,11,1010,-0.002,0.078,0.001,-1.764,slope,1
map,word_rec,female,aehplus,12,1010,0,0.882,0.003,0.149,slope,2
map,word_rec,female,aehplus,13,1010,0.158,0.188,0.12,1.315,slope,3
map,word_rec,female,aehplus,14,1010,0.002,0.915,0.016,0.107,slope,4
map,word_rec,female,aehplus,15,1010,0.026,0.303,0.025,1.031,slope,5
map,word_rec,female,aehplus,16,1010,-0.003,0.893,0.024,-0.134,slope,6
map,word_rec,male,a,00,351,9.768,0,0.082,118.85,intercept,0
map,word_rec,male,a,01,351,-0.036,0,0.01,-3.544,intercept,1
map,word_rec,male,a,02,351,NA,NA,NA,NA,intercept,2
map,word_rec,male,a,03,351,NA,NA,NA,NA,intercept,3
map,word_rec,male,a,04,351,NA,NA,NA,NA,intercept,4
map,word_rec,male,a,05,351,NA,NA,NA,NA,intercept,5
map,word_rec,male,a,06,351,NA,NA,NA,NA,intercept,6
map,word_rec,male,a,10,351,0.016,0.528,0.025,0.632,slope,0
map,word_rec,male,a,11,351,0.003,0.373,0.003,0.89,slope,1
map,word_rec,male,a,12,351,NA,NA,NA,NA,slope,2
map,word_rec,male,a,13,351,NA,NA,NA,NA,slope,3
map,word_rec,male,a,14,351,NA,NA,NA,NA,slope,4
map,word_rec,male,a,15,351,NA,NA,NA,NA,slope,5
map,word_rec,male,a,16,351,NA,NA,NA,NA,slope,6
map,word_rec,male,ae,00,351,9.512,0,0.142,67.147,intercept,0
map,word_rec,male,ae,01,351,-0.037,0,0.01,-3.606,intercept,1
map,word_rec,male,ae,02,351,0.031,0.055,0.016,1.915,intercept,2
map,word_rec,male,ae,03,351,NA,NA,NA,NA,intercept,3
map,word_rec,male,ae,04,351,NA,NA,NA,NA,intercept,4
map,word_rec,male,ae,05,351,NA,NA,NA,NA,intercept,5
map,word_rec,male,ae,06,351,NA,NA,NA,NA,intercept,6
map,word_rec,male,ae,10,351,0.092,0.055,0.048,1.919,slope,0
map,word_rec,male,ae,11,351,0.003,0.325,0.003,0.984,slope,1
map,word_rec,male,ae,12,351,-0.009,0.094,0.006,-1.676,slope,2
map,word_rec,male,ae,13,351,NA,NA,NA,NA,slope,3
map,word_rec,male,ae,14,351,NA,NA,NA,NA,slope,4
map,word_rec,male,ae,15,351,NA,NA,NA,NA,slope,5
map,word_rec,male,ae,16,351,NA,NA,NA,NA,slope,6
map,word_rec,male,aeh,00,351,9.524,0,0.142,67.232,intercept,0
map,word_rec,male,aeh,01,351,-0.035,0.001,0.01,-3.4385,intercept,1
map,word_rec,male,aeh,02,351,0.025,0.1435,0.017,1.4615,intercept,2
map,word_rec,male,aeh,03,351,1.0515,0.199,0.8185,1.284,intercept,3
map,word_rec,male,aeh,04,351,NA,NA,NA,NA,intercept,4
map,word_rec,male,aeh,05,351,NA,NA,NA,NA,intercept,5
map,word_rec,male,aeh,06,351,NA,NA,NA,NA,intercept,6
map,word_rec,male,aeh,10,351,0.084,0.0885,0.049,1.706,slope,0
map,word_rec,male,aeh,11,351,0.002,0.4995,0.003,0.676,slope,1
map,word_rec,male,aeh,12,351,-0.006,0.353,0.006,-0.929,slope,2
map,word_rec,male,aeh,13,351,-0.6025,0.0285,0.2755,-2.1885,slope,3
map,word_rec,male,aeh,14,351,NA,NA,NA,NA,slope,4
map,word_rec,male,aeh,15,351,NA,NA,NA,NA,slope,5
map,word_rec,male,aeh,16,351,NA,NA,NA,NA,slope,6
map,word_rec,male,aehplus,00,351,9.6125,0,0.1825,52.694,intercept,0
map,word_rec,male,aehplus,01,351,-0.0365,0.001,0.011,-3.383,intercept,1
map,word_rec,male,aehplus,02,351,0.0245,0.1735,0.018,1.3615,intercept,2
map,word_rec,male,aehplus,03,351,1.106,0.183,0.8305,1.332,intercept,3
map,word_rec,male,aehplus,04,351,-0.189,0.09,0.111,-1.698,intercept,4
map,word_rec,male,aehplus,05,351,-0.0565,0.7565,0.182,-0.3105,intercept,5
map,word_rec,male,aehplus,06,351,0.198,0.231,0.1655,1.1985,intercept,6
map,word_rec,male,aehplus,10,351,0.0835,0.151,0.058,1.4365,slope,0
map,word_rec,male,aehplus,11,351,0.001,0.6705,0.003,0.4255,slope,1
map,word_rec,male,aehplus,12,351,-0.006,0.337,0.006,-0.9605,slope,2
map,word_rec,male,aehplus,13,351,-0.5605,0.041,0.274,-2.045,slope,3
map,word_rec,male,aehplus,14,351,0.0075,0.8255,0.033,0.221,slope,4
map,word_rec,male,aehplus,15,351,0.079,0.1135,0.0495,1.5895,slope,5
map,word_rec,male,aehplus,16,351,-0.058,0.302,0.056,-1.033,slope,6
nuage,grip,female,a,00,939,60.9545,0,0.7135,85.421,intercept,0
nuage,grip,female,a,01,939,-0.902,0,0.112,-8.077,intercept,1
nuage,grip,female,a,02,939,NA,NA,NA,NA,intercept,2
nuage,grip,female,a,03,939,NA,NA,NA,NA,intercept,3
nuage,grip,female,a,04,939,NA,NA,NA,NA,intercept,4
nuage,grip,female,a,05,939,NA,NA,NA,NA,intercept,5
nuage,grip,female,a,06,939,NA,NA,NA,NA,intercept,6
nuage,grip,female,a,10,939,-2.05,0,0.182,-11.265,slope,0
nuage,grip,female,a,11,939,0.0105,0.7125,0.028,0.3685,slope,1
nuage,grip,female,a,12,939,NA,NA,NA,NA,slope,2
nuage,grip,female,a,13,939,NA,NA,NA,NA,slope,3
nuage,grip,female,a,14,939,NA,NA,NA,NA,slope,4
nuage,grip,female,a,15,939,NA,NA,NA,NA,slope,5
nuage,grip,female,a,16,939,NA,NA,NA,NA,slope,6
nuage,grip,female,aeh,00,934,60.533,0,0.987,61.3405,intercept,0
nuage,grip,female,aeh,01,934,-0.937,0,0.113,-8.2605,intercept,1
nuage,grip,female,aeh,02,934,0.0215,0.8685,0.131,0.165,intercept,2
nuage,grip,female,aeh,03,934,-10.13,0.2045,7.9785,-1.2695,intercept,3
nuage,grip,female,aeh,04,934,NA,NA,NA,NA,intercept,4
nuage,grip,female,aeh,05,934,NA,NA,NA,NA,intercept,5
nuage,grip,female,aeh,06,934,NA,NA,NA,NA,intercept,6
nuage,grip,female,aeh,10,934,-1.9975,0,0.265,-7.536,slope,0
nuage,grip,female,aeh,11,934,0.0095,0.7355,0.028,0.338,slope,1
nuage,grip,female,aeh,12,934,-0.018,0.603,0.035,-0.5205,slope,2
nuage,grip,female,aeh,13,934,-0.557,0.777,1.9675,-0.283,slope,3
nuage,grip,female,aeh,14,934,NA,NA,NA,NA,slope,4
nuage,grip,female,aeh,15,934,NA,NA,NA,NA,slope,5
nuage,grip,female,aeh,16,934,NA,NA,NA,NA,slope,6
nuage,grip,female,aehplus,00,934,60.5655,0,1.122,53.968,intercept,0
nuage,grip,female,aehplus,01,934,-0.939,0,0.113,-8.3085,intercept,1
nuage,grip,female,aehplus,02,934,0.008,0.9525,0.132,0.06,intercept,2
nuage,grip,female,aehplus,03,934,-10.9545,0.171,8.0005,-1.369,intercept,3
nuage,grip,female,aehplus,04,934,1.216,0.226,1.005,1.21,intercept,4
nuage,grip,female,aehplus,05,934,2.8445,0.026,1.279,2.2245,intercept,5
nuage,grip,female,aehplus,06,934,0.0155,0.9935,1.8785,0.0085,intercept,6
nuage,grip,female,aehplus,10,934,-2.183,0,0.285,-7.6695,slope,0
nuage,grip,female,aehplus,11,934,0.018,0.5265,0.029,0.6335,slope,1
nuage,grip,female,aehplus,12,934,-0.019,0.574,0.034,-0.5615,slope,2
nuage,grip,female,aehplus,13,934,-0.9435,0.639,2.0115,-0.4695,slope,3
nuage,grip,female,aehplus,14,934,0.4665,0.0585,0.2465,1.8905,slope,4
nuage,grip,female,aehplus,15,934,-0.547,0.0765,0.3085,-1.7725,slope,5
nuage,grip,female,aehplus,16,934,-0.493,0.3165,0.492,-1.002,slope,6
nuage,grip,male,a,00,851,79.8875,0,0.787,101.493,intercept,0
nuage,grip,male,a,01,851,-1.4985,0,0.132,-11.3885,intercept,1
nuage,grip,male,a,02,851,NA,NA,NA,NA,intercept,2
nuage,grip,male,a,03,851,NA,NA,NA,NA,intercept,3
nuage,grip,male,a,04,851,NA,NA,NA,NA,intercept,4
nuage,grip,male,a,05,851,NA,NA,NA,NA,intercept,5
nuage,grip,male,a,06,851,NA,NA,NA,NA,intercept,6
nuage,grip,male,a,10,851,-2.475,0,0.165,-14.991,slope,0
nuage,grip,male,a,11,851,-0.0275,0.32,0.028,-0.9945,slope,1
nuage,grip,male,a,12,851,NA,NA,NA,NA,slope,2
nuage,grip,male,a,13,851,NA,NA,NA,NA,slope,3
nuage,grip,male,a,14,851,NA,NA,NA,NA,slope,4
nuage,grip,male,a,15,851,NA,NA,NA,NA,slope,5
nuage,grip,male,a,16,851,NA,NA,NA,NA,slope,6
nuage,grip,male,aeh,00,847,81.1035,0,0.968,83.7795,intercept,0
nuage,grip,male,aeh,01,847,-1.388,0,0.128,-10.849,intercept,1
nuage,grip,male,aeh,02,847,0.121,0.29,0.114,1.059,intercept,2
nuage,grip,male,aeh,03,847,58.632,0,7.309,8.022,intercept,3
nuage,grip,male,aeh,04,847,NA,NA,NA,NA,intercept,4
nuage,grip,male,aeh,05,847,NA,NA,NA,NA,intercept,5
nuage,grip,male,aeh,06,847,NA,NA,NA,NA,intercept,6
nuage,grip,male,aeh,10,847,-2.506,0,0.235,-10.65,slope,0
nuage,grip,male,aeh,11,847,-0.029,0.3035,0.028,-1.029,slope,1
nuage,grip,male,aeh,12,847,0.001,0.968,0.024,0.0405,slope,2
nuage,grip,male,aeh,13,847,-0.7485,0.6495,1.647,-0.454,slope,3
nuage,grip,male,aeh,14,847,NA,NA,NA,NA,slope,4
nuage,grip,male,aeh,15,847,NA,NA,NA,NA,slope,5
nuage,grip,male,aeh,16,847,NA,NA,NA,NA,slope,6
nuage,grip,male,aehplus,00,847,80.725,0,1.37,58.9255,intercept,0
nuage,grip,male,aehplus,01,847,-1.39,0,0.127,-10.959,intercept,1
nuage,grip,male,aehplus,02,847,0.126,0.272,0.115,1.099,intercept,2
nuage,grip,male,aehplus,03,847,59.466,0,7.299,8.147,intercept,3
nuage,grip,male,aehplus,04,847,0.271,0.8085,1.119,0.242,intercept,4
nuage,grip,male,aehplus,05,847,1.377,0.259,1.22,1.1285,intercept,5
