study name,process a,process b,subgroup,model type,n,a gamma 00,a gamma 10,b gamma 00,b gamma 10
map,grip,word_im,male,aehplus,351," 79.5( 3.0),p<.01"," -2.43( 0.90),p=.01","  15.4( 0.6),p<.01","  0.26( 0.20),p=.20"
map,grip,word_rec,female,a,"1,010","  1.7( 0.0),p<.01"," -0.04( 0.00),p<.01","   9.8( 0.0),p<.01","  0.01( 0.01),p=.09"
map,grip,word_rec,female,ae,"1,010","  1.6( 0.0),p<.01"," -0.03( 0.01),p<.01","   9.7( 0.1),p<.01","  0.01( 0.02),p=.76"
map,grip,word_rec,female,aeh,"1,010","  1.6( 0.0),p<.01"," -0.04( 0.01),p<.01","   9.7( 0.1),p<.01","  0.01( 0.02),p=.72"
map,grip,word_rec,male,a,351,"  2.4( 0.1),p<.01"," -0.05( 0.01),p<.01","   9.8( 0.1),p<.01","  0.02( 0.02),p=.53"
map,grip,word_rec,male,ae,351,"  2.1( 0.1),p<.01"," -0.04( 0.02),p=.02","   9.5( 0.1),p<.01","  0.09( 0.05),p=.06"
map,grip,word_rec,male,aeh,351," 76.2( 2.7),p<.01"," -1.83( 0.60),p<.01","   9.5( 0.1),p<.01","  0.08( 0.05),p=.10"
map,grip,word_rec,male,aehplus,351," 79.7( 3.1),p<.01"," -2.56( 0.90),p<.01","   9.6( 0.2),p<.01","  0.08( 0.06),p=.16"
nuage,grip,mmms,female,a,939," 61.0( 0.7),p<.01"," -2.05( 0.18),p<.01","  62.1( 0.1),p<.01"," -0.17( 0.04),p<.01"
nuage,grip,mmms,female,aeh,934," 60.5( 1.0),p<.01"," -2.00( 0.26),p<.01","  61.2( 0.2),p<.01"," -0.21( 0.08),p=.03"
nuage,grip,mmms,female,aehplus,934," 60.6( 1.1),p<.01"," -2.18( 0.28),p<.01","  61.1( 0.2),p<.01"," -0.27( 0.09),p=.01"
nuage,grip,mmms,male,a,851," 79.9( 0.8),p<.01"," -2.47( 0.16),p<.01","  60.9( 0.1),p<.01"," -0.38( 0.05),p<.01"
nuage,grip,mmms,male,aeh,847," 81.1( 1.0),p<.01"," -2.51( 0.23),p<.01","  59.7( 0.2),p<.01"," -0.47( 0.08),p<.01"
nuage,grip,mmms,male,aehplus,847," 80.7( 1.4),p<.01"," -2.36( 0.29),p<.01","  59.5( 0.2),p<.01"," -0.37( 0.11),p<.01"
octo,gait,block,female,aehplus,272," 10.3( 0.4),p<.01","  0.52( 0.36),p=.15","  14.7( 0.8),p<.01"," -0.22( 0.12),p=.07"
octo,gait,block,male,aehplus,137,"  9.2( 0.6),p<.01","  0.18( 0.18),p=.31","  14.9( 1.8),p<.01"," -0.36( 0.22),p=.10"
octo,gait,digit_b,female,aehplus,275," 10.3( 0.4),p<.01","  0.55( 0.43),p=.20","   3.9( 0.1),p<.01"," -0.09( 0.03),p<.01"
octo,gait,digit_b,male,aehplus,139,"  9.1( 0.6),p<.01","  0.20( 0.19),p=.29","   3.9( 0.3),p<.01"," -0.15( 0.09),p=.10"
octo,gait,digit_f,female,aehplus,275," 10.3( 0.5),p<.01","  0.53( 0.40),p=.19","   5.7( 0.1),p<.01"," -0.08( 0.02),p<.01"
octo,gait,digit_f,male,aehplus,139,"  9.0( 0.6),p<.01","  0.22( 0.18),p=.21","   5.9( 0.3),p<.01"," -0.06( 0.06),p=.39"
octo,gait,prose_im,female,aehplus,268," 10.3( 0.5),p<.01","  0.56( 0.36),p=.12","  11.1( 0.4),p<.01"," -0.04( 0.07),p=.55"
octo,gait,symbol,female,aehplus,265," 10.3( 0.5),p<.01","  0.51( 0.28),p=.07","  28.2( 1.2),p<.01"," -0.13( 0.20),p=.50"
octo,gait,symbol,male,aehplus,134,"  9.2( 0.6),p<.01","  0.21( 0.18),p=.24","  28.8( 2.7),p<.01"," -0.37( 0.41),p=.37"
octo,grip,block,female,a,303,"  8.8( 0.2),p<.01"," -0.33( 0.03),p<.01","  14.5( 0.6),p<.01"," -0.29( 0.08),p<.01"
octo,grip,block,female,aeh,275,"  9.0( 0.2),p<.01"," -0.34( 0.03),p<.01","  14.4( 0.7),p<.01"," -0.28( 0.09),p<.01"
octo,grip,block,female,aehplus,274,"  9.2( 0.2),p<.01"," -0.34( 0.03),p<.01","  15.0( 0.7),p<.01"," -0.32( 0.10),p<.01"
octo,grip,block,male,a,158," 11.3( 0.4),p<.01"," -0.36( 0.05),p<.01","  13.2( 0.9),p<.01"," -0.48( 0.10),p<.01"
octo,grip,block,male,aeh,139," 11.8( 0.3),p<.01"," -0.37( 0.05),p<.01","  13.5( 0.9),p<.01"," -0.52( 0.12),p<.01"
octo,grip,block,male,aehplus,139," 12.1( 0.4),p<.01"," -0.37( 0.08),p<.01","  16.6( 1.5),p<.01"," -0.57( 0.16),p<.01"
octo,grip,digit_b,female,a,305,"  8.8( 0.2),p<.01"," -0.33( 0.03),p<.01","   3.7( 0.1),p<.01"," -0.08( 0.02),p<.01"
octo,grip,digit_b,female,aeh,276,"  9.0( 0.2),p<.01"," -0.33( 0.03),p<.01","   3.8( 0.1),p<.01"," -0.09( 0.02),p<.01"
octo,grip,digit_b,female,aehplus,275,"  9.2( 0.2),p<.01"," -0.34( 0.04),p<.01","   3.9( 0.1),p<.01"," -0.09( 0.03),p<.01"
octo,grip,digit_b,male,a,161," 11.3( 0.4),p<.01"," -0.36( 0.05),p<.01","   3.5( 0.2),p<.01"," -0.06( 0.04),p=.15"
octo,grip,digit_b,male,aeh,139," 11.8( 0.3),p<.01"," -0.37( 0.05),p<.01","   3.5( 0.2),p<.01"," -0.06( 0.04),p=.20"
octo,grip,digit_b,male,aehplus,139," 12.1( 0.4),p<.01"," -0.35( 0.07),p<.01","   3.7( 0.3),p<.01"," -0.02( 0.08),p=.80"
octo,grip,digit_f,female,a,306,"  8.8( 0.2),p<.01"," -0.33( 0.03),p<.01","   5.6( 0.1),p<.01"," -0.06( 0.02),p<.01"
octo,grip,digit_f,female,aeh,276,"  9.0( 0.2),p<.01"," -0.33( 0.03),p<.01","   5.7( 0.1),p<.01"," -0.06( 0.02),p<.01"
octo,grip,digit_f,female,aehplus,275,"  9.2( 0.2),p<.01"," -0.34( 0.03),p<.01","   5.7( 0.1),p<.01"," -0.07( 0.02),p<.01"
octo,grip,digit_f,male,a,161," 11.3( 0.4),p<.01"," -0.34( 0.05),p<.01","   5.7( 0.1),p<.01"," -0.05( 0.03),p=.07"
octo,grip,digit_f,male,aeh,139," 11.8( 0.3),p<.01"," -0.36( 0.05),p<.01","   5.7( 0.2),p<.01"," -0.07( 0.03),p=.01"
octo,grip,digit_f,male,aehplus,139," 12.1( 0.4),p<.01"," -0.34( 0.07),p<.01","   5.9( 0.2),p<.01"," -0.10( 0.05),p=.05"
octo,grip,fig_logic,female,a,302,"  8.8( 0.2),p<.01"," -0.33( 0.03),p<.01","  16.7( 0.4),p<.01"," -0.09( 0.07),p=.20"
octo,grip,fig_logic,female,aeh,274,"  9.0( 0.2),p<.01"," -0.33( 0.03),p<.01","  16.7( 0.4),p<.01"," -0.08( 0.08),p=.30"
octo,grip,fig_logic,female,aehplus,273,"  9.2( 0.2),p<.01"," -0.34( 0.04),p<.01","  17.1( 0.4),p<.01"," -0.15( 0.07),p=.05"
octo,grip,fig_logic,male,a,157," 11.2( 0.4),p<.01"," -0.34( 0.05),p<.01","  15.6( 0.6),p<.01"," -0.03( 0.13),p=.81"
octo,grip,fig_logic,male,aeh,138," 11.8( 0.3),p<.01"," -0.35( 0.05),p<.01","  15.9( 0.5),p<.01"," -0.01( 0.12),p=.95"
octo,grip,fig_logic,male,aehplus,138," 12.1( 0.4),p<.01"," -0.32( 0.07),p<.01","  17.6( 0.7),p<.01","  0.08( 0.19),p=.68"
octo,grip,information,female,a,305,"  8.8( 0.2),p<.01"," -0.33( 0.03),p<.01","  30.8( 1.1),p<.01"," -0.34( 0.09),p<.01"
octo,grip,information,female,aeh,275,"  9.0( 0.2),p<.01"," -0.34( 0.03),p<.01","  30.5( 1.0),p<.01"," -0.33( 0.11),p<.01"
octo,grip,information,male,a,162," 11.3( 0.4),p<.01"," -0.34( 0.05),p<.01","  34.3( 1.1),p<.01"," -0.48( 0.17),p=.01"
octo,grip,information,male,aeh,140," 11.8( 0.3),p<.01"," -0.35( 0.05),p<.01","  33.7( 1.2),p<.01"," -0.47( 0.17),p<.01"
octo,grip,mir,female,a,303,"  8.8( 0.2),p<.01"," -0.33( 0.03),p<.01","   7.6( 0.2),p<.01"," -0.06( 0.05),p=.18"
octo,grip,mir,female,aeh,273,"  9.0( 0.2),p<.01"," -0.33( 0.03),p<.01","   7.8( 0.2),p<.01"," -0.06( 0.05),p=.23"
octo,grip,mir,female,aehplus,272,"  9.2( 0.2),p<.01"," -0.34( 0.03),p<.01","   7.8( 0.2),p<.01"," -0.05( 0.05),p=.30"
octo,grip,mir,male,a,159," 11.3( 0.4),p<.01"," -0.36( 0.05),p<.01","   7.0( 0.2),p<.01"," -0.07( 0.07),p=.31"
octo,grip,mir,male,aeh,139," 11.8( 0.3),p<.01"," -0.37( 0.05),p<.01","   6.9( 0.3),p<.01"," -0.03( 0.07),p=.68"
octo,grip,mir,male,aehplus,139," 12.1( 0.4),p<.01"," -0.35( 0.08),p<.01","   7.2( 0.4),p<.01","  0.02( 0.09),p=.83"
octo,grip,mmms,female,a,311,"  8.8( 0.2),p<.01"," -0.32( 0.03),p<.01","  28.4( 0.3),p<.01"," -0.22( 0.07),p<.01"
octo,grip,mmms,female,aeh,276,"  9.0( 0.2),p<.01"," -0.33( 0.03),p<.01","  28.9( 0.2),p<.01"," -0.27( 0.07),p<.01"
octo,grip,mmms,male,a,164," 11.4( 0.4),p<.01"," -0.39( 0.05),p<.01","  28.2( 0.4),p<.01"," -0.31( 0.13),p=.02"
octo,grip,mmms,male,aeh,140," 11.8( 0.3),p<.01"," -0.38( 0.05),p<.01","  28.3( 0.3),p<.01"," -0.22( 0.11),p=.05"
octo,grip,prose_im,female,a,302,"  8.8( 0.2),p<.01"," -0.33( 0.03),p<.01","  11.1( 0.3),p<.01"," -0.12( 0.06),p=.05"
octo,grip,prose_im,female,aeh,273,"  9.0( 0.2),p<.01"," -0.34( 0.03),p<.01","  11.3( 0.3),p<.01"," -0.10( 0.05),p=.06"
octo,grip,prose_im,female,aehplus,272,"  9.2( 0.2),p<.01"," -0.34( 0.04),p<.01","  11.2( 0.4),p<.01"," -0.07( 0.06),p=.33"
octo,grip,prose_im,male,a,161," 11.3( 0.4),p<.01"," -0.34( 0.05),p<.01","  10.5( 0.5),p<.01"," -0.15( 0.09),p=.09"
octo,grip,prose_im,male,aeh,139," 11.8( 0.3),p<.01"," -0.35( 0.05),p<.01","  10.2( 0.6),p<.01"," -0.09( 0.09),p=.30"
octo,grip,prose_im,male,aehplus,139," 11.4( 0.5),p<.01"," -0.23( 0.09),p=.11","  10.6( 0.9),p<.01","  0.04( 0.19),p=.84"
octo,grip,psif,female,a,298,"  8.8( 0.2),p<.01"," -0.34( 0.03),p<.01","  11.9( 0.5),p<.01"," -0.22( 0.08),p<.01"
octo,grip,psif,female,aeh,271,"  9.0( 0.2),p<.01"," -0.34( 0.04),p<.01","  11.9( 0.5),p<.01"," -0.22( 0.08),p=.01"
octo,grip,psif,male,a,156," 11.3( 0.4),p<.01"," -0.33( 0.06),p<.01","  11.3( 0.6),p<.01"," -0.41( 0.15),p=.01"
octo,grip,psif,male,aeh,138," 11.8( 0.3),p<.01"," -0.35( 0.05),p<.01","  11.2( 0.6),p<.01"," -0.43( 0.16),p=.01"
octo,grip,symbol,female,a,299,"  8.8( 0.2),p<.01"," -0.33( 0.03),p<.01","  28.6( 1.0),p<.01"," -0.51( 0.16),p<.01"
octo,grip,symbol,female,aeh,272,"  9.0( 0.2),p<.01"," -0.34( 0.03),p<.01","  28.7( 1.1),p<.01"," -0.52( 0.16),p<.01"
octo,grip,symbol,female,aehplus,271,"  9.2( 0.2),p<.01"," -0.34( 0.03),p<.01","  29.1( 1.2),p<.01"," -0.48( 0.17),p<.01"
octo,grip,symbol,male,a,156," 11.3( 0.4),p<.01"," -0.35( 0.05),p<.01","  26.5( 1.5),p<.01"," -0.52( 0.22),p=.02"
octo,grip,symbol,male,aeh,138," 11.8( 0.3),p<.01"," -0.37( 0.05),p<.01","  25.9( 1.4),p<.01"," -0.57( 0.20),p<.01"
octo,grip,symbol,male,aehplus,138," 12.1( 0.4),p<.01"," -0.36( 0.08),p<.01","  30.5( 2.3),p<.01"," -0.60( 0.30),p=.04"
octo,grip,synonyms,female,a,301,"  8.8( 0.2),p<.01"," -0.33( 0.03),p<.01","  17.6( 0.6),p<.01"," -0.10( 0.08),p=.22"
octo,grip,synonyms,female,aeh,273,"  9.0( 0.2),p<.01"," -0.34( 0.03),p<.01","  17.3( 0.6),p<.01"," -0.08( 0.08),p=.32"
octo,grip,synonyms,male,a,157," 11.3( 0.4),p<.01"," -0.34( 0.05),p<.01","  16.1( 1.1),p<.01"," -0.17( 0.11),p=.12"
octo,grip,synonyms,male,aeh,139," 11.8( 0.3),p<.01"," -0.35( 0.05),p<.01","  15.5( 1.0),p<.01"," -0.19( 0.12),p=.11"
octo,pef,block,female,a,293,"312.1( 7.4),p<.01"," -8.86( 1.05),p<.01","  14.3( 0.7),p<.01"," -0.27( 0.08),p<.01"
octo,pef,block,female,aeh,272,"318.4( 7.8),p<.01"," -9.21( 1.12),p<.01","  14.3( 0.7),p<.01"," -0.25( 0.09),p<.01"
octo,pef,block,female,aehplus,271,"328.2( 8.7),p<.01"," -7.21( 1.40),p<.01","  14.8( 0.8),p<.01"," -0.19( 0.10),p=.07"
octo,pef,block,male,a,151,"430.6(16.1),p<.01","-10.49( 2.27),p<.01","  13.2( 1.0),p<.01"," -0.47( 0.10),p<.01"
octo,pef,block,male,aeh,136,"434.7(16.3),p<.01","-10.22( 2.26),p<.01","  13.6( 0.9),p<.01"," -0.48( 0.11),p<.01"
octo,pef,block,male,aehplus,136,"464.6(23.3),p<.01"," -3.65( 3.42),p=.29","  16.8( 1.5),p<.01"," -0.42( 0.17),p=.01"
octo,pef,digit_b,female,a,299,"310.9( 7.5),p<.01"," -8.50( 1.04),p<.01","   3.7( 0.1),p<.01"," -0.08( 0.02),p<.01"
octo,pef,digit_b,female,aeh,276,"317.6( 7.9),p<.01"," -8.93( 1.11),p<.01","   3.8( 0.1),p<.01"," -0.09( 0.02),p<.01"
octo,pef,digit_b,female,aehplus,275,"327.6( 8.8),p<.01"," -7.04( 1.42),p<.01","   3.9( 0.1),p<.01"," -0.08( 0.03),p<.01"
octo,pef,digit_b,male,a,158,"432.0(16.1),p<.01","-10.44( 2.35),p<.01","   3.5( 0.2),p<.01"," -0.05( 0.04),p=.24"
octo,pef,digit_b,male,aeh,138,"435.2(16.3),p<.01","-10.10( 2.30),p<.01","   3.5( 0.2),p<.01"," -0.05( 0.04),p=.25"
octo,pef,digit_b,male,aehplus,138,"466.6(23.6),p<.01"," -3.18( 3.63),p=.38","   4.0( 0.3),p<.01"," -0.06( 0.09),p=.47"
octo,pef,digit_f,female,a,300,"311.4( 7.4),p<.01"," -8.45( 1.03),p<.01","   5.6( 0.1),p<.01"," -0.06( 0.02),p<.01"
octo,pef,digit_f,female,aeh,276,"317.6( 7.8),p<.01"," -8.87( 1.11),p<.01","   5.7( 0.1),p<.01"," -0.06( 0.02),p<.01"
octo,pef,digit_f,female,aehplus,275,"327.4( 8.8),p<.01"," -7.01( 1.42),p<.01","   5.7( 0.1),p<.01"," -0.07( 0.02),p<.01"
octo,pef,digit_f,male,a,158,"434.4(16.1),p<.01","-10.32( 2.37),p<.01","   5.7( 0.1),p<.01"," -0.04( 0.03),p=.11"
octo,pef,digit_f,male,aeh,138,"435.4(16.3),p<.01","-10.25( 2.31),p<.01","   5.7( 0.2),p<.01"," -0.06( 0.03),p=.02"
octo,pef,digit_f,male,aehplus,138,"469.4(23.6),p<.01"," -4.53( 3.48),p=.19","   6.0( 0.3),p<.01"," -0.10( 0.06),p=.08"
octo,pef,fig_logic,female,a,284,"311.7( 7.4),p<.01"," -8.61( 1.06),p<.01","  16.6( 0.4),p<.01"," -0.07( 0.07),p=.33"
octo,pef,fig_logic,female,aeh,268,"318.2( 7.8),p<.01"," -8.98( 1.12),p<.01","  16.7( 0.4),p<.01"," -0.05( 0.08),p=.52"
octo,pef,fig_logic,male,a,146,"429.1(16.4),p<.01","-10.02( 2.35),p<.01","  15.8( 0.5),p<.01"," -0.06( 0.11),p=.58"
octo,pef,fig_logic,male,aeh,133,"433.7(16.3),p<.01"," -9.88( 2.32),p<.01","  16.0( 0.5),p<.01"," -0.04( 0.11),p=.72"
octo,pef,information,female,a,301,"311.5( 7.3),p<.01"," -8.43( 1.04),p<.01","  30.9( 1.1),p<.01"," -0.33( 0.09),p<.01"
octo,pef,information,female,aeh,275,"317.5( 7.8),p<.01"," -8.91( 1.13),p<.01","  30.5( 1.0),p<.01"," -0.32( 0.10),p<.01"
octo,pef,information,male,a,156,"435.3(16.0),p<.01","-10.53( 2.33),p<.01","  34.3( 1.1),p<.01"," -0.51( 0.18),p<.01"
octo,pef,information,male,aeh,138,"436.0(16.3),p<.01","-10.17( 2.32),p<.01","  33.8( 1.2),p<.01"," -0.49( 0.17),p<.01"
octo,pef,mir,female,a,293,"311.0( 7.4),p<.01"," -8.41( 1.04),p<.01","   7.6( 0.2),p<.01"," -0.06( 0.05),p=.24"
octo,pef,mir,female,aeh,271,"317.7( 7.8),p<.01"," -8.90( 1.10),p<.01","   7.8( 0.2),p<.01"," -0.05( 0.05),p=.28"
octo,pef,mir,male,a,153,"432.5(16.1),p<.01"," -9.93( 2.27),p<.01","   7.0( 0.3),p<.01"," -0.09( 0.07),p=.21"
octo,pef,mir,male,aeh,137,"434.0(16.2),p<.01"," -9.44( 2.29),p<.01","   7.0( 0.3),p<.01"," -0.06( 0.08),p=.45"
octo,pef,mmms,female,a,311,"310.4( 7.6),p<.01"," -8.77( 1.03),p<.01","  28.4( 0.3),p<.01"," -0.22( 0.07),p<.01"
octo,pef,mmms,female,aeh,276,"318.0( 7.8),p<.01"," -9.49( 1.14),p<.01","  28.8( 0.2),p<.01"," -0.27( 0.07),p<.01"
octo,pef,mmms,male,a,164,"430.5(16.3),p<.01","-10.64( 2.43),p<.01","  28.1( 0.4),p<.01"," -0.29( 0.12),p=.01"
octo,pef,mmms,male,aeh,140,"434.6(16.2),p<.01","-10.11( 2.40),p<.01","  28.3( 0.3),p<.01"," -0.19( 0.10),p=.06"
octo,pef,prose_im,female,a,289,"310.8( 7.4),p<.01"," -8.45( 1.05),p<.01","  11.1( 0.3),p<.01"," -0.12( 0.06),p=.03"
octo,pef,prose_im,female,aeh,268,"317.4( 7.8),p<.01"," -8.90( 1.12),p<.01","  11.3( 0.3),p<.01"," -0.10( 0.05),p=.06"
octo,pef,prose_im,female,aehplus,267,"327.4( 8.8),p<.01"," -7.03( 1.41),p<.01","  11.2( 0.4),p<.01"," -0.04( 0.07),p=.53"
octo,pef,prose_im,male,a,153,"432.5(16.1),p<.01","-10.09( 2.36),p<.01","  10.6( 0.6),p<.01"," -0.17( 0.07),p=.02"
octo,pef,prose_im,male,aeh,136,"434.5(16.3),p<.01"," -9.85( 2.38),p<.01","  10.3( 0.6),p<.01"," -0.11( 0.07),p=.12"
octo,pef,prose_im,male,aehplus,136,"465.6(23.6),p<.01"," -3.29( 3.71),p=.38","  11.0( 0.8),p<.01","  0.13( 0.16),p=.40"
octo,pef,psif,female,a,268,"309.7( 7.5),p<.01"," -7.31( 1.34),p<.01","  11.8( 0.5),p<.01"," -0.22( 0.07),p<.01"
octo,pef,psif,female,aeh,254,"316.3( 7.8),p<.01"," -7.85( 1.42),p<.01","  11.9( 0.5),p<.01"," -0.21( 0.08),p=.01"
octo,pef,psif,male,a,135,"427.7(16.2),p<.01"," -6.71( 2.47),p=.01","  11.4( 0.6),p<.01"," -0.35( 0.14),p=.01"
octo,pef,psif,male,aeh,127,"428.9(16.3),p<.01"," -5.96( 2.53),p=.02","  11.3( 0.5),p<.01"," -0.36( 0.15),p=.02"
octo,pef,symbol,female,a,278,"310.8( 7.4),p<.01"," -8.43( 1.01),p<.01","  28.4( 1.1),p<.01"," -0.49( 0.14),p<.01"
octo,pef,symbol,female,aeh,264,"317.5( 7.8),p<.01"," -8.93( 1.08),p<.01","  28.6( 1.1),p<.01"," -0.49( 0.15),p<.01"
octo,pef,symbol,female,aehplus,263,"327.7( 8.8),p<.01"," -7.13( 1.40),p<.01","  28.5( 1.2),p<.01"," -0.10( 0.19),p=.62"
octo,pef,symbol,male,a,142,"433.6(15.9),p<.01","-11.04( 2.34),p<.01","  26.9( 1.6),p<.01"," -0.53( 0.19),p<.01"
octo,pef,symbol,male,aeh,133,"435.2(16.2),p<.01","-10.77( 2.33),p<.01","  26.1( 1.4),p<.01"," -0.56( 0.18),p<.01"
octo,pef,symbol,male,aehplus,133,"463.7(23.4),p<.01"," -3.27( 3.62),p=.37","  31.5( 2.4),p<.01"," -0.54( 0.33),p=.10"
octo,pef,synonyms,female,a,280,"312.0( 7.3),p<.01"," -8.46( 1.03),p<.01","  17.6( 0.6),p<.01"," -0.08( 0.08),p=.30"
octo,pef,synonyms,female,aeh,265,"317.8( 7.8),p<.01"," -8.84( 1.11),p<.01","  17.3( 0.6),p<.01"," -0.06( 0.08),p=.47"
octo,pef,synonyms,male,a,142,"433.1(16.1),p<.01","-10.48( 2.33),p<.01","  16.2( 1.0),p<.01"," -0.20( 0.11),p=.08"
octo,pef,synonyms,male,aeh,132,"435.0(16.3),p<.01","-10.09( 2.36),p<.01","  15.5( 1.0),p<.01"," -0.21( 0.12),p=.09"
satsa,fev,analogies,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,female,a,507,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  13.7( 0.2),p<.01"," -0.10( 0.02),p<.01"
satsa,fev,analogies,female,ae,485,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  13.0( 0.2),p<.01"," -0.10( 0.02),p<.01"
satsa,fev,analogies,female,aeh,476,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  13.0( 0.2),p<.01"," -0.10( 0.02),p<.01"
satsa,fev,analogies,female,aehplus,408,"  1.8( 0.0),p<.01"," -0.02( 0.00),p<.01","  13.1( 0.3),p<.01"," -0.12( 0.03),p<.01"
satsa,fev,analogies,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,analogies,male,a,347,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  14.2( 0.3),p<.01"," -0.12( 0.02),p<.01"
satsa,fev,analogies,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  13.2( 0.3),p<.01"," -0.13( 0.02),p<.01"
satsa,fev,analogies,male,aeh,338,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","  13.1( 0.4),p<.01"," -0.12( 0.03),p<.01"
satsa,fev,analogies,male,aehplus,300,"  2.6( 0.1),p<.01"," -0.05( 0.01),p<.01","  13.2( 0.5),p<.01"," -0.14( 0.04),p<.01"
satsa,fev,block,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,female,a,512,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  17.2( 0.4),p<.01"," -0.37( 0.03),p<.01"
satsa,fev,block,female,ae,490,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  16.2( 0.4),p<.01"," -0.37( 0.03),p<.01"
satsa,fev,block,female,aeh,477,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  16.3( 0.4),p<.01"," -0.37( 0.03),p<.01"
satsa,fev,block,female,aehplus,408,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","  16.5( 0.5),p<.01"," -0.36( 0.04),p<.01"
satsa,fev,block,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,block,male,a,347,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  17.4( 0.6),p<.01"," -0.43( 0.04),p<.01"
satsa,fev,block,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","  16.1( 0.6),p<.01"," -0.42( 0.04),p<.01"
satsa,fev,block,male,aeh,338,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","  15.9( 0.6),p<.01"," -0.42( 0.04),p<.01"
satsa,fev,block,male,aehplus,299,"  2.5( 0.1),p<.01"," -0.04( 0.01),p<.01","  16.0( 0.8),p<.01"," -0.42( 0.06),p<.01"
satsa,fev,digit_b,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,female,a,512,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","   3.9( 0.1),p<.01"," -0.04( 0.01),p<.01"
satsa,fev,digit_b,female,ae,490,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","   3.8( 0.1),p<.01"," -0.04( 0.01),p<.01"
satsa,fev,digit_b,female,aeh,478,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","   3.8( 0.1),p<.01"," -0.04( 0.01),p<.01"
satsa,fev,digit_b,female,aehplus,409,"  1.8( 0.0),p<.01"," -0.02( 0.00),p<.01","   3.7( 0.1),p<.01"," -0.04( 0.01),p<.01"
satsa,fev,digit_b,female,aehplus,410,"  1.8( 0.0),p<.01"," -0.02( 0.00),p<.01","   3.7( 0.1),p<.01"," -0.04( 0.01),p<.01"
satsa,fev,digit_b,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_b,male,a,347,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","   4.1( 0.1),p<.01"," -0.06( 0.01),p<.01"
satsa,fev,digit_b,male,ae,341,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","   3.9( 0.1),p<.01"," -0.05( 0.01),p<.01"
satsa,fev,digit_b,male,aeh,338,"  2.4( 0.1),p<.01"," -0.04( 0.00),p<.01","   3.8( 0.1),p<.01"," -0.05( 0.01),p<.01"
satsa,fev,digit_b,male,aehplus,299,"  2.6( 0.1),p<.01"," -0.05( 0.01),p<.01","   3.8( 0.2),p<.01"," -0.05( 0.01),p<.01"
satsa,fev,digit_b,male,aehplus,300,"  2.6( 0.1),p<.01"," -0.05( 0.01),p<.01","   3.9( 0.2),p<.01"," -0.05( 0.01),p<.01"
satsa,fev,digit_f,female,0,512,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,female,a,512,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","   5.6( 0.1),p<.01"," -0.02( 0.00),p<.01"
satsa,fev,digit_f,female,ae,490,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","   5.5( 0.1),p<.01"," -0.02( 0.01),p<.01"
satsa,fev,digit_f,female,aeh,478,"  1.8( 0.0),p<.01"," -0.03( 0.00),p<.01","   5.5( 0.1),p<.01"," -0.02( 0.01),p<.01"
satsa,fev,digit_f,female,aehplus,409,"  1.8( 0.0),p<.01"," -0.02( 0.00),p<.01","   5.5( 0.1),p<.01"," -0.03( 0.01),p<.01"
satsa,fev,digit_f,female,aehplus,410,"  1.8( 0.0),p<.01"," -0.02( 0.00),p<.01","   5.6( 0.1),p<.01"," -0.03( 0.01),p<.01"
satsa,fev,digit_f,male,0,347,"--,p=  ----","--,p=  ----","--,p=  ----","--,p=  ----"
satsa,fev,digit_f,male,a,347,"  2.5( 0.1),p<.01"," -0.04( 0.00),p<.01","   5.5( 0.1),p<.01"," -0.02( 0.01),p=.01"
