"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.31",0.1,"09/16/2015"," 2:04 PM","elsa","b1","female","aehplus","gait","grip",NA,NA,TRUE,3903,6,NA,61,-23971.552,48065.105,48447.544,48253.714,48067.0742788336,"b1_female_aehplus_gait_grip.out"," ELSA_Portland_New.dat",0.334,0.037,0,0.002,0.001,0.018,-0.008,0.005,0.137,-0.007,0.004,0.104,0.003,0.012,0.814,18.334,1.145,0,0.019,0.017,0.261,-0.163,0.12,0.175,8.89,0.413,0,0.039,0.002,0,0,0,0,-0.001,0,0,0.026,0.001,0,18.951,0.472,0,-0.596,0.055,0,0.802,0.031,0,-0.024,0.005,0
"Mplus VERSION 7.31",0.1,"09/16/2015","10:42 PM","elsa","b1","male","aehplus","gait","grip",NA,NA,TRUE,3205,6,NA,61,-22234.11,44590.22,44960.64,44766.817,44592.626617881,"b1_male_aehplus_gait_grip.out"," ELSA_Portland_New.dat",0.34,0.057,0,0.002,0.001,0.088,-0.006,0.009,0.532,-0.005,0.006,0.442,0.005,0.021,0.821,39.626,2.887,0,0.055,0.044,0.212,-0.571,0.323,0.077,18.184,0.934,0,0.038,0.003,0,0,0,0,-0.002,0,0,0.026,0.001,0,31.664,0.612,0,-0.945,0.074,0,0.88,0.022,0,-0.021,0.004,0
"Mplus VERSION 7.11",0.1,"08/28/2015"," 3:30 PM","hrs","b1","female","aehplus","grip","gait",NA,NA,TRUE,286,3,NA,37,-1995.035,4064.071,4199.342,4082.012,4075.40970967742,"b1_female_aehplus_grip_gait.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Physical_Project\Physical.dat""",0.083,0.058,0.15,0,0.002,0.936,0.017,0.012,0.16,0.021,0.012,0.089,0.009,0.025,0.707,11.128,1.449,0,0.053,0.086,0.54,0.191,0.282,0.497,8.333,0.898,0,0.02,0.004,0,0,0,0.656,0,0.001,0.673,0.029,0.003,0,22.54,0.557,0,-0.306,0.112,0.007,0.765,0.024,0,-0.036,0.005,0
"Mplus VERSION 7.11",0.1,"08/28/2015"," 3:28 PM","hrs","b1","male","aehplus","grip","gait",NA,NA,TRUE,238,3,NA,37,-1980.885,4035.77,4164.244,4046.966,4049.83,"b1_male_aehplus_grip_gait.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Physical_Project\Physical.dat""",0.081,0.098,0.409,-0.001,0.004,0.804,0.02,0.019,0.286,0.019,0.016,0.231,0.049,0.045,0.277,28.293,3.863,0,0.063,0.16,0.694,0.359,0.521,0.491,15.111,2.149,0,0.025,0.005,0,0.001,0,0.061,-0.001,0.001,0.116,0.028,0.004,0,35.635,1.075,0,-0.787,0.191,0,0.806,0.041,0,-0.022,0.009,0.009
"Mplus VERSION 7.11",0.1,"08/28/2015"," 3:34 PM","hrs","b1","female","aehplus","grip","pef",NA,NA,TRUE,286,3,NA,37,-6479.945,13033.89,13169.161,13051.831,13045.2287096774,"b1_female_aehplus_grip_pef.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Physical_Project\Physical.dat""",53.961,17.256,0.002,-0.392,0.732,0.592,2.062,3.188,0.518,3.399,2.943,0.248,9.906,8.016,0.217,11.194,1.449,0,0.06,0.087,0.49,0.146,0.29,0.614,8.309,0.894,0,3087.509,397.36,0,9.246,15.674,0.555,-0.138,54.811,0.998,1747.211,205.712,0,22.544,0.556,0,-0.291,0.112,0.009,252.369,9.222,0,-2.841,1.784,0.111
"Mplus VERSION 7.11",0.1,"08/28/2015"," 3:33 PM","hrs","b1","male","aehplus","grip","pef",NA,NA,TRUE,238,3,NA,37,-5979.625,12033.249,12161.723,12044.445,12047.309,"b1_male_aehplus_grip_pef.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Physical_Project\Physical.dat""",59.603,36.966,0.107,-0.279,1.284,0.828,10.556,6.578,0.109,5.092,6.773,0.452,25.521,15.233,0.094,28.298,3.871,0,0.071,0.161,0.657,0.338,0.525,0.52,15.05,2.144,0,7738.692,914.099,0,63.323,40.34,0.116,-28.875,147.904,0.845,2998.299,404.009,0,35.657,1.07,0,-0.782,0.191,0,355.87,17.224,0,-9.766,3.582,0.006
"Mplus VERSION 7.11",0.1,"08/28/2015"," 3:35 PM","hrs","b1","female","aehplus","pef","gait",NA,NA,TRUE,286,3,NA,37,-4219.78,8513.56,8648.832,8531.502,8524.89870967742,"b1_female_aehplus_pef_gait.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Physical_Project\Physical.dat""",1.93,0.947,0.041,0.011,0.039,0.779,0.158,0.195,0.418,0.134,0.167,0.423,0.977,0.428,0.023,3080.246,396.047,0,7.96,15.665,0.611,3.126,54.449,0.954,1756.837,207.073,0,0.019,0.004,0,0,0,0.667,0,0.001,0.672,0.029,0.003,0,252.354,9.231,0,-2.89,1.793,0.107,0.766,0.024,0,-0.037,0.005,0
"Mplus VERSION 7.11",0.1,"08/28/2015"," 3:33 PM","hrs","b1","male","aehplus","pef","gait",NA,NA,TRUE,238,3,NA,37,-3837.344,7748.688,7877.162,7759.884,7762.748,"b1_male_aehplus_pef_gait.out"," ""C:\Users\wuche\Dropbox\Research\IALSA\Physical_Project\Physical.dat""",3.535,1.511,0.019,0.129,0.079,0.103,-0.503,0.391,0.199,0.118,0.258,0.647,0.46,0.676,0.496,7687.425,905.083,0,62.577,40.474,0.122,-24.066,146.191,0.869,3012.923,407.722,0,0.025,0.005,0,0.001,0,0.037,-0.002,0.001,0.077,0.028,0.004,0,356.434,17.187,0,-9.983,3.6,0.006,0.808,0.041,0,-0.024,0.009,0.008
"Mplus VERSION 7.11",0.1,"09/18/2015","10:17 AM","ilse","b1","female","aehplus","grip","tug",NA,NA,TRUE,224,3,NA,49,-2872.046,5842.091,6009.262,5853.973,5870.25191954023,"b1_female_aehplus_grip_tug.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",-0.169,6.198,0.978,0.061,0.141,0.664,-0.397,1,0.692,-0.499,0.843,0.554,1.822,2.363,0.441,414.617,71.516,0,5.115,1.392,0,-45.086,8.816,0,166.584,21.368,0,1.663,0.683,0.015,0.003,0.01,0.768,-0.063,0.075,0.406,1.57,0.283,0,86.924,14.968,0,-6.867,2.7,0.011,5.137,1.658,0.002,0.118,0.216,0.583
"Mplus VERSION 7.11",0.1,"09/18/2015","10:16 AM","ilse","b1","male","aehplus","grip","tug",NA,NA,TRUE,252,3,NA,53,-3524.997,7155.994,7343.053,7175.035,7184.90309090909,"b1_male_aehplus_grip_tug.out"," C:\Users\Besitzer\Desktop\ilse 03.03.dat",3.954,15.937,0.804,0.068,0.289,0.815,-0.953,2.431,0.695,-0.243,2.318,0.916,-5.463,9.52,0.566,363.909,53.301,0,1.742,1.069,0.103,-24.659,6.581,0,172.729,17.786,0,0.173,3.801,0.964,0.004,0.052,0.941,-0.015,0.398,0.971,9.327,2.225,0,91.773,15.086,0,-2.839,1.952,0.146,5.31,4.952,0.284,0.167,0.905,0.854
"Mplus VERSION 7.31",0.1,"09/20/2015","12:40 AM","lasa","b1","female","aehplus","gait","grip",NA,NA,TRUE,869,6,NA,42,-15903.62,31891.24,32091.469,31958.087,31895.6128813559,"b1_female_aehplus_gait_grip.out"," LASAPhysicalCognitiveDescriptives.dat",-4.299,8.061,0.594,-0.015,0.059,0.799,0.038,0.34,0.911,-0.109,1.457,0.94,0.089,0.648,0.891,15.192,4.91,0.002,0.005,0.041,0.894,-0.098,0.436,0.822,14.145,0.793,0,15.415,9.976,0.122,0.146,0.141,0.301,-0.327,1.159,0.778,16.659,3.992,0,17.664,0.539,0,-0.41,0.096,0,9.176,0.694,0,0.735,0.114,0
"Mplus VERSION 7.31",0.1,"09/20/2015","12:46 AM","lasa","b1","male","aehplus","gait","grip",NA,NA,TRUE,883,6,NA,42,-14944.695,29973.391,30174.29,30040.907,29977.691,"b1_male_aehplus_gait_grip.out"," LASAPhysicalCognitiveDescriptives.dat",-3.028,3.888,0.436,-0.051,0.096,0.592,-0.801,0.659,0.224,-0.077,0.322,0.81,-0.607,0.446,0.173,43.252,5.687,0,0.113,0.056,0.046,-0.749,0.529,0.157,21.684,1.268,0,1.032,8.119,0.899,0.228,0.517,0.66,0.424,0.865,0.624,11.435,3.095,0,32.319,0.716,0,-1.037,0.093,0,7.422,1.12,0,0.782,0.252,0.002
"Mplus VERSION 7.31",0.1,"09/20/2015","12:43 AM","lasa","b1","female","aehplus","pek","gait",NA,NA,TRUE,1058,6,NA,41,-27557.646,55197.292,55400.821,55270.599,55200.6817637795,"b1_female_aehplus_pek_gait.out"," LASAPhysicalCognitiveDescriptives.dat",-49.273,17.188,0.004,-0.178,0.119,0.135,-0.461,0.822,0.575,-4.264,2.264,0.06,-3.855,5.068,0.447,6.479,2.465,0.009,0.242,0.16,0.131,0.488,0.522,0.35,15.002,2.675,0,4471.717,283.107,0,1.321,0.736,0.073,15.403,13.978,0.27,2128.523,135.023,0,9.528,0.308,0,0.777,0.106,0,303.42,5.318,0,-5.271,0.548,0
"Mplus VERSION 7.31",0.1,"09/20/2015","12:49 AM","lasa","b1","male","aehplus","pek","gait",NA,NA,TRUE,1146,6,NA,41,-27744.192,55570.384,55777.19,55646.961,55573.5035652174,"b1_male_aehplus_pek_gait.out"," LASAPhysicalCognitiveDescriptives.dat",-89.941,32.365,0.005,-0.594,0.347,0.087,-2.499,2.328,0.283,-1.955,2.064,0.343,-2.796,6.064,0.645,9.907,8.148,0.224,0.086,0.078,0.269,0.781,0.459,0.089,11.807,3.172,0,9715.358,519.825,0,15.537,3.483,0,22.367,34.007,0.511,2646.854,154.115,0,8.701,0.22,0,0.583,0.065,0,389.664,7.073,0,-6.788,0.816,0
"Mplus VERSION 7.31",0.1,"09/20/2015","12:44 AM","lasa","b1","female","aehplus","pek","grip",NA,NA,TRUE,813,6,NA,41,-17202.254,34486.508,34679.238,34549.038,34490.97492607,"b1_female_aehplus_pek_grip.out"," LASAPhysicalCognitiveDescriptives.dat",82.214,32.782,0.012,0.011,0.218,0.958,-0.237,1.935,0.902,0.147,3.901,0.97,5.862,7.309,0.423,14.67,3.007,0,0.002,0.023,0.941,-0.046,0.23,0.84,14.323,0.792,0,5277.6,587.804,0,8.509,4.02,0.034,-82.652,43.051,0.055,2132.339,187.686,0,17.824,0.424,0,-0.432,0.05,0,309.628,8.341,0,-5.404,0.863,0
"Mplus VERSION 7.31",0.1,"09/20/2015","12:51 AM","lasa","b1","male","aehplus","pek","grip",NA,NA,TRUE,823,6,NA,41,-17333.852,34749.704,34942.935,34812.735,34754.113731114,"b1_male_aehplus_pek_grip.out"," LASAPhysicalCognitiveDescriptives.dat",156.237,35.369,0,0.306,0.102,0.003,-1.378,3.011,0.647,1.355,1.539,0.378,-12.073,7.969,0.13,40.77,3.446,0,0.01,0.002,0,-0.178,0.115,0.121,22.01,1.249,0,11614.501,955.292,0,29.048,8.412,0.001,-192.751,74.452,0.01,2466.882,173.061,0,31.867,0.657,0,-0.93,0.074,0,394.296,10.422,0,-5.706,1.121,0
"Mplus VERSION 5.1",0.1,"09/01/2015","12:28 PM","nuage","b1","female","aehplus","grip","gait",NA,NA,TRUE,934,4,NA,45,-15587.387,31264.774,31482.55,31339.634,31269.4361621622,"b1_female_aehplus_grip_gait.out"," f:\IALSA\IALSA_retour.dat",-1.754,0.396,0,-0.037,0.041,0.367,-0.409,0.168,0.015,-0.079,0.115,0.492,-0.134,0.093,0.152,176.11,10.891,0,2.674,0.883,0.002,-2.234,2.037,0.273,37.887,2.671,0,0.516,0.087,0,0.048,0.015,0.001,0.041,0.025,0.101,0.275,0.023,0,60.561,1.122,0,-2.198,0.284,0,3.948,0.06,0,0.018,0.025,0.473
"Mplus VERSION 5.1",0.1,"09/01/2015","12:27 PM","nuage","b1","male","aehplus","grip","gait",NA,NA,TRUE,847,4,NA,45,-14808.451,29706.903,29920.279,29777.373,29712.0715393258,"b1_male_aehplus_grip_gait.out"," f:\IALSA\IALSA_retour.dat",-1.868,0.727,0.01,-0.069,0.043,0.109,-0.687,0.452,0.129,-0.166,0.145,0.252,-0.23,0.099,0.02,201.08,13.545,0,1.842,0.882,0.037,-2.497,2.298,0.277,36.179,2.491,0,0.433,0.223,0.052,0.043,0.071,0.549,0.131,0.078,0.094,0.524,0.208,0.012,80.722,1.368,0,-2.336,0.291,0,3.824,0.083,0,-0.037,0.027,0.175
"Mplus VERSION 5.1",0.1,"09/01/2015","12:23 PM","nuage","b1","female","aehplus","grip","tug",NA,NA,TRUE,934,4,NA,45,-18531.496,37152.993,37370.769,37227.853,37157.6551621622,"b1_female_aehplus_grip_tug.out"," f:\IALSA\IALSA_retour.dat",-7.368,1.161,0,-0.173,0.118,0.142,-0.387,0.384,0.315,-0.42,0.327,0.198,-0.101,0.238,0.672,176.038,10.891,0,2.696,0.885,0.002,-2.188,2.035,0.282,37.912,2.674,0,4.18,0.663,0,0.164,0.063,0.009,0.286,0.185,0.121,1.779,0.204,0,60.567,1.122,0,-2.2,0.285,0,9.75,0.168,0,0.113,0.056,0.045
"Mplus VERSION 5.1",0.1,"09/01/2015","12:24 PM","nuage","b1","male","aehplus","grip","tug",NA,NA,TRUE,847,4,NA,45,-16992.737,34075.474,34288.851,34145.945,34080.6425393258,"b1_male_aehplus_grip_tug.out"," f:\IALSA\IALSA_retour.dat",-5.71,1.35,0,-0.203,0.105,0.054,-1.208,0.434,0.005,-0.158,0.255,0.536,-0.359,0.196,0.067,201.231,13.568,0,1.811,0.883,0.04,-2.52,2.289,0.271,36.201,2.492,0,2.567,0.648,0,0.4,0.274,0.144,0.632,0.349,0.071,2.011,0.649,0.002,80.732,1.369,0,-2.35,0.29,0,9.687,0.189,0,0.098,0.057,0.089
"Mplus VERSION 7.31",0.1,"09/14/2015","11:22 PM","octo","b1","female","aehplus","pek","grip",NA,NA,TRUE,270,5,NA,37,-5667.728,11409.455,11542.597,11425.282,11421.5756896552,"b1_female_aehplus_pek_grip.out"," octomult_12aug2010.dat",42.411,10.186,0,0.241,0.248,0.332,-2.977,1.613,0.065,0.095,1.313,0.942,1.297,3.258,0.691,3.137,0.433,0,0.016,0.009,0.055,-0.029,0.04,0.475,1.272,0.124,0,4154.413,498.444,0,29.156,15.102,0.054,-142.176,86.245,0.099,2109.898,183.229,0,9.159,0.216,0,-0.336,0.034,0,330.228,7.491,0,-8.311,1.313,0
"Mplus VERSION 7.31",0.1,"09/14/2015","11:23 PM","octo","b1","male","aehplus","pek","grip",NA,NA,TRUE,138,5,NA,37,-2933.119,5940.238,6048.547,5931.491,5968.358,"b1_male_aehplus_pek_grip.out"," octomult_12aug2010.dat",27.775,27.197,0.307,0.136,0.625,0.828,1.959,3.123,0.531,2.437,4.907,0.619,10.667,6.939,0.124,4.378,0.692,0,0.042,0.023,0.072,-0.074,0.097,0.45,1.6,0.222,0,8257.89,1392.823,0,23.124,18.855,0.22,-168.171,148.652,0.258,3411.232,434.99,0,12.082,0.399,0,-0.336,0.076,0,459.516,20.888,0,-7.313,3.781,0.053
"Mplus VERSION 7.3",0.1,"09/14/2015"," 4:45 PM","radc","b1","female","a","fev","gait",NA,NA,TRUE,1010,5,NA,23,-2644.061,5334.121,5447.229,5374.179,5335.24067545639,"b1_female_a_fev_gait.out",NA,0.016,0.003,0,0,0,0.974,0,0.001,0.786,0,0.001,0.826,0,0.001,0.573,0.13,0.008,0,0,0.001,0.523,-0.001,0.001,0.471,0.027,0.005,0,0.022,0.002,0,0.001,0,0.001,-0.001,0.001,0.035,0.018,0.001,0,1.738,0.021,0,-0.039,0.004,0,0.692,0.01,0,-0.008,0.003,0.015
"Mplus VERSION 7.3",0.1,"09/14/2015"," 5:07 PM","radc","b1","female","ae","fev","gait",NA,NA,TRUE,1011,5,NA,30,-5191.228,10442.456,10590.016,10494.734,10444.3539591837,"b1_female_ae_fev_gait.out",NA,0.014,0.003,0,0,0,0.984,0.001,0.001,0.499,0,0.001,0.832,0,0.001,0.571,0.126,0.008,0,0,0.001,0.527,-0.001,0.001,0.527,0.027,0.005,0,0.021,0.002,0,0.001,0,0.002,-0.001,0.001,0.105,0.018,0.001,0,1.589,0.034,0,-0.036,0.008,0,0.59,0.017,0,0.008,0.006,0.205
"Mplus VERSION 7.3",0.1,"09/14/2015"," 5:09 PM","radc","b1","female","aeh","fev","gait",NA,NA,TRUE,1011,5,NA,38,-4002.752,8081.503,8268.414,8147.723,8084.55238271605,"b1_female_aeh_fev_gait.out",NA,0.012,0.002,0,0,0,0.932,0.001,0.001,0.349,0,0.001,0.994,0,0.001,0.567,0.112,0.008,0,0,0.001,0.531,0,0.001,0.901,0.027,0.005,0,0.02,0.002,0,0.001,0,0.002,-0.001,0.001,0.103,0.018,0.001,0,1.612,0.032,0,-0.038,0.008,0,0.593,0.017,0,0.008,0.006,0.208
"Mplus VERSION 7.3",0.1,"09/14/2015"," 4:47 PM","radc","b1","male","a","fev","gait",NA,NA,TRUE,351,5,NA,23,-1276.231,2598.463,2687.261,2614.296,2601.83914678899,"b1_male_a_fev_gait.out",NA,0.028,0.007,0,0,0,0.711,0.005,0.003,0.038,-0.001,0.002,0.663,-0.001,0.002,0.701,0.33,0.031,0,0.002,0.001,0.163,-0.008,0.005,0.109,0.047,0.006,0,0.022,0.003,0,0,0,0.205,-0.001,0.001,0.52,0.023,0.002,0,2.409,0.057,0,-0.048,0.012,0,0.742,0.019,0,-0.01,0.007,0.176
"Mplus VERSION 7.3",0.1,"09/14/2015"," 7:46 PM","radc","b1","male","aeh","fev","gait",NA,NA,TRUE,351,5,NA,27,-1862.843,3779.685,3883.927,3798.273,3784.36611455108,"b1_male_aeh_fev_gait.out",NA,0.028,0.007,0,0,0,0.711,0.005,0.003,0.038,-0.001,0.002,0.663,-0.001,0.002,0.701,0.33,0.031,0,0.002,0.001,0.163,-0.008,0.005,0.109,0.047,0.006,0,0.022,0.003,0,0,0,0.205,-0.001,0.001,0.52,0.023,0.002,0,2.409,0.057,0,-0.048,0.012,0,0.742,0.019,0,-0.01,0.007,0.176
