"software","version","date","time","output_file","data_file","file_path","study_name","model_number","subgroup","model_type","process_a","process_b","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","has_converged","trust_all","mistrust","covar_covered","ab_TAU_00_est","ab_TAU_00_se","ab_TAU_00_wald","ab_TAU_00_pval","ab_TAU_11_est","ab_TAU_11_se","ab_TAU_11_wald","ab_TAU_11_pval","ab_TAU_01_est","ab_TAU_01_se","ab_TAU_01_wald","ab_TAU_01_pval","ab_TAU_10_est","ab_TAU_10_se","ab_TAU_10_wald","ab_TAU_10_pval","ab_SIGMA_est","ab_SIGMA_se","ab_SIGMA_wald","ab_SIGMA_pval","aa_TAU_00_est","aa_TAU_00_se","aa_TAU_00_wald","aa_TAU_00_pval","aa_TAU_11_est","aa_TAU_11_se","aa_TAU_11_wald","aa_TAU_11_pval","aa_TAU_01_est","aa_TAU_01_se","aa_TAU_01_wald","aa_TAU_01_pval","a_SIGMA_est","a_SIGMA_se","a_SIGMA_wald","a_SIGMA_pval","bb_TAU_00_est","bb_TAU_00_se","bb_TAU_00_wald","bb_TAU_00_pval","bb_TAU_11_est","bb_TAU_11_se","bb_TAU_11_wald","bb_TAU_11_pval","bb_TAU_10_est","bb_TAU_10_se","bb_TAU_10_wald","bb_TAU_10_pval","b_SIGMA_est","b_SIGMA_se","b_SIGMA_wald","b_SIGMA_pval","a_GAMMA_00_est","a_GAMMA_00_se","a_GAMMA_00_wald","a_GAMMA_00_pval","a_GAMMA_10_est","a_GAMMA_10_se","a_GAMMA_10_wald","a_GAMMA_10_pval","b_GAMMA_00_est","b_GAMMA_00_se","b_GAMMA_00_wald","b_GAMMA_00_pval","b_GAMMA_10_est","b_GAMMA_10_se","b_GAMMA_10_wald","b_GAMMA_10_pval","R_IAIB_est","R_IAIB_se","R_IAIB_wald","R_IAIB_pval","R_SASB_est","R_SASB_se","R_SASB_wald","R_SASB_pval","R_RES_AB_est","R_RES_AB_se","R_RES_AB_wald","R_RES_AB_pval","a_GAMMA_01_est","a_GAMMA_01_se","a_GAMMA_01_wald","a_GAMMA_01_pval","a_GAMMA_11_est","a_GAMMA_11_se","a_GAMMA_11_wald","a_GAMMA_11_pval","b_GAMMA_01_est","b_GAMMA_01_se","b_GAMMA_01_wald","b_GAMMA_01_pval","b_GAMMA_11_est","b_GAMMA_11_se","b_GAMMA_11_wald","b_GAMMA_11_pval","a_GAMMA_02_est","a_GAMMA_02_se","a_GAMMA_02_wald","a_GAMMA_02_pval","a_GAMMA_12_est","a_GAMMA_12_se","a_GAMMA_12_wald","a_GAMMA_12_pval","b_GAMMA_02_est","b_GAMMA_02_se","b_GAMMA_02_wald","b_GAMMA_02_pval","b_GAMMA_12_est","b_GAMMA_12_se","b_GAMMA_12_wald","b_GAMMA_12_pval","a_GAMMA_03_est","a_GAMMA_03_se","a_GAMMA_03_wald","a_GAMMA_03_pval","a_GAMMA_13_est","a_GAMMA_13_se","a_GAMMA_13_wald","a_GAMMA_13_pval","b_GAMMA_03_est","b_GAMMA_03_se","b_GAMMA_03_wald","b_GAMMA_03_pval","b_GAMMA_13_est","b_GAMMA_13_se","b_GAMMA_13_wald","b_GAMMA_13_pval","a_GAMMA_04_est","a_GAMMA_04_se","a_GAMMA_04_wald","a_GAMMA_04_pval","a_GAMMA_14_est","a_GAMMA_14_se","a_GAMMA_14_wald","a_GAMMA_14_pval","b_GAMMA_04_est","b_GAMMA_04_se","b_GAMMA_04_wald","b_GAMMA_04_pval","b_GAMMA_14_est","b_GAMMA_14_se","b_GAMMA_14_wald","b_GAMMA_14_pval","a_GAMMA_05_est","a_GAMMA_05_se","a_GAMMA_05_wald","a_GAMMA_05_pval","a_GAMMA_15_est","a_GAMMA_15_se","a_GAMMA_15_wald","a_GAMMA_15_pval","b_GAMMA_05_est","b_GAMMA_05_se","b_GAMMA_05_wald","b_GAMMA_05_pval","b_GAMMA_15_est","b_GAMMA_15_se","b_GAMMA_15_wald","b_GAMMA_15_pval","a_GAMMA_06_est","a_GAMMA_06_se","a_GAMMA_06_wald","a_GAMMA_06_pval","a_GAMMA_16_est","a_GAMMA_16_se","a_GAMMA_16_wald","a_GAMMA_16_pval","b_GAMMA_06_est","b_GAMMA_06_se","b_GAMMA_06_wald","b_GAMMA_06_pval","b_GAMMA_16_est","b_GAMMA_16_se","b_GAMMA_16_wald","b_GAMMA_16_pval"
"Mplus VERSION 7.3",0.1,"11/30/2016"," 1:54 PM","b1_female_aehplus_walking_speed_gait_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_female_aehplus_walking_speed_gait_digitsymbol.out","eas","b1","female","aehplus","gait","digitsymbol",363,5,NA,43,-7528.542,15143.083,15310.542,15174.122,15154.9450689655,TRUE,TRUE,NA,0,46.977,24.645,1.906,0.057,2.528,0.987,2.562,0.01,0.666,4.239,0.157,0.875,-6.96,5.62,-1.238,0.216,0.165,2.915,0.057,0.955,352.222,56.811,6.2,0,6.195,2.36,2.624,0.009,-3.75,8.798,-0.426,0.67,63.666,5.877,10.834,0,143.207,15.94,8.984,0,2.371,0.748,3.172,0.002,-6.32,2.913,-2.169,0.03,28.133,1.509,18.645,0,106.576,5.778,18.444,0,-3.543,1.511,-2.344,0.019,35.887,2.591,13.853,0,1.233,0.668,1.845,0.065,0.209,0.104,2.013,0.044,0.66,0.242,2.729,0.006,0.004,0.069,0.057,0.955,-1.577,0.367,-4.298,0,-0.091,0.102,-0.893,0.372,-0.385,0.154,-2.507,0.012,-0.096,0.036,-2.707,0.007,0.512,0.546,0.937,0.349,0.138,0.151,0.915,0.36,1.563,0.231,6.773,0,-0.007,0.06,-0.122,0.903,0.099,0.293,0.337,0.736,0.024,0.067,0.359,0.719,0.132,0.191,0.695,0.487,-0.036,0.042,-0.849,0.396,3.267,2.471,1.322,0.186,-0.305,0.845,-0.362,0.718,1.07,1.06,1.009,0.313,0.164,0.35,0.469,0.639,-6.843,3.375,-2.027,0.043,0.371,1.18,0.314,0.753,-2.538,2.065,-1.229,0.219,0.034,0.489,0.069,0.945,-16.036,4.403,-3.642,0,0.964,1.326,0.727,0.467,-4.654,2.01,-2.315,0.021,-0.75,0.506,-1.484,0.138
"Mplus VERSION 7.3",0.1,"11/30/2016"," 1:06 PM","b1_male_aehplus_walking_fluency_gait_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_fluency_gait_bostonnaming.out","eas","b1","male","aehplus","gait","bostonnaming",222,5,NA,43,-3504.268,7094.536,7240.851,7104.58,7115.79442696629,TRUE,TRUE,NA,0,6.143,6.141,1,0.317,-0.005,0.418,-0.011,0.991,-0.228,1.694,-0.135,0.893,0.345,1.618,0.213,0.831,0.289,0.947,0.306,0.76,305.123,72.482,4.21,0,2.293,3.572,0.642,0.521,1.864,14.524,0.128,0.898,77.717,8.715,8.918,0,3.486,0.819,4.254,0,0.007,0.046,0.141,0.888,0.075,0.144,0.524,0.6,1.758,0.133,13.262,0,112.295,8.1,13.864,0,-2.754,2.44,-1.129,0.259,10.846,0.615,17.643,0,0.107,0.174,0.613,0.54,0.188,0.178,1.061,0.289,-0.038,3.452,-0.011,0.991,0.025,0.081,0.307,0.759,-1.095,0.422,-2.592,0.01,-0.118,0.131,-0.907,0.364,-0.036,0.037,-0.956,0.339,-0.009,0.01,-0.888,0.374,0.745,0.682,1.092,0.275,-0.102,0.188,-0.54,0.589,0.187,0.054,3.489,0,-0.007,0.015,-0.482,0.63,0.083,0.45,0.185,0.853,0.022,0.144,0.151,0.88,-0.001,0.067,-0.02,0.984,0.008,0.014,0.588,0.556,-6.226,4.538,-1.372,0.17,1.861,1.431,1.301,0.193,0.631,0.393,1.605,0.109,-0.157,0.111,-1.407,0.159,-2.023,4.631,-0.437,0.662,0.622,1.259,0.494,0.621,0.103,0.364,0.283,0.778,0.023,0.123,0.185,0.853,-12.928,5.302,-2.438,0.015,0.047,1.414,0.033,0.973,-0.683,0.494,-1.385,0.166,0.155,0.14,1.113,0.266
"Mplus VERSION 7.3",0.1,"11/30/2016"," 1:13 PM","b1_male_aehplus_walking_fluency_gait_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_fluency_gait_category.out","eas","b1","male","aehplus","gait","category",222,5,NA,43,-4491.177,9068.353,9214.668,9078.398,9089.61142696629,TRUE,TRUE,NA,0,44.148,25.448,1.735,0.083,1.74,1.192,1.46,0.144,-6.476,5.396,-1.2,0.23,-3.163,7.158,-0.442,0.659,0.065,3.206,0.02,0.984,320.64,77.045,4.162,0,3.86,4.448,0.868,0.386,-2.421,18.018,-0.134,0.893,75.045,9.092,8.254,0,61.902,10.64,5.818,0,1.3,0.668,1.946,0.052,-4.608,2.296,-2.007,0.045,18.474,1.22,15.143,0,113.524,7.914,14.344,0,-3.069,2.321,-1.323,0.186,29.87,2.784,10.73,0,0.689,0.746,0.924,0.355,0.313,0.161,1.943,0.052,0.777,0.722,1.075,0.282,0.002,0.086,0.02,0.984,-1.149,0.422,-2.723,0.006,-0.1,0.142,-0.707,0.479,-0.188,0.139,-1.349,0.177,-0.047,0.036,-1.278,0.201,0.616,0.712,0.865,0.387,-0.067,0.191,-0.352,0.725,0.902,0.224,4.032,0,-0.051,0.058,-0.879,0.38,0.163,0.417,0.391,0.695,-0.015,0.13,-0.113,0.91,-0.017,0.155,-0.113,0.91,-0.051,0.045,-1.136,0.256,-5.515,4.712,-1.17,0.242,1.579,1.514,1.042,0.297,2.907,1.695,1.715,0.086,-0.488,0.413,-1.183,0.237,-2.75,4.785,-0.575,0.565,0.763,1.26,0.605,0.545,1.475,1.249,1.18,0.238,0.139,0.363,0.382,0.703,-12.9,5.488,-2.351,0.019,0.183,1.476,0.124,0.901,-2.461,1.706,-1.443,0.149,-0.01,0.496,-0.02,0.984
"Mplus VERSION 7.3",0.1,"11/30/2016"," 1:27 PM","b1_male_aehplus_walking_fluency_gait_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_fluency_gait_fas.out","eas","b1","male","aehplus","gait","fas",222,5,NA,43,-4597.336,9280.672,9426.987,9290.716,9301.93042696629,TRUE,TRUE,NA,0,26.133,28.929,0.903,0.366,0.814,1.549,0.526,0.599,0.644,7.199,0.09,0.929,2.697,8.088,0.333,0.739,0.865,4.615,0.188,0.851,307.212,71,4.327,0,2.981,3.864,0.771,0.44,0.593,15.614,0.038,0.97,76.721,8.536,8.988,0,101.346,20.047,5.055,0,0.723,1.044,0.692,0.489,-0.414,4.07,-0.102,0.919,30.025,2.684,11.186,0,112.02,7.697,14.553,0,-2.607,2.291,-1.138,0.255,20.247,3.839,5.274,0,1.693,0.764,2.215,0.027,0.148,0.164,0.904,0.366,0.555,1.221,0.454,0.65,0.018,0.096,0.188,0.851,-1.064,0.404,-2.633,0.008,-0.126,0.126,-0.997,0.319,0.295,0.199,1.483,0.138,-0.054,0.043,-1.255,0.209,0.715,0.701,1.02,0.308,-0.106,0.192,-0.553,0.58,1.657,0.322,5.143,0,-0.111,0.071,-1.566,0.117,-0.073,0.421,-0.172,0.863,0.04,0.141,0.282,0.778,-0.388,0.272,-1.426,0.154,0.042,0.073,0.582,0.561,-5.416,4.516,-1.199,0.23,1.674,1.38,1.214,0.225,3.916,2.214,1.769,0.077,-0.41,0.465,-0.883,0.377,-2.525,4.567,-0.553,0.58,0.6,1.175,0.51,0.61,-1.091,1.687,-0.647,0.518,0.505,0.484,1.044,0.297,-12.621,5.353,-2.358,0.018,0.108,1.449,0.074,0.941,-5.691,2.31,-2.464,0.014,-0.48,0.565,-0.849,0.396
"Mplus VERSION 7.3",0.1,"11/30/2016"," 2:02 PM","b1_male_aehplus_walking_fluid_gait_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_fluid_gait_trailsb.out","eas","b1","male","aehplus","gait","trailsb",221,5,NA,43,-6062.364,12210.729,12356.85,12220.581,12232.1075310734,TRUE,TRUE,NA,0,-225.903,171.176,-1.32,0.187,-7.094,13.231,-0.536,0.592,-31.126,41.997,-0.741,0.459,15.304,51.784,0.296,0.768,57.565,34.952,1.647,0.1,302.242,72.233,4.184,0,3.211,3.986,0.806,0.42,1.475,16.014,0.092,0.927,76.601,8.354,9.17,0,2354.973,504.141,4.671,0,35.157,34.054,1.032,0.302,-43.294,118.05,-0.367,0.714,1467.17,70.884,20.698,0,111.579,7.913,14.1,0,-3.007,2.468,-1.218,0.223,163.752,17.009,9.628,0,2.921,5.251,0.556,0.578,-0.268,0.199,-1.343,0.179,-0.668,1.438,-0.464,0.642,0.172,0.103,1.67,0.095,-0.999,0.435,-2.298,0.022,-0.111,0.132,-0.841,0.4,1.609,1.066,1.51,0.131,0.257,0.311,0.825,0.409,0.663,0.647,1.024,0.306,-0.107,0.182,-0.589,0.556,-6.034,1.55,-3.892,0,-0.236,0.506,-0.466,0.641,-0.053,0.469,-0.114,0.909,0.083,0.141,0.585,0.558,-0.151,1.524,-0.099,0.921,0.489,0.363,1.349,0.177,-4.497,4.733,-0.95,0.342,1.905,1.481,1.286,0.199,-1.04,12.425,-0.084,0.933,-3.64,3.626,-1.004,0.315,-2.65,4.775,-0.555,0.579,0.678,1.361,0.498,0.618,2.174,10.493,0.207,0.836,-0.536,3.939,-0.136,0.892,-12.849,5.421,-2.37,0.018,-0.118,1.517,-0.078,0.938,4.014,11.703,0.343,0.732,5.731,3.506,1.635,0.102
"Mplus VERSION 7.3",0.1,"12/05/2016"," 8:52 AM","b1_male_aehplus_walking_global_gait_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_global_gait_mmse.out","eas","b1","male","aehplus","gait","mmse",222,5,NA,43,-3235.655,6557.309,6703.624,6567.354,6578.56742696629,TRUE,TRUE,NA,0,6.093,4.609,1.322,0.186,-0.061,0.298,-0.205,0.837,0.397,1.167,0.34,0.734,0.394,1.348,0.293,0.77,-0.253,0.951,-0.265,0.791,313.954,77.911,4.03,0,2.794,3.709,0.753,0.451,0.932,16.262,0.057,0.954,77.035,8.892,8.663,0,0.998,0.294,3.393,0.001,0.005,0.021,0.259,0.796,0.015,0.076,0.201,0.84,0.999,0.048,20.591,0,110.71,7.843,14.116,0,-2.603,2.33,-1.117,0.264,25.495,0.459,55.579,0,0.21,0.152,1.381,0.167,0.344,0.251,1.369,0.171,-0.501,2.739,-0.183,0.855,-0.029,0.108,-0.266,0.79,-1.113,0.424,-2.625,0.009,-0.131,0.129,-1.014,0.31,0.009,0.023,0.385,0.7,-0.017,0.007,-2.335,0.02,0.868,0.655,1.325,0.185,-0.099,0.181,-0.547,0.584,0.148,0.041,3.607,0,-0.013,0.011,-1.099,0.272,0.057,0.429,0.133,0.894,0.004,0.132,0.033,0.973,-0.003,0.037,-0.083,0.934,-0.003,0.01,-0.253,0.8,-5.422,4.621,-1.173,0.241,1.806,1.405,1.286,0.199,0.043,0.278,0.155,0.877,-0.006,0.086,-0.066,0.947,-2.986,4.481,-0.667,0.505,0.569,1.146,0.497,0.619,0.012,0.226,0.052,0.958,-0.025,0.079,-0.32,0.749,-12.428,5.554,-2.238,0.025,-0.064,1.462,-0.044,0.965,-0.436,0.253,-1.723,0.085,0.1,0.088,1.141,0.254
"Mplus VERSION 7.3",0.1,"11/30/2016"," 1:51 PM","b1_male_aehplus_walking_knowledge_gait_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_knowledge_gait_waisvocab.out","eas","b1","male","aehplus","gait","waisvocab",222,5,NA,43,-4804.744,9695.488,9841.803,9705.532,9716.74642696629,TRUE,TRUE,NA,0,6.943,29.021,0.239,0.811,-0.344,1.692,-0.203,0.839,4.124,7.965,0.518,0.605,5.685,6.918,0.822,0.411,-3.812,6.283,-0.607,0.544,304.162,73.362,4.146,0,2.609,3.738,0.698,0.485,1.303,15.836,0.082,0.934,77.472,8.435,9.185,0,91.57,18.212,5.028,0,0.39,1.105,0.353,0.724,-2.131,4.27,-0.499,0.618,47.746,2.965,16.103,0,112.279,7.962,14.103,0,-2.768,2.661,-1.04,0.298,36.757,3.034,12.116,0,0.007,0.875,0.008,0.994,0.042,0.173,0.24,0.81,-0.341,1.816,-0.188,0.851,-0.063,0.102,-0.612,0.54,-1.047,0.42,-2.493,0.013,-0.107,0.126,-0.853,0.394,0.368,0.178,2.06,0.039,-0.088,0.05,-1.766,0.077,0.696,0.686,1.016,0.31,-0.102,0.224,-0.457,0.648,1.522,0.28,5.443,0,0.028,0.077,0.367,0.714,0.077,0.443,0.173,0.863,0.02,0.134,0.152,0.879,0.021,0.329,0.063,0.95,-0.007,0.071,-0.103,0.918,-5.631,4.656,-1.209,0.227,1.851,1.535,1.206,0.228,-1.029,2.079,-0.495,0.62,-0.003,0.539,-0.005,0.996,-2.43,4.832,-0.503,0.615,0.598,1.22,0.491,0.624,0.858,1.902,0.451,0.652,-0.494,0.517,-0.956,0.339,-13.059,5.399,-2.419,0.016,0.129,1.492,0.087,0.931,-2.548,2.316,-1.1,0.271,-0.555,0.613,-0.905,0.365
"Mplus VERSION 7.3",0.1,"11/30/2016"," 1:38 PM","b1_male_aehplus_walking_memory_gait_digitspan.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_memory_gait_digitspan.out","eas","b1","male","aehplus","gait","digitspan",222,5,NA,43,-3761.702,7609.404,7755.719,7619.448,7630.66242696629,TRUE,TRUE,NA,0,9.479,9.984,0.949,0.342,0.177,0.397,0.445,0.656,0.185,2.039,0.091,0.928,0.961,2.399,0.4,0.689,-0.863,1.488,-0.58,0.562,310.848,74.156,4.192,0,3.146,4.269,0.737,0.461,-0.048,17.836,-0.003,0.998,76.246,8.502,8.968,0,10.422,1.909,5.458,0,0.064,0.071,0.9,0.368,-0.525,0.384,-1.368,0.171,3.117,0.229,13.624,0,111.749,7.692,14.528,0,-3.055,2.478,-1.233,0.218,12.056,1.058,11.391,0,0.329,0.247,1.332,0.183,0.167,0.172,0.969,0.333,0.394,1.043,0.378,0.706,-0.056,0.096,-0.58,0.562,-1.073,0.422,-2.543,0.011,-0.112,0.134,-0.838,0.402,-0.011,0.06,-0.186,0.852,-0.006,0.014,-0.432,0.666,0.776,0.667,1.164,0.244,-0.093,0.209,-0.446,0.655,0.301,0.08,3.746,0,-0.009,0.021,-0.432,0.666,-0.1,0.416,-0.24,0.81,0.016,0.124,0.126,0.9,-0.138,0.059,-2.32,0.02,0.008,0.018,0.427,0.669,-5.571,4.614,-1.208,0.227,2.085,1.48,1.409,0.159,1.083,0.725,1.495,0.135,-0.158,0.149,-1.065,0.287,-2.767,4.605,-0.601,0.548,0.666,1.208,0.551,0.582,-0.933,0.508,-1.839,0.066,0.185,0.109,1.705,0.088,-13.171,5.342,-2.466,0.014,0.138,1.487,0.093,0.926,-1.222,0.696,-1.755,0.079,0.052,0.156,0.332,0.74
"Mplus VERSION 7.3",0.1,"11/30/2016"," 1:01 PM","b1_male_aehplus_walking_memory_gait_freerecall.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_memory_gait_freerecall.out","eas","b1","male","aehplus","gait","freerecall",222,5,NA,43,-4265.337,8616.674,8762.989,8626.719,8637.93242696629,TRUE,TRUE,NA,0,11.326,13.257,0.854,0.393,0.088,0.88,0.1,0.92,0.577,4.055,0.142,0.887,1.408,3.48,0.404,0.686,2.953,2.688,1.099,0.272,297.19,69.498,4.276,0,1.806,3.587,0.504,0.615,4.391,14.251,0.308,0.758,78.666,9.693,8.116,0,14.187,4.41,3.217,0.001,0.266,0.317,0.838,0.402,0.301,0.946,0.318,0.75,12.748,0.838,15.215,0,111.254,7.534,14.767,0,-2.583,2.406,-1.074,0.283,31.017,1.578,19.659,0,-0.152,0.502,-0.303,0.762,0.174,0.203,0.859,0.39,0.127,1.199,0.106,0.916,0.093,0.082,1.139,0.255,-1.07,0.403,-2.655,0.008,-0.13,0.131,-0.986,0.324,-0.236,0.095,-2.495,0.013,-0.015,0.027,-0.531,0.595,0.755,0.672,1.122,0.262,-0.092,0.188,-0.489,0.625,0.264,0.131,2.019,0.044,-0.002,0.038,-0.063,0.95,0.038,0.393,0.097,0.922,-0.014,0.118,-0.119,0.906,-0.227,0.113,-1.998,0.046,-0.013,0.04,-0.313,0.754,-5.1,4.624,-1.103,0.27,1.646,1.432,1.149,0.25,-0.099,0.909,-0.109,0.914,0.149,0.293,0.508,0.611,-2.485,4.891,-0.508,0.611,0.592,1.26,0.47,0.638,1.526,0.736,2.073,0.038,-0.167,0.27,-0.616,0.538,-12.697,5.256,-2.416,0.016,-0.012,1.397,-0.008,0.993,-2.742,0.965,-2.842,0.004,0.514,0.349,1.474,0.141
"Mplus VERSION 7.3",0.1,"11/30/2016"," 2:09 PM","b1_male_aehplus_walking_memory_gait_logicalmemory.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_memory_gait_logicalmemory.out","eas","b1","male","aehplus","gait","logicalmemory",218,5,NA,43,-4176.61,8439.22,8584.754,8448.49,8460.96712643678,TRUE,TRUE,NA,0,20.532,18.129,1.133,0.257,0.105,0.825,0.128,0.898,3.571,5.274,0.677,0.498,-0.946,4.495,-0.21,0.833,-0.924,3.229,-0.286,0.775,306.876,78.922,3.888,0,2.218,3.613,0.614,0.539,2.852,15.712,0.181,0.856,77.727,8.57,9.07,0,30.122,6.594,4.568,0,0.569,0.367,1.551,0.121,-0.788,1.567,-0.503,0.615,14.078,1.018,13.835,0,111.62,7.686,14.522,0,-2.647,2.48,-1.067,0.286,13.839,2.004,6.905,0,1.838,0.625,2.941,0.003,0.214,0.188,1.134,0.257,0.094,0.756,0.124,0.901,-0.028,0.097,-0.287,0.774,-1.066,0.407,-2.621,0.009,-0.128,0.123,-1.038,0.299,0.028,0.111,0.251,0.802,-0.106,0.039,-2.732,0.006,0.788,0.654,1.205,0.228,-0.097,0.192,-0.504,0.614,0.852,0.154,5.535,0,-0.131,0.051,-2.551,0.011,0.099,0.408,0.242,0.809,0.009,0.123,0.072,0.942,0.091,0.129,0.703,0.482,-0.013,0.042,-0.303,0.762,-5.738,4.622,-1.241,0.214,1.755,1.44,1.219,0.223,1.68,1.336,1.257,0.209,-0.315,0.361,-0.873,0.383,-2.447,4.784,-0.511,0.609,0.6,1.158,0.518,0.604,0.076,0.88,0.086,0.931,-0.144,0.324,-0.443,0.658,-13.49,5.409,-2.494,0.013,0.046,1.537,0.03,0.976,-0.92,1.259,-0.731,0.465,0.622,0.467,1.333,0.183
"Mplus VERSION 7.3",0.1,"11/30/2016"," 1:22 PM","b1_male_aehplus_walking_reasoning_gait_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_reasoning_gait_block.out","eas","b1","male","aehplus","gait","block",210,5,NA,43,-4377.56,8841.12,8985.046,8848.797,8863.91518072289,TRUE,TRUE,NA,0,45.457,19.658,2.312,0.021,0.22,1.211,0.182,0.856,5.449,5.108,1.067,0.286,-4.448,5.915,-0.752,0.452,-3.196,3.455,-0.925,0.355,301.011,70.856,4.248,0,2.126,3.97,0.536,0.592,3.002,15.333,0.196,0.845,78.271,9.037,8.661,0,63.439,11.031,5.751,0,0.233,0.565,0.412,0.68,-0.836,2.359,-0.354,0.723,22.175,1.553,14.277,0,110.04,7.62,14.44,0,-2.464,2.337,-1.054,0.292,15.918,2.586,6.156,0,1.778,0.646,2.751,0.006,0.329,0.147,2.24,0.025,0.313,1.695,0.184,0.854,-0.077,0.081,-0.944,0.345,-1.118,0.418,-2.675,0.007,-0.122,0.132,-0.919,0.358,0.009,0.145,0.063,0.95,-0.087,0.039,-2.255,0.024,0.898,0.648,1.386,0.166,-0.121,0.195,-0.622,0.534,0.998,0.232,4.295,0,-0.062,0.059,-1.048,0.294,-0.075,0.424,-0.176,0.86,0.053,0.132,0.403,0.687,-0.065,0.179,-0.361,0.718,-0.025,0.046,-0.534,0.593,-4.954,4.554,-1.088,0.277,1.763,1.382,1.276,0.202,-1.786,1.747,-1.022,0.307,0.298,0.407,0.733,0.463,-2.641,4.309,-0.613,0.54,0.632,1.107,0.571,0.568,-1.259,1.406,-0.895,0.371,0.13,0.335,0.389,0.697,-12.764,5.5,-2.321,0.02,-0.061,1.522,-0.04,0.968,0.689,1.855,0.371,0.71,-0.663,0.482,-1.376,0.169
"Mplus VERSION 7.3",0.1,"11/30/2016"," 1:56 PM","b1_male_aehplus_walking_speed_gait_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv","./studies/eas/physical-cognitive/without-errors/gait-2016-11-30/b1_male_aehplus_walking_speed_gait_digitsymbol.out","eas","b1","male","aehplus","gait","digitsymbol",221,5,NA,43,-4662.796,9411.593,9557.714,9421.445,9432.97153107345,TRUE,TRUE,NA,0,68.903,26.043,2.646,0.008,1.589,1.331,1.194,0.233,4.912,6.229,0.789,0.43,-0.111,8.032,-0.014,0.989,-0.479,4.282,-0.112,0.911,316.097,77.455,4.081,0,3.029,4.448,0.681,0.496,1.043,16.93,0.062,0.951,76.204,8.581,8.88,0,100.163,16.585,6.039,0,1.869,0.971,1.925,0.054,0.229,3.169,0.072,0.943,28.322,1.718,16.488,0,109.285,7.57,14.436,0,-2.834,2.302,-1.231,0.218,32.413,3.034,10.685,0,0.821,0.815,1.008,0.313,0.387,0.144,2.687,0.007,0.668,0.848,0.787,0.431,-0.01,0.092,-0.112,0.911,-1.082,0.413,-2.621,0.009,-0.135,0.125,-1.085,0.278,-0.225,0.161,-1.405,0.16,-0.07,0.046,-1.538,0.124,0.9,0.65,1.384,0.166,-0.074,0.191,-0.388,0.698,1.511,0.268,5.638,0,-0.015,0.076,-0.202,0.84,0.13,0.426,0.305,0.76,0.012,0.129,0.09,0.928,0.069,0.317,0.217,0.828,0.022,0.077,0.283,0.777,-4.756,4.569,-1.041,0.298,1.863,1.333,1.398,0.162,-0.855,2.01,-0.425,0.671,0.094,0.496,0.19,0.849,-2.363,4.835,-0.489,0.625,0.554,1.238,0.448,0.654,-2.686,1.526,-1.76,0.078,0.141,0.521,0.271,0.786,-12.365,5.47,-2.261,0.024,-0.073,1.523,-0.048,0.962,-3.615,2.227,-1.623,0.105,0.554,0.566,0.979,0.328
