"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","03/19/2015"," 2:24 PM","eas","b1","male","aeh",NA,NA,"muscle","speed",TRUE,72,8,NA,29,-1902.013,3862.026,3928.05,3836.681,3903.45457142857,"b1_male_aeh_muscle_speed_grip_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-6.687,12.351,-0.541,0.588,0.836,0.984,0.849,0.396,-2.224,2.951,-0.754,0.451,2.689,4.298,0.626,0.531,1.503,2.574,0.584,0.559,28.413,12.538,2.266,0.023,1.466,1.098,1.335,0.182,-3.088,2.834,-1.09,0.276,16.202,2.219,7.301,0,80.329,30.728,2.614,0.009,1.327,0.71,1.869,0.062,-1.091,4.074,-0.268,0.789,25.477,2.703,9.425,0,35.648,3.289,10.837,0,-1.824,1.218,-1.497,0.134,38.351,4.975,7.708,0,1.12,1.453,0.771,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.505,0.255,-1.977,0.048,-0.063,0.103,-0.606,0.545,-0.124,0.353,-0.351,0.726,-0.052,0.085,-0.612,0.54,-0.245,0.327,-0.748,0.455,0.015,0.109,0.142,0.887,1.358,0.559,2.427,0.015,-0.184,0.146,-1.258,0.208,0.203,0.149,1.363,0.173,0.003,0.054,0.053,0.958,0.125,0.259,0.482,0.63,-0.006,0.063,-0.095,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/25/2015"," 8:38 AM","eas","b1","male","aehplus",NA,NA,"muscle","fluency",TRUE,72,8,NA,41,-1411.413,2904.827,2998.17,2868.993,3019.627,"b1_male_aehplus_muscle_fluency_grip_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-1.107,4.224,-0.262,0.793,0.018,0.26,0.071,0.943,0.079,0.683,0.116,0.907,0.223,1.17,0.191,0.849,-0.042,0.753,-0.056,0.956,26.438,16.087,1.643,0.1,0.509,0.866,0.587,0.557,-2.043,2.814,-0.726,0.468,17.759,3.965,4.479,0,1.75,1.117,1.567,0.117,0.02,0.059,0.339,0.735,0.166,0.205,0.809,0.418,1.625,0.216,7.514,0,36.495,5.63,6.482,0,-2.455,1.466,-1.675,0.094,11.162,1.801,6.196,0,0.205,0.348,0.588,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.533,0.283,-1.886,0.059,-0.044,0.105,-0.418,0.676,0.037,0.081,0.454,0.65,-0.024,0.025,-0.973,0.33,-0.28,0.459,-0.61,0.542,0.038,0.113,0.333,0.739,0.099,0.143,0.692,0.489,-0.007,0.035,-0.197,0.844,0.209,0.21,0.999,0.318,0.001,0.06,0.021,0.984,0.01,0.072,0.135,0.893,0.004,0.022,0.169,0.866,-0.27,3.033,-0.089,0.929,0.433,0.743,0.583,0.56,0.895,0.959,0.934,0.35,-0.194,0.2,-0.971,0.331,-0.425,3.033,-0.14,0.888,0.778,1.121,0.694,0.488,-0.251,0.883,-0.284,0.777,-0.007,0.315,-0.023,0.982,-0.465,3.258,-0.143,0.886,-0.415,0.9,-0.461,0.645,-0.357,0.857,-0.417,0.677,0.208,0.286,0.726,0.468,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/25/2015"," 8:14 AM","eas","b1","male","aehplus",NA,NA,"muscle","fluency",TRUE,72,8,NA,41,-1835.73,3753.459,3846.803,3717.626,3868.259,"b1_male_aehplus_muscle_fluency_grip_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-9.346,12.463,-0.75,0.453,-0.374,0.75,-0.499,0.618,2.802,2.593,1.081,0.28,-0.013,5.044,-0.002,0.998,1.856,2.336,0.794,0.427,25.562,15.453,1.654,0.098,0.449,1.089,0.413,0.68,-1.876,3.548,-0.529,0.597,18.133,2.967,6.112,0,62.15,23.888,2.602,0.009,0.687,0.866,0.793,0.428,-4.687,4.827,-0.971,0.331,20.748,4.027,5.152,0,36.507,5.984,6.101,0,-2.524,1.518,-1.663,0.096,30.03,8.345,3.599,0,0.658,1.781,0.37,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.571,0.274,-2.079,0.038,-0.02,0.098,-0.205,0.838,-0.191,0.496,-0.385,0.7,-0.041,0.084,-0.488,0.626,-0.25,0.499,-0.5,0.617,0.022,0.12,0.182,0.856,1.056,0.716,1.475,0.14,-0.116,0.155,-0.744,0.457,0.187,0.213,0.879,0.379,0.012,0.059,0.197,0.844,-0.115,0.2,-0.576,0.564,-0.009,0.056,-0.16,0.873,-0.119,3.128,-0.038,0.97,0.39,0.71,0.549,0.583,3.599,5.075,0.709,0.478,-0.414,0.934,-0.443,0.658,-0.439,3.469,-0.127,0.899,0.819,0.912,0.898,0.369,-0.716,7.26,-0.099,0.921,0.185,1.239,0.149,0.881,-0.39,3.996,-0.098,0.922,-0.459,0.851,-0.539,0.59,-0.897,4.315,-0.208,0.835,0.214,0.748,0.286,0.775,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/25/2015"," 7:21 AM","eas","b1","male","aehplus",NA,NA,"muscle","fluency",TRUE,72,8,NA,41,-1896.262,3874.524,3967.868,3838.691,3989.324,"b1_male_aehplus_muscle_fluency_grip_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-14.542,16.903,-0.86,0.39,-0.201,0.788,-0.255,0.798,1.431,2.558,0.56,0.576,3.184,6.542,0.487,0.626,-0.631,3.787,-0.167,0.868,25.863,21.316,1.213,0.225,0.526,1.25,0.421,0.674,-1.855,4.981,-0.372,0.71,17.613,3.418,5.153,0,93.502,40.568,2.305,0.021,0.526,0.831,0.633,0.527,0.881,6.547,0.135,0.893,24.88,4.199,5.926,0,36.355,5.037,7.217,0,-2.394,1.467,-1.632,0.103,25.363,7.486,3.388,0.001,1.246,1.265,0.985,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.532,0.358,-1.485,0.137,-0.043,0.109,-0.395,0.693,-0.033,0.41,-0.08,0.936,-0.006,0.072,-0.086,0.932,-0.277,0.425,-0.651,0.515,0.035,0.109,0.322,0.747,1.593,0.571,2.788,0.005,-0.14,0.114,-1.224,0.221,0.211,0.193,1.089,0.276,0,0.066,0.003,0.998,-0.328,0.365,-0.899,0.369,0.002,0.067,0.032,0.974,-0.166,3.225,-0.051,0.959,0.385,0.966,0.399,0.69,1.49,4.479,0.333,0.739,0.229,0.662,0.346,0.729,-0.422,4.017,-0.105,0.916,0.752,1.145,0.657,0.511,0.96,7.973,0.12,0.904,-0.564,2.084,-0.271,0.787,-0.397,5.035,-0.079,0.937,-0.446,1.085,-0.411,0.681,-6.203,6.202,-1,0.317,0.031,0.984,0.031,0.975,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/25/2015"," 9:34 AM","eas","b1","male","aehplus",NA,NA,"muscle","fluency",TRUE,72,7,NA,41,-1325.518,2733.037,2826.38,2697.203,2847.837,"b1_male_aehplus_muscle_fluency_grip_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",1.44,7.829,0.184,0.854,0.027,0.734,0.036,0.971,0.159,2.25,0.071,0.944,-0.35,2.076,-0.169,0.866,0.006,1.909,0.003,0.998,27.344,15.446,1.77,0.077,0.774,1.45,0.534,0.594,-2.469,3.935,-0.627,0.53,17.278,3.856,4.481,0,5.512,5.263,1.047,0.295,0.02,0.263,0.074,0.941,0.113,1.006,0.113,0.91,5.228,0.708,7.386,0,36.25,5.497,6.595,0,-2.345,1.778,-1.319,0.187,17.396,3.772,4.612,0,-0.621,1.158,-0.536,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.532,0.357,-1.488,0.137,-0.042,0.13,-0.325,0.745,-0.034,0.234,-0.146,0.884,0.012,0.051,0.233,0.816,-0.261,0.447,-0.585,0.558,0.027,0.149,0.181,0.856,0.669,0.32,2.088,0.037,0.036,0.108,0.335,0.738,0.212,0.233,0.909,0.364,0,0.071,0,1,-0.033,0.196,-0.168,0.867,0.006,0.05,0.126,0.9,-0.166,3.779,-0.044,0.965,0.394,1.203,0.328,0.743,-0.129,2.01,-0.064,0.949,0.152,0.465,0.326,0.744,-0.311,3.234,-0.096,0.923,0.708,1.781,0.398,0.691,-1.247,2.392,-0.522,0.602,-0.094,0.78,-0.121,0.904,-0.479,3.086,-0.155,0.877,-0.423,1.505,-0.281,0.779,-1.402,2.642,-0.531,0.596,-0.106,0.772,-0.137,0.891,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/19/2015"," 1:51 PM","eas","b1","male","aehplus",NA,NA,"muscle","fluid",TRUE,72,8,NA,41,-2587.837,5257.675,5351.018,5221.841,5372.475,"b1_male_aehplus_muscle_fluid_grip_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",50.186,87.293,0.575,0.565,0.193,6.235,0.031,0.975,-3.889,22.765,-0.171,0.864,-4.444,26.814,-0.166,0.868,-11.7,33.724,-0.347,0.729,25.958,14.94,1.737,0.082,0.512,0.876,0.585,0.559,-1.902,3.121,-0.609,0.542,17.681,2.687,6.58,0,1560.329,886.527,1.76,0.078,23.358,40.525,0.576,0.564,-85.223,180.042,-0.473,0.636,1636.866,144.815,11.303,0,36.414,5.621,6.478,0,-2.425,1.24,-1.955,0.051,154.661,49.678,3.113,0.002,2.761,11.683,0.236,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.544,0.265,-2.05,0.04,-0.037,0.093,-0.402,0.688,1.004,2.423,0.414,0.679,0.206,0.747,0.275,0.783,-0.267,0.461,-0.579,0.563,0.03,0.12,0.247,0.805,-6.288,4.619,-1.361,0.173,0.171,1.109,0.155,0.877,0.207,0.199,1.043,0.297,0.002,0.064,0.033,0.974,-0.652,1.574,-0.414,0.679,0.424,0.449,0.945,0.345,-0.164,3.503,-0.047,0.963,0.414,0.968,0.427,0.669,0.588,26.829,0.022,0.983,-2.83,5.706,-0.496,0.62,-0.484,3.035,-0.16,0.873,0.77,0.902,0.854,0.393,23.37,22.634,1.032,0.302,-9.704,8.641,-1.123,0.261,-0.287,3.193,-0.09,0.928,-0.505,1.344,-0.376,0.707,3.988,21.892,0.182,0.855,3.472,7.236,0.48,0.631,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/25/2015"," 8:01 AM","eas","b1","male","aehplus",NA,NA,"muscle","global",TRUE,72,8,NA,41,-1237.087,2556.175,2649.518,2520.341,2670.975,"b1_male_aehplus_muscle_global_grip_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-0.232,1.891,-0.123,0.902,0.05,0.134,0.37,0.711,0.001,0.451,0.001,0.999,0.073,0.603,0.121,0.904,0.075,0.442,0.169,0.866,27.393,14.856,1.844,0.065,0.783,1.112,0.704,0.481,-2.437,3.057,-0.797,0.425,17.088,3.238,5.278,0,0.312,0.354,0.882,0.378,0.008,0.021,0.375,0.708,0.031,0.077,0.408,0.684,0.662,0.083,7.934,0,36.555,5.283,6.919,0,-2.544,1.748,-1.455,0.146,26.682,0.713,37.408,0,-0.063,0.287,-0.219,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.533,0.252,-2.114,0.035,-0.039,0.102,-0.388,0.698,-0.001,0.043,-0.034,0.973,-0.003,0.016,-0.165,0.869,-0.277,0.437,-0.633,0.527,0.036,0.134,0.266,0.79,0.063,0.068,0.928,0.353,0.001,0.021,0.056,0.955,0.201,0.196,1.023,0.306,0.007,0.055,0.132,0.895,0.002,0.031,0.05,0.96,-0.001,0.011,-0.075,0.94,-0.246,3.336,-0.074,0.941,0.419,0.905,0.463,0.643,-0.218,0.476,-0.457,0.648,0.066,0.144,0.462,0.644,-0.569,4.015,-0.142,0.887,0.861,1.229,0.701,0.483,0.066,0.67,0.099,0.921,-0.031,0.221,-0.143,0.887,-0.48,3.157,-0.152,0.879,-0.401,1.227,-0.327,0.744,-0.09,0.455,-0.198,0.843,0.028,0.175,0.159,0.874,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/25/2015"," 7:37 AM","eas","b1","male","aehplus",NA,NA,"muscle","knowledge",TRUE,72,8,NA,41,-1930.913,3943.826,4037.169,3907.992,4058.626,"b1_male_aehplus_muscle_knowledge_grip_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-4.11,17.345,-0.237,0.813,0.427,0.912,0.468,0.64,-0.041,4.4,-0.009,0.992,-0.224,4.667,-0.048,0.962,-1.629,5.603,-0.291,0.771,29.464,18.673,1.578,0.115,0.867,1.202,0.721,0.471,-3.105,4.146,-0.749,0.454,16.971,3.984,4.26,0,46.198,28.437,1.625,0.104,0.42,1.474,0.285,0.775,-1.574,5.901,-0.267,0.79,40.463,4.949,8.175,0,36.185,5.452,6.637,0,-2.294,1.836,-1.249,0.212,33.961,6.155,5.518,0,1.453,2.121,0.685,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.528,0.295,-1.79,0.073,-0.046,0.115,-0.402,0.688,0.387,0.328,1.179,0.239,-0.091,0.109,-0.835,0.403,-0.262,0.425,-0.615,0.538,0.029,0.154,0.188,0.851,1.587,0.532,2.984,0.003,-0.086,0.177,-0.488,0.626,0.219,0.199,1.105,0.269,-0.006,0.073,-0.087,0.931,0.03,0.297,0.102,0.919,-0.026,0.079,-0.328,0.743,-0.118,3.197,-0.037,0.971,0.355,1.021,0.348,0.728,-1.504,3.742,-0.402,0.688,0.137,0.868,0.158,0.874,-0.346,3.108,-0.111,0.911,0.706,1.315,0.536,0.592,-3.808,7.187,-0.53,0.596,-0.081,1.922,-0.042,0.966,-0.493,3.309,-0.149,0.882,-0.41,1.093,-0.375,0.708,1.376,3.6,0.382,0.702,-0.484,0.776,-0.623,0.533,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/19/2015"," 2:38 PM","eas","b1","male","aehplus",NA,NA,"muscle","memory",TRUE,72,8,NA,41,-1497.663,3077.327,3170.67,3041.493,3192.127,"b1_male_aehplus_muscle_memory_grip_digitspan.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",2.767,5.228,0.529,0.597,-0.002,0.246,-0.007,0.994,-0.446,1.049,-0.425,0.671,-0.302,1.555,-0.194,0.846,-0.092,0.987,-0.093,0.926,27.3,13.024,2.096,0.036,0.678,1.242,0.546,0.585,-2.462,3.337,-0.738,0.461,17.44,2.91,5.993,0,10.294,3.629,2.836,0.005,0.039,0.07,0.561,0.575,-0.463,0.61,-0.76,0.447,2.639,0.387,6.815,0,36.356,5.242,6.936,0,-2.376,1.387,-1.713,0.087,12.873,3.478,3.701,0,-0.079,0.56,-0.142,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.531,0.257,-2.068,0.039,-0.046,0.104,-0.442,0.658,-0.017,0.152,-0.112,0.911,0.008,0.032,0.251,0.802,-0.277,0.479,-0.579,0.562,0.036,0.128,0.282,0.778,0.328,0.243,1.35,0.177,0.002,0.033,0.053,0.958,0.215,0.216,0.996,0.319,-0.003,0.076,-0.045,0.964,-0.133,0.077,-1.737,0.082,0.007,0.016,0.434,0.664,-0.152,3.279,-0.047,0.963,0.371,0.977,0.379,0.704,1.242,1.661,0.747,0.455,-0.173,0.216,-0.799,0.424,-0.387,4.763,-0.081,0.935,0.789,1.227,0.643,0.52,0.384,2.264,0.17,0.865,0.103,0.663,0.155,0.877,-0.41,3.146,-0.13,0.896,-0.448,0.843,-0.531,0.595,-1.183,1.421,-0.833,0.405,0.001,0.39,0.002,0.999,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/25/2015"," 9:00 AM","eas","b1","male","aehplus",NA,NA,"muscle","memory",TRUE,72,8,NA,41,-1767.351,3616.701,3710.044,3580.867,3731.501,"b1_male_aehplus_muscle_memory_grip_logicalmemory.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-3.617,12.366,-0.293,0.77,-0.212,0.775,-0.273,0.785,-0.057,2.664,-0.021,0.983,0.283,4.855,0.058,0.954,2.553,2.831,0.902,0.367,28.04,15.229,1.841,0.066,0.817,1.278,0.639,0.523,-2.643,3.34,-0.791,0.429,17.054,3.126,5.456,0,25.862,12.618,2.05,0.04,0.138,0.384,0.36,0.719,-0.557,2.057,-0.271,0.787,14.411,2.556,5.637,0,36.452,5.619,6.487,0,-2.463,1.449,-1.7,0.089,15.783,5.221,3.023,0.003,1.546,0.994,1.555,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.546,0.325,-1.682,0.093,-0.031,0.122,-0.254,0.8,-0.118,0.299,-0.397,0.692,-0.076,0.057,-1.331,0.183,-0.25,0.463,-0.541,0.589,0.02,0.112,0.182,0.855,0.854,0.374,2.284,0.022,-0.127,0.072,-1.767,0.077,0.217,0.206,1.053,0.292,-0.002,0.064,-0.024,0.98,0.087,0.157,0.556,0.578,-0.017,0.039,-0.435,0.664,-0.229,3.757,-0.061,0.951,0.408,0.948,0.431,0.667,-0.109,3.141,-0.035,0.972,-0.04,0.564,-0.07,0.944,-0.526,3.153,-0.167,0.868,0.771,0.995,0.775,0.438,1.204,2.891,0.416,0.677,-0.456,0.989,-0.461,0.645,-0.226,3.891,-0.058,0.954,-0.563,1.628,-0.346,0.729,1.598,2.82,0.567,0.571,0.5,0.971,0.515,0.607,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/05/2015","10:49 AM","eas","b1","male","aehplus",NA,NA,"muscle","reasoning",TRUE,72,8,NA,41,-1851.578,3785.155,3878.498,3749.322,3899.955,"b1_male_aehplus_muscle_reasoning_grip_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",5.245,15.235,0.344,0.731,0.213,0.97,0.22,0.826,-1.067,3.316,-0.322,0.748,-0.961,4.055,-0.237,0.813,0.112,3.683,0.031,0.976,28.317,17.578,1.611,0.107,0.806,1.227,0.657,0.511,-2.723,4.291,-0.635,0.526,17.015,3.424,4.969,0,42.333,21.341,1.984,0.047,0.087,0.718,0.121,0.904,-0.725,3.381,-0.214,0.83,23.524,2.658,8.849,0,36.226,5.059,7.161,0,-2.333,1.362,-1.713,0.087,24.088,7.081,3.402,0.001,1.464,1.585,0.924,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.528,0.316,-1.67,0.095,-0.045,0.104,-0.428,0.668,0.261,0.458,0.571,0.568,-0.09,0.083,-1.077,0.282,-0.264,0.422,-0.626,0.532,0.03,0.11,0.268,0.788,0.587,0.475,1.236,0.217,-0.09,0.119,-0.759,0.448,0.21,0.199,1.055,0.291,0.001,0.056,0.02,0.984,0.042,0.218,0.192,0.848,-0.034,0.047,-0.73,0.465,-0.116,3.552,-0.033,0.974,0.365,1.134,0.321,0.748,-3.967,3.127,-1.269,0.205,0.255,0.993,0.257,0.798,-0.437,4.734,-0.092,0.926,0.781,1.203,0.649,0.516,0.257,4.467,0.057,0.954,0.251,1.53,0.164,0.87,-0.435,3.794,-0.115,0.909,-0.444,1.018,-0.436,0.663,-3.759,3.988,-0.943,0.346,-0.419,1.112,-0.377,0.707,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/19/2015"," 2:25 PM","eas","b1","male","aehplus",NA,NA,"muscle","speed",TRUE,72,8,NA,41,-1897.437,3876.873,3970.216,3841.04,3991.673,"b1_male_aehplus_muscle_speed_grip_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-7.252,15.111,-0.48,0.631,0.614,0.913,0.672,0.501,-1.973,3.707,-0.532,0.595,2.724,4.066,0.67,0.503,1.697,3.331,0.509,0.61,27.78,15.649,1.775,0.076,0.964,1.409,0.684,0.494,-2.679,3.499,-0.766,0.444,16.841,3.061,5.502,0,72.488,32.525,2.229,0.026,1.149,0.924,1.243,0.214,-0.128,5.064,-0.025,0.98,25.602,3.196,8.011,0,36.269,4.576,7.926,0,-2.342,1.546,-1.514,0.13,40.182,10.255,3.918,0,0.856,1.806,0.474,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.517,0.289,-1.788,0.074,-0.052,0.108,-0.484,0.628,-0.111,0.404,-0.275,0.783,-0.051,0.089,-0.576,0.565,-0.27,0.381,-0.708,0.479,0.037,0.108,0.343,0.732,1.321,0.75,1.763,0.078,-0.173,0.161,-1.07,0.284,0.198,0.186,1.066,0.287,0.009,0.065,0.138,0.89,0.122,0.33,0.371,0.71,-0.002,0.084,-0.023,0.981,-0.218,3.305,-0.066,0.947,0.396,1.005,0.394,0.694,0.33,6.311,0.052,0.958,-0.043,0.998,-0.043,0.965,-0.336,4.763,-0.071,0.944,0.7,1.457,0.481,0.631,-5.259,8.011,-0.656,0.512,0.888,1.331,0.667,0.504,-0.443,3.635,-0.122,0.903,-0.423,0.9,-0.47,0.639,-4.305,4.566,-0.943,0.346,0.252,1.013,0.248,0.804,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","03/25/2015"," 8:42 AM","eas","b1","male","age",NA,NA,"muscle","fluency",TRUE,376,8,NA,21,-3519.777,7081.554,7164.075,7097.448,7084.16416949153,"b1_male_age_muscle_fluency_grip_bostonnaming.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-1.303,4.49,-0.29,0.772,-0.033,0.102,-0.326,0.744,0.076,0.456,0.167,0.867,0.656,1.044,0.628,0.53,-0.438,0.489,-0.895,0.371,40.077,12.506,3.205,0.001,1.201,0.582,2.061,0.039,-3.277,2.386,-1.373,0.17,17.181,1.554,11.055,0,4.518,0.551,8.2,0,0.005,0.017,0.32,0.749,0.036,0.097,0.372,0.71,1.964,0.098,20.056,0,34.94,1.937,18.042,0,-1.234,0.502,-2.46,0.014,12.057,0.289,41.774,0,-0.017,0.078,-0.219,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.514,0.182,-2.83,0.005,-0.078,0.05,-1.572,0.116,-0.012,0.026,-0.457,0.647,-0.01,0.007,-1.51,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
