"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","09/15/2015"," 2:28 PM","eas","b1","female","full",NA,NA,"walking","mental",TRUE,72,8,NA,45,-1311.618,2713.236,2815.686,2673.906,2872.46676923077,"b1_female_full_walking_mental_gait_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",1.709,5.915,0.289,0.773,0.028,0.302,0.092,0.927,0.143,1.315,0.109,0.913,0.109,1.252,0.087,0.93,0.244,1.417,0.172,0.863,214.503,129.553,1.656,0.098,0.779,5.826,0.134,0.894,-2.199,20.572,-0.107,0.915,75.51,24.808,3.044,0.002,0.271,0.365,0.742,0.458,0.006,0.02,0.309,0.758,0.036,0.069,0.525,0.6,0.665,0.08,8.358,0,107.268,14.3,7.501,0,-1.372,6.995,-0.196,0.844,26.902,1.109,24.255,0,-0.046,0.343,-0.134,0.893,0.224,0.778,0.289,0.773,0.394,4.773,0.083,0.934,0.034,0.201,0.171,0.864,-0.484,0.563,-0.86,0.39,-0.106,0.217,-0.489,0.625,-0.004,0.04,-0.101,0.92,-0.003,0.017,-0.191,0.848,0.705,1,0.705,0.481,-0.291,0.37,-0.786,0.432,0.06,0.059,1.009,0.313,0.002,0.019,0.114,0.909,-0.018,0.489,-0.036,0.971,0.095,0.21,0.452,0.651,0,0.042,-0.001,0.999,0,0.016,0.014,0.989,-1.24,7.551,-0.164,0.87,0.366,3.115,0.118,0.906,-0.302,0.439,-0.687,0.492,0.059,0.142,0.416,0.677,-4.617,15.533,-0.297,0.766,1.731,4.581,0.378,0.706,0.135,0.655,0.206,0.837,-0.03,0.309,-0.097,0.923,-5.412,9.03,-0.599,0.549,0.817,3.579,0.228,0.819,-0.021,0.462,-0.045,0.964,0.039,0.155,0.252,0.801,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","10:35 AM","eas","b1","female","full",NA,NA,"walking","reasoning",TRUE,150,8,NA,45,-3541.693,7173.386,7308.865,7166.448,7213.19369230769,"b1_female_full_walking_reasoning_gait_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",15.035,18.227,0.825,0.409,0.006,0.587,0.01,0.992,-1.548,2.784,-0.556,0.578,8.054,5.671,1.42,0.156,-2.56,2.942,-0.87,0.384,244.86,61.139,4.005,0,5.736,3.332,1.721,0.085,-6.92,13.454,-0.514,0.607,62.421,8.622,7.24,0,46.408,9.325,4.977,0,0.124,0.239,0.519,0.604,-0.966,1.511,-0.639,0.523,19.846,1.677,11.834,0,118.648,8.007,14.818,0,-4.264,2.295,-1.858,0.063,19.278,2.574,7.489,0,0.749,0.472,1.587,0.113,0.141,0.169,0.833,0.405,0.007,0.694,0.01,0.992,-0.073,0.083,-0.877,0.38,-1.367,0.416,-3.286,0.001,-0.039,0.117,-0.332,0.74,-0.138,0.158,-0.877,0.38,-0.039,0.027,-1.444,0.149,0.396,0.804,0.493,0.622,0.097,0.255,0.38,0.704,0.878,0.247,3.554,0,-0.072,0.052,-1.393,0.164,0.259,0.281,0.922,0.357,0.038,0.066,0.571,0.568,-0.007,0.11,-0.065,0.948,-0.011,0.023,-0.458,0.647,2.452,3.149,0.779,0.436,-0.28,1.183,-0.237,0.813,1.514,1.427,1.061,0.289,-0.101,0.261,-0.386,0.7,-2.473,6.31,-0.392,0.695,-0.283,1.757,-0.161,0.872,-0.313,2.285,-0.137,0.891,-0.06,0.745,-0.08,0.936,-17.073,5.651,-3.021,0.003,0.664,2.072,0.32,0.749,-4.303,2.568,-1.676,0.094,0.168,0.396,0.425,0.671,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:24 AM","eas","b1","female","full",NA,NA,"walking","speed",TRUE,150,8,NA,45,-3698.598,7487.195,7622.674,7480.257,7527.00269230769,"b1_female_full_walking_speed_gait_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",32.054,31.372,1.022,0.307,1.124,0.932,1.206,0.228,-5.086,4.912,-1.035,0.301,-0.655,9.682,-0.068,0.946,-2.765,4.017,-0.688,0.491,255.604,65.97,3.875,0,6.57,3.205,2.05,0.04,-11.071,13.958,-0.793,0.428,60.776,7.589,8.008,0,115.14,19.089,6.032,0,0.314,0.451,0.696,0.486,-2.142,2.72,-0.788,0.431,27.978,1.919,14.583,0,117.551,8.176,14.378,0,-3.262,3.001,-1.087,0.277,40.95,3.382,12.108,0,0.454,0.601,0.756,0.45,0.187,0.175,1.069,0.285,0.783,0.613,1.278,0.201,-0.067,0.097,-0.69,0.49,-1.325,0.459,-2.887,0.004,-0.073,0.155,-0.473,0.636,-0.407,0.257,-1.583,0.113,-0.051,0.037,-1.364,0.173,0.425,0.788,0.539,0.59,0.049,0.251,0.194,0.847,1.77,0.353,5.008,0,-0.053,0.074,-0.723,0.469,0.256,0.308,0.831,0.406,0.048,0.077,0.622,0.534,0.049,0.208,0.238,0.812,0.007,0.032,0.222,0.824,2.503,3.899,0.642,0.521,-0.293,1.513,-0.194,0.846,2.347,2.359,0.995,0.32,0.026,0.429,0.06,0.952,-2.321,6.694,-0.347,0.729,-0.139,1.993,-0.07,0.944,-5.169,6.87,-0.752,0.452,0.108,0.767,0.141,0.888,-16.996,5.693,-2.985,0.003,0.657,2.994,0.22,0.826,-6.693,3.003,-2.229,0.026,-0.273,0.698,-0.391,0.696,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:04 AM","eas","b1","male","ae",NA,NA,"walking","executive",TRUE,368,8,NA,25,-7814.249,15678.499,15776.201,15696.885,15682.3001695906,"b1_male_ae_walking_executive_gait_trailsb.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",-411.658,202.299,-2.035,0.042,-5.405,5.564,-0.971,0.331,-47.195,31.366,-1.505,0.132,53.262,46.748,1.139,0.255,45.023,24.638,1.827,0.068,338.166,67.294,5.025,0,2.609,1.862,1.401,0.161,2.618,11.994,0.218,0.827,79.466,7.156,11.106,0,3873.279,614.316,6.305,0,40.669,15.731,2.585,0.01,-110.867,96.733,-1.146,0.252,1532.301,54.757,27.984,0,107.566,5.742,18.733,0,-2.043,1.273,-1.605,0.108,131.369,9.601,13.682,0,1.849,3.175,0.582,0.56,-0.36,0.163,-2.205,0.027,-0.525,0.537,-0.978,0.328,0.129,0.069,1.864,0.062,-0.924,0.364,-2.538,0.011,-0.109,0.092,-1.177,0.239,1.982,0.806,2.458,0.014,0.105,0.205,0.511,0.609,-0.019,0.621,-0.03,0.976,0.001,0.14,0.008,0.993,0.115,0.362,0.318,0.75,-0.005,0.332,-0.014,0.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:09 PM","eas","b1","male","ae",NA,NA,"walking","fluency",TRUE,376,8,NA,25,-5608.132,11266.265,11364.504,11285.186,11269.9792857143,"b1_male_ae_walking_fluency_gait_category.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",37.357,24.517,1.524,0.128,0.398,0.858,0.464,0.643,-0.316,3.481,-0.091,0.928,0.634,5.29,0.12,0.905,-0.948,2.944,-0.322,0.748,324.035,61.833,5.24,0,2.048,1.435,1.427,0.153,6.137,9.964,0.616,0.538,79.618,7.393,10.769,0,70.072,7.803,8.98,0,0.69,0.26,2.653,0.008,-3.879,1.252,-3.098,0.002,20.712,1.131,18.32,0,106.562,5.882,18.117,0,-1.538,1.137,-1.352,0.176,36.779,1.015,36.222,0,-0.139,0.35,-0.396,0.692,0.248,0.148,1.676,0.094,0.335,0.684,0.489,0.625,-0.023,0.073,-0.321,0.748,-1.054,0.383,-2.755,0.006,-0.094,0.087,-1.082,0.279,-0.192,0.1,-1.926,0.054,-0.041,0.024,-1.714,0.086,0.347,0.624,0.557,0.578,-0.114,0.135,-0.842,0.4,0.018,0.043,0.426,0.67,-0.009,0.035,-0.265,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 3:22 PM","eas","b1","male","ae",NA,NA,"walking","fluency",TRUE,358,8,NA,25,-5703.335,11456.671,11553.684,11474.372,11460.5866626506,"b1_male_ae_walking_fluency_gait_fas.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",59.796,25.699,2.327,0.02,0.745,0.839,0.887,0.375,-0.232,3.966,-0.059,0.953,-0.84,5.586,-0.15,0.88,1.554,3.436,0.452,0.651,317.261,57.692,5.499,0,1.942,1.433,1.355,0.175,6.927,9.53,0.727,0.467,80.066,7.303,10.964,0,137.79,14.303,9.634,0,0.521,0.374,1.395,0.163,-2.007,2.341,-0.858,0.391,29.595,1.616,18.317,0,107.076,5.217,20.523,0,-1.34,1.119,-1.197,0.231,31.271,1.509,20.724,0,0.259,0.414,0.627,0.531,0.286,0.114,2.504,0.012,0.74,0.804,0.921,0.357,0.032,0.071,0.452,0.651,-0.982,0.345,-2.843,0.004,-0.12,0.084,-1.422,0.155,0.194,0.147,1.32,0.187,-0.019,0.026,-0.7,0.484,0.175,0.561,0.311,0.755,-0.109,0.134,-0.816,0.415,-0.003,0.052,-0.064,0.949,0.01,0.047,0.209,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 3:05 PM","eas","b1","male","ae",NA,NA,"walking","knowledge",TRUE,352,7,NA,25,-4502.609,9055.218,9151.809,9072.499,9059.20573006135,"b1_male_ae_walking_knowledge_gait_information.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",9.018,14.305,0.63,0.528,0.457,0.445,1.027,0.304,0.89,2.281,0.39,0.697,0.048,2.716,0.018,0.986,-3.082,1.638,-1.881,0.06,306.546,57.39,5.341,0,1.375,1.443,0.952,0.341,9.865,9.786,1.008,0.313,80.741,7.202,11.21,0,19.185,2.522,7.606,0,0.206,0.081,2.534,0.011,-0.823,0.416,-1.978,0.048,6.808,0.284,23.952,0,105.882,5.699,18.578,0,-1.502,1.143,-1.314,0.189,23.319,0.568,41.08,0,-1.336,0.254,-5.26,0,0.118,0.184,0.639,0.523,0.859,0.918,0.935,0.35,-0.131,0.068,-1.928,0.054,-0.959,0.355,-2.702,0.007,-0.123,0.082,-1.504,0.133,0.003,0.05,0.063,0.949,0.004,0.017,0.228,0.82,0.502,0.639,0.785,0.433,-0.105,0.136,-0.771,0.44,-0.105,0.028,-3.712,0,0.105,0.029,3.558,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:54 PM","eas","b1","male","ae",NA,NA,"walking","knowledge",TRUE,377,8,NA,25,-6074.506,12199.013,12297.319,12218,12202.7167037037,"b1_male_ae_walking_knowledge_gait_waisvocab.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",16.831,31.557,0.533,0.594,-0.316,0.583,-0.541,0.588,9.92,3.975,2.496,0.013,4.116,6.256,0.658,0.511,-2.967,5.308,-0.559,0.576,326.875,60.641,5.39,0,1.968,1.425,1.381,0.167,5.534,10.825,0.511,0.609,79.683,7.353,10.837,0,144.228,17.496,8.244,0,0.54,0.38,1.422,0.155,-3.43,2.695,-1.273,0.203,49.744,2.362,21.056,0,105.958,5.827,18.184,0,-1.566,1.209,-1.295,0.195,44.345,1.402,31.632,0,-0.735,0.46,-1.597,0.11,0.078,0.143,0.541,0.589,-0.306,0.58,-0.528,0.597,-0.047,0.084,-0.563,0.573,-0.937,0.366,-2.561,0.01,-0.097,0.094,-1.034,0.301,0.417,0.139,2.989,0.003,-0.055,0.031,-1.779,0.075,0.399,0.66,0.604,0.546,-0.099,0.144,-0.687,0.492,-0.05,0.059,-0.857,0.391,0.053,0.055,0.959,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 2:39 PM","eas","b1","male","ae",NA,NA,"walking","language",TRUE,376,8,NA,25,-4260.75,8571.501,8669.74,8590.422,8575.21528571429,"b1_male_ae_walking_language_gait_bnt.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",7.506,5.275,1.423,0.155,0.035,0.161,0.219,0.827,0.121,0.957,0.126,0.899,0.358,1.279,0.28,0.779,0.404,0.787,0.513,0.608,322.878,59.407,5.435,0,2.084,1.486,1.403,0.161,6.235,9.369,0.665,0.506,79.852,7.519,10.621,0,4.508,0.57,7.906,0,0.004,0.016,0.259,0.796,0.039,0.104,0.369,0.712,1.968,0.1,19.675,0,108.474,5.633,19.257,0,-2.29,1.266,-1.809,0.07,12.048,0.291,41.368,0,-0.018,0.102,-0.173,0.863,0.197,0.13,1.516,0.129,0.38,1.793,0.212,0.832,0.032,0.063,0.515,0.607,-0.984,0.363,-2.713,0.007,-0.104,0.092,-1.128,0.259,-0.012,0.026,-0.443,0.658,-0.011,0.006,-1.739,0.082,0.083,0.612,0.135,0.892,-0.003,0.135,-0.025,0.98,0.001,0.011,0.06,0.952,0,0.011,0.004,0.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:48 AM","eas","b1","male","ae",NA,NA,"walking","memory",TRUE,379,8,NA,25,-4576.821,9203.642,9302.081,9222.761,9207.32471954674,"b1_male_ae_walking_memory_gait_digitspantotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",17.59,8.783,2.003,0.045,0.016,0.143,0.115,0.909,-0.952,1.09,-0.873,0.382,1.109,1.687,0.657,0.511,-0.238,1.206,-0.198,0.843,322.919,60.274,5.358,0,1.743,1.405,1.241,0.215,6.001,10.167,0.59,0.555,80.453,7.292,11.032,0,12.47,1.302,9.58,0,0.024,0.027,0.914,0.361,-0.361,0.199,-1.817,0.069,3.093,0.17,18.206,0,105.036,5.421,19.375,0,-1.113,1.192,-0.934,0.35,13.744,0.4,34.321,0,0.164,0.106,1.55,0.121,0.277,0.128,2.173,0.03,0.08,0.701,0.114,0.909,-0.015,0.076,-0.198,0.843,-1.005,0.375,-2.677,0.007,-0.106,0.082,-1.29,0.197,-0.028,0.041,-0.675,0.5,-0.004,0.009,-0.493,0.622,0.477,0.571,0.835,0.404,-0.154,0.139,-1.105,0.269,0,0.013,-0.02,0.984,0.005,0.01,0.447,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 1:23 PM","eas","b1","male","ae",NA,NA,"walking","memory",TRUE,350,8,NA,25,-5112.474,10274.947,10371.396,10292.087,10278.959345679,"b1_male_ae_walking_memory_gait_logicalmemorytotal.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",22.027,16.43,1.341,0.18,-0.162,0.456,-0.355,0.722,2.393,2.662,0.899,0.369,0.702,3.624,0.194,0.846,-0.592,2.668,-0.222,0.824,316.816,61.411,5.159,0,1.552,1.372,1.131,0.258,8.327,10.562,0.788,0.43,80.781,7.397,10.921,0,35.676,4.758,7.498,0,0.271,0.171,1.588,0.112,-0.373,0.991,-0.377,0.706,14.572,0.874,16.667,0,105.834,5.822,18.179,0,-1.27,1.253,-1.014,0.311,20.357,0.816,24.961,0,1.066,0.314,3.389,0.001,0.207,0.15,1.382,0.167,-0.25,0.74,-0.337,0.736,-0.017,0.078,-0.222,0.824,-1.058,0.372,-2.845,0.004,-0.106,0.081,-1.312,0.19,-0.124,0.08,-1.553,0.12,-0.076,0.024,-3.213,0.001,0.476,0.621,0.766,0.444,-0.137,0.143,-0.96,0.337,0.068,0.034,2.028,0.043,-0.067,0.029,-2.283,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015"," 2:20 PM","eas","b1","male","ae",NA,NA,"walking","mental",TRUE,383,8,NA,25,-3871.708,7793.415,7892.116,7812.795,7797.05645658263,"b1_male_ae_walking_mental_gait_mmse.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",10.378,5.741,1.808,0.071,-0.002,0.119,-0.017,0.987,0.215,0.657,0.327,0.744,0.37,1.24,0.298,0.765,0.074,0.692,0.106,0.915,344.952,75.806,4.55,0,2.137,1.434,1.49,0.136,6.625,12.384,0.535,0.593,79.701,7.189,11.086,0,1.76,0.22,7.991,0,0.003,0.006,0.57,0.569,-0.009,0.045,-0.193,0.847,0.984,0.036,27.395,0,107.675,5.57,19.333,0,-2.218,1.144,-1.938,0.053,26.221,0.194,135.174,0,0.095,0.061,1.548,0.122,0.421,0.201,2.092,0.036,-0.023,1.418,-0.017,0.987,0.008,0.078,0.106,0.915,-1.055,0.375,-2.811,0.005,-0.116,0.087,-1.338,0.181,-0.001,0.017,-0.081,0.935,-0.012,0.004,-2.719,0.007,0.01,0.609,0.017,0.987,-0.006,0.146,-0.038,0.97,-0.002,0.006,-0.362,0.718,0,0.005,-0.061,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","10:44 AM","eas","b1","male","ae",NA,NA,"walking","reasoning",TRUE,350,8,NA,25,-5410.191,10870.382,10966.831,10887.522,10874.394345679,"b1_male_ae_walking_reasoning_gait_block.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",62.163,19.385,3.207,0.001,0.246,0.482,0.509,0.611,2.144,2.877,0.745,0.456,-4.69,5.235,-0.896,0.37,-2.055,3.097,-0.664,0.507,319.619,57.93,5.517,0,2.365,1.562,1.514,0.13,5.885,10.107,0.582,0.56,79.902,7.244,11.03,0,76.75,8.768,8.753,0,0.163,0.23,0.706,0.48,-2.136,1.451,-1.472,0.141,22.268,1.13,19.703,0,107.608,5.319,20.23,0,-2.042,1.207,-1.692,0.091,20.437,1.079,18.949,0,0.934,0.308,3.034,0.002,0.397,0.118,3.367,0.001,0.396,0.775,0.511,0.61,-0.049,0.073,-0.668,0.504,-1.059,0.366,-2.89,0.004,-0.105,0.092,-1.146,0.252,0.001,0.106,0.007,0.995,-0.063,0.022,-2.844,0.004,0.021,0.601,0.036,0.971,-0.005,0.148,-0.032,0.975,0.005,0.041,0.131,0.896,-0.001,0.033,-0.027,0.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","09/15/2015","11:31 AM","eas","b1","male","ae",NA,NA,"walking","speed",TRUE,377,8,NA,25,-5879.978,11809.957,11908.263,11828.944,11813.6607037037,"b1_male_ae_walking_speed_gait_digitsymbol.out"," C:\Users\Andrea Zammit\Desktop\EASMaster.csv",111.467,29.576,3.769,0,0.337,0.787,0.427,0.669,2.8,4.408,0.635,0.525,-0.554,6.962,-0.08,0.937,2.068,2.942,0.703,0.482,340.563,64.359,5.292,0,1.64,1.426,1.15,0.25,7.43,10.471,0.71,0.478,80.323,7.323,10.969,0,151.776,16.648,9.117,0,1.3,0.365,3.563,0,-1.71,2.767,-0.618,0.536,28.946,1.388,20.86,0,108.318,5.397,20.07,0,-1.257,1.219,-1.032,0.302,38.966,1.43,27.244,0,1.011,0.593,1.706,0.088,0.49,0.11,4.445,0,0.231,0.571,0.404,0.686,0.043,0.061,0.703,0.482,-1.035,0.353,-2.937,0.003,-0.119,0.081,-1.478,0.139,-0.287,0.138,-2.082,0.037,-0.064,0.037,-1.72,0.085,-0.212,0.613,-0.346,0.729,-0.117,0.139,-0.844,0.399,0.064,0.071,0.892,0.373,-0.072,0.068,-1.05,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
