"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 5.1","0.1","03/11/2015","12:29 PM","nuage","u1","female","aehplus",NA,NA,"tug","nocog",TRUE,934,4,NA,20,-6640.617,13321.234,13418.023,13354.505,13322.1540438116,"u1_female_aehplus_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.191,0.666,6.296,0,0.164,0.062,2.648,0.008,0.291,0.183,1.585,0.113,1.777,0.203,8.743,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.751,0.168,57.889,0,0.115,0.056,2.041,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173,0.019,8.865,0,0.04,0.007,5.71,0,NA,NA,NA,NA,NA,NA,NA,NA,0.003,0.021,0.151,0.88,0.008,0.007,1.067,0.286,NA,NA,NA,NA,NA,NA,NA,NA,-3.392,1.289,-2.63,0.009,0.382,0.484,0.79,0.43,NA,NA,NA,NA,NA,NA,NA,NA,-0.139,0.158,-0.879,0.379,-0.03,0.056,-0.547,0.584,NA,NA,NA,NA,NA,NA,NA,NA,0.217,0.207,1.05,0.294,0.118,0.081,1.453,0.146,NA,NA,NA,NA,NA,NA,NA,NA,0.472,0.293,1.61,0.107,0.103,0.1,1.032,0.302,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:55 PM","nuage","u1","female","aehplus",NA,NA,"walking","nocog",TRUE,934,4,NA,20,-3683.109,7406.218,7503.007,7439.489,7407.13804381161,"u1_female_aehplus_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,0.087,5.929,0,0.048,0.015,3.203,0.001,0.042,0.025,1.67,0.095,0.275,0.023,11.853,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.949,0.06,66.19,0,0.019,0.025,0.768,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,0.007,8.294,0,0.014,0.003,4.65,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.018,0.008,-2.163,0.031,0.002,0.003,0.517,0.605,NA,NA,NA,NA,NA,NA,NA,NA,-2.615,0.472,-5.535,0,0.108,0.217,0.496,0.62,NA,NA,NA,NA,NA,NA,NA,NA,-0.075,0.058,-1.308,0.191,0.012,0.027,0.462,0.644,NA,NA,NA,NA,NA,NA,NA,NA,0.112,0.079,1.425,0.154,0.066,0.034,1.919,0.055,NA,NA,NA,NA,NA,NA,NA,NA,0.144,0.109,1.324,0.186,0.006,0.033,0.196,0.844,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","11:43 AM","nuage","u1","female","age",NA,NA,"muscle","nocog",TRUE,937,4,NA,8,-11979.021,23974.041,24012.783,23987.375,23974.1961724138,"u1_female_age_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.044,10.955,16.344,0,2.828,0.91,3.108,0.002,-2.556,2.065,-1.238,0.216,37.855,2.662,14.218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.956,0.713,85.452,0,-2.047,0.181,-11.293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.902,0.112,-8.081,0,0.011,0.028,0.392,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","11:44 AM","nuage","u1","female","age",NA,NA,"nophys","global",TRUE,939,4,NA,8,-9223.57,18463.139,18501.898,18476.49,18463.2938387097,"u1_female_age_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.125,0.873,11.604,0,0.653,0.314,2.076,0.038,2.286,0.388,5.893,0,8.772,0.426,20.575,0,NA,NA,NA,NA,NA,NA,NA,NA,95.377,0.177,539.156,0,-0.268,0.065,-4.087,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,0.032,-8.013,0,-0.065,0.014,-4.585,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:44 PM","nuage","u1","male","a",NA,NA,"chair","nocog",TRUE,845,4,NA,8,-7215.52,14447.039,14484.954,14459.548,14447.2112488038,"u1_male_a_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.286,1.033,6.087,0,0.324,0.349,0.928,0.353,1.007,0.365,2.763,0.006,4.902,0.608,8.062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.871,0.138,71.295,0,0.393,0.051,7.64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.189,0.027,6.985,0,0.035,0.011,3.113,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:04 PM","nuage","u1","male","a",NA,NA,"flamingo","nocog",TRUE,848,4,NA,8,-11890.116,23796.233,23834.176,23808.77,23796.4046328963,"u1_male_a_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.455,16.558,13.798,0,5.025,2.551,1.97,0.049,-13.271,5.211,-2.547,0.011,122.104,8.414,14.512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.32,0.999,25.333,0,-2.006,0.307,-6.529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,0.137,-12.455,0,0.039,0.045,0.865,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","12:21 PM","nuage","u1","male","a",NA,NA,"tug","nocog",TRUE,848,4,NA,8,-6215.692,12447.385,12485.328,12459.922,12447.5566328963,"u1_male_a_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.659,0.647,4.112,0,0.407,0.283,1.439,0.15,0.642,0.369,1.737,0.082,2.014,0.65,3.097,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.777,0.089,109.443,0,0.109,0.036,3.064,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146,0.019,7.635,0,0.047,0.013,3.628,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:56 PM","nuage","u1","male","a",NA,NA,"walking","nocog",TRUE,848,4,NA,8,-4033.308,8082.615,8120.558,8095.153,8082.7866328963,"u1_male_a_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.228,2.024,0.043,0.041,0.071,0.58,0.562,0.133,0.079,1.67,0.095,0.529,0.212,2.499,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.903,0.037,106.423,0,-0.012,0.016,-0.754,0.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,0.009,5.348,0,0.018,0.005,3.342,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:47 PM","nuage","u1","male","aeh",NA,NA,"chair","nocog",TRUE,843,4,NA,12,-7199.541,14423.081,14479.925,14441.816,14423.4569036145,"u1_male_aeh_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.058,1.027,5.901,0,0.32,0.348,0.92,0.358,1.001,0.36,2.778,0.005,4.904,0.608,8.062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.443,0.196,53.192,0,0.385,0.065,5.939,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191,0.027,6.979,0,0.037,0.011,3.232,0.001,NA,NA,NA,NA,NA,NA,NA,NA,-0.081,0.022,-3.617,0,0.005,0.007,0.662,0.508,NA,NA,NA,NA,NA,NA,NA,NA,4.799,1.846,2.599,0.009,0.63,0.584,1.08,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:04 PM","nuage","u1","male","aeh",NA,NA,"flamingo","nocog",TRUE,846,4,NA,12,-11878.646,23781.291,23838.177,23800.069,23781.6655498199,"u1_male_aeh_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.862,16.394,13.838,0,5.015,2.555,1.963,0.05,-13.328,5.202,-2.562,0.01,122.155,8.42,14.507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.581,1.234,19.114,0,-2.014,0.376,-5.361,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.695,0.137,-12.416,0,0.04,0.044,0.911,0.362,NA,NA,NA,NA,NA,NA,NA,NA,0.271,0.122,2.222,0.026,0.002,0.037,0.041,0.967,NA,NA,NA,NA,NA,NA,NA,NA,-9.77,9.32,-1.048,0.295,0.13,3.131,0.042,0.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","11:40 AM","nuage","u1","male","aeh",NA,NA,"muscle","nocog",TRUE,846,4,NA,12,-10828.208,21680.416,21737.303,21699.194,21680.7905498199,"u1_male_aeh_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.567,13.575,14.923,0,1.867,0.885,2.11,0.035,-2.625,2.271,-1.156,0.248,36.182,2.491,14.523,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.102,0.968,83.795,0,-2.501,0.235,-10.634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.388,0.128,-10.85,0,-0.029,0.028,-1.024,0.306,NA,NA,NA,NA,NA,NA,NA,NA,0.121,0.114,1.061,0.289,0.001,0.024,0.044,0.965,NA,NA,NA,NA,NA,NA,NA,NA,58.605,7.308,8.019,0,-0.72,1.647,-0.437,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","11:44 AM","nuage","u1","male","aeh",NA,NA,"nophys","global",TRUE,847,4,NA,12,-8594.331,17212.662,17269.562,17231.454,17213.0361007194,"u1_male_aeh_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.786,0.997,8.816,0,0.702,0.31,2.263,0.024,2.373,0.368,6.456,0,11.322,0.571,19.819,0,NA,NA,NA,NA,NA,NA,NA,NA,91.57,0.262,349.634,0,-0.687,0.111,-6.193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.143,0.034,-4.203,0,-0.046,0.016,-2.904,0.004,NA,NA,NA,NA,NA,NA,NA,NA,0.427,0.028,15.485,0,0.033,0.013,2.619,0.009,NA,NA,NA,NA,NA,NA,NA,NA,6.612,1.982,3.337,0.001,1.509,0.886,1.703,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","12:25 PM","nuage","u1","male","aeh",NA,NA,"tug","nocog",TRUE,846,4,NA,12,-6209.981,12443.962,12500.848,12462.74,12444.3365498199,"u1_male_aeh_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.653,0.646,4.104,0,0.406,0.281,1.445,0.149,0.641,0.366,1.752,0.08,2.014,0.65,3.097,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.826,0.122,80.635,0,0.136,0.051,2.689,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142,0.019,7.521,0,0.048,0.013,3.739,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.015,0.014,-1.055,0.291,-0.002,0.008,-0.215,0.83,NA,NA,NA,NA,NA,NA,NA,NA,-1.004,1.196,-0.839,0.401,0.574,0.491,1.169,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:58 PM","nuage","u1","male","aeh",NA,NA,"walking","nocog",TRUE,846,4,NA,12,-4021.627,8067.255,8124.141,8086.033,8067.62954981993,"u1_male_aeh_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445,0.226,1.968,0.049,0.042,0.071,0.589,0.556,0.132,0.079,1.664,0.096,0.528,0.211,2.502,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.952,0.051,78.031,0,-0.013,0.02,-0.683,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,0.009,4.949,0,0.018,0.005,3.368,0.001,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,0.005,-3.176,0.001,0,0.003,0.076,0.939,NA,NA,NA,NA,NA,NA,NA,NA,-1.295,0.456,-2.843,0.004,-0.008,0.174,-0.044,0.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:48 PM","nuage","u1","male","aehplus",NA,NA,"chair","nocog",TRUE,843,4,NA,20,-7188.79,14417.58,14512.319,14448.806,14418.6018978102,"u1_male_aehplus_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.875,1.005,5.846,0,0.317,0.349,0.909,0.363,0.975,0.358,2.725,0.006,4.9,0.607,8.067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.108,0.268,37.706,0,0.343,0.092,3.714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186,0.027,7.021,0,0.036,0.011,3.176,0.001,NA,NA,NA,NA,NA,NA,NA,NA,-0.078,0.022,-3.607,0,0.005,0.007,0.726,0.468,NA,NA,NA,NA,NA,NA,NA,NA,4.751,1.836,2.588,0.01,0.6,0.589,1.017,0.309,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.226,0.619,0.536,0.013,0.09,0.144,0.886,NA,NA,NA,NA,NA,NA,NA,NA,-0.019,0.254,-0.076,0.939,-0.048,0.099,-0.484,0.628,NA,NA,NA,NA,NA,NA,NA,NA,1.248,0.399,3.13,0.002,0.146,0.142,1.023,0.306,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
