"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 5.1","0.1","07/07/2015"," 6:13 PM","nuage","b1","male","aehplus",NA,NA,"muscle","global",TRUE,847,4,NA,45,-16556.07,33202.14,33415.517,33272.61,33207.3085393258,"b1_male_aehplus_muscle_global_grip_mmse.out"," f:\IALSA\IALSA_retour.dat",2.265,0.738,3.07,0.002,0.129,0.109,1.18,0.238,0.034,0.428,0.079,0.937,-0.041,0.174,-0.235,0.814,0.021,0.219,0.097,0.923,201.383,13.575,14.835,0,1.879,0.886,2.122,0.034,-2.742,2.282,-1.201,0.23,36.122,2.481,14.557,0,0.778,0.139,5.614,0,0.099,0.04,2.491,0.013,0.211,0.053,3.968,0,1.86,0.093,19.909,0,80.723,1.37,58.928,0,-2.359,0.291,-8.097,0,27.709,0.134,207.251,0,-0.212,0.064,-3.344,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,0.127,-10.959,0,-0.026,0.028,-0.918,0.358,-0.052,0.012,-4.268,0,-0.012,0.007,-1.842,0.066,0.126,0.115,1.101,0.271,0.001,0.024,0.023,0.982,0.086,0.01,8.614,0,0.011,0.005,2.328,0.02,59.442,7.299,8.144,0,-0.671,1.646,-0.408,0.683,2.02,0.735,2.747,0.006,0.081,0.369,0.219,0.827,0.271,1.119,0.242,0.808,-0.126,0.25,-0.504,0.614,0.085,0.106,0.801,0.423,-0.068,0.054,-1.253,0.21,1.376,1.22,1.128,0.259,0.041,0.252,0.161,0.872,0.084,0.113,0.741,0.459,0.042,0.06,0.697,0.486,-3.016,1.779,-1.696,0.09,-0.346,0.388,-0.892,0.372,-0.009,0.146,-0.06,0.952,0.032,0.08,0.396,0.692,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","03/11/2015","11:35 AM","nuage","b1","male","age",NA,NA,"muscle","global",TRUE,851,4,NA,21,-19588.295,39218.589,39318.264,39251.574,39219.7035958987,"b1_male_age_muscle_global_grip_mmms.out"," e:\IALSA\IALSA_retour.dat",9.911,2.465,4.021,0,0.335,0.231,1.451,0.147,1.765,1.112,1.587,0.112,0.122,0.582,0.21,0.834,-0.716,0.474,-1.511,0.131,219.362,14.013,15.654,0,1.955,0.896,2.182,0.029,-2.956,2.347,-1.259,0.208,36.034,2.474,14.564,0,13.926,1.114,12.5,0,0.711,0.308,2.308,0.021,2.899,0.391,7.415,0,11.379,0.577,19.717,0,79.887,0.787,101.492,0,-2.477,0.165,-14.987,0,93.605,0.223,420.664,0,-0.559,0.075,-7.454,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.498,0.132,-11.388,0,-0.027,0.028,-0.989,0.323,-0.189,0.039,-4.886,0,-0.052,0.016,-3.294,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","09/01/2015","12:28 PM","nuage","b1","female","aehplus",NA,NA,"grip","gait",TRUE,934,4,NA,45,-15587.387,31264.774,31482.55,31339.634,31269.4361621622,"b1_female_aehplus_grip_gait.out"," f:\IALSA\IALSA_retour.dat",-1.754,0.396,-4.432,0,-0.037,0.041,-0.901,0.367,-0.409,0.168,-2.44,0.015,-0.079,0.115,-0.687,0.492,-0.134,0.093,-1.433,0.152,176.11,10.891,16.171,0,2.674,0.883,3.03,0.002,-2.234,2.037,-1.097,0.273,37.887,2.671,14.185,0,0.516,0.087,5.938,0,0.048,0.015,3.22,0.001,0.041,0.025,1.639,0.101,0.275,0.023,11.844,0,60.561,1.122,53.98,0,-2.198,0.284,-7.731,0,3.948,0.06,66.241,0,0.018,0.025,0.718,0.473,-0.184,0.042,-4.427,0,-0.104,0.116,-0.898,0.369,-0.041,0.029,-1.443,0.149,-0.94,0.113,-8.313,0,0.016,0.029,0.575,0.565,0.055,0.007,8.303,0,0.014,0.003,4.549,0,0.008,0.132,0.064,0.949,-0.016,0.034,-0.465,0.642,-0.018,0.008,-2.17,0.03,0.002,0.003,0.555,0.579,-10.97,8.002,-1.371,0.17,-0.987,2.011,-0.49,0.624,-2.614,0.472,-5.535,0,0.093,0.217,0.426,0.67,1.219,1.005,1.213,0.225,0.479,0.247,1.942,0.052,-0.075,0.058,-1.307,0.191,0.012,0.027,0.453,0.65,2.842,1.278,2.223,0.026,-0.534,0.309,-1.728,0.084,0.112,0.079,1.422,0.155,0.065,0.034,1.907,0.057,0.024,1.878,0.013,0.99,-0.473,0.491,-0.962,0.336,0.144,0.109,1.32,0.187,0.004,0.033,0.115,0.909,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","09/01/2015","12:23 PM","nuage","b1","female","aehplus",NA,NA,"grip","tug",TRUE,934,4,NA,45,-18531.496,37152.993,37370.769,37227.853,37157.6551621622,"b1_female_aehplus_grip_tug.out"," f:\IALSA\IALSA_retour.dat",-7.368,1.161,-6.345,0,-0.173,0.118,-1.469,0.142,-0.387,0.384,-1.006,0.315,-0.42,0.327,-1.286,0.198,-0.101,0.238,-0.424,0.672,176.038,10.891,16.163,0,2.696,0.885,3.045,0.002,-2.188,2.035,-1.075,0.282,37.912,2.674,14.177,0,4.18,0.663,6.305,0,0.164,0.063,2.631,0.009,0.286,0.185,1.549,0.121,1.779,0.204,8.734,0,60.567,1.122,53.98,0,-2.2,0.285,-7.73,0,9.75,0.168,57.934,0,0.113,0.056,2.008,0.045,-0.272,0.042,-6.523,0,-0.26,0.17,-1.525,0.127,-0.012,0.029,-0.425,0.671,-0.941,0.113,-8.324,0,0.014,0.029,0.494,0.621,0.173,0.019,8.871,0,0.039,0.007,5.608,0,0.009,0.132,0.066,0.947,-0.015,0.034,-0.432,0.666,0.003,0.021,0.144,0.886,0.008,0.007,1.102,0.27,-10.912,8.001,-1.364,0.173,-0.994,2.009,-0.495,0.621,-3.389,1.289,-2.629,0.009,0.357,0.485,0.737,0.461,1.211,1.005,1.206,0.228,0.485,0.246,1.969,0.049,-0.139,0.158,-0.878,0.38,-0.03,0.056,-0.549,0.583,2.853,1.278,2.233,0.026,-0.511,0.309,-1.656,0.098,0.217,0.206,1.05,0.294,0.117,0.081,1.445,0.148,0.033,1.877,0.017,0.986,-0.481,0.49,-0.981,0.326,0.469,0.293,1.601,0.109,0.098,0.1,0.985,0.325,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","09/01/2015","12:27 PM","nuage","b1","male","aehplus",NA,NA,"grip","gait",TRUE,847,4,NA,45,-14808.451,29706.903,29920.279,29777.373,29712.0715393258,"b1_male_aehplus_grip_gait.out"," f:\IALSA\IALSA_retour.dat",-1.868,0.727,-2.571,0.01,-0.069,0.043,-1.601,0.109,-0.687,0.452,-1.519,0.129,-0.166,0.145,-1.146,0.252,-0.23,0.099,-2.328,0.02,201.08,13.545,14.845,0,1.842,0.882,2.088,0.037,-2.497,2.298,-1.087,0.277,36.179,2.491,14.525,0,0.433,0.223,1.941,0.052,0.043,0.071,0.599,0.549,0.131,0.078,1.677,0.094,0.524,0.208,2.516,0.012,80.722,1.368,58.986,0,-2.336,0.291,-8.03,0,3.824,0.083,46.037,0,-0.037,0.027,-1.355,0.175,-0.2,0.056,-3.567,0,-0.245,0.283,-0.867,0.386,-0.053,0.025,-2.092,0.036,-1.389,0.127,-10.965,0,-0.028,0.028,-0.998,0.318,0.042,0.009,4.859,0,0.018,0.005,3.365,0.001,0.126,0.115,1.1,0.271,-0.001,0.024,-0.043,0.965,-0.016,0.005,-3.053,0.002,0,0.003,0.129,0.898,59.477,7.297,8.151,0,-0.541,1.655,-0.327,0.744,-1.272,0.442,-2.879,0.004,-0.016,0.17,-0.095,0.924,0.269,1.118,0.24,0.81,-0.132,0.249,-0.532,0.595,0.05,0.057,0.879,0.379,0.061,0.026,2.338,0.019,1.383,1.219,1.135,0.256,0.025,0.252,0.099,0.921,0.096,0.08,1.19,0.234,-0.002,0.03,-0.056,0.956,-3.016,1.778,-1.696,0.09,-0.354,0.389,-0.909,0.363,0.318,0.1,3.169,0.002,-0.028,0.038,-0.744,0.457,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","09/01/2015","12:24 PM","nuage","b1","male","aehplus",NA,NA,"grip","tug",TRUE,847,4,NA,45,-16992.737,34075.474,34288.851,34145.945,34080.6425393258,"b1_male_aehplus_grip_tug.out"," f:\IALSA\IALSA_retour.dat",-5.71,1.35,-4.23,0,-0.203,0.105,-1.925,0.054,-1.208,0.434,-2.785,0.005,-0.158,0.255,-0.619,0.536,-0.359,0.196,-1.833,0.067,201.231,13.568,14.831,0,1.811,0.883,2.052,0.04,-2.52,2.289,-1.101,0.271,36.201,2.492,14.524,0,2.567,0.648,3.959,0,0.4,0.274,1.461,0.144,0.632,0.349,1.808,0.071,2.011,0.649,3.099,0.002,80.732,1.369,58.959,0,-2.35,0.29,-8.09,0,9.687,0.189,51.3,0,0.098,0.057,1.703,0.089,-0.251,0.049,-5.127,0,-0.238,0.119,-1.997,0.046,-0.042,0.022,-1.944,0.052,-1.391,0.127,-10.968,0,-0.028,0.028,-0.995,0.32,0.139,0.019,7.417,0,0.048,0.012,3.887,0,0.125,0.115,1.095,0.274,-0.001,0.024,-0.036,0.972,-0.015,0.014,-1.042,0.298,-0.001,0.008,-0.189,0.85,59.554,7.299,8.159,0,-0.567,1.653,-0.343,0.731,-1.012,1.185,-0.854,0.393,0.499,0.479,1.041,0.298,0.263,1.119,0.235,0.814,-0.123,0.249,-0.495,0.621,-0.044,0.145,-0.305,0.761,0.086,0.065,1.326,0.185,1.38,1.22,1.131,0.258,0.034,0.252,0.137,0.891,0.029,0.178,0.165,0.869,-0.157,0.077,-2.049,0.04,-3.017,1.779,-1.696,0.09,-0.344,0.388,-0.885,0.376,0.877,0.234,3.747,0,0.178,0.174,1.022,0.307,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:04 AM","nuage","u0","female","empty",NA,NA,"chair","nocog",TRUE,940,4,NA,5,-11302.253,22614.506,22638.736,22622.856,22614.5702398287,"u0_female_empty_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.965,0.985,9.099,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:05 AM","nuage","u0","female","empty",NA,NA,"flamingo","nocog",TRUE,940,4,NA,5,-14955.897,29921.793,29946.023,29930.143,29921.8572398287,"u0_female_empty_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.218,5.469,13.205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","female","empty",NA,NA,"muscle","nocog",TRUE,940,4,NA,5,-14888.413,29786.826,29811.056,29795.176,29786.8902398287,"u0_female_empty_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.082,2.649,18.529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","female","empty",NA,NA,"tug","nocog",TRUE,940,4,NA,5,-9562.919,19135.838,19160.068,19144.188,19135.9022398287,"u0_female_empty_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.212,0.21,10.512,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","female","empty",NA,NA,"walking","nocog",TRUE,940,4,NA,5,-6621.688,13253.377,13277.606,13261.726,13253.4412398287,"u0_female_empty_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,0.037,10.012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:05 AM","nuage","u0","male","empty",NA,NA,"chair","nocog",TRUE,853,4,NA,5,-9807.96,19625.92,19649.664,19633.786,19625.9908382527,"u0_male_empty_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.871,0.986,5.956,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:05 AM","nuage","u0","male","empty",NA,NA,"flamingo","nocog",TRUE,853,4,NA,5,-14435.383,28880.766,28904.51,28888.631,28880.8368382527,"u0_male_empty_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.549,8.174,16.706,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","male","empty",NA,NA,"muscle","nocog",TRUE,853,4,NA,5,-13623.973,27257.945,27281.689,27265.811,27258.0158382527,"u0_male_empty_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.22,2.76,18.193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","male","empty",NA,NA,"tug","nocog",TRUE,853,4,NA,5,-8938.493,17886.986,17910.73,17894.851,17887.0568382527,"u0_male_empty_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.856,0.763,3.742,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
