"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:18 PM","hrs","b1","female","age",NA,NA,"muscle","memory",TRUE,641,5,NA,20,-13872.491,27784.982,27874.243,27810.744,27786.3368387097,"b1_female_age_muscle_memory_hand_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",1.35,1.71,0.789,0.43,0.023,0.172,0.134,0.894,-0.118,0.308,-0.381,0.703,-0.092,0.569,-0.162,0.871,0.107,0.078,1.37,0.171,133.5,64.618,2.066,0.039,5.013,2.532,1.979,0.048,-24.472,13.226,-1.85,0.064,16.464,6.855,2.402,0.016,0.073,1.751,0.042,0.967,0.001,0.068,0.009,0.992,-0.003,0.663,-0.004,0.997,16.464,6.855,2.402,0.016,24.144,0.461,52.391,0,-0.507,0.085,-5.946,0,4.43,0.069,64.574,0,-0.063,0.032,-1.98,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.056,-5.511,0,0.001,0.012,0.087,0.931,-0.075,0.006,-12.691,0,-0.004,0.003,-1.332,0.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:19 PM","hrs","b1","female","age",NA,NA,"muscle","memory",TRUE,641,5,NA,20,-13793.714,27627.429,27716.689,27653.19,27628.7838387097,"b1_female_age_muscle_memory_hand_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",1.292,3.15,0.41,0.682,0.02,0.151,0.132,0.895,-0.093,0.501,-0.186,0.852,-0.119,0.835,-0.142,0.887,0.095,0.085,1.119,0.263,134.078,64.872,2.067,0.039,5.054,2.561,1.973,0.048,-24.581,13.283,-1.851,0.064,15.637,6.373,2.454,0.014,0.049,0.823,0.06,0.952,0.001,0.095,0.006,0.995,-0.002,0.207,-0.01,0.992,15.637,6.373,2.454,0.014,24.143,0.459,52.63,0,-0.507,0.082,-6.174,0,5.568,0.054,103.599,0,-0.078,0.01,-7.904,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.056,-5.505,0,0.001,0.012,0.082,0.934,-0.056,0.005,-12.123,0,-0.004,0.001,-4.439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:20 PM","hrs","b1","female","age",NA,NA,"muscle","mental",TRUE,641,5,NA,20,-14755.86,29551.72,29640.98,29577.482,29553.0748387097,"b1_female_age_muscle_mental_hand_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",0.896,1.808,0.495,0.62,-0.035,0.137,-0.258,0.796,0.216,0.424,0.51,0.61,-0.049,0.597,-0.082,0.935,0.008,0.096,0.086,0.932,134.49,64.899,2.072,0.038,5.078,2.552,1.99,0.047,-24.642,13.266,-1.858,0.063,15.009,6.262,2.397,0.017,0.044,0.556,0.078,0.938,0.001,0.116,0.007,0.995,0.001,0.113,0.007,0.995,15.009,6.262,2.397,0.017,24.153,0.47,51.402,0,-0.519,0.102,-5.069,0,3.54,0.065,54.601,0,-0.153,0.01,-15.983,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.056,-5.527,0,0,0.012,0.033,0.974,-0.013,0.005,-2.375,0.018,-0.008,0.001,-10.432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:21 PM","hrs","b1","female","age",NA,NA,"muscle","mental",TRUE,641,5,NA,20,-12581.625,25203.249,25292.51,25229.011,25204.6038387097,"b1_female_age_muscle_mental_hand_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",1.67,0.287,5.812,0,0.071,0.132,0.54,0.589,-0.296,0.309,-0.957,0.339,-0.273,0.763,-0.359,0.72,0.291,0.351,0.828,0.408,130.604,63.456,2.058,0.04,4.801,2.456,1.955,0.051,-23.918,13.009,-1.839,0.066,20.582,8.545,2.409,0.016,0.045,0.888,0.051,0.959,0.002,0.173,0.014,0.989,-0.006,0.292,-0.02,0.984,20.582,8.545,2.409,0.016,24.139,0.459,52.643,0,-0.503,0.083,-6.037,0,9.145,0.138,66.296,0,-0.162,0.02,-7.969,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.057,-5.481,0,0.001,0.013,0.07,0.944,-0.009,0.017,-0.502,0.616,0.022,0.003,6.576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:22 PM","hrs","b1","female","age",NA,NA,"pulmonary","memory",TRUE,715,5,NA,20,-23566.538,47173.077,47264.522,47201.017,47174.2873746398,"b1_female_age_pulmonary_memory_peak_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",23.852,2160.11,0.011,0.991,0.227,37.512,0.006,0.995,-0.035,672.432,0,1,0.553,171.086,0.003,0.997,0.625,0.446,1.403,0.161,5191.399,288.087,18.02,0,186.073,27.726,6.711,0,-309.619,53.252,-5.814,0,271.832,21.596,12.587,0,0.282,19.477,0.014,0.988,0.007,0.297,0.025,0.98,-0.023,3.143,-0.007,0.994,271.832,21.596,12.587,0,274.847,2.756,99.733,0,-2.667,0.588,-4.535,0,4.377,0.807,5.423,0,-0.076,0.538,-0.142,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.819,0.233,-16.398,0,-0.251,0.052,-4.809,0,-0.077,0.068,-1.127,0.26,-0.004,0.043,-0.088,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:24 PM","hrs","b1","female","age",NA,NA,"pulmonary","memory",TRUE,715,5,NA,20,-23575.542,47191.084,47282.529,47219.024,47192.2943746398,"b1_female_age_pulmonary_memory_peak_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",22.666,292.288,0.078,0.938,0.129,31.451,0.004,0.997,-0.534,412.276,-0.001,0.999,0.409,168.191,0.002,0.998,0.638,0.432,1.478,0.139,5192.599,285.587,18.182,0,186.682,28.17,6.627,0,-310.199,53.396,-5.809,0,270.558,21.523,12.571,0,0.263,6.989,0.038,0.97,0.007,0.292,0.024,0.981,-0.026,1.467,-0.018,0.986,270.558,21.523,12.571,0,274.847,2.777,98.986,0,-2.667,0.594,-4.491,0,5.506,0.613,8.983,0,-0.087,0.63,-0.138,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.819,0.231,-16.499,0,-0.251,0.053,-4.779,0,-0.056,0.051,-1.105,0.269,-0.004,0.05,-0.086,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:25 PM","hrs","b1","female","age",NA,NA,"pulmonary","mental",TRUE,715,5,NA,20,-25180.912,50401.823,50493.269,50429.764,50403.0333746398,"b1_female_age_pulmonary_mental_peak_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",16.889,308.478,0.055,0.956,0.211,16.537,0.013,0.99,0.948,72.127,0.013,0.99,-0.093,73.024,-0.001,0.999,0.294,0.301,0.976,0.329,5221.289,286.707,18.211,0,201.394,29.588,6.807,0,-324.33,55.219,-5.874,0,240.767,19.293,12.479,0,0.186,3.966,0.047,0.963,0.006,0.263,0.022,0.983,-0.016,0.605,-0.026,0.979,240.767,19.293,12.479,0,274.854,2.748,100.005,0,-2.675,0.618,-4.329,0,3.455,0.063,55.165,0,-0.146,0.009,-16.273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.82,0.231,-16.549,0,-0.25,0.054,-4.666,0,-0.017,0.005,-3.138,0.002,-0.008,0.001,-10.105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:27 PM","hrs","b1","female","age",NA,NA,"pulmonary","mental",TRUE,715,5,NA,20,-21270.826,42581.652,42673.098,42609.592,42582.8623746398,"b1_female_age_pulmonary_mental_peak_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\PEAK.dat""",17.857,5.006,3.567,0,0.42,2.283,0.184,0.854,-2.691,55.175,-0.049,0.961,-0.343,21.206,-0.016,0.987,0.99,1.566,0.633,0.527,5134.439,285.074,18.011,0,159.559,23.683,6.737,0,-283.471,49.352,-5.744,0,333.551,26.22,12.721,0,0.309,4.525,0.068,0.946,0.012,0.344,0.035,0.972,-0.048,0.691,-0.069,0.945,333.551,26.22,12.721,0,274.84,2.739,100.352,0,-2.657,0.562,-4.732,0,9.094,0.119,76.58,0,-0.17,0.077,-2.21,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.818,0.23,-16.609,0,-0.253,0.05,-5.05,0,-0.007,0.013,-0.533,0.594,0.021,0.007,2.915,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:28 PM","hrs","b1","female","age",NA,NA,"walking","memory",TRUE,370,5,NA,20,-4028.7,8097.401,8175.671,8112.218,8099.80787679083,"b1_female_age_walking_memory_gait_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.048,1.638,0.029,0.977,0.001,0.083,0.007,0.995,-0.003,0.163,-0.02,0.984,0.003,0.949,0.003,0.997,0.025,0.086,0.293,0.769,0.002,0.073,0.026,0.979,0,0.002,0.059,0.953,0,0.02,-0.006,0.995,0.893,0.05,17.912,0,2.198,0.24,9.161,0,0.041,0.007,5.874,0,-0.12,0.031,-3.833,0,0.893,0.05,17.912,0,0.841,0.035,24.217,0,-0.019,0.04,-0.472,0.637,4.564,0.112,40.597,0,-0.076,0.017,-4.474,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.004,-2.353,0.019,-0.001,0.005,-0.151,0.88,-0.087,0.012,-7.538,0,-0.007,0.002,-3.244,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:28 PM","hrs","b1","female","age",NA,NA,"walking","memory",TRUE,370,5,NA,20,-3551.206,7142.412,7220.682,7157.229,7144.81887679083,"b1_female_age_walking_memory_gait_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.048,0.05,0.957,0.339,0.001,0.007,0.076,0.94,-0.001,0.022,-0.059,0.953,0,0.066,-0.003,0.997,0.014,0.011,1.32,0.187,0.002,0.006,0.433,0.665,0,0.001,0.069,0.945,0,0.003,-0.04,0.968,0.635,0.031,20.692,0,1.285,0.138,9.307,0,0.021,0.005,4.371,0,-0.048,0.018,-2.72,0.007,0.635,0.031,20.692,0,0.841,0.016,52.709,0,-0.019,0.005,-3.646,0,5.671,0.088,64.638,0,-0.086,0.013,-6.386,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.175,0,-0.001,0.001,-0.625,0.532,-0.065,0.009,-7.267,0,-0.007,0.002,-3.967,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:29 PM","hrs","b1","female","age",NA,NA,"walking","mental",TRUE,370,5,NA,20,-4272.483,8584.966,8663.236,8599.783,8587.37287679083,"b1_female_age_walking_mental_gait_serial7.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.059,0.225,0.262,0.793,0.001,0.005,0.117,0.907,0.005,0.037,0.137,0.891,-0.004,0.058,-0.061,0.951,0.027,0.015,1.833,0.067,0.004,0.008,0.508,0.611,0,0.001,0.075,0.94,0,0.002,-0.067,0.946,0.724,0.033,21.737,0,2.232,0.175,12.782,0,0.045,0.004,10.363,0,-0.125,0.022,-5.733,0,0.724,0.033,21.737,0,0.845,0.016,52.875,0,-0.022,0.008,-2.819,0.005,3.537,0.116,30.621,0,-0.118,0.017,-6.955,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.003,-3.961,0,-0.001,0.002,-0.479,0.632,-0.012,0.012,-0.969,0.333,-0.01,0.002,-5.511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 2:30 PM","hrs","b1","female","age",NA,NA,"walking","mental",TRUE,370,5,NA,20,-2989.657,6019.314,6097.584,6034.131,6021.72087679083,"b1_female_age_walking_mental_gait_tics.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\WALK.dat""",0.025,0.051,0.493,0.622,0.002,0.001,1.582,0.114,-0.001,0.013,-0.04,0.968,0.005,0.002,2.398,0.017,0.013,0.008,1.669,0.095,0.001,0.005,0.304,0.761,0,0.001,0.196,0.845,0,0.001,0.095,0.924,0.365,0.025,14.629,0,0.653,0.125,5.211,0,0.037,0.01,3.612,0,0.008,0.016,0.494,0.621,0.365,0.025,14.629,0,0.843,0.016,52.885,0,-0.018,0.004,-5.092,0,9.656,0.056,172.054,0,-0.07,0.014,-5.006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,0.002,-5.752,0,-0.001,0,-2.634,0.008,-0.027,0.008,-3.386,0.001,-0.01,0.002,-4.214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:51 PM","hrs","b1","male","aeh",NA,NA,"muscle","memory",TRUE,507,5,NA,28,-11482.981,23021.962,23140.361,23051.485,23025.3594895397,"b1_male_aeh_muscle_memory_hand_delayedrecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",-0.009,6.552,-0.001,0.999,-0.006,0.22,-0.027,0.979,0.1,1.206,0.083,0.934,0.081,1.088,0.074,0.941,-0.498,0.311,-1.599,0.11,202.258,154.659,1.308,0.191,7.179,5.8,1.238,0.216,-34.447,31.2,-1.104,0.27,23.373,15.503,1.508,0.132,0.021,2.16,0.01,0.992,0.001,0.224,0.004,0.997,-0.002,0.449,-0.004,0.997,23.373,15.503,1.508,0.132,35.226,1.303,27.031,0,-0.795,0.231,-3.449,0.001,2.752,0.191,14.44,0,-0.049,0.033,-1.486,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.529,0.084,-6.271,0,-0.007,0.018,-0.385,0.7,-0.049,0.006,-8.142,0,-0.003,0.001,-2.299,0.021,-0.031,0.171,-0.181,0.857,0.001,0.031,0.048,0.962,0.164,0.02,8.35,0,-0.001,0.003,-0.313,0.754,26.391,4.49,5.878,0,-0.846,0.871,-0.972,0.331,1.883,0.821,2.294,0.022,-0.126,0.16,-0.783,0.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.11","0.1","07/15/2015"," 1:55 PM","hrs","b1","male","aeh",NA,NA,"muscle","memory",TRUE,507,5,NA,28,-11457.895,22971.789,23090.188,23001.312,22975.1864895397,"b1_male_aeh_muscle_memory_hand_immediaterecall.out"," ""\\tsclient\C\Users\wuche\Dropbox\Research\IALSA\Mplus\Data\grip.dat""",-0.529,7.078,-0.075,0.94,-0.024,0.202,-0.12,0.905,0.196,1.174,0.167,0.868,0.178,1.091,0.163,0.87,-0.464,0.287,-1.616,0.106,202.669,154.911,1.308,0.191,7.211,5.812,1.241,0.215,-34.514,31.24,-1.105,0.269,22.724,15.091,1.506,0.132,0.022,2.25,0.01,0.992,0.001,0.2,0.005,0.996,-0.002,0.389,-0.006,0.995,22.724,15.091,1.506,0.132,35.228,1.303,27.038,0,-0.798,0.23,-3.471,0.001,4.14,0.166,24.89,0,-0.102,0.032,-3.186,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.529,0.084,-6.268,0,-0.007,0.018,-0.384,0.701,-0.046,0.005,-9.158,0,-0.003,0.001,-2.629,0.009,-0.031,0.172,-0.183,0.855,0.002,0.031,0.063,0.95,0.136,0.017,8.049,0,0.003,0.003,0.869,0.385,26.399,4.488,5.883,0,-0.855,0.873,-0.979,0.327,1.495,0.77,1.941,0.052,-0.048,0.144,-0.336,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
