"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","07/24/2015"," 6:56 PM","radc","b1","male","aeh",NA,NA,"muscle","fluency",TRUE,351,5,NA,38,-8992.098,18060.196,18206.906,18086.356,18069.696,"b1_male_aeh_muscle_fluency_grip_categories.out",NA,7.733,7.807,0.99,0.322,0.177,0.383,0.462,0.644,3.314,2.073,1.599,0.11,1.603,1.777,0.902,0.367,0.534,1.257,0.425,0.671,231.353,25.185,9.186,0,3.7,1.521,2.433,0.015,-8.754,3.819,-2.292,0.022,32.85,2.981,11.019,0,49.709,5.118,9.713,0,0.425,0.337,1.262,0.207,0.688,1.128,0.61,0.542,20.624,1.313,15.703,0,76.116,2.667,28.545,0,-1.808,0.598,-3.023,0.002,30.8,1.138,27.059,0,0.231,0.323,0.715,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01,0.133,-7.599,0,-0.034,0.036,-0.956,0.339,-0.317,0.062,-5.159,0,-0.023,0.016,-1.413,0.158,0.117,0.259,0.451,0.652,0.057,0.059,0.976,0.329,0.524,0.116,4.515,0,-0.032,0.034,-0.928,0.353,82.607,11.455,7.212,0,-2.927,3.596,-0.814,0.416,13.604,6.233,2.183,0.029,0.778,1.631,0.477,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 6:58 PM","radc","b1","male","aeh",NA,NA,"muscle","knowledge",TRUE,351,5,NA,38,-7074.101,14224.202,14370.912,14250.362,14233.702,"b1_male_aeh_muscle_knowledge_grip_nart.out",NA,1.801,1.77,1.018,0.309,0.066,0.064,1.019,0.308,-0.155,0.358,-0.432,0.665,0.039,0.479,0.082,0.935,-0.036,0.258,-0.14,0.889,232.183,25.273,9.187,0,3.723,1.508,2.468,0.014,-9.157,3.77,-2.429,0.015,32.849,2.978,11.031,0,3.442,0.352,9.777,0,0.006,0.009,0.696,0.487,-0.094,0.053,-1.767,0.077,0.758,0.091,8.299,0,76.115,2.671,28.496,0,-1.811,0.62,-2.921,0.003,4.953,0.319,15.517,0,0.093,0.07,1.343,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.011,0.133,-7.572,0,-0.032,0.036,-0.903,0.366,0.002,0.017,0.123,0.902,-0.001,0.003,-0.197,0.844,0.117,0.258,0.452,0.651,0.061,0.06,1.01,0.313,0.336,0.032,10.42,0,-0.006,0.007,-0.953,0.341,82.729,11.384,7.267,0,-3.555,3.593,-0.989,0.322,2.087,1.533,1.362,0.173,0.052,0.282,0.183,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 6:59 PM","radc","b1","male","aeh",NA,NA,"muscle","language",TRUE,351,5,NA,38,-6626.003,13328.006,13474.716,13354.166,13337.506,"b1_male_aeh_muscle_language_grip_bnt.out",NA,4.313,1.373,3.14,0.002,0.032,0.054,0.593,0.553,-0.396,0.216,-1.833,0.067,-0.473,0.361,-1.309,0.19,0.053,0.163,0.324,0.746,231.59,25.092,9.23,0,3.772,1.549,2.435,0.015,-9.289,3.807,-2.44,0.015,32.794,2.983,10.992,0,1.163,0.525,2.214,0.027,0.006,0.009,0.647,0.518,-0.042,0.055,-0.76,0.447,0.394,0.036,10.825,0,76.258,2.657,28.705,0,-1.814,0.605,-2.999,0.003,13.817,0.225,61.467,0,0.055,0.04,1.392,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.018,0.132,-7.691,0,-0.029,0.036,-0.82,0.412,-0.029,0.014,-2.034,0.042,0.004,0.002,1.869,0.062,0.11,0.258,0.427,0.669,0.06,0.06,1.004,0.315,0.058,0.02,2.921,0.003,-0.006,0.004,-1.361,0.174,82.793,11.45,7.231,0,-3.457,3.516,-0.983,0.325,2.582,0.791,3.264,0.001,-0.46,0.181,-2.543,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 7:01 PM","radc","b1","male","aeh",NA,NA,"muscle","language",TRUE,351,5,NA,38,-6104.502,12285.003,12431.713,12311.163,12294.503,"b1_male_aeh_muscle_language_grip_complexideas.out",NA,1.108,0.565,1.963,0.05,0.088,0.059,1.508,0.131,-0.211,0.21,-1.005,0.315,-0.167,0.144,-1.163,0.245,0.017,0.098,0.171,0.864,232.323,25.23,9.208,0,3.785,1.508,2.51,0.012,-9.613,3.825,-2.513,0.012,32.801,2.982,10.999,0,0.155,0.144,1.078,0.281,0.02,0.021,0.972,0.331,-0.047,0.049,-0.958,0.338,0.227,0.061,3.728,0,76.153,2.667,28.556,0,-1.784,0.607,-2.938,0.003,7.725,0.077,100.411,0,-0.003,0.031,-0.11,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.012,0.133,-7.611,0,-0.029,0.036,-0.808,0.419,-0.008,0.006,-1.269,0.204,0.004,0.002,1.793,0.073,0.116,0.259,0.449,0.653,0.055,0.06,0.92,0.358,0.016,0.009,1.798,0.072,-0.003,0.003,-0.897,0.37,82.836,11.461,7.227,0,-3.401,3.54,-0.961,0.337,0.574,0.413,1.39,0.165,0.026,0.159,0.161,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 7:04 PM","radc","b1","male","aeh",NA,NA,"muscle","memory",TRUE,351,5,NA,38,-7604.794,15285.589,15432.299,15311.748,15295.089,"b1_male_aeh_muscle_memory_grip_bostonstorydelay.out",NA,2.401,1.84,1.305,0.192,-0.078,0.135,-0.577,0.564,0.987,0.643,1.536,0.124,-0.121,0.445,-0.272,0.786,0.418,0.431,0.969,0.333,232.228,25.317,9.173,0,3.78,1.558,2.426,0.015,-9.281,3.821,-2.429,0.015,32.76,2.981,10.989,0,1.882,0.44,4.279,0,0.011,0.048,0.228,0.82,0.001,0.128,0.006,0.995,2.779,0.234,11.881,0,76.134,2.664,28.581,0,-1.81,0.606,-2.984,0.003,8.895,0.288,30.836,0,-0.073,0.087,-0.843,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.016,0.133,-7.639,0,-0.03,0.036,-0.833,0.405,-0.07,0.014,-5.112,0,0.012,0.005,2.465,0.014,0.121,0.259,0.469,0.639,0.058,0.059,0.973,0.33,0.104,0.029,3.55,0,-0.012,0.008,-1.581,0.114,82.088,11.47,7.157,0,-3.319,3.527,-0.941,0.347,0.791,1.485,0.533,0.594,0.677,0.524,1.291,0.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 7:05 PM","radc","b1","male","aeh",NA,NA,"muscle","memory",TRUE,351,5,NA,38,-7421.207,14918.414,15065.124,14944.574,14927.914,"b1_male_aeh_muscle_memory_grip_bostonstoryimmediate.out",NA,1.852,1.595,1.161,0.246,-0.133,0.119,-1.111,0.266,0.585,0.544,1.077,0.282,0.127,0.334,0.38,0.704,0.21,0.346,0.608,0.543,232.408,25.306,9.184,0,3.852,1.555,2.476,0.013,-9.4,3.819,-2.461,0.014,32.691,2.977,10.981,0,1.237,0.242,5.115,0,0.021,0.029,0.714,0.475,-0.053,0.071,-0.75,0.453,2.097,0.129,16.263,0,76.097,2.671,28.489,0,-1.796,0.609,-2.951,0.003,9.553,0.248,38.492,0,-0.104,0.082,-1.27,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.014,0.133,-7.62,0,-0.032,0.036,-0.901,0.367,-0.059,0.013,-4.684,0,0.013,0.005,2.787,0.005,0.125,0.259,0.484,0.628,0.057,0.06,0.95,0.342,0.066,0.026,2.524,0.012,-0.007,0.008,-0.919,0.358,82.13,11.473,7.159,0,-3.358,3.562,-0.943,0.346,1.768,1.193,1.482,0.138,-0.269,0.45,-0.597,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 7:09 PM","radc","b1","male","aeh",NA,NA,"muscle","memory",TRUE,351,5,NA,38,-7357.342,14790.684,14937.394,14816.844,14800.184,"b1_male_aeh_muscle_memory_grip_digitsforward.out",NA,1.635,1.683,0.971,0.331,0.012,0.09,0.138,0.891,0.201,0.496,0.405,0.686,0.331,0.419,0.788,0.43,0.351,0.345,1.018,0.309,232.034,25.288,9.176,0,3.732,1.521,2.455,0.014,-9.011,3.79,-2.378,0.017,32.808,2.987,10.982,0,2.18,0.254,8.572,0,0.015,0.023,0.679,0.497,-0.011,0.062,-0.17,0.865,1.53,0.103,14.903,0,76.237,2.663,28.628,0,-1.814,0.611,-2.969,0.003,7.384,0.248,29.816,0,0.051,0.08,0.639,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.014,0.133,-7.611,0,-0.03,0.036,-0.84,0.401,-0.046,0.015,-3.11,0.002,0,0.004,0.007,0.995,0.111,0.258,0.431,0.666,0.057,0.059,0.959,0.338,0.193,0.024,8.186,0,-0.01,0.009,-1.087,0.277,82.829,11.42,7.253,0,-3.39,3.563,-0.951,0.341,-1.268,1.492,-0.85,0.395,0.183,0.465,0.393,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 7:10 PM","radc","b1","male","aeh",NA,NA,"muscle","memory",TRUE,351,5,NA,38,-8188.679,16453.358,16600.068,16479.518,16462.858,"b1_male_aeh_muscle_memory_grip_logicalmemorydelay.out",NA,-3.051,4.063,-0.751,0.453,-0.273,0.219,-1.247,0.212,3.307,1.157,2.858,0.004,0.594,0.76,0.781,0.435,1.135,0.618,1.835,0.066,231.311,25.186,9.184,0,3.78,1.556,2.429,0.015,-9.18,3.824,-2.4,0.016,32.819,2.995,10.957,0,10.842,1.09,9.944,0,0.328,0.108,3.038,0.002,-0.313,0.277,-1.13,0.259,5.595,0.369,15.15,0,76.178,2.665,28.582,0,-1.839,0.604,-3.046,0.002,8.2,0.655,12.52,0,0.299,0.187,1.601,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.017,0.133,-7.653,0,-0.029,0.036,-0.82,0.412,-0.139,0.032,-4.315,0,-0.007,0.009,-0.75,0.454,0.118,0.258,0.457,0.648,0.059,0.059,1.004,0.316,0.232,0.064,3.621,0,0.005,0.018,0.294,0.769,82.721,11.446,7.227,0,-3.319,3.564,-0.931,0.352,2.78,3.089,0.9,0.368,0.69,0.971,0.71,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/24/2015"," 7:12 PM","radc","b1","male","aeh",NA,NA,"muscle","memory",TRUE,351,5,NA,38,-8204.674,16485.349,16632.058,16511.508,16494.849,"b1_male_aeh_muscle_memory_grip_logicalmemoryimmed.out",NA,-5.236,3.584,-1.461,0.144,-0.461,0.13,-3.557,0,3.384,0.632,5.352,0,0.642,0.731,0.879,0.38,0.905,0.623,1.452,0.146,231.542,25.044,9.245,0,3.878,1.34,2.894,0.004,-9.218,3.542,-2.602,0.009,32.658,2.897,11.274,0,8.707,0.844,10.315,0,0.096,0.021,4.586,0,0.139,0.11,1.257,0.209,6.423,0.341,18.814,0,76.167,2.665,28.58,0,-1.784,0.598,-2.985,0.003,9.847,0.623,15.804,0,0.14,0.165,0.849,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.013,0.133,-7.619,0,-0.033,0.036,-0.914,0.361,-0.142,0.031,-4.605,0,0.008,0.008,0.929,0.353,0.116,0.258,0.449,0.654,0.057,0.059,0.972,0.331,0.234,0.061,3.817,0,-0.006,0.017,-0.338,0.735,83.008,11.462,7.242,0,-3.364,3.557,-0.946,0.344,5.076,2.974,1.707,0.088,0.006,0.916,0.006,0.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/25/2015","11:16 AM","radc","b1","male","aeh",NA,NA,"muscle","memory",TRUE,351,5,NA,38,-7426.334,14928.669,15075.379,14954.829,14938.169,"b1_male_aeh_muscle_memory_grip_wordlistdelay.out",NA,0.839,1.86,0.451,0.652,0.013,0.121,0.108,0.914,1.28,0.51,2.507,0.012,0.07,0.43,0.163,0.871,-0.151,0.329,-0.459,0.647,232.033,25.279,9.179,0,3.742,1.537,2.435,0.015,-9.051,3.813,-2.374,0.018,32.803,2.988,10.98,0,2.407,0.298,8.081,0,0.017,0.021,0.813,0.416,0.02,0.068,0.296,0.767,1.736,0.117,14.794,0,76.152,2.667,28.552,0,-1.831,0.608,-3.01,0.003,4.899,0.281,17.417,0,0.068,0.084,0.811,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.014,0.133,-7.626,0,-0.033,0.036,-0.917,0.359,-0.105,0.015,-7.229,0,0.005,0.005,1.057,0.29,0.119,0.258,0.462,0.644,0.06,0.06,1,0.317,0.127,0.029,4.371,0,-0.009,0.009,-1.045,0.296,82.333,11.472,7.177,0,-3.288,3.534,-0.931,0.352,0.399,1.391,0.287,0.774,0.189,0.48,0.394,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/25/2015","11:18 AM","radc","b1","male","aeh",NA,NA,"muscle","memory",TRUE,351,5,NA,38,-8143.299,16362.598,16509.308,16388.758,16372.098,"b1_male_aeh_muscle_memory_grip_wordlistimmed.out",NA,2.822,3.314,0.852,0.394,-0.039,0.224,-0.173,0.863,1.818,0.947,1.921,0.055,0.585,0.753,0.776,0.437,0.909,0.752,1.208,0.227,232.158,25.322,9.168,0,3.724,1.512,2.463,0.014,-9,3.847,-2.34,0.019,32.815,2.971,11.046,0,6.526,0.881,7.405,0,0.074,0.074,1.001,0.317,0.165,0.229,0.718,0.473,6.162,0.338,18.231,0,76.093,2.669,28.514,0,-1.812,0.615,-2.945,0.003,15.458,0.547,28.284,0,0.169,0.16,1.059,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.014,0.133,-7.639,0,-0.031,0.036,-0.874,0.382,-0.161,0.025,-6.326,0,0.01,0.009,1.155,0.248,0.126,0.259,0.485,0.628,0.056,0.06,0.944,0.345,0.298,0.053,5.611,0,-0.009,0.016,-0.543,0.587,81.988,11.474,7.145,0,-3.173,3.533,-0.898,0.369,0.619,2.316,0.267,0.789,0.007,0.777,0.009,0.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/25/2015","11:34 AM","radc","b1","male","aeh",NA,NA,"muscle","memory",TRUE,351,5,NA,38,-6696.692,13469.384,13616.094,13495.544,13478.884,"b1_male_aeh_muscle_memory_grip_wordlistrecog.out",NA,1.267,1.153,1.098,0.272,0.012,0.068,0.172,0.863,0.255,0.343,0.741,0.458,-0.365,0.283,-1.287,0.198,-0.042,0.233,-0.179,0.858,232.089,25.223,9.202,0,3.867,1.592,2.429,0.015,-9.317,3.818,-2.44,0.015,32.7,2.986,10.952,0,0.975,0.251,3.883,0,0.032,0.019,1.63,0.103,-0.11,0.055,-1.997,0.046,0.462,0.081,5.667,0,76.204,2.671,28.531,0,-1.828,0.605,-3.02,0.003,9.526,0.142,67.264,0,0.081,0.049,1.639,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.009,0.133,-7.577,0,-0.03,0.036,-0.849,0.396,-0.035,0.01,-3.43,0.001,0.002,0.003,0.648,0.517,0.104,0.259,0.399,0.69,0.065,0.06,1.076,0.282,0.025,0.017,1.445,0.148,-0.006,0.006,-0.927,0.354,83.652,11.498,7.275,0,-3.914,3.576,-1.095,0.274,1.069,0.823,1.299,0.194,-0.598,0.274,-2.183,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/26/2015","10:39 AM","radc","b1","male","aeh",NA,NA,"muscle","mental",TRUE,351,5,NA,38,-7800.131,15676.263,15822.973,15702.422,15685.763,"b1_male_aeh_muscle_mental_grip_lineorientation.out",NA,3.546,2.296,1.545,0.122,0.022,0.16,0.138,0.89,-0.32,0.682,-0.469,0.639,0.164,0.664,0.247,0.805,-0.323,0.537,-0.602,0.547,231.895,25.196,9.204,0,3.71,1.473,2.519,0.012,-8.944,3.736,-2.394,0.017,32.802,2.983,10.997,0,4.991,0.601,8.305,0,0.058,0.045,1.288,0.198,-0.24,0.14,-1.713,0.087,3.439,0.328,10.498,0,76.238,2.66,28.658,0,-1.828,0.623,-2.935,0.003,9.744,0.435,22.391,0,-0.032,0.117,-0.272,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.013,0.133,-7.641,0,-0.035,0.036,-0.972,0.331,-0.018,0.023,-0.767,0.443,0.006,0.007,0.806,0.42,0.11,0.259,0.424,0.671,0.063,0.06,1.041,0.298,0.218,0.044,4.949,0,0.001,0.011,0.09,0.928,82.872,11.419,7.257,0,-3.297,3.529,-0.934,0.35,3.995,2.393,1.67,0.095,0.82,0.654,1.252,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/26/2015","10:44 AM","radc","b1","male","aeh",NA,NA,"muscle","mental",TRUE,351,5,NA,38,-7489.733,15055.467,15202.177,15081.626,15064.967,"b1_male_aeh_muscle_mental_grip_mmse.out",NA,4.532,2.132,2.126,0.034,0.284,0.2,1.421,0.155,-0.222,0.784,-0.283,0.777,-0.837,0.725,-1.154,0.248,0.152,0.423,0.359,0.719,231.375,25.211,9.178,0,3.77,1.528,2.467,0.014,-9.079,3.732,-2.433,0.015,32.884,3.001,10.958,0,2.764,1.481,1.867,0.062,0.168,0.094,1.79,0.074,-0.444,0.353,-1.258,0.208,1.93,0.177,10.918,0,75.986,2.666,28.502,0,-1.8,0.617,-2.919,0.004,27.413,0.276,99.367,0,0.035,0.104,0.333,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.016,0.133,-7.635,0,-0.022,0.037,-0.604,0.546,-0.086,0.023,-3.82,0,0.005,0.007,0.657,0.511,0.135,0.258,0.524,0.6,0.053,0.061,0.874,0.382,0.138,0.033,4.218,0,-0.013,0.011,-1.245,0.213,81.959,11.451,7.157,0,-3.615,3.49,-1.036,0.3,3.241,1.33,2.437,0.015,-0.09,0.667,-0.135,0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
