"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00_est","pc_TAU_00_se","pc_TAU_00_wald","pc_TAU_00_pval","pc_TAU_11_est","pc_TAU_11_se","pc_TAU_11_wald","pc_TAU_11_pval","pc_TAU_01_est","pc_TAU_01_se","pc_TAU_01_wald","pc_TAU_01_pval","pc_TAU_10_est","pc_TAU_10_se","pc_TAU_10_wald","pc_TAU_10_pval","pc_SIGMA_est","pc_SIGMA_se","pc_SIGMA_wald","pc_SIGMA_pval","pp_TAU_00_est","pp_TAU_00_se","pp_TAU_00_wald","pp_TAU_00_pval","pp_TAU_11_est","pp_TAU_11_se","pp_TAU_11_wald","pp_TAU_11_pval","pp_TAU_01_est","pp_TAU_01_se","pp_TAU_01_wald","pp_TAU_01_pval","p_SIGMA_est","p_SIGMA_se","p_SIGMA_wald","p_SIGMA_pval","cc_TAU_00_est","cc_TAU_00_se","cc_TAU_00_wald","cc_TAU_00_pval","cc_TAU_11_est","cc_TAU_11_se","cc_TAU_11_wald","cc_TAU_11_pval","cc_TAU_10_est","cc_TAU_10_se","cc_TAU_10_wald","cc_TAU_10_pval","c_SIGMA_est","c_SIGMA_se","c_SIGMA_wald","c_SIGMA_pval","p_GAMMA_00_est","p_GAMMA_00_se","p_GAMMA_00_wald","p_GAMMA_00_pval","p_GAMMA_10_est","p_GAMMA_10_se","p_GAMMA_10_wald","p_GAMMA_10_pval","c_GAMMA_00_est","c_GAMMA_00_se","c_GAMMA_00_wald","c_GAMMA_00_pval","c_GAMMA_10_est","c_GAMMA_10_se","c_GAMMA_10_wald","c_GAMMA_10_pval","R_IPIC_est","R_IPIC_se","R_IPIC_wald","R_IPIC_pval","R_SPSC_est","R_SPSC_se","R_SPSC_wald","R_SPSC_pval","R_RES_PC_est","R_RES_PC_se","R_RES_PC_wald","R_RES_PC_pval","p_GAMMA_01_est","p_GAMMA_01_se","p_GAMMA_01_wald","p_GAMMA_01_pval","p_GAMMA_11_est","p_GAMMA_11_se","p_GAMMA_11_wald","p_GAMMA_11_pval","c_GAMMA_01_est","c_GAMMA_01_se","c_GAMMA_01_wald","c_GAMMA_01_pval","c_GAMMA_11_est","c_GAMMA_11_se","c_GAMMA_11_wald","c_GAMMA_11_pval","p_GAMMA_02_est","p_GAMMA_02_se","p_GAMMA_02_wald","p_GAMMA_02_pval","p_GAMMA_12_est","p_GAMMA_12_se","p_GAMMA_12_wald","p_GAMMA_12_pval","c_GAMMA_02_est","c_GAMMA_02_se","c_GAMMA_02_wald","c_GAMMA_02_pval","c_GAMMA_12_est","c_GAMMA_12_se","c_GAMMA_12_wald","c_GAMMA_12_pval","p_GAMMA_03_est","p_GAMMA_03_se","p_GAMMA_03_wald","p_GAMMA_03_pval","p_GAMMA_13_est","p_GAMMA_13_se","p_GAMMA_13_wald","p_GAMMA_13_pval","c_GAMMA_03_est","c_GAMMA_03_se","c_GAMMA_03_wald","c_GAMMA_03_pval","c_GAMMA_13_est","c_GAMMA_13_se","c_GAMMA_13_wald","c_GAMMA_13_pval","p_GAMMA_04_est","p_GAMMA_04_se","p_GAMMA_04_wald","p_GAMMA_04_pval","p_GAMMA_14_est","p_GAMMA_14_se","p_GAMMA_14_wald","p_GAMMA_14_pval","c_GAMMA_04_est","c_GAMMA_04_se","c_GAMMA_04_wald","c_GAMMA_04_pval","c_GAMMA_14_est","c_GAMMA_14_se","c_GAMMA_14_wald","c_GAMMA_14_pval","p_GAMMA_05_est","p_GAMMA_05_se","p_GAMMA_05_wald","p_GAMMA_05_pval","p_GAMMA_15_est","p_GAMMA_15_se","p_GAMMA_15_wald","p_GAMMA_15_pval","c_GAMMA_05_est","c_GAMMA_05_se","c_GAMMA_05_wald","c_GAMMA_05_pval","c_GAMMA_15_est","c_GAMMA_15_se","c_GAMMA_15_wald","c_GAMMA_15_pval","p_GAMMA_06_est","p_GAMMA_06_se","p_GAMMA_06_wald","p_GAMMA_06_pval","p_GAMMA_16_est","p_GAMMA_16_se","p_GAMMA_16_wald","p_GAMMA_16_pval","c_GAMMA_06_est","c_GAMMA_06_se","c_GAMMA_06_wald","c_GAMMA_06_pval","c_GAMMA_16_est","c_GAMMA_16_se","c_GAMMA_16_wald","c_GAMMA_16_pval","trust_all","mistrust","has_converged","covar_covered"
"Mplus VERSION 7.3","0.1","07/26/2015","10:45 AM","radc","b1","male","aeh",NA,NA,"muscle","reasoning",TRUE,351,5,NA,38,-7515.409,15106.819,15253.529,15132.978,15116.319,"b1_male_aeh_muscle_reasoning_grip_matrices.out",NA,4.774,2.468,1.935,0.053,0.29,0.136,2.133,0.033,-0.582,0.793,-0.734,0.463,-0.486,0.586,-0.829,0.407,-0.031,0.592,-0.052,0.958,231.148,25.181,9.179,0,3.846,1.521,2.529,0.011,-9.124,3.737,-2.442,0.015,32.697,2.959,11.049,0,3.385,0.532,6.359,0,0.063,0.041,1.551,0.121,-0.165,0.133,-1.239,0.215,3.26,0.348,9.358,0,76.194,2.659,28.656,0,-1.815,0.616,-2.946,0.003,10.824,0.381,28.416,0,0.089,0.128,0.698,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.013,0.133,-7.621,0,-0.027,0.037,-0.743,0.457,-0.073,0.022,-3.327,0.001,-0.005,0.008,-0.639,0.523,0.109,0.258,0.424,0.671,0.056,0.061,0.923,0.356,0.244,0.037,6.677,0,-0.012,0.014,-0.82,0.412,83.755,11.426,7.331,0,-3.487,3.54,-0.985,0.325,7.426,2.244,3.31,0.001,0.186,0.729,0.255,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/26/2015","10:49 AM","radc","b1","male","aeh",NA,NA,"muscle","speed",TRUE,351,5,NA,38,-7800.131,15676.263,15822.973,15702.422,15685.763,"b1_male_aeh_muscle_speed_grip_digitsymbol.out",NA,3.546,2.296,1.545,0.122,0.022,0.16,0.138,0.89,-0.32,0.682,-0.469,0.639,0.164,0.664,0.247,0.805,-0.323,0.537,-0.602,0.547,231.895,25.196,9.204,0,3.71,1.473,2.519,0.012,-8.944,3.736,-2.394,0.017,32.802,2.983,10.997,0,4.991,0.601,8.305,0,0.058,0.045,1.288,0.198,-0.24,0.14,-1.713,0.087,3.439,0.328,10.498,0,76.238,2.66,28.658,0,-1.828,0.623,-2.935,0.003,9.744,0.435,22.391,0,-0.032,0.117,-0.272,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.013,0.133,-7.641,0,-0.035,0.036,-0.972,0.331,-0.018,0.023,-0.767,0.443,0.006,0.007,0.806,0.42,0.11,0.259,0.424,0.671,0.063,0.06,1.041,0.298,0.218,0.044,4.949,0,0.001,0.011,0.09,0.928,82.872,11.419,7.257,0,-3.297,3.529,-0.934,0.35,3.995,2.393,1.67,0.095,0.82,0.654,1.252,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/26/2015","10:54 AM","radc","b1","male","aeh",NA,NA,"muscle","speed",TRUE,351,5,NA,38,-8740.897,17557.794,17704.504,17583.954,17567.294,"b1_male_aeh_muscle_speed_grip_numbercomparison.out",NA,5.815,5.934,0.98,0.327,-0.011,0.351,-0.032,0.975,2.63,1.732,1.518,0.129,1.14,1.67,0.682,0.495,-0.115,0.967,-0.119,0.906,232.103,25.258,9.189,0,3.795,1.581,2.401,0.016,-9.249,3.817,-2.423,0.015,32.753,3.004,10.905,0,36.955,3.46,10.681,0,0.467,0.266,1.752,0.08,0.1,0.875,0.114,0.909,13.933,1.418,9.824,0,76.11,2.677,28.431,0,-1.852,0.608,-3.049,0.002,21.289,1.009,21.1,0,0.333,0.261,1.275,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.013,0.133,-7.608,0,-0.032,0.036,-0.875,0.381,-0.168,0.056,-3.026,0.002,-0.03,0.013,-2.364,0.018,0.119,0.259,0.461,0.645,0.062,0.06,1.039,0.299,0.499,0.104,4.785,0,-0.044,0.029,-1.496,0.135,82.879,11.388,7.278,0,-3.516,3.577,-0.983,0.326,18.454,5.182,3.561,0,-1.277,1.457,-0.876,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:33 PM","radc","b1","male","aeh",NA,NA,"pulmonary","executive",TRUE,351,5,NA,38,-4145.405,8366.811,8513.521,8392.971,8376.311,"b1_male_aeh_pulmonary_executive_fev_digitordering.out",NA,-0.023,0.047,-0.491,0.623,0.001,0.004,0.241,0.81,-0.004,0.018,-0.233,0.816,0.006,0.012,0.517,0.605,-0.004,0.014,-0.288,0.773,0.295,0.029,10.15,0,0.002,0.002,1.371,0.17,-0.009,0.005,-1.911,0.056,0.046,0.006,7.937,0,1.079,0.22,4.905,0,0.007,0.023,0.32,0.749,0.006,0.059,0.103,0.918,1.303,0.098,13.25,0,2.125,0.084,25.318,0,-0.038,0.016,-2.337,0.019,6.859,0.212,32.327,0,-0.061,0.069,-0.882,0.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.911,0,-0.001,0.001,-1.106,0.269,-0.047,0.012,-4.105,0,-0.001,0.004,-0.252,0.801,0.027,0.009,3.168,0.002,-0.001,0.002,-0.754,0.451,0.106,0.023,4.681,0,0.001,0.007,0.086,0.932,1.575,0.443,3.552,0,0.147,0.128,1.146,0.252,2.344,1.039,2.256,0.024,0.207,0.369,0.562,0.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:33 PM","radc","b1","male","aeh",NA,NA,"pulmonary","executive",TRUE,351,5,NA,38,-4355.723,8787.446,8934.156,8813.606,8796.946,"b1_male_aeh_pulmonary_executive_fev_digitsback.out","radcMAP_wide.dat",0.063,0.059,1.056,0.291,-0.001,0.004,-0.332,0.74,0.013,0.018,0.712,0.476,0.007,0.014,0.507,0.612,-0.004,0.012,-0.328,0.743,0.294,0.029,10.137,0,0.002,0.001,1.376,0.169,-0.009,0.005,-1.948,0.051,0.047,0.006,7.96,0,2.152,0.236,9.111,0,0.036,0.024,1.53,0.126,-0.011,0.06,-0.18,0.857,1.57,0.097,16.256,0,2.129,0.084,25.37,0,-0.038,0.017,-2.304,0.021,5.149,0.273,18.841,0,0.012,0.086,0.141,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.919,0,-0.001,0.001,-1.097,0.273,-0.044,0.015,-2.919,0.004,-0.002,0.005,-0.476,0.634,0.027,0.009,3.14,0.002,-0.001,0.002,-0.727,0.467,0.181,0.028,6.479,0,0.001,0.009,0.117,0.907,1.568,0.445,3.526,0,0.14,0.128,1.094,0.274,-0.691,1.218,-0.567,0.571,0.392,0.419,0.937,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:32 PM","radc","b1","male","aeh",NA,NA,"pulmonary","fluency",TRUE,351,5,NA,38,-5965.229,12006.458,12153.168,12032.618,12015.958,"b1_male_aeh_pulmonary_fluency_fev_categories.out",NA,0.692,0.291,2.379,0.017,0.005,0.014,0.322,0.747,0.124,0.078,1.594,0.111,-0.075,0.071,-1.058,0.29,0.029,0.046,0.624,0.532,0.294,0.029,10.122,0,0.002,0.001,1.357,0.175,-0.009,0.005,-1.916,0.055,0.047,0.006,7.902,0,49.689,5.138,9.67,0,0.402,0.333,1.206,0.228,0.712,1.146,0.621,0.535,20.684,1.319,15.679,0,2.129,0.084,25.439,0,-0.04,0.016,-2.423,0.015,30.78,1.134,27.148,0,0.271,0.322,0.842,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.924,0,-0.001,0.001,-1.109,0.267,-0.317,0.062,-5.146,0,-0.027,0.016,-1.653,0.098,0.027,0.009,3.137,0.002,-0.001,0.002,-0.62,0.535,0.525,0.115,4.556,0,-0.029,0.034,-0.868,0.385,1.533,0.441,3.473,0.001,0.133,0.129,1.03,0.303,13.314,6.214,2.143,0.032,0.435,1.635,0.266,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:31 PM","radc","b1","male","aeh",NA,NA,"pulmonary","knowledge",TRUE,351,5,NA,38,-4048.506,8173.012,8319.722,8199.171,8182.512,"b1_male_aeh_pulmonary_knowledge_fev_nart.out","radcMAP_wide.dat",0.086,0.056,1.546,0.122,-0.001,0.002,-0.308,0.758,-0.002,0.014,-0.111,0.911,0.016,0.014,1.088,0.277,-0.002,0.01,-0.171,0.864,0.294,0.029,10.165,0,0.002,0.001,1.434,0.152,-0.01,0.005,-2.005,0.045,0.046,0.006,7.917,0,3.436,0.356,9.648,0,0.006,0.013,0.423,0.672,-0.093,0.061,-1.516,0.129,0.758,0.098,7.744,0,2.126,0.084,25.391,0,-0.041,0.016,-2.471,0.013,4.95,0.319,15.499,0,0.096,0.071,1.354,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.92,0,-0.001,0.001,-1.076,0.282,0.002,0.017,0.128,0.898,-0.001,0.003,-0.234,0.815,0.027,0.009,3.183,0.001,-0.001,0.002,-0.628,0.53,0.336,0.032,10.393,0,-0.007,0.007,-0.964,0.335,1.562,0.443,3.531,0,0.132,0.129,1.024,0.306,2.211,1.535,1.44,0.15,0.035,0.279,0.124,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:30 PM","radc","b1","male","aeh",NA,NA,"pulmonary","language",TRUE,351,5,NA,38,-3607.349,7290.698,7437.408,7316.858,7300.198,"b1_male_aeh_pulmonary_language_fev_bnt.out",NA,0.044,0.038,1.154,0.248,-0.002,0.002,-0.87,0.384,-0.015,0.008,-1.986,0.047,0.008,0.012,0.654,0.513,-0.003,0.008,-0.406,0.685,0.294,0.029,10.132,0,0.002,0.001,1.372,0.17,-0.009,0.005,-1.993,0.046,0.047,0.006,7.902,0,1.168,0.527,2.217,0.027,0.006,0.009,0.661,0.509,-0.042,0.054,-0.779,0.436,0.393,0.036,10.879,0,2.128,0.084,25.467,0,-0.04,0.016,-2.425,0.015,13.812,0.227,60.864,0,0.056,0.039,1.411,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.963,0,-0.001,0.001,-1.195,0.232,-0.029,0.014,-2.083,0.037,0.004,0.002,2.032,0.042,0.027,0.009,3.158,0.002,-0.001,0.002,-0.64,0.522,0.059,0.02,2.96,0.003,-0.006,0.004,-1.435,0.151,1.57,0.443,3.542,0,0.145,0.127,1.14,0.254,2.489,0.78,3.192,0.001,-0.446,0.18,-2.482,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:29 PM","radc","b1","male","aeh",NA,NA,"pulmonary","language",TRUE,351,5,NA,38,-3084.389,6244.777,6391.487,6270.937,6254.277,"b1_male_aeh_pulmonary_language_fev_complexideas.out",NA,0.001,0.02,0.044,0.965,-0.002,0.002,-1.215,0.224,0.004,0.007,0.547,0.584,0.005,0.005,1.085,0.278,0.003,0.006,0.616,0.538,0.294,0.029,10.142,0,0.002,0.002,1.4,0.162,-0.01,0.005,-1.98,0.048,0.047,0.006,7.916,0,0.155,0.145,1.073,0.283,0.021,0.021,0.977,0.328,-0.047,0.049,-0.96,0.337,0.227,0.061,3.723,0,2.128,0.084,25.344,0,-0.039,0.017,-2.355,0.019,7.724,0.077,100.317,0,-0.001,0.032,-0.02,0.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.906,0,-0.001,0.001,-1.202,0.229,-0.008,0.006,-1.263,0.207,0.004,0.002,1.737,0.082,0.027,0.009,3.136,0.002,-0.001,0.002,-0.617,0.537,0.016,0.009,1.805,0.071,-0.003,0.003,-0.888,0.374,1.581,0.444,3.561,0,0.146,0.127,1.144,0.253,0.564,0.414,1.362,0.173,0.001,0.162,0.009,0.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:27 PM","radc","b1","male","aeh",NA,NA,"pulmonary","memory",TRUE,351,5,NA,38,-4584.193,9244.385,9391.095,9270.545,9253.885,"b1_male_aeh_pulmonary_memory_fev_bostonstorydelay.out",NA,0.025,0.073,0.343,0.732,0.003,0.005,0.652,0.514,-0.006,0.028,-0.204,0.838,-0.017,0.016,-1.118,0.264,-0.012,0.016,-0.741,0.458,0.295,0.029,10.137,0,0.002,0.002,1.534,0.125,-0.01,0.005,-2.087,0.037,0.046,0.006,7.941,0,1.882,0.465,4.052,0,0.012,0.07,0.168,0.866,-0.002,0.163,-0.013,0.99,2.778,0.236,11.748,0,2.126,0.084,25.379,0,-0.037,0.016,-2.283,0.022,8.889,0.287,30.984,0,-0.065,0.087,-0.751,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.929,0,-0.001,0.001,-0.96,0.337,-0.07,0.014,-5.103,0,0.012,0.005,2.481,0.013,0.027,0.009,3.158,0.002,-0.001,0.002,-0.786,0.432,0.104,0.029,3.566,0,-0.012,0.008,-1.525,0.127,1.574,0.443,3.55,0,0.145,0.129,1.126,0.26,0.816,1.48,0.551,0.581,0.649,0.523,1.24,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:26 PM","radc","b1","male","aeh",NA,NA,"pulmonary","memory",TRUE,351,5,NA,38,-4398.249,8872.498,9019.208,8898.658,8881.998,"b1_male_aeh_pulmonary_memory_fev_bostonstoryimmediate.out",NA,0.033,0.063,0.532,0.595,0.006,0.004,1.455,0.146,-0.009,0.024,-0.38,0.704,-0.015,0.012,-1.328,0.184,-0.017,0.014,-1.177,0.239,0.296,0.029,10.134,0,0.002,0.002,1.513,0.13,-0.01,0.005,-2.012,0.044,0.046,0.006,7.97,0,1.258,0.248,5.072,0,0.026,0.032,0.807,0.419,-0.062,0.076,-0.82,0.412,2.083,0.13,16.025,0,2.128,0.084,25.385,0,-0.039,0.016,-2.417,0.016,9.551,0.247,38.699,0,-0.102,0.081,-1.257,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.926,0,-0.001,0.001,-0.97,0.332,-0.059,0.013,-4.666,0,0.013,0.005,2.774,0.006,0.027,0.009,3.142,0.002,-0.001,0.002,-0.7,0.484,0.065,0.026,2.52,0.012,-0.007,0.008,-0.856,0.392,1.571,0.444,3.538,0,0.143,0.128,1.116,0.264,1.813,1.189,1.524,0.127,-0.289,0.453,-0.64,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:26 PM","radc","b1","male","aeh",NA,NA,"pulmonary","memory",TRUE,351,5,NA,38,-4333.401,8742.802,8889.512,8768.962,8752.302,"b1_male_aeh_pulmonary_memory_fev_digitsforward.out",NA,0.042,0.056,0.758,0.449,0.005,0.003,1.429,0.153,-0.008,0.018,-0.414,0.679,0.008,0.014,0.618,0.537,-0.004,0.012,-0.287,0.774,0.295,0.029,10.136,0,0.002,0.001,1.303,0.193,-0.009,0.005,-1.814,0.07,0.047,0.006,7.935,0,2.178,0.254,8.581,0,0.016,0.023,0.7,0.484,-0.013,0.062,-0.209,0.835,1.531,0.103,14.876,0,2.127,0.084,25.292,0,-0.037,0.016,-2.311,0.021,7.389,0.247,29.879,0,0.05,0.079,0.633,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.943,0,-0.001,0.001,-1.055,0.291,-0.046,0.015,-3.104,0.002,0,0.004,0.04,0.968,0.027,0.009,3.17,0.002,-0.002,0.002,-0.849,0.396,0.192,0.024,8.15,0,-0.009,0.009,-1.055,0.291,1.556,0.445,3.494,0,0.148,0.127,1.168,0.243,-1.125,1.504,-0.748,0.454,0.155,0.469,0.331,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:24 PM","radc","b1","male","aeh",NA,NA,"pulmonary","memory",TRUE,351,5,NA,38,-5168.546,10413.091,10559.801,10439.251,10422.591,"b1_male_aeh_pulmonary_memory_fev_logicalmemorydelay.out",NA,0.162,0.13,1.248,0.212,-0.005,0.008,-0.631,0.528,-0.016,0.043,-0.38,0.704,0.008,0.027,0.292,0.77,-0.005,0.023,-0.204,0.838,0.295,0.029,10.158,0,0.002,0.001,1.416,0.157,-0.009,0.005,-1.983,0.047,0.046,0.006,7.958,0,10.863,1.088,9.986,0,0.337,0.11,3.057,0.002,-0.352,0.278,-1.265,0.206,5.587,0.369,15.142,0,2.126,0.084,25.315,0,-0.04,0.016,-2.418,0.016,8.186,0.653,12.536,0,0.326,0.185,1.759,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.892,0,-0.001,0.001,-1.058,0.29,-0.139,0.032,-4.307,0,-0.007,0.01,-0.727,0.467,0.027,0.009,3.176,0.001,-0.001,0.002,-0.744,0.457,0.231,0.064,3.621,0,0.006,0.019,0.32,0.749,1.569,0.444,3.536,0,0.152,0.127,1.194,0.232,2.857,3.101,0.921,0.357,0.607,0.97,0.626,0.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
"Mplus VERSION 7.3","0.1","07/06/2015","11:23 PM","radc","b1","male","aeh",NA,NA,"pulmonary","memory",TRUE,351,5,NA,38,-5185.464,10446.928,10593.638,10473.088,10456.428,"b1_male_aeh_pulmonary_memory_fev_logicalmemoryimmed.out",NA,0.084,0.126,0.667,0.505,-0.006,0.007,-0.951,0.341,0.009,0.042,0.216,0.829,0.008,0.025,0.338,0.735,0.001,0.025,0.038,0.97,0.294,0.029,10.152,0,0.002,0.002,1.427,0.153,-0.01,0.005,-1.983,0.047,0.046,0.006,7.941,0,8.73,0.98,8.904,0,0.102,0.095,1.072,0.284,0.105,0.226,0.464,0.643,6.417,0.381,16.839,0,2.125,0.084,25.327,0,-0.038,0.016,-2.347,0.019,9.835,0.621,15.847,0,0.161,0.165,0.972,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025,0.004,-5.89,0,-0.001,0.001,-1.121,0.262,-0.142,0.031,-4.601,0,0.008,0.009,0.905,0.365,0.027,0.009,3.169,0.002,-0.001,0.002,-0.771,0.441,0.233,0.061,3.804,0,-0.005,0.018,-0.271,0.786,1.582,0.443,3.573,0,0.147,0.127,1.157,0.247,5.203,2.985,1.743,0.081,-0.065,0.929,-0.07,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,0
