"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 5.1","0.1","07/07/2015"," 6:13 PM","nuage","b1","male","aehplus","muscle","global","grip","mmse",TRUE,847,4,NA,45,-16556.07,33202.14,33415.517,33272.61,33207.3085393258,"b1_male_aehplus_muscle_global_grip_mmse.out"," f:\IALSA\IALSA_retour.dat",2.265,0.738,0.002,0.129,0.109,0.238,0.034,0.428,0.937,-0.041,0.174,0.814,0.021,0.219,0.923,201.383,13.575,0,1.879,0.886,0.034,-2.742,2.282,0.23,36.122,2.481,0,0.778,0.139,0,0.099,0.04,0.013,0.211,0.053,0,1.86,0.093,0,80.723,1.37,0,-2.359,0.291,0,27.709,0.134,0,-0.212,0.064,0.001
"Mplus VERSION 5.1","0.1","03/11/2015","11:35 AM","nuage","b1","male","age","muscle","global","grip","mmms",TRUE,851,4,NA,21,-19588.295,39218.589,39318.264,39251.574,39219.7035958987,"b1_male_age_muscle_global_grip_mmms.out"," e:\IALSA\IALSA_retour.dat",9.911,2.465,0,0.335,0.231,0.147,1.765,1.112,0.112,0.122,0.582,0.834,-0.716,0.474,0.131,219.362,14.013,0,1.955,0.896,0.029,-2.956,2.347,0.208,36.034,2.474,0,13.926,1.114,0,0.711,0.308,0.021,2.899,0.391,0,11.379,0.577,0,79.887,0.787,0,-2.477,0.165,0,93.605,0.223,0,-0.559,0.075,0
"Mplus VERSION 5.1","0.1","06/04/2015","10:04 AM","nuage","u0","female","empty","chair","nocog","nophysspec","nocogspec",TRUE,940,4,NA,5,-11302.253,22614.506,22638.736,22622.856,22614.5702398287,"u0_female_empty_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.965,0.985,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/04/2015","10:05 AM","nuage","u0","female","empty","flamingo","nocog","nophysspec","nocogspec",TRUE,940,4,NA,5,-14955.897,29921.793,29946.023,29930.143,29921.8572398287,"u0_female_empty_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.218,5.469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","female","empty","muscle","nocog","grip","nocogspec",TRUE,940,4,NA,5,-14888.413,29786.826,29811.056,29795.176,29786.8902398287,"u0_female_empty_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.082,2.649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","female","empty","tug","nocog","nophysspec","nocogspec",TRUE,940,4,NA,5,-9562.919,19135.838,19160.068,19144.188,19135.9022398287,"u0_female_empty_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.212,0.21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","female","empty","walking","nocog","nophysspec","nocogspec",TRUE,940,4,NA,5,-6621.688,13253.377,13277.606,13261.726,13253.4412398287,"u0_female_empty_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,0.037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/04/2015","10:05 AM","nuage","u0","male","empty","chair","nocog","nophysspec","nocogspec",TRUE,853,4,NA,5,-9807.96,19625.92,19649.664,19633.786,19625.9908382527,"u0_male_empty_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.871,0.986,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/04/2015","10:05 AM","nuage","u0","male","empty","flamingo","nocog","nophysspec","nocogspec",TRUE,853,4,NA,5,-14435.383,28880.766,28904.51,28888.631,28880.8368382527,"u0_male_empty_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.549,8.174,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","male","empty","muscle","nocog","grip","nocogspec",TRUE,853,4,NA,5,-13623.973,27257.945,27281.689,27265.811,27258.0158382527,"u0_male_empty_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.22,2.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/04/2015","10:06 AM","nuage","u0","male","empty","tug","nocog","nophysspec","nocogspec",TRUE,853,4,NA,5,-8938.493,17886.986,17910.73,17894.851,17887.0568382527,"u0_male_empty_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.856,0.763,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/04/2015","10:07 AM","nuage","u0","male","empty","walking","nocog","grip","nocogspec",TRUE,853,4,NA,5,-6589.435,13188.87,13212.614,13196.736,13188.9408382527,"u0_male_empty_walking_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,0.203,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:49 PM","nuage","u1","female","a","chair","nocog","nophysspec","nocogspec",TRUE,919,4,NA,8,-8463.75,16943.499,16982.086,16956.679,16943.6572417582,"u1_female_a_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.046,1.496,0,0.36,0.347,0.3,1.375,0.584,0.019,7.793,1.081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.903,0.16,0,0.38,0.056,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:06 PM","nuage","u1","female","a","flamingo","nocog","nophysspec","nocogspec",TRUE,937,4,NA,8,-12104.804,24225.608,24264.349,24238.942,24225.7631724138,"u1_female_a_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.909,13.658,0,3.123,1.638,0.057,-13.641,3.829,0,63.578,5.776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.842,0.832,0,-1.657,0.25,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","12:21 PM","nuage","u1","female","a","tug","nocog","nophysspec","nocogspec",TRUE,938,4,NA,8,-6678.748,13373.496,13412.246,13386.839,13373.6510053821,"u1_female_a_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,0.675,0,0.178,0.065,0.006,0.285,0.185,0.123,1.767,0.201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.091,0.093,0,0.09,0.03,0.003,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:54 PM","nuage","u1","female","a","walking","nocog","nophysspec","nocogspec",TRUE,938,4,NA,8,-3731.215,7478.431,7517.181,7491.773,7478.58600538213,"u1_female_a_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.094,0,0.049,0.015,0.001,0.038,0.026,0.138,0.274,0.023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.046,0.034,0,0.013,0.012,0.284,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:50 PM","nuage","u1","female","aeh","chair","nocog","nophysspec","nocogspec",TRUE,915,4,NA,12,-8424.466,16872.931,16930.758,16892.648,16873.2768980044,"u1_female_aeh_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.782,1.468,0,0.349,0.343,0.309,1.4,0.578,0.015,7.783,1.081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.501,0.245,0,0.368,0.103,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:06 PM","nuage","u1","female","aeh","flamingo","nocog","nophysspec","nocogspec",TRUE,933,4,NA,12,-12067.092,24158.183,24216.244,24178.133,24158.5221304348,"u1_female_aeh_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.255,13.549,0,3.041,1.635,0.063,-13.522,3.82,0,63.825,5.803,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.186,0.987,0,-1.378,0.304,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:38 AM","nuage","u1","female","aeh","muscle","nocog","grip","nocogspec",TRUE,933,4,NA,12,-11934.945,23893.891,23951.952,23913.841,23894.2301304348,"u1_female_aeh_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.246,10.938,0,2.818,0.911,0.002,-2.51,2.064,0.224,37.824,2.668,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.53,0.987,0,-1.989,0.265,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:40 AM","nuage","u1","female","aeh","nophys","global","nophysspec","mmms",TRUE,934,4,NA,12,-9094.077,18212.154,18270.228,18232.117,18212.492762215,"u1_female_aeh_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.789,0.741,0,0.756,0.333,0.023,2.163,0.376,0,8.557,0.409,0,NA,NA,NA,NA,NA,NA,93.882,0.257,0,-0.328,0.12,0.006
"Mplus VERSION 5.1","0.1","03/11/2015","12:25 PM","nuage","u1","female","aeh","tug","nocog","nophysspec","nocogspec",TRUE,934,4,NA,12,-6652.143,13328.287,13386.36,13348.249,13328.625762215,"u1_female_aeh_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.276,0.667,0,0.174,0.065,0.007,0.289,0.185,0.117,1.772,0.202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.968,0.155,0,0.064,0.054,0.239,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:55 PM","nuage","u1","female","aeh","walking","nocog","nophysspec","nocogspec",TRUE,934,4,NA,12,-3697.214,7418.428,7476.501,7438.39,7418.76676221498,"u1_female_aeh_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532,0.089,0,0.049,0.015,0.001,0.041,0.025,0.103,0.275,0.023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,0.055,0,0.007,0.022,0.74,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:50 PM","nuage","u1","female","aehplus","chair","nocog","nophysspec","nocogspec",TRUE,915,4,NA,20,-8413.51,16867.019,16963.398,16899.88,16867.9585973154,"u1_female_aehplus_chair_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.519,1.47,0,0.34,0.342,0.321,1.404,0.58,0.016,7.778,1.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.22,0.277,0,0.371,0.121,0.002,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015"," 4:05 PM","nuage","u1","female","aehplus","flamingo","nocog","nophysspec","nocogspec",TRUE,933,4,NA,20,-12058.362,24156.723,24253.491,24189.973,24157.6440526316,"u1_female_aehplus_flamingo_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.778,13.138,0,2.924,1.627,0.072,-12.893,3.754,0.001,63.807,5.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.994,1.143,0,-1.725,0.371,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:38 AM","nuage","u1","female","aehplus","muscle","nocog","grip","nocogspec",TRUE,933,4,NA,20,-11926.136,23892.272,23989.04,23925.522,23893.1930526316,"u1_female_aehplus_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.202,10.892,0,2.691,0.883,0.002,-2.348,2.033,0.248,37.841,2.667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.565,1.122,0,-2.175,0.284,0,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:43 AM","nuage","u1","female","aehplus","nophys","global","nophysspec","mmms",TRUE,934,4,NA,20,-9088.759,18217.519,18314.308,18250.79,18218.4390438116,"u1_female_aehplus_nophys_global_nophysspec_mmms.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.694,0.733,0,0.748,0.329,0.023,2.142,0.371,0,8.552,0.409,0,NA,NA,NA,NA,NA,NA,93.786,0.297,0,-0.421,0.133,0.002
"Mplus VERSION 5.1","0.1","03/11/2015","12:29 PM","nuage","u1","female","aehplus","tug","nocog","nophysspec","nocogspec",TRUE,934,4,NA,20,-6640.617,13321.234,13418.023,13354.505,13322.1540438116,"u1_female_aehplus_tug_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.191,0.666,0,0.164,0.062,0.008,0.291,0.183,0.113,1.777,0.203,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.751,0.168,0,0.115,0.056,0.041,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","06/02/2015"," 2:55 PM","nuage","u1","female","aehplus","walking","nocog","nophysspec","nocogspec",TRUE,934,4,NA,20,-3683.109,7406.218,7503.007,7439.489,7407.13804381161,"u1_female_aehplus_walking_nocog_nophysspec_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,0.087,0,0.048,0.015,0.001,0.042,0.025,0.095,0.275,0.023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.949,0.06,0,0.019,0.025,0.442,NA,NA,NA,NA,NA,NA
"Mplus VERSION 5.1","0.1","03/11/2015","11:43 AM","nuage","u1","female","age","muscle","nocog","grip","nocogspec",TRUE,937,4,NA,8,-11979.021,23974.041,24012.783,23987.375,23974.1961724138,"u1_female_age_muscle_nocog_grip_nocogspec.out"," e:\IALSA\IALSA_retour.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.044,10.955,0,2.828,0.91,0.002,-2.556,2.065,0.216,37.855,2.662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.956,0.713,0,-2.047,0.181,0,NA,NA,NA,NA,NA,NA
